Title	Translated Title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Object ID	Upload ID	Digital ID	Type	Date Digital	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Five Points seventy-five years ago					Printed on front: "The Five Points seventy-five years ago", "205", publisher information	City blocks -- Pictorial works; Munroe family	Postcards				New York	1 postcard	eng		University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015		Box No. 16			ccg	Reviewed items		http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150006340001001	Image		image/tiff				21081640 Bytes	3300	2127	2278463767	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150006340001001.tif		2009-10-22	2013-05-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/557	557	729.jp2	/asm0015/image/729.jp2
Two women in a garden					Stamped on verso: "A. Munroe, Concord, Mass."	Munroe family	Photographs					1 photograph			University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015		Box No. 19			ccg; cme	Reviewed items		http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150006930001001	Image		image/tiff				84786852 Bytes	6113	4622	1273318268	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150006930001001.tif		2009-10-22	2010-11-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/558	558	445.jp2	/asm0015/image/445.jp2
The Isle of Palms S.C.					Written on front: "32"; written on verso: "Isle of Palms S.C.", diagram	Munroe family; Isle of Palms (South Carolina) -- Pictorial works	Photographs				Isle of Palms, South Carolina	1 b&w photograph	eng		University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015		Box No. 6			ccg	Reviewed items		http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150002260001001	Image		image/tiff				62447684 Bytes	4010	5189	3992909973	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150002260001001.tif		2009-10-22	2010-11-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/559	559	941.jp2	/asm0015/image/941.jp2
Views in Royal Palm Park					Written on verso: "R.P. S.P. Britton", "Wirth M. Munroe"		Photographs					1 b&w photograph	eng		University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015		Box No. 4			ccg	Reviewed items		http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150001260001001	Image		image/tiff				36515476 Bytes	2987	4072	178948226	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150001260001001.tif		2009-10-22	2010-05-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/560	560	464.jp2	/asm0015/image/464.jp2
No. One Cottage, Camp Biscayne					Written on verso: "No. One Cottage Camp Biscayne"; "Originally The Dining Room"; "Miss Parrot Lived And Ran Camp - First One. Then Uncle Jeurs And Aunt Suzie Benton Lived There And Ran It. Then Creer Took Over."	Cottages; Munroe family	Photographs				Coconut Grove (Miami, Florida)	1 b&w photograph	eng		University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015					ccg; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150008140001001	Image		image/tiff				70027768 Bytes	4266		3273514137	RGB	5470	600 Pixels Per Inch	asm00150008140001001.tif		2009-10-22	2013-05-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/561	561	622.jp2	/asm0015/image/622.jp2
The community path						Munroe family; Coconut Grove (Miami, Florida) -- History; Coconut Grove (Miami, Florida) -- Pictorial works	Photographs				Coconut Grove (Miami, Florida)	1 b&w photograph			University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015		Box No. 3			ccg	Reviewed items		http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150000900001001	Image		image/tiff				20963896 Bytes	2960	2358	3381689730	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150000900001001.tif		2009-10-22	2010-11-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/562	562	24.jp2	/asm0015/image/24.jp2
Barnacle front damaged after 1926 hurricane					Written on verso: "Barnacle front cottage no place it moved to in gale-1926"	Barnacle (Miami, Florida); Munroe family; Coconut Grove (Miami, Florida) -- History; Coconut Grove (Miami, Florida) -- Pictorial works; Hurricanes -- Florida; Palms	Photographs		1926	1920-1930	Coconut Grove (Miami, Florida)	1 b&w photograph	eng		University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015		Box 22			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150010920001001	Image		image/tiff				9589640 Bytes	2106	1514	3371719627	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150010920001001.tif		2009-10-22	2013-05-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/563	563	334.jp2	/asm0015/image/334.jp2
W.J. Matheson's house					Written on verso: "Swastika"		Photographs				Coconut Grove (Miami, Florida)	1 b&w photograph	eng		University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015		Box No. 3			ccg	Reviewed items		http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150000870001001	Image		image/tiff				17822700 Bytes	2658	2232	2498490768	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150000870001001.tif		2009-10-22	2010-05-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/564	564	557.jp2	/asm0015/image/557.jp2
Views in Royal Palm Park					Written on verso: "R. P. Park"		Photographs					1 b&w photograph	eng		University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015		Box No. 4			ccg	Reviewed items		http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150001490001001	Image		image/tiff				20702984 Bytes	2046	3369	3229241683	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150001490001001.tif		2009-10-22	2010-05-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/565	565	135.jp2	/asm0015/image/135.jp2
A. G. Bell's Lab					Written on verso: "My Laboratory Between The Lake And The Harbour On A Spit Of Land"; "A.G. Bell's Lab.?";   Stamped on verso: "18"	Munroe family	Photographs					1 b&w photograph	eng		University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015		Box No. 18			cme	Reviewed items		http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150006550001001	Image		image/tiff				10598700 Bytes	2469	1428	770909278	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150006550001001.tif		2009-10-22	2013-05-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/566	566	215.jp2	/asm0015/image/215.jp2
J.E. Douglas off Elliotts Key					Written on front: "J. E. Douglass off Elliotts Key"; imprinte on front: "R. M. Munroe Photo"; written on verso: "Schooner"	Boats and boating; Oceans; Munroe family	Photographs				Elliott Key (Florida)	1 b&w photograph	eng		University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015		Box No.9			ccg	Reviewed items		http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150003170001001	Image		image/tiff				67256600 Bytes	5368	4175	2522660896	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150003170001001.tif		2009-10-22	2013-05-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/567	567	514.jp2	/asm0015/image/514.jp2
On Miami Beach					Written on front: "R.M.M. Photographing Lumo Plantation About Where Pavilions Now Lands Ocean Beach", "1884"; imprinted on front: "T.A. Hine Photo"	Miami Beach (Florida) -- History; Miami Beach (Florida) -- Pictorial works; Munroe family	Photographs		1884	1880-1890	Miami (Florida)	1 b&w photograph	eng		University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015		Box No. 6			ccg	Reviewed items		http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150002170001001	Image		image/tiff				27062404 Bytes	2475	3642	76606506	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150002170001001.tif		2009-10-22	2013-05-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/568	568	265.jp2	/asm0015/image/265.jp2
Tom Hines					Written on verso: "Thomas Hines"	Munroe family; Portrait photography	Photographs					1 b&w photograph			University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015		Box No. 14			ccg	Reviewed items		http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150005100001001	Image		image/tiff				11073172 Bytes	1519	2425	376874589	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150005100001001.tif		2009-10-22	2010-11-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/569	569	394.jp2	/asm0015/image/394.jp2
Numbers on scrap of paper						Munroe family	Paper								University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015					ccg			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150008620001001	Text		image/tiff				21416636 Bytes	3000		3519089040	RGB	2377	600 Pixels Per Inch	asm00150008620001001.tif		2009-10-22	2013-05-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/570	570	917.jp2	/asm0015/image/917.jp2
Group of people on a boat					Written on verso: O M, C.C.M, Mrs S, T	Boats and boating; Munroe family	Photographs					1 b&w photograph			University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015		Box No. 13			jrn	Reviewed items		http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150004530001001	Image		image/tiff				11394768 Bytes	2570	1475	4289301984	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150004530001001.tif		2009-10-22	2013-05-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/571	571	988.jp2	/asm0015/image/988.jp2
Pennsylvania Dutch home					Written on verso: "Penn Dutch home."	Architecture, Dutch -- United States; Munroe family	Photographs				Pennsylvania	1 b&w photograph	eng		University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015		Box No. 16			ccg	Reviewed items		http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150006430001001	Image		image/tiff				19820300 Bytes	3308	1995	639242874	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150006430001001.tif		2009-10-22	2013-05-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/572	572	90.jp2	/asm0015/image/90.jp2
Barnacle in 1900					Written on verso: "Barnacle in 1900"	Barnacle (Miami, Florida); Munroe family; Coconut Grove (Miami, Florida) -- History; Coconut Grove (Miami, Florida) -- Pictorial works	Photographs		1900	1900-1910	Coconut Grove (Miami, Florida)	1 b&w photograph	eng		University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015					cme			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150009390001001	Image		image/tiff				10043458 Bytes	1882	1778	1280972252	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150009390001001.tif		2009-10-22	2013-05-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/573	573	686.jp2	/asm0015/image/686.jp2
Young palmetto					Written on verso: "Young Palmetto"		Photographs					1 b&w photograph	eng		University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015		Box 22			ccg; jrn			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150011310001001	Image		image/tiff				11219916 Bytes	1942	1921	704954548	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150011310001001.tif		2009-10-22	2010-07-14	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/574	574	604.jp2	/asm0015/image/604.jp2
Registration Certificate No. 44 for Wirth M. Munroe						Munroe family	Voter registration		1924-10-10	1920-1930	Miami (Florida)	1 registration certificate	eng		University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015					ccg; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150007340001001	Text		image/tiff				34221512 Bytes	5196	2194	341701765	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150007340001001.tif		2009-10-22	2013-05-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/575	575	327.jp2	/asm0015/image/327.jp2
New River					Written on verso: "New River Fla."	Coconut Grove (Miami, Florida) -- History; Coconut Grove (Miami, Florida) -- Pictorial works; Rivers; Munroe family	Photographs					1 b&w photograph	eng		University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015		Box No. 4			ccg	Reviewed items		http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150001290001001	Image		image/tiff				45852136 Bytes	4367	3498	1446570401	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150001290001001.tif		2009-10-22	2013-05-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/576	576	908.jp2	/asm0015/image/908.jp2
Carolina sloop					Written on front: "28". Written on verso: "A carolina Sloop"	Oceans; Boats and boating; Munroe family	Photographs					1 b&w photograph	eng		University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015		Box No.8			jrn; cme	Reviewed items		http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150002710001001	Image		image/tiff				40467196 Bytes	3977	3390	3073575681	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150002710001001.tif		2009-10-22	2013-05-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/577	577	361.jp2	/asm0015/image/361.jp2
Barnacle					Written on verso: "Barnacle"	Barnacle (Miami, Florida); Munroe family; Coconut Grove (Miami, Florida) -- History; Coconut Grove (Miami, Florida) -- Pictorial works	Photographs				Coconut Grove (Miami, Florida)	1 b&w photograph	eng		University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015					cme			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150009420001001	Image		image/tiff				13184862 Bytes	2768	1587	2960949828	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150009420001001.tif		2009-10-22	2013-05-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/578	578	259.jp2	/asm0015/image/259.jp2
De Hedouville and royal palms					Written on front: "De Hedouville and Royal Palms" , "92"	Munroe family	Photographs		1892	1890-1900		1 b&w photograph	eng		University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015		Box No. 1			ccg	Reviewed items		http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150000300001001	Image		image/tiff				81297996 Bytes	5966	4541	3230714423	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150000300001001.tif		2009-10-22	2013-05-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/579	579	461.jp2	/asm0015/image/461.jp2
Newport					Written on verso: "Schr. Newport Key West To Miami 1886 Nw.", "Capt. Gay. Mr N__was Munroe, Mr & Mrs E___, Miss Flora McFarlane, Ms Abby Sluppard, N__ N__ Brown, R. M. Munroe", "Return to R. M. Munroe", "Took passengers & freight", "Bisbee"	Boats and boating; Oceans; Munroe family	Photographs		1886	1880-1890		1 b&w photograph	eng		University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015		Box No.9			ccg	Reviewed items		http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150003180001001	Image		image/tiff				53621976 Bytes	4974	3592	1816121423	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150003180001001.tif		2009-10-22	2013-05-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/580	580	15.jp2	/asm0015/image/15.jp2
Barnacle roof to _______ left					Written on verso: "Barnacle roof to _______ left"	Barnacle (Miami, Florida); Munroe family; Coconut Grove (Miami, Florida) -- History; Coconut Grove (Miami, Florida) -- Pictorial works	Photographs				Coconut Grove (Miami, Florida)	1 b&w photograph	eng		University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015					cme			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150010600001001	Image		image/tiff				14997460 Bytes	2553	1955	2214034975	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150010600001001.tif		2009-10-22	2013-05-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/581	581	553.jp2	/asm0015/image/553.jp2
Great Kills collage of photographs					Written on verso: "Great Kills"	Munroe family	Photographs				Staten Island (New York)	1 b&w photograph	eng		University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015		Box No. 15			jrn	Reviewed items		http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150005900001001	Image		image/tiff				59335592 Bytes	5032	3929	3224646601	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150005900001001.tif		2009-10-22	2013-05-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/582	582	946.jp2	/asm0015/image/946.jp2
Munroe ways					Written on verso: "Munroe ways"; "Poole'S Boat House In Rear And Pleasure?"; "Herreshoff"	Boats and boating; Munroe family	Photographs					1 b&w photograph	eng		University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015		Box No. 2; Folder No.7			ccg; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150002580001001	Image		image/tiff				16251068 Bytes	2640	2049	2871375196	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150002580001001.tif		2009-10-22	2013-05-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/583	583	824.jp2	/asm0015/image/824.jp2
Photograph of a sculpture						Munroe family	Photographs					1 b&w photograph	eng		University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015		Box No. 18			ccg; cme	Reviewed items		http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150006520001001	Image		image/tiff				41534280 Bytes	4422	3129	290309595	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150006520001001.tif		2009-10-22	2013-05-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/584	584	333.jp2	/asm0015/image/333.jp2
Tommmy Hine					Written on verso: "Tommy Hine" , "Cruise to Long Key.  Winter Of 1922"	Munroe family; Portrait photography	Photographs		1922	1920-1930		1 b&w photograph	eng		University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015		Box No. 14			ccg; jrn	Reviewed items		http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150005190001001	Image		image/tiff				20131648 Bytes	2004	3345	6194670	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150005190001001.tif		2009-10-22	2010-11-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/585	585	408.jp2	/asm0015/image/408.jp2
Palm trees						Palms; Munroe family	Photographs					1 b&w photograph			University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015					jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150010620001001	Image		image/tiff				17970052 Bytes	2729	2192	1158630640	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150010620001001.tif		2009-10-22	2013-05-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/586	586	648.jp2	/asm0015/image/648.jp2
View of a fort						Munroe family; Fortification	Photographs					1 b&w photograph	eng		University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015		Box 22			ccg; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150011150001001	Image		image/tiff				7647920 Bytes	1850	1374	553256003	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150011150001001.tif		2009-10-22	2010-11-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/587	587	564.jp2	/asm0015/image/564.jp2
Snapper Creek canal dredging					Written on verso: "Snapper Creek Canal Dredging"	Munroe family	Photographs				Miami, Florida	1 b&w photograph	eng		University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015		Box No. 4			ccg	Reviewed items		http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150001330001001	Image		image/tiff				22518020 Bytes	3068	2444	50621832	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150001330001001.tif		2009-10-22	2010-11-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/588	588	795.jp2	/asm0015/image/795.jp2
Clearing East lot					Written on front: "Church Lot Being Cleared 84"; written on verso: "Site Of Coconut Grove Library On Mcfalane Road Where Community Chapel Was Built[.] Dinner Key In Distant Background At Far Left - 1884", "East Lot"	Munroe family	Photographs		1884	1880-1890		1 b&w photograph	eng		University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015		Box No. 3			ccg	Reviewed items		http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150001210001001	Image		image/tiff				72090756 Bytes	5553	4326	950683279	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150001210001001.tif		2009-10-22	2013-05-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/589	589	272.jp2	/asm0015/image/272.jp2
First Proa					Written on verso: "First Proa"; "11 - 66"	Boats and boating; Oceans; Munroe family	Photographs					1 b&w photograph	eng		University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015		Box No. 2; Folder No.7			ccg; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150002480001001	Image		image/tiff				20820152 Bytes	2104	3295	3291964710	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150002480001001.tif		2009-10-22	2013-05-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/590	590	799.jp2	/asm0015/image/799.jp2
Camp Biscayne					Written on verso: "Camp Biscayne"	Munroe family; Coconut Grove (Miami, Florida) -- History; Coconut Grove (Miami, Florida) -- Pictorial works	Photographs				Coconut Grove (Miami, Florida)	1 b&w photograph	eng		University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015					cme			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150009200001001	Image		image/tiff				41553040 Bytes	2984	4177	532021447	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150009200001001.tif		2009-10-22	2013-05-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/591	591	412.jp2	/asm0015/image/412.jp2
Commodore Munroe and Wirth?					Written on verso: "Commodore Munroe?"; "Wirth?"; "Sent By Carol Gardner___?[Sic] To Bob Who Forwarded It To Me!"	Munroe, Ralph, 1851-1933; Munroe family	Photographs					1 b&w photograph	eng		University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015					cme			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150010360001001	Image		image/tiff				8811860 Bytes	2022		978447354	RGB	1449	600 Pixels Per Inch	asm00150010360001001.tif		2009-10-22	2013-05-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/592	592	852.jp2	/asm0015/image/852.jp2
Barnacle					Written on verso: "Barnacle"	Barnacle (Miami, Florida); Munroe family; Coconut Grove (Miami, Florida) -- History; Coconut Grove (Miami, Florida) -- Pictorial works	Photographs				Coconut Grove (Miami, Florida)	1 b&w photograph	eng		University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015					cme			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150009370001001	Image		image/tiff				21491696 Bytes	2372	3019	275918242	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150009370001001.tif		2009-10-22	2013-05-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/593	593	31.jp2	/asm0015/image/31.jp2
1926 Poore trip						Palms; Munroe family	Postcards		1926	1920-1930		1 postcard			University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015					ccg; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150011480001001	Image		image/tiff				48858532 Bytes	2256	7216	478906035	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150011480001001.tif		2009-10-22	2013-05-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/594	594	750.jp2	/asm0015/image/750.jp2
Susie Reynolds					Written on verso: "Susie Reynolds", "Mrs M"; printed on verso: photographer information	Munroe family; Portrait photography	Photographs					1 b&w photograph	eng		University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015		Box No. 14			ccg	Reviewed items		http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150005080001001	Image		image/tiff				11754812 Bytes	1549	2525	3181417914	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150005080001001.tif		2009-10-22	2010-11-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/595	595	147.jp2	/asm0015/image/147.jp2
Jupiter and Utilis - Annapolis boat drill					Written on middle front: "29"; 1 of 2 photos on mat	Boats and boating; Munroe family	Photographs					1 b&w photograph			University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015		Box No.9			ccg	Reviewed items		http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150003210001001	Image		image/tiff				32567712 Bytes	3552	3054	2261175248	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150003210001001.tif		2009-10-22	2013-05-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/596	596	132.jp2	/asm0015/image/132.jp2
Bahamas?					Written on verso: "Bahamas?"	Beaches; Munroe family	Photographs					1 b&w photograph	eng		University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015		Box 22			jrn; cme			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150011290001001	Image		image/tiff				15387500 Bytes	2588	1979	557438164	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150011290001001.tif		2009-10-22	2013-05-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/597	597	343.jp2	/asm0015/image/343.jp2
Barnacle boathouse and figureheads					Written on verso: "Figureheads From Wrecks. Cocoanut Grove"	Barnacle (Miami, Florida); Munroe family; Coconut Grove (Miami, Florida) -- History; Coconut Grove (Miami, Florida) -- Pictorial works; Boathouses; Figureheads of ships	Photographs				Coconut Grove (Miami, Florida)	1 b&w photograph	eng		University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015		Box No. 2			ccg	Reviewed items		http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150000350001001	Image		image/tiff				39393724 Bytes	3087	4251	1668824534	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150000350001001.tif		2009-10-22	2013-05-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/598	598	600.jp2	/asm0015/image/600.jp2
Heaving the lead (Lampassas)					Written on front: "Heaving the Lead", "95"	Ships; Munroe family	Photographs					1 b&w photograph	eng		University of Miami Libraries. Special Collections	Ralph M. Munroe Family Papers	ASM0015		Box No. 5			ccg	Reviewed items		http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00150001740001001	Image		image/tiff				36176541 Bytes	3598	3016	3545800242	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm00150001740001001.tif		2009-10-22	2013-05-08	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0015/id/599	599	392.jp2	/asm0015/image/392.jp2
