Title	Translated title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Object ID	Upload ID	Digital ID	Type	Date Digital	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 1																Alan Crockwell Collection	ASM0447									asm0447000029		asm04470000290001001			Image				25597440 Bytes	2570	3320	3430862656	RGB	8 Bits Per Sample	300 Pixels Per Inch	asm04470000290001001.tif		2010-03-29	2010-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0447/id/61	61	62.jp2	/asm0447/image/62.jp2
Page 2																Alan Crockwell Collection	ASM0447									asm0447000029		asm04470000290002001			Image				25597440 Bytes	2570	3320	422558065	RGB	8 Bits Per Sample	300 Pixels Per Inch	asm04470000290002001.tif		2010-03-29	2010-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0447/id/62	62	63.jp2	/asm0447/image/63.jp2
Ralph M. Munroe letter to Vincent Gilpin, October 21, 1908		Munroe, Ralph, 1851-1933				Munroe, Ralph, 1851-1933; Gilpin, Vincent; Letters	Correspondence		1908-10-21	1900-1910	Coconut Grove (Miami, Florida)	1 letter	eng		University of Miami Libraries. Special Collections.	Alan Crockwell Collection	ASM0447		Box No. 1; Folder No. 6			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0447000029		asm0447000029	Text	0000-00-00	image/tiff													2010-10-29	2010-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0447/id/63	63	64.cpd	/asm0447/image/64.cpd
Page 1																Alan Crockwell Collection	ASM0447									asm0447000020		asm04470000200001001			Image				37130769 Bytes	3131	3953	58468980	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm04470000200001001.tif		2010-03-29	2010-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0447/id/64	64	65.jp2	/asm0447/image/65.jp2
Page 2																Alan Crockwell Collection	ASM0447									asm0447000020		asm04470000200002001			Image				37315980 Bytes	3157	3940	1565515314	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm04470000200002001.tif		2010-03-29	2010-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0447/id/65	65	66.jp2	/asm0447/image/66.jp2
Page 3																Alan Crockwell Collection	ASM0447									asm0447000020		asm04470000200003001			Image				36547680 Bytes	3092	3940	625425868	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm04470000200003001.tif		2010-03-29	2010-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0447/id/66	66	67.jp2	/asm0447/image/67.jp2
Page 4																Alan Crockwell Collection	ASM0447									asm0447000020		asm04470000200004001			Image				37008660 Bytes	3131	3940	2142280429	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm04470000200004001.tif		2010-03-29	2010-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0447/id/67	67	68.jp2	/asm0447/image/68.jp2
Patty Munroe letter to Mrs. Gilpin , June 9, 1920		Munroe, Patty		Patty talks about Christmas vacation; relatives visiting the Munroes;  pupils in school and choir practice		Munroe, Patty; Letters	Correspondence		1920-06-09	1920-1930	Coconut Grove (Miami, Florida)	1 letter; 4 pages	eng		University of Miami Libraries. Special Collections.	Alan Crockwell Collection	ASM0447		Box No. 1; Folder No. 6						http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0447000020		asm0447000020	Text	0000-00-00	image/tiff													2010-10-29	2010-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0447/id/68	68	69.cpd	/asm0447/image/69.cpd
Page 1																Alan Crockwell Collection	ASM0447									asm0447000004		asm04470000040001001			Image				66124662 Bytes	3822	5767	4225818402	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm04470000040001001.tif		2010-10-29	2010-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0447/id/69	69	70.jp2	/asm0447/image/70.jp2
Page 2																Alan Crockwell Collection	ASM0447									asm0447000004		asm04470000040002001			Image				66124662 Bytes	3822	5767	172993837	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm04470000040002001.tif		2010-03-29	2010-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0447/id/70	70	71.jp2	/asm0447/image/71.jp2
Page 3																Alan Crockwell Collection	ASM0447									asm0447000004		asm04470000040003001			Image				66124662 Bytes	3822	5767	3403116483	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm04470000040003001.tif		2010-03-29	2010-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0447/id/71	71	72.jp2	/asm0447/image/72.jp2
Page 4																Alan Crockwell Collection	ASM0447									asm0447000004		asm04470000040004001			Image				65975604 Bytes	3822	5754	2678671297	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm04470000040004001.tif		2010-03-29	2010-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0447/id/72	72	73.jp2	/asm0447/image/73.jp2
Brochure promoting the book, "The Commodore's Story"					"The Commodore's Story" is a biographical account of Ralph Munroe	Munroe, Ralph, 1851-1933; Coconut Grove (Miami, Florida); Biscayne Bay, Florida	Promotional materials					1 brochure; 4 pages	eng		University of Miami Libraries. Special Collections.	Alan Crockwell Collection	ASM0447		Box No. 2; Folder No. 4						http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0447000004		asm0447000004	Text	0000-00-00	image/tiff													2010-10-29	2010-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0447/id/73	73	74.cpd	/asm0447/image/74.cpd
Page 1																Alan Crockwell Collection	ASM0447									asm0447000012		asm04470000120001001			Image				21657750 Bytes	3274	2205	260789411	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm04470000120001001.tif		2010-03-29	2010-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0447/id/74	74	75.jp2	/asm0447/image/75.jp2
Page 2																Alan Crockwell Collection	ASM0447									asm0447000012		asm04470000120002001			Image				21615552 Bytes	3287	2192	2546227758	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm04470000120002001.tif		2010-03-29	2010-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0447/id/75	75	76.jp2	/asm0447/image/76.jp2
Postcard from Wirth Munroe to Vincent Gilpin, May 19, 1928				Wirth Munroe writes about the many beatiful places seen along the coast of Cuba, during his trip with Hugh Matthews and Larry Huntington.	Printed on front: "Port Antonio, Jamaica"	Munroe, Wirth; Gilpin, Vincent; Geography -- Pictorial works	Postcards		1928-05-19	1920-1930		1 postcard	eng		University of Miami Libraries. Special Collections.	Alan Crockwell Collection	ASM0447		Box No. 2; Folder No. 4						http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0447000012		asm0447000012	Text	0000-00-00	image/tiff													2010-10-29	2010-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0447/id/76	76	77.cpd	/asm0447/image/77.cpd
Page 1																Alan Crockwell Collection	ASM0447									asm0447000026		asm04470000260001001			Image				39157632 Bytes	3196	4084	3268277600	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm04470000260001001.tif		2010-03-29	2010-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0447/id/77	77	78.jp2	/asm0447/image/78.jp2
Page 2																Alan Crockwell Collection	ASM0447									asm0447000026		asm04470000260002001			Image				39157632 Bytes	3196	4084	2086566667	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm04470000260002001.tif		2010-03-29	2010-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0447/id/78	78	79.jp2	/asm0447/image/79.jp2
Page 3																Alan Crockwell Collection	ASM0447									asm0447000026		asm04470000260003001			Image				77598960 Bytes	4096	6315	615164217	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm04470000260003001.tif		2010-03-29	2010-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0447/id/79	79	80.jp2	/asm0447/image/80.jp2
Patty Munroe letter to Mr. Gilpin, November 12, 1913		Munroe, Patty				Munroe, Patty; Gilpin, Vincent; Letters	Correspondence		1913-11-12	1910-1920	Coconut Grove (Miami, Florida)	1 letter; 3 pages	eng		University of Miami Libraries. Special Collections.	Alan Crockwell Collection	ASM0447		Box No. 1; Folder No. 6						http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0447000026		asm0447000026	Text	0000-00-00	image/tiff													2010-10-29	2010-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0447/id/80	80	81.cpd	/asm0447/image/81.cpd
Page 1																Alan Crockwell Collection	ASM0447									asm0447000021		asm04470000210001001			Image				40240974 Bytes	3274	4097	2512868336	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm04470000210001001.tif		2010-03-29	2010-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0447/id/81	81	82.jp2	/asm0447/image/82.jp2
Page 2																Alan Crockwell Collection	ASM0447									asm0447000021		asm04470000210002001			Image				40240974 Bytes	3274	4097	3203418509	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm04470000210002001.tif		2010-03-29	2010-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0447/id/82	82	83.jp2	/asm0447/image/83.jp2
Page 3																Alan Crockwell Collection	ASM0447									asm0447000021		asm04470000210003001			Image				40240974 Bytes	3274	4097	1705569573	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm04470000210003001.tif		2010-03-29	2010-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0447/id/83	83	84.jp2	/asm0447/image/84.jp2
Page 4																Alan Crockwell Collection	ASM0447									asm0447000021		asm04470000210004001			Image				40368660 Bytes	3274	4110	1797236499	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm04470000210004001.tif		2010-03-29	2010-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0447/id/84	84	85.jp2	/asm0447/image/85.jp2
Patty Munroe letter to Mr. Gilpin, July 29, 1916		Munroe, Patty		Patty narrates the Munroe's maritime walks onboard the skiff left by Mr. Gilpin		Munroe, Patty; Gilpin, Vincent; Biscayne Bay, Florida; Letters	Correspondence		1916-07-29	1910-1920	Coconut Grove (Miami, Florida)	1 letter	eng		University of Miami Libraries. Special Collections.	Alan Crockwell Collection	ASM0447		Box No. 1; Folder No. 6						http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0447000021		asm0447000021	Text	0000-00-00	image/tiff													2010-10-29	2010-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0447/id/85	85	86.cpd	/asm0447/image/86.cpd
Page 1																Alan Crockwell Collection	ASM0447									asm0447000017		asm04470000170001001			Image				59699880 Bytes	3640	5467	3967825744	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm04470000170001001.tif		2010-03-29	2010-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0447/id/86	86	87.jp2	/asm0447/image/87.jp2
Page 2																Alan Crockwell Collection	ASM0447									asm0447000017		asm04470000170002001			Image				82278660 Bytes	4540	6041	298855644	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm04470000170002001.tif		2010-03-29	2010-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0447/id/87	87	88.jp2	/asm0447/image/88.jp2
Page 3																Alan Crockwell Collection	ASM0447									asm0447000017		asm04470000170003001			Image				102145461 Bytes	5127	6641	3604407352	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm04470000170003001.tif		2010-03-29	2010-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0447/id/88	88	89.jp2	/asm0447/image/89.jp2
Page 4																Alan Crockwell Collection	ASM0447									asm0447000017		asm04470000170004001			Image				101345649 Bytes	5127	6589	1413821706	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm04470000170004001.tif		2010-03-29	2010-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0447/id/89	89	90.jp2	/asm0447/image/90.jp2
Transaction records for the book, "The Commodore's Story"		Kay, C.; Gilpin, Vincent		Items include a letter to Vincent Gilpin, a receipt for purchase of "The Commodore's Story" and two letters referring to sales of out of print copies of this book.		Gilpin, Vincent; Letters; Receipts; New York (New York); West Chester, Pennsylvania; Washington (D.C.)	Correspondence		1952	1950-1960		3 letters; 1 receipt	eng		University of Miami Libraries. Special Collections.	Alan Crockwell Collection	ASM0447		Box No. 2; Folder No. 3			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0447000017		asm0447000017	Text	0000-00-00	image/tiff													2010-10-29	2010-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0447/id/90	90	91.cpd	/asm0447/image/91.cpd
Page 1																Alan Crockwell Collection	ASM0447									asm0447000024		asm04470000240001001			Image				36917088 Bytes	3144	3914	2378230716	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm04470000240001001.tif		2010-03-29	2010-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0447/id/91	91	92.jp2	/asm0447/image/92.jp2
Page 2																Alan Crockwell Collection	ASM0447									asm0447000024		asm04470000240002001			Image				36153858 Bytes	3079	3914	2313035847	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm04470000240002001.tif		2010-03-29	2010-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0447/id/92	92	93.jp2	/asm0447/image/93.jp2
Page 3																Alan Crockwell Collection	ASM0447									asm0447000024		asm04470000240003001			Image				37680318 Bytes	3209	3914	3630261801	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm04470000240003001.tif		2010-03-29	2010-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0447/id/93	93	94.jp2	/asm0447/image/94.jp2
Patty Munroe letter to Mrs. Gilpin, September 14, 1914		Munroe, Patty				Munroe, Patty; Letters	Correspondence		1914-09-14	1910-1920		1 letter	eng		University of Miami Libraries. Special Collections.	Alan Crockwell Collection	ASM0447		Box No. 1; Folder No. 6						http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0447000024		asm0447000024	Text	0000-00-00	image/tiff													2010-10-29	2010-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0447/id/94	94	95.cpd	/asm0447/image/95.cpd
Page 1																Alan Crockwell Collection	ASM0447									asm0447000001		asm04470000010001001			Image				92341536 Bytes	4644	6628	211785309	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm04470000010001001.tif		2010-03-29	2010-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0447/id/95	95	96.jp2	/asm0447/image/96.jp2
Page 2																Alan Crockwell Collection	ASM0447									asm0447000001		asm04470000010002001			Image				92263653 Bytes	4631	6641	1065011806	RGB	8 Bits Per Sample	600 Pixels Per Inch	asm04470000010002001.tif		2010-03-29	2010-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0447/id/96	96	97.jp2	/asm0447/image/97.jp2
The green turtle, and the possibilities of its protection and consequent increase on the Florida coast		Munroe, Ralph, 1851-1933			Article from the Bulletin of the United States Fish Commission, F.C.B., 1897-18	Munroe, Ralph, 1851-1933; Green turtle -- Florida	Journal articles		1897	1800-1900	Florida	1 article; 2 pages; 28 x 19.3 cm	eng		University of Miami Libraries. Special Collections.	Alan Crockwell Collection	ASM0447		Box No. 2; Folder No. 3			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	asm0447000001		asm0447000001	Text	0000-00-00	image/tiff													2010-10-29	2010-10-29	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0447/id/97	97	98.cpd	/asm0447/image/98.cpd
