Title	Photographer	Contributors	Summary	Note	Subject	Genre	Date	Coverage Temporal	Location	Physical Description	Language	Repository	Collection Title	Collection No.	Series	Container	Copyright	Rights	Editor	Object ID	Hardware	Software	Directory	Digital ID	Type	Format	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Crate D. Bowen, Trustee						Portrait photographs			Florida. Miami-Dade County. Coral Gables.	1 b&w photograph; 23.4 x 17.7 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 4; Folder No. 20; Folder Title: Trustee: Bowen, Crate D..	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350820001001	Image	image/tiff										2009-05-26	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/44	44	25.jp2	/umsupport/image/25.jp2
Samuel Friedland, Co-Chairman of the Development Fund	Williams, Laurence S.			Written on verso: "Samuel Friedland Co-Chairman Development Fund Citizens Board"		Portrait photographs			Coral Gables, Florida	1 b&w photograph; 25.3 x 20.5 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 1; Folder No. 17; Folder Title: Citizens Board (N.D.): Individual Photos.	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350130001001	Image	image/tiff										2009-05-26	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/45	45	56.jp2	/umsupport/image/56.jp2
Fleming G. Railey, Trustee				Written on verso: "Ibis 1961 Fleming G. (Pat) Railey Trustee"		Portrait photographs	1961	1960-1970	Coral Gables, Florida	1 b&w photograph; 14.7 x 9.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 6; Folder No. 1; Folder Title: Trustee: Railey, F.Y. "Pat".	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350850001001	Image	image/tiff										2009-05-26	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/46	46	79.jp2	/umsupport/image/79.jp2
J.C. Pereno, Donor				Written on verso: "J.C. Pereno"		Portrait photographs			Coral Gables, Florida	1 b&w photograph; 25.7 x 20 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 3; Folder No. 31; Folder Title: Donor: Pereno, J.C..	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350620001001	Image	image/tiff										2009-05-26	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/47	47	87.jp2	/umsupport/image/87.jp2
Howe E. Murdock and E.L. Cotton, Members of Citizens Board				Written on verso: "L - Howe E. Murdock; R - E.L. Cotton"		Photographs			Coral Gable, Florida	1 b&w photograph; 25.4 x 20.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 1; Folder No. 19; Folder Title: Citizens Board (N.D.): Reception Photos.	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350170001001	Image	image/tiff										2009-05-26	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/48	48	40.jp2	/umsupport/image/40.jp2
Blanka A. Rosenstiel				Written on verso: "Blanka Rosenstiel"		Portrait photographs			Coral Gables, Florida	1 b&w photograph; 24.3 x 19 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 3; Folder No. 32; Folder Title: Donor: Rosentiel, Blanka.	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350640001001	Image	image/tiff										2009-05-26	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/49	49	53.jp2	/umsupport/image/53.jp2
Luther A. Hodson, Donor						Portrait photographs			Coral Gables, Florida	1 b&w photograph; 25.2 x 20.3 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 3; Folder No. 21; Folder Title: Donor: Hodson, Luther A..	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350480001001	Image	image/tiff										2009-05-26	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/50	50	77.jp2	/umsupport/image/77.jp2
Charles H. Crandon, Trustee						Portrait photographs		1940-1950	Coral Gables, Florida	1 b&w photograph; 20.2 x 25.3 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 5; Folder No. 9; Folder Title: Trustee: Crandon, Charles. Folder Date: Various	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350490001001	Image	image/tiff										2009-05-26	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/51	51	9.jp2	/umsupport/image/9.jp2
William C. Martin, Donor				Written on verso: "William C. Martin"		Portrait photographs			Coral Gables, Florida	1 b&w photograph; 25.2 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 3; Folder No. 29; Folder Title: Donor: Martin, William C.	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350600001001	Image	image/tiff										2009-05-26	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/52	52	35.jp2	/umsupport/image/35.jp2
E. L. Cotton, Trustee				Written on verso: "Ibis 1961 p.24"		Portrait photographs	1961	1960-1970	Coral Gables, Florida	1 b&w photograph; 20.7 x 25.4 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 5; Folder No. 5; Folder Title: Trustee: Cotton, E.L. Folder Date: Various	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350410001001	Image	image/tiff										2009-05-26	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/53	53	6.jp2	/umsupport/image/6.jp2
Henry O. Shaw, Donor						Portrait photographs			Coral Gables, Florida	1 b&w photograph; 24.65 x 20.2 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 3; Folder No. 35; Folder Title: Donor: Shaw, Henry O..	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350680001001	Image	image/tiff										2009-05-26	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/54	54	37.jp2	/umsupport/image/37.jp2
Dr. James Edward Cheek,  Trustee				He was also the 15th President of Howard University		Photographs	1971	1970-1980	Coral Gables, Florida	1 b&w photograph; 20.2 x 25.8 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 5; Folder No. 1; Folder Title: Trustee: Cheek, Dr. James Edward. Folder Date: 1971	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350330001001	Image	image/tiff										2009-05-26	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/55	55	54.jp2	/umsupport/image/54.jp2
Oscar Dooley						Portrait photographs	1963	1960-1970	Coral Gables, Florida	1 b&w photograph; 20.6 x 12.7 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 3; Folder No. 11; Folder Title: Donor: Dooley, Oscar. Folder Date: 1963	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350360001001	Image	image/tiff										2009-05-26	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/56	56	67.jp2	/umsupport/image/67.jp2
Edward F. Dunn, Trustee						Portrait photographs		1950-1960	Coral Gables, Florida	1 b&w photograph; 12.8 x 18.1 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 5; Folder No. 13; Folder Title: Trustee: Dunn, Edward F. Folder Date: n.d.	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350570001001	Image	image/tiff										2009-05-26	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/57	57	84.jp2	/umsupport/image/84.jp2
B.F. Danbaum, Donor	Grose, Oliver					Portrait photographs			Coral Gables, Florida	1 b&w photograph; 25.3 x 20.1 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 3; Folder No. 7; Folder Title: Donor: Danbaum, B.F.	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350320001001	Image	image/tiff										2009-05-26	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/58	58	71.jp2	/umsupport/image/71.jp2
Halsted L. Ritter, Trustee						Portrait photographs			Coral Gables, Florida	1 b&w photograph; 22.8 x 17.7 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 6; Folder No. 4; Folder Title: Trustee: Ritter, Halsted L..	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350880001001	Image	image/tiff										2009-05-26	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/59	59	29.jp2	/umsupport/image/29.jp2
Citizens Board members	Rudolph			Written on verso: "Left to right: Dr. J. Holden Beckwith, Henry O. shaw, Pres. Board, Mr. & Mrs. Grosvenor"		Photographs			Coral Gables, Florida	1 b&w photograph; 25.3 x 20.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 1 Folder No. 19 Folder Title: Citizens Board (N.D.): Reception Photos.	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350150001001	Image	image/tiff										2009-05-26	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/60	60	10.jp2	/umsupport/image/10.jp2
Mr. and Mrs. George Whitten at the Learning Center				Written on verso: "Mr. and Mrs. George E. Whitten; 5/18/70"		Photographs	1970-05-18	1970-1980	Coral Gables, Florida	1 color photograph; 12.7 x 12.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 3; Folder No. 41; Folder Title: Donor: Whitten, George E. - Learning and Instructional Resource Center.   Folder Date: 1970	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350710001001	Image	image/tiff										2009-05-26	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/61	61	24.jp2	/umsupport/image/24.jp2
Benjamin E. Bronston, Donor	Ardmore Studio			Written on verso: "B.E. Bronston"		Portrait photographs			Coral Gables, Florida	1 b&w photograph; 25.2 x 20.23 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 3; Folder No. 3; Folder Title: Donor: Bronston, Benjamin E..	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350260001001	Image	image/tiff										2009-05-26	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/62	62	90.jp2	/umsupport/image/90.jp2
Past Presidents of the Citizens Board				Written on verso: "L to R - Dr. Beckwith, Ray Ernest, J. Carther, Tom Fisher, Hans Murdock"		Photographs			Coral Gables, Florida	1 b&w photograph; 25.3 x 20.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 1; Folder No. 19; Folder Title: Citizens Board (N.D.): Reception Photos.	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350160001001	Image	image/tiff										2009-05-26	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/63	63	15.jp2	/umsupport/image/15.jp2
Bob Masterson, University of Toronto Football Coach	Chetwynd, Arthur			Written on verso: "Bob Masterson UM Alum, Toronto U Coach"		Photographs			Coral Gables, Florida	1 b&w photograph; 24.8 x 20.1 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 1; Folder No. 14; Folder Title: Alumni (N.D.): Individual Photos. Folder Date: TC	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350110001001	Image	image/tiff										2009-05-26	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/64	64	31.jp2	/umsupport/image/31.jp2
Mr. George Whitten at the Learning Center				Written on verso: "George E. Whitten; 5/18/70"		Photographs	1970-05-18	1970-1980	Coral Gables, Florida	1 color photograph; 12.7 x 12.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 3; Folder No. 41; Folder Title: Donor: Whitten, George E. - Learning and Instructional Resource Center.   Folder Date: 1970	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350750001001	Image	image/tiff										2009-05-26	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/65	65	3.jp2	/umsupport/image/3.jp2
Tobias Klein, Donor				Written on verso: "Tobias Klein"		Portrait photographs			Coral Gables, Florida	1 b&w photograph; 25.4 x 20.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 3; Folder No. 25; Folder Title: Donor: Klein, Tobias.	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350500001001	Image	image/tiff										2009-05-26	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/66	66	69.jp2	/umsupport/image/69.jp2
Neville MacArthur				Written on verso: "MacArthur, Neville"		Portrait photographs	1959	1950-1960	Coral Gables, Florida	1 b&w photograph; 25.4 x 20.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 3; Folder No. 28; Folder Title: Donor: MacArthur, Neville. Folder Date: 1959	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350580001001	Image	image/tiff										2009-05-26	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/67	67	32.jp2	/umsupport/image/32.jp2
Victor Andres Belaunde, Trustee						Portrait photographs			Coral Gables, Florida	1 b&w photograph; 25.4*20.7 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 4; Folder No. 18; Folder Title: Trustee: Belaunde, Victor Andres.	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350780001001	Image	image/tiff										2009-05-26	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/68	68	5.jp2	/umsupport/image/5.jp2
Isidor Cohen, Donor				Written on verso: "Isidor Cohen"		Portrait photographs			Coral Gables, Florida	1 b&w photograph; 25.3 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 3; Folder No. 4; Folder Title: Donor: Cohen, Isidor.	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350280001001	Image	image/tiff										2009-05-26	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/69	69	44.jp2	/umsupport/image/44.jp2
S.A. Goodman, Donor	Madison, Park			Written on verso: "S.A. Goodman"		Portrait photographs			Coral Gables, Florida	1 b&w photograph; 25.1 x 20.2 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 3; Folder No. 18; Folder Title: Donor: Goodman, S.A..	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350460001001	Image	image/tiff										2009-05-26	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/70	70	100.jp2	/umsupport/image/100.jp2
Mr. Erwin Allen, Member of the Citizens Board	Fisher, Ray			Written on verso: "Mr. Erwin Allen, Citizens Board member and president of the Greater Miami Federal Savings and Loan Ass'n"		Portrait photographs	1980	1980-1990	Coral Gables, Florida	1 b&w photograph; 20.7 x 25.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 2; Folder No. 27; Folder Title: Citizens Board (1980): Individual Photos. Folder Date: 1980	http://merrick.library.miami.edu/digitalprojects/copyright.html	© Ray Fisher. All rights reserved.	jag					asu06420350250001001	Image	image/tiff										2009-05-26	2012-09-13	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/71	71	11.jp2	/umsupport/image/11.jp2
Seneca Dutcher Eldredge, Trustee						Portrait photographs		1920-1930	Coral Gables, Florida	1 b&w photograph; 20.3 x 25.3 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 5; Folder No. 15; Folder Title: Trustee: Eldredge, Seneca Dutcher. Folder Date: n.d.	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350590001001	Image	image/tiff										2009-05-26	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/72	72	20.jp2	/umsupport/image/20.jp2
Mr. and Mrs. George Whitten and President Stanford				Written on verso: "Mr. and Mrs. George Whitten, Pres. Stanford. Dedication - Whitten Learning Center, 5/18/70"		Photographs	1970-05-18	1970-1980	Coral Gables, Florida	1 color photograph; 12.7 x 12.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 3; Folder No. 41; Folder Title: Donor: Whitten, George E. - Learning and Instructional Resource Center.   Folder Date: 1970	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350730001001	Image	image/tiff										2009-05-26	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/73	73	68.jp2	/umsupport/image/68.jp2
John C. Clark, Trustee						Portrait photographs		1950-1960	Coral Gables, Florida	1 b&w photograph; 20.6 x 25.3 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 5; Folder No. 2; Folder Title: Trustee: Clark, John C. Folder Date: n.d.	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350350001001	Image	image/tiff										2009-05-26	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/74	74	88.jp2	/umsupport/image/88.jp2
John W. Schippman, Trustee				Written on verso: "John W. Schippmann trustee University of Miami"		Portrait photographs			Coral Gables, Florida	1 b&w photograph; 13.6 x 11.0 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 6; Folder No. 9; Folder Title: Trustee: Schippman, John W..	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350930001001	Image	image/tiff										2009-05-26	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/75	75	13.jp2	/umsupport/image/13.jp2
Richard Pomeroy, President QB Club	Fleming, Fred B.			Written on verso: "Richard Pomeroy President QB Club"		Portrait photographs			Coral Gables, Florida	1 b&w photograph; 25.4 x 20.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 1; Folder No. 14; Folder Title: Alumni (N.D.): Individual Photos. Folder Date: TC	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350090001001	Image	image/tiff										2009-05-26	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/76	76	7.jp2	/umsupport/image/7.jp2
Dr. John W. Snyder, Trustee						Portrait photographs	1961	1960-1970	Coral Gables, Florida	1 b&w photograph; 17.9 x 12.7 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 6; Folder No. 13; Folder Title: Trustee: Snyder, Dr. John W..	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350990001001	Image	image/tiff										2009-05-26	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/77	77	74.jp2	/umsupport/image/74.jp2
Eli Timoner, Citizens Board Member and President of Air Florida						Photographs	1980	1980-1990	Coral Gables, Florida	1 b&w photograph; 12.7 x 17.8 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 2; Folder No. 27; Folder Title: Citizens Board (1980): Individual Photos. Folder Date: 1980	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350230001001	Image	image/tiff										2009-05-26	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/78	78	86.jp2	/umsupport/image/86.jp2
Neville MacArthur, Donor sitting for a portrait				Written on verso: "MacArthur, Neville; Engineering School named in his honor"		Photographs	1959	1950-1960	Coral Gables, Florida	1 b&w photograph; 20.7 x 25.4 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 3; Folder No. 28; Folder Title: Donor: MacArthur, Neville. Folder Date: 1959	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350560001001	Image	image/tiff										2009-05-26	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/79	79	92.jp2	/umsupport/image/92.jp2
McGregor Smith, Trustee	Bachrach, Fabian			Photographers signature on right corner of the photograph.		Portrait photographs			Coral Gables, Florida	1 b&w photograph; 25.8 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 6; Folder No. 12; Folder Title: Trustee: Smith, McGregor.	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350960001001	Image	image/tiff										2009-05-26	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/80	80	98.jp2	/umsupport/image/98.jp2
Meyer Gold, Donor				Written on verso: "Early picture of Meyer Gold, a major donor to the U of M; library donor"		Portrait photographs			Coral Gables, Florida	1 b&w photograph; 25.4 x 20.55 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 3; Folder No. 17; Folder Title: Donor - Gold, Meyer.	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350440001001	Image	image/tiff										2009-05-26	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/81	81	72.jp2	/umsupport/image/72.jp2
Max Orovitz, Wm. Arnold Hanger, James M Cox Jr., and Henry King Stanford at the dedication of Cox Science Bldg.						Photographs	1970-05-26	1970-1980	Coral Gables, Florida	1 b&w photograph; 25.4 x 20.2 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 5; Folder No. 7; Folder Title: Trustee: Cox, James M. Folder Date: 1970	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350450001001	Image	image/tiff										2009-05-26	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/82	82	95.jp2	/umsupport/image/95.jp2
Alumni Homecoming Comittee				Written on verso: "Annette Honorof, teacher at Miami Jackson High - U of M grad - Student Teachers""Dave Hendricks, Claude Corrighan, Walter Kichefski, Marshall Simmon, Joan Knoche, Jean Lambert, Grant Stockdale, Helene Kichefski, Bunny Cesarsuo."		Photographs	1948	1940-1950	Coral Gables, Florida	1 b&w photograph; 25.6 x 20.2 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 1; Folder No. 1; Folder Title: Alumni (1940s). Folder Date: 1940s	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350020001001	Image	image/tiff										2009-05-26	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/83	83	12.jp2	/umsupport/image/12.jp2
Hervey Allen, Trustee						Portrait photographs	1948	1940-1950	Coral Gables, Florida	1 b&w photograph; 7.7 x 5.8 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 4; Folder No. 21; Folder Title: Trustee: Allen, Hervey.	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350840001001	Image	image/tiff										2009-05-26	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/84	84	93.jp2	/umsupport/image/93.jp2
Arthur Vining Davis, Trustee				Written on verso: "Ibis 1961 p.25."		Portrait photographs	1961	1960-1970	Coral Gables, Florida	1 b&w photograph; 20.2 x 25.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 5; Folder No. 11; Folder Title: Trustee: Davis, Arthur Vining. Folder Date: 1961	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350550001001	Image	image/tiff										2009-05-26	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/85	85	17.jp2	/umsupport/image/17.jp2
Harry Hood Bassett, Trustee						Portrait photographs			Coral Gables, Florida	1 b&w photograph; 25.3 x 20.5 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 4; Folder No. 16; Folder Title: Trustee: Bassett, Harry Hood.	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350790001001	Image	image/tiff										2009-05-26	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/86	86	85.jp2	/umsupport/image/85.jp2
Eunice Shriver at a Volunteering Event				Written on verso: "Eunice Shriver" Written on verso:		Photographs	1967	1960-1970	Coral Gables, Florida	1 b&w photograph; 12.85 x 17.9 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 3; Folder No. 39; Folder Title: Donor: Shriver, Eunice. Folder Date: 1967	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350720001001	Image	image/tiff										2009-05-26	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/87	87	2.jp2	/umsupport/image/2.jp2
Eunice Shriver, Donor speaking at an event				Written on verso: "Eunice Shriver"		Photographs	1967	1960-1970	Coral Gables, Florida	1 b&w photograph; 12.65 x 18 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 3; Folder No. 36; Folder Title: Donor: Shriver, Eunice. Folder Date: 1967	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350700001001	Image	image/tiff										2009-05-26	2011-03-07	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/88	88	50.jp2	/umsupport/image/50.jp2
Annette Honorof, almunus				Written on verso: "Annette Honorof, teacher at Miami Jackson High - U of M grad - Student Teachers"		Photographs	1950-06	1950-1960	Coral Gables, Florida	1 b&w photograph; 25.7 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series IX: Alumni and Other Support Organizations	Box No. 1; Folder No. 2; Folder Title: Alumni (1950s). Folder Date: 1950s	http://merrick.library.miami.edu/digitalprojects/copyright.html		jag					asu06420350070001001	Image	image/tiff										2009-05-26	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umsupport/id/90	90	94.jp2	/umsupport/image/94.jp2
