Title	Translated Title	Movements Title	Uniform Title	Composer	Lyricist	Arranger	Performer	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical Description	Language	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Object ID	Upload ID	Digital ID	Type	Date Digital	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Sheet 40																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1734	1734	1735.pdfpage	/asm0038/image/1735.pdfpage
Sheet 41																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1735	1735	1736.pdfpage	/asm0038/image/1736.pdfpage
Sheet 42																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1736	1736	1737.pdfpage	/asm0038/image/1737.pdfpage
Sheet 43																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1737	1737	1738.pdfpage	/asm0038/image/1738.pdfpage
Sheet 44																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1738	1738	1739.pdfpage	/asm0038/image/1739.pdfpage
Sheet 45																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1739	1739	1740.pdfpage	/asm0038/image/1740.pdfpage
Sheet 46																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1740	1740	1741.pdfpage	/asm0038/image/1741.pdfpage
Sheet 47																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1741	1741	1742.pdfpage	/asm0038/image/1742.pdfpage
Sheet 48																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1742	1742	1743.pdfpage	/asm0038/image/1743.pdfpage
Sheet 49																																															2011-03-01	2011-03-01	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1743	1743	1744.pdfpage	/asm0038/image/1744.pdfpage
Sheet 50																																															2011-03-01	2011-03-01	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1744	1744	1745.pdfpage	/asm0038/image/1745.pdfpage
Sheet 51																																															2011-03-01	2011-03-01	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1745	1745	1746.pdfpage	/asm0038/image/1746.pdfpage
Sheet 52																																															2011-03-01	2011-03-01	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1746	1746	1747.pdfpage	/asm0038/image/1747.pdfpage
Sheet 53																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1747	1747	1748.pdfpage	/asm0038/image/1748.pdfpage
Sheet 54																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1748	1748	1749.pdfpage	/asm0038/image/1749.pdfpage
Sheet 55																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1749	1749	1750.pdfpage	/asm0038/image/1750.pdfpage
Sheet 56																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1750	1750	1751.pdfpage	/asm0038/image/1751.pdfpage
Sheet 57																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1751	1751	1752.pdfpage	/asm0038/image/1752.pdfpage
Sheet 58																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1752	1752	1753.pdfpage	/asm0038/image/1753.pdfpage
Sheet 59																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1753	1753	1754.pdfpage	/asm0038/image/1754.pdfpage
Sheet 60																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1754	1754	1755.pdfpage	/asm0038/image/1755.pdfpage
Sheet 61																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1755	1755	1756.pdfpage	/asm0038/image/1756.pdfpage
Sheet 62																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1756	1756	1757.pdfpage	/asm0038/image/1757.pdfpage
Sheet 63																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1757	1757	1758.pdfpage	/asm0038/image/1758.pdfpage
Sheet 64																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1758	1758	1759.pdfpage	/asm0038/image/1759.pdfpage
Sheet 65																																															2011-03-01	2011-03-01	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1759	1759	1760.pdfpage	/asm0038/image/1760.pdfpage
Sheet 66																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1760	1760	1761.pdfpage	/asm0038/image/1761.pdfpage
Sheet 67																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1761	1761	1762.pdfpage	/asm0038/image/1762.pdfpage
Sheet 68																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1762	1762	1763.pdfpage	/asm0038/image/1763.pdfpage
Sheet 69																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1763	1763	1764.pdfpage	/asm0038/image/1764.pdfpage
Sheet 70																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1764	1764	1765.pdfpage	/asm0038/image/1765.pdfpage
Sheet 71																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1765	1765	1766.pdfpage	/asm0038/image/1766.pdfpage
Sheet 72																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1766	1766	1767.pdfpage	/asm0038/image/1767.pdfpage
Sheet 73																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1767	1767	1768.pdfpage	/asm0038/image/1768.pdfpage
Sheet 74																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1768	1768	1769.pdfpage	/asm0038/image/1769.pdfpage
Sheet 75																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1769	1769	1770.pdfpage	/asm0038/image/1770.pdfpage
Sheet 76																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1770	1770	1771.pdfpage	/asm0038/image/1771.pdfpage
Sheet 77																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1771	1771	1772.pdfpage	/asm0038/image/1772.pdfpage
Sheet 78																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1772	1772	1773.pdfpage	/asm0038/image/1773.pdfpage
Sheet 79																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1773	1773	1774.pdfpage	/asm0038/image/1774.pdfpage
Sheet 80																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1774	1774	1775.pdfpage	/asm0038/image/1775.pdfpage
Sheet 81																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1775	1775	1776.pdfpage	/asm0038/image/1776.pdfpage
Sheet 82																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1776	1776	1777.pdfpage	/asm0038/image/1777.pdfpage
Sheet 83																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1777	1777	1778.pdfpage	/asm0038/image/1778.pdfpage
Sheet 84																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1778	1778	1779.pdfpage	/asm0038/image/1779.pdfpage
Sheet 85																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1779	1779	1780.pdfpage	/asm0038/image/1780.pdfpage
Sheet 86																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1780	1780	1781.pdfpage	/asm0038/image/1781.pdfpage
Sheet 87																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1781	1781	1782.pdfpage	/asm0038/image/1782.pdfpage
Sheet 88																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1782	1782	1783.pdfpage	/asm0038/image/1783.pdfpage
Sheet 89																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1783	1783	1784.pdfpage	/asm0038/image/1784.pdfpage
Sheet 90																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1784	1784	1785.pdfpage	/asm0038/image/1785.pdfpage
Sheet 91																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1785	1785	1786.pdfpage	/asm0038/image/1786.pdfpage
Sheet 92																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1786	1786	1787.pdfpage	/asm0038/image/1787.pdfpage
Sheet 93																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1787	1787	1788.pdfpage	/asm0038/image/1788.pdfpage
Sheet 94																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1788	1788	1789.pdfpage	/asm0038/image/1789.pdfpage
Sheet 95																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1789	1789	1790.pdfpage	/asm0038/image/1790.pdfpage
Sheet 96																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1790	1790	1791.pdfpage	/asm0038/image/1791.pdfpage
Sheet 97																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1791	1791	1792.pdfpage	/asm0038/image/1792.pdfpage
Sheet 98																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1792	1792	1793.pdfpage	/asm0038/image/1793.pdfpage
Sheet 99																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1793	1793	1794.pdfpage	/asm0038/image/1794.pdfpage
Sheet 100																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1794	1794	1795.pdfpage	/asm0038/image/1795.pdfpage
Sheet 101																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1795	1795	1796.pdfpage	/asm0038/image/1796.pdfpage
Sheet 102																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1796	1796	1797.pdfpage	/asm0038/image/1797.pdfpage
Sheet 103																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1797	1797	1798.pdfpage	/asm0038/image/1798.pdfpage
Sheet 104																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1798	1798	1799.pdfpage	/asm0038/image/1799.pdfpage
Sheet 105																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1799	1799	1800.pdfpage	/asm0038/image/1800.pdfpage
Sheet 106																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1800	1800	1801.pdfpage	/asm0038/image/1801.pdfpage
Sheet 107																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1801	1801	1802.pdfpage	/asm0038/image/1802.pdfpage
Sheet 108																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1802	1802	1803.pdfpage	/asm0038/image/1803.pdfpage
Sheet 109																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1803	1803	1804.pdfpage	/asm0038/image/1804.pdfpage
Sheet 110																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1804	1804	1805.pdfpage	/asm0038/image/1805.pdfpage
Sheet 111																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1805	1805	1806.pdfpage	/asm0038/image/1806.pdfpage
Sheet 112																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1806	1806	1807.pdfpage	/asm0038/image/1807.pdfpage
Sheet 113																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1807	1807	1808.pdfpage	/asm0038/image/1808.pdfpage
Sheet 114																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1808	1808	1809.pdfpage	/asm0038/image/1809.pdfpage
Sheet 115		Esta Ardiente Fiebre																																													2011-04-28	2011-04-28	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1809	1809	1810.pdfpage	/asm0038/image/1810.pdfpage
Sheet 116																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1810	1810	1811.pdfpage	/asm0038/image/1811.pdfpage
Sheet 117																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1811	1811	1812.pdfpage	/asm0038/image/1812.pdfpage
Sheet 118																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1812	1812	1813.pdfpage	/asm0038/image/1813.pdfpage
Sheet 119																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1813	1813	1814.pdfpage	/asm0038/image/1814.pdfpage
Sheet 120																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1814	1814	1815.pdfpage	/asm0038/image/1815.pdfpage
Sheet 121																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1815	1815	1816.pdfpage	/asm0038/image/1816.pdfpage
Sheet 122																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1816	1816	1817.pdfpage	/asm0038/image/1817.pdfpage
Sheet 123																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1817	1817	1818.pdfpage	/asm0038/image/1818.pdfpage
Sheet 124																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1818	1818	1819.pdfpage	/asm0038/image/1819.pdfpage
Sheet 125																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1819	1819	1820.pdfpage	/asm0038/image/1820.pdfpage
Sheet 126																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1820	1820	1821.pdfpage	/asm0038/image/1821.pdfpage
Sheet 127																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1821	1821	1822.pdfpage	/asm0038/image/1822.pdfpage
Sheet 128																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1822	1822	1823.pdfpage	/asm0038/image/1823.pdfpage
Sheet 129																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1823	1823	1824.pdfpage	/asm0038/image/1824.pdfpage
Sheet 130																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1824	1824	1825.pdfpage	/asm0038/image/1825.pdfpage
Sheet 131																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1825	1825	1826.pdfpage	/asm0038/image/1826.pdfpage
Sheet 132																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1826	1826	1827.pdfpage	/asm0038/image/1827.pdfpage
Sheet 133																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1827	1827	1828.pdfpage	/asm0038/image/1828.pdfpage
Sheet 134																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1828	1828	1829.pdfpage	/asm0038/image/1829.pdfpage
Sheet 135																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1829	1829	1830.pdfpage	/asm0038/image/1830.pdfpage
Sheet 136																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1830	1830	1831.pdfpage	/asm0038/image/1831.pdfpage
Sheet 137																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1831	1831	1832.pdfpage	/asm0038/image/1832.pdfpage
Sheet 138																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1832	1832	1833.pdfpage	/asm0038/image/1833.pdfpage
Sheet 139																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1833	1833	1834.pdfpage	/asm0038/image/1834.pdfpage
Sheet 140																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1834	1834	1835.pdfpage	/asm0038/image/1835.pdfpage
Sheet 141																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1835	1835	1836.pdfpage	/asm0038/image/1836.pdfpage
Sheet 142																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1836	1836	1837.pdfpage	/asm0038/image/1837.pdfpage
Sheet 143																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1837	1837	1838.pdfpage	/asm0038/image/1838.pdfpage
Sheet 144																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1838	1838	1839.pdfpage	/asm0038/image/1839.pdfpage
Sheet 145																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1839	1839	1840.pdfpage	/asm0038/image/1840.pdfpage
Sheet 146																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1840	1840	1841.pdfpage	/asm0038/image/1841.pdfpage
Sheet 147																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1841	1841	1842.pdfpage	/asm0038/image/1842.pdfpage
Sheet 148																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1842	1842	1843.pdfpage	/asm0038/image/1843.pdfpage
Sheet 149																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1843	1843	1844.pdfpage	/asm0038/image/1844.pdfpage
Sheet 150																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1844	1844	1845.pdfpage	/asm0038/image/1845.pdfpage
Sheet 151																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1845	1845	1846.pdfpage	/asm0038/image/1846.pdfpage
Sheet 152																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1846	1846	1847.pdfpage	/asm0038/image/1847.pdfpage
Sheet 153																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1847	1847	1848.pdfpage	/asm0038/image/1848.pdfpage
Sheet 154																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1848	1848	1849.pdfpage	/asm0038/image/1849.pdfpage
Sheet 155																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1849	1849	1850.pdfpage	/asm0038/image/1850.pdfpage
Sheet 156																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1850	1850	1851.pdfpage	/asm0038/image/1851.pdfpage
Sheet 157																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1851	1851	1852.pdfpage	/asm0038/image/1852.pdfpage
Sheet 158																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1852	1852	1853.pdfpage	/asm0038/image/1853.pdfpage
Sheet 159		Un Canto para Bolivar																																													2011-04-28	2011-04-28	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1853	1853	1854.pdfpage	/asm0038/image/1854.pdfpage
Sheet 160																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1854	1854	1855.pdfpage	/asm0038/image/1855.pdfpage
Sheet 161																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1855	1855	1856.pdfpage	/asm0038/image/1856.pdfpage
Sheet 162																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1856	1856	1857.pdfpage	/asm0038/image/1857.pdfpage
Sheet 163																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1857	1857	1858.pdfpage	/asm0038/image/1858.pdfpage
Sheet 164																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1858	1858	1859.pdfpage	/asm0038/image/1859.pdfpage
Sheet 165																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1859	1859	1860.pdfpage	/asm0038/image/1860.pdfpage
Sheet 166																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1860	1860	1861.pdfpage	/asm0038/image/1861.pdfpage
Sheet 167																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1861	1861	1862.pdfpage	/asm0038/image/1862.pdfpage
Sheet 168																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1862	1862	1863.pdfpage	/asm0038/image/1863.pdfpage
Sheet 169																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1863	1863	1864.pdfpage	/asm0038/image/1864.pdfpage
Sheet 170																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1864	1864	1865.pdfpage	/asm0038/image/1865.pdfpage
Sheet 171																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1865	1865	1866.pdfpage	/asm0038/image/1866.pdfpage
Sheet 172																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1866	1866	1867.pdfpage	/asm0038/image/1867.pdfpage
Sheet 173																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1867	1867	1868.pdfpage	/asm0038/image/1868.pdfpage
Sheet 174																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1868	1868	1869.pdfpage	/asm0038/image/1869.pdfpage
Sheet 175																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1869	1869	1870.pdfpage	/asm0038/image/1870.pdfpage
Sheet 176																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1870	1870	1871.pdfpage	/asm0038/image/1871.pdfpage
Sheet 177																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1871	1871	1872.pdfpage	/asm0038/image/1872.pdfpage
Sheet 178																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1872	1872	1873.pdfpage	/asm0038/image/1873.pdfpage
Oratorio a Bolivar (first draft)		I. Retrato de Bolivar; II. Esta Ardiente Fiebre; III. Un Canto para Bolivar		Romero, Aldemaro					Mezzo-soprano, Tenor baritone, mixed chorus, Infantile chorus, two folk groups, declaimer and orchestra.  Piece commissioned by the Venezuelan government in 1971 in commemoration of the sesquicentenary of the Batalla de Carabobo. Recorded in London in 1975 by Royal Philharmonic Orchestra under Aldemaro Romero' s  conduction .	Secular oratorios -- Excerpts; Composers -- Venezuela; Music -- Venezuela;			1975-05-01	1970-1980		1 musical score; 36 x 32 cm; 45.5 x 48.5 cm		University of Miami Libraries. Special Collections.	Aldemaro Romero Archive	ASM0038		Box No. 12			ccg; sr; amy		Requests to publish materials from this collection require written permission from the rights owner. For more information please contact: A PAGANI S.r.l. Edizioni Musicali, Via Nazario Sauro, 5, 22073 Fino Mornasco (CO) - Italy, Tel. (+39) 031.927642, Fax (+39) 031.881335, info@apagani.it - www.apagani.it	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm003800063			Text		application/pdf											asm003800063.pdf		2013-06-11	2013-06-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1873	1873	1874.cpd	/asm0038/supp/1873/index.pdf
Sheet 1																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1874	1874	1875.pdfpage	/asm0038/image/1875.pdfpage
Sheet 2																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1875	1875	1876.pdfpage	/asm0038/image/1876.pdfpage
Variaciones Marquéz del Toro Luis Julio				Romero, Aldemaro					Flute and violoncello (score). Dedicated to Venezuelan flutist Luis Julio Toro. Not premiered.	Flute and violoncello music; Composers -- Venezuela; Music -- Venezuela;			2007-06-07	2000-2010		1 musical score, 2 pages; 21.5 x 31 cm		University of Miami Libraries. Special Collections.	Aldemaro Romero Archive	ASM0038		Box No. 10			ccg; sr; amy		Requests to publish materials from this collection require written permission from the rights owner. For more information please contact: A PAGANI S.r.l. Edizioni Musicali, Via Nazario Sauro, 5, 22073 Fino Mornasco (CO) - Italy, Tel. (+39) 031.927642, Fax (+39) 031.881335, info@apagani.it - www.apagani.it	http://merrick.library.miami.edu/digitalprojects/copyright.html	asm003800070			Text		application/pdf											asm003800070.pdf		2013-06-11	2013-06-11	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1876	1876	1877.cpd	/asm0038/supp/1876/index.pdf
Sheet 1																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1877	1877	1878.pdfpage	/asm0038/image/1878.pdfpage
Sheet 2																																															2010-09-27	2010-09-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0038/id/1878	1878	1879.pdfpage	/asm0038/image/1879.pdfpage
