Title	Translated title	Creator	Link to transcription	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical description	Language	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Full Text	Rights	Copyright	Upload ID	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 2																								I dont know what to write that will interest you.  I am of the opinion that we are stuck for a year here at least this is merely my opinion and you must take it for what it is worth we have had no news for a long time & are extremely ravenous for some we have not heard about the big Fight yet.  The Sergts of Co C have to recite Lessons in Tactics every other night & we have commenced drill on heavy Artillery the sergts are Cheifs of Peices.  I can skunk the Crowd on them.  I suppose I have a right to brag to you I dont dare to anyone else, so you can believe as much as you care to we shall have to get lessons in Artillery Drill in a few days so that we shall be pretty busy.     Some of the Boys have gone egging I bargained with my Coporal Wm Tilton				asm0383000018						asm03830000180002001		45326160 Bytes	3081	4901	704956886	RGB	8	600	asm03830000180002001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/71	71	73.jp2	/asm0383/image/73.jp2
Page 3																								I am to pay his share of the Boat & he is to give me half he gets there is so many goes then that they done get as many as they did but if I can get a couple of dozens I shall be satisfyed, it will give me several good meals.  There has been a Steamer hovering round here in sight part of the time that is a little suspicious & the Col advised the Boys to take their Arms with them today as he says there are secesshes prowling round in these waters but did not take his advice & it would be a joke if they got taken in & done for        May 1st   I wish you a plesant May-day it is very hot here again today two of the hottest days since we arrived.  I have learned since yesterday that Williams' resignation has not been sent to K. West yet expect it will go in this Mail so the report that it will not be accepted is premature.  				asm0383000018						asm03830000180003001		45645816 Bytes	3104	4899	265912915	RGB	8	600	asm03830000180003001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/72	72	74.jp2	/asm0383/image/74.jp2
Page 4																								payday dont come yet & I think it doubtfull if it comes till six months are due the currency here is Sutlers tickets which are the meanest kind of shin-plasters.     They have got a Big Turtle confined in a Cage inside of the Breakwater he is 4 ft long & 3 ft wide his head as large as a man different shape of course & instead of feet & claws as the Turles north he has flippers or fins he will swim very lively; it is said they will lay as many as a hundred eggs as large as a Goose they commence laying in May & June.  I had forgot almost about my Taxes you will not have money enough to pay them make them wait till I am paid off.  Sam is a little lame yet but so to do duty.  It is Rumored that the Mails are, or to be cut off, if so I shall feel very lonely I hope not; there is I think a gain in the general health of the Regt although there are many sick yet you will find this letter dull but I think of nothing else & will close     Yours Ever   C. Shedd   				asm0383000018						asm03830000180004001		45636036 Bytes	3092	4917	3694155729	RGB	8	600	asm03830000180004001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/73	73	75.jp2	/asm0383/image/75.jp2
Page 5																												asm0383000018						asm03830000180005001		20342864 Bytes	3402	1991	1351326079	RGB	8	600	asm03830000180005001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/74	74	76.jp2	/asm0383/image/76.jp2
Calvin Shedd letter to wife, S. Augusta Shedd, April 30, 1862		Shedd, Calvin (1826-1891)   	http://scholar.library.miami.edu/shedd/letters/62apr30.html		Shedd writes that the men are ravenous for news of the war.  He describes an egging trip and the capture of a big turtle.		Shedd, Calvin -- Correspondence; Shedd, S. Augusta; United States. Army. New Hampshire Infantry Regiment, 7th. Company A; Florida -- History -- Civil War, 1861-1865 -- Personal narratives; United States -- History -- Civil War, 1861-1865; Enfield (New Hampshire)	Correspondence		1862-04-30	1860-1870	Fort Jefferson (Florida)	1 letter (4 pages); 1 envelope	eng	University of Miami Libraries. Special Collections	Calvin Shedd Papers	ASM0383		Box No. 1; Folder No. 1; Folder Title: Jan - Apr  1862							http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0383000018	Text						image/tiff										2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/75	75	77.cpd	/asm0383/supp/75/index.pdf
Page 1																								Fort Jefferson, Fla, Apr 7th 62      Dear Wife & Children,    I am on guard duty today and have time to write but a word as the mail leaves at 3 oclock, of which I have been just informed I have nothing of importance to write, my health is better but I am not very well, but think I shall be able to do Duty if nothing breaks, regularly it is very warm here in daytime the nights are cooler and very damp heavy dew, which will keep ones clothes damp all through like a smart shower.    Lieut Williams has resigned and has written home to that effect, he has had the offer of 1st Lieut but will not take it if his resignation is accepted he will probably go home soon but the Co would be better satisfyed to have him				asm0383000015						asm03830000150001001		38654424 Bytes	2849	4520	2372818917	RGB	8	600	asm03830000150001001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/76	76	78.jp2	/asm0383/image/78.jp2
Page 2																								stay and rank up. than to have those that will rank up if he leaves. I have about concluded that I had rather be the best Drill Sergt in the Regt than to hold a commission for the Officers are hated by the men awfullly and I have got the good will of the whole Co or all that I can about.    I wrote you about the small pox it is abating I think Corp Page is the last death that will occur from it it is sad to have the men dying so from home & Friendless for the army is the most awful place for demoralization; a man dies and he is forgotten in an hour Land returned from the Island he is well & rugged swarthy as a So-American he has had a terrible experience there of small pox [     ] he was not sick a day himself. I think of sending a small box				asm0383000015						asm03830000150002001		41504732 Bytes	2991	4623	944641785	RGB	8	600	asm03830000150002001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/77	77	79.jp2	/asm0383/image/79.jp2
Page 3																								of shells & coral if I can by some one that is going home, for you to remember me by if I never see NH again; but I hope to, and in a few months or a year at most, but it's impossible to tell anything about it, the last news we have heard was March 15th the fact is we are away from everything down to the extreme southern portion of the W.I. we are probably further south than any other regt will go in this war you can tell where we are I suppose better than I can as I have none and could not get sight of one since we were first ordered here.    I have got a new shirt shoes and mosquito bars we have not yet our Pants Cap or Blouse yet and some of the Boys are wearing their drawers for Pants Frank Lee is nearly naked from his waist down and a great many are naked where				asm0383000015						asm03830000150003001		38166152 Bytes	2784	4567	164405794	RGB	8	600	asm03830000150003001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/78	78	80.jp2	/asm0383/image/80.jp2
Page 4																								where they sit down unless they have their drawers on, my pants are whole as when I had them and the best looking Pants in the regt; it is all in taking care of them, and not Fooling round; you know I was never very bad on clothes. I have my shirts washed out at six cts each, the rest of it I do myself.    Mr. Sweetser, that you saw at Manchester, is in my squad now he found a scorpion in his Blanket but we are not as afraid of them as we were for the Doct says he can cure their sting easy another man found one in his Box where he keeps his bread which made him swear awfully    I fear this letter will not be very interesting and I will close while I have room; with love to all    Yours Ever C Shedd    write often 				asm0383000015						asm03830000150004001		40596308 Bytes	2944	4594	444709507	RGB	8	600	asm03830000150004001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/79	79	81.jp2	/asm0383/image/81.jp2
Page 5																												asm0383000015						asm03830000150005001		21130064 Bytes	3368	2089	2526468605	RGB	8	600	asm03830000150005001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/80	80	82.jp2	/asm0383/image/82.jp2
Calvin Shedd letter to wife, S. Augusta Shedd and children, April 7, 1862		Shedd, Calvin (1826-1891)   	http://scholar.library.miami.edu/shedd/letters/62apr07.html		Now back on guard duty, Shedd reports that his health has improved.  He describes the demoralization of death in the army, "men are forgotten so quickly."		Shedd, Calvin -- Correspondence; Shedd, S. Augusta; United States. Army. New Hampshire Infantry Regiment, 7th. Company A; Florida -- History -- Civil War, 1861-1865 -- Personal narratives; United States -- History -- Civil War, 1861-1865; Enfield (New Hampshire)	Correspondence		1862-04-07	1860-1870	Fort Jefferson (Florida)	1 letter (4 pages); 1 envelope	eng	University of Miami Libraries. Special Collections	Calvin Shedd Papers	ASM0383		Box No. 1; Folder No. 1; Folder Title: Jan - Apr  1862							http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0383000015	Text						image/tiff										2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/81	81	83.cpd	/asm0383/supp/81/index.pdf
Page 1																								St. Augustine Apr 17/63     My Wife & Children     The Neptune leaves in the Morning with the Mail & I will write a word; but dont know what to say; there is no news nothing but the humdrum of garrison life I wish the rebs would just scare us a little if nothing more. My health is pretty good & I hope the next letter from you will report you fully recovered. Capt Cotton grows more intimate with me I sometimes think it is not because he likes me better but that he likes Hooper less there is one thing he has found out that I know my biz pretty well & he leaves all the drill of the Co. to me, he is the best posted of any Capt in the Regt but the men refer knotty points to me the same as they used to in Co. C. the Rebs offered Mr. Riddell $50 for his Boots & the same for his Hat which cost $2.00 north he could have sold his cloths for $150 which did not cost him $25, so there is no mistake about their being short. he fared as well as they did but went without food for 48 hours once then a reb soldier divided a peice of pork with him which was all the poor fellow had afterwards he got				asm0383000026						asm03830000260001001		86589884 Bytes	4798	6014	992597926	RGB	8	600	asm03830000260001001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/82	82	84.jp2	/asm0383/image/84.jp2
Page 2																								Breakfast & bot 4 loaves of Bread at '50 cts each & divided with the soldier in return one man gave him $25 in Confederate money & others gave different sums or they would have suffered severly. Prescott went north with them, & has been exchanged as a prisoner, I hear; perhaps he may escape the penalty of desertion, by getting back before Apr 1st, if so he is a lucky fellow, they left Cate in Jail at Charleston he felt very bad when the rest left, he shook hands with them but could not say a word, I need a Chest or large Trunk but cant get boards enough in this poverty struck place to make one. there seems to be one advantage to Slavery; wherever it is, People get along with very few conveniences, but in this land of spontaneous production, the Beggar is surer of something to eat than the day laborer at the north; if business is dull, I would write to the children if there was anything that would interest them, it is a hard case to write letters from a Prison & this place is about as isolated. I have rigged out a Hat pro tempore, with the help of Mrs Riddell which looks quite gay, it is a privates hat with two feathers, & other fixings, & I will do very well till I can do better; the fates seem to be against me on the hat business. There I think this letter is full long enough for the kind, & badly enough written & I will leave the other page for the Girls to write on. Yours Clar through.    C Shedd    				asm0383000026						asm03830000260002001		85850528 Bytes	4776	5990	1662165605	RGB	8	600	asm03830000260002001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/83	83	85.jp2	/asm0383/image/85.jp2
Page 3																												asm0383000026						asm03830000260003001		19724228 Bytes	3240	2027	3653163694	RGB	8	600	asm03830000260003001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/84	84	86.jp2	/asm0383/image/86.jp2
Calvin Shedd letter to wife, S. Augusta Shedd and children, April 17, 1863		Shedd, Calvin (1826-1891)   	http://scholar.library.miami.edu/shedd/letters/63apr17.html		Shedd relates that there is no news -- garrison life is quite boring. He almost wishes some rebels would come and give them a scare. He tells of some that have traded and sold items for high value in Confederate dollars.		Shedd, Calvin -- Correspondence; Shedd, S. Augusta; United States. Army. New Hampshire Infantry Regiment, 7th. Company A; Florida -- History -- Civil War, 1861-1865 -- Personal narratives; United States -- History -- Civil War, 1861-1865; Enfield (New Hampshire)	Correspondence		1863-04-17	1860-1870	Saint Augustine (Florida)	1 letter (2 pages); 1 envelope	eng	University of Miami Libraries. Special Collections	Calvin Shedd Papers	ASM0383		Box No. 1; Folder No. 5; Folder Title: Mar - Dec 1863							http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0383000026	Text						image/tiff										2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/85	85	87.cpd	/asm0383/supp/85/index.pdf
Page 1																								Fernandina Fla Sept 29th 62    My Dear Wife & Children    We left Beaufort in about two hours after I mailed my last letter: on the Propeller Burnside. That night we went to the H.H. took on 16 Recruits with some other Passengers & about three P.M. started again in a N.E. Storm that night we got an awful Rolling most of the men were seasick I am not troubled with that complaint We arrived here yesterday, Sunday, 2 P.M., shall lay here till this P.M. when I expect we shall sail for St A. I was fortunate enough to get yours of the 2d written at LB & of the 7th & 15 written at Tewksbury I dont see who should write that. I was so near dead I dont recollect of writing anything that would give that impression although I have been harder sick than I let on, I thought sometimes I should play out, but it did not frighten me. I am very sorry and do not thank any one for writing that which will give my Family & Friends so much uneasiness.				asm0383000036						asm03830000360001001		47553868 Bytes	3242	4887	3167286146	RGB	8	600	asm03830000360001001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/86	86	88.jp2	/asm0383/image/88.jp2
Page 2																								I am getting pretty well, not quite fit for Duty yet but I am in command of the 50 men on board, the Col, calls me Lt & Mr. Shedd & has placed me in full charge, I have not seen him since yesterday, we have roughed it some on board the Cook would not so much as make coffee without pay we are all of us out of money & I went to the Col & he told the Cook to look to him for his pay, since then we have got coffee twice a day & had some meat boiled once, the men have eaten the meat raw most of the time , my stomach wont quite go it. I have a Straw Bed that belonged to the Hospital & I brought some Crackers a piece of cheese & a little Butter so I have got along well There is the old & new towns of Fernandina Ft Clinch is at the entrance of the River below Old Town New Town is 4 or 5 miles further up river the buildings look more modern than at Beaufort but there is almost an entire absence of Fruit Trees, also ornamental, which makes the Buildings look bare & unpleasant. The Rebels had the Shore lined with Masked Batteries but never				asm0383000036						asm03830000360002001		46285644 Bytes	3160	4880	840016166	RGB	8	600	asm03830000360002001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/87	87	89.jp2	/asm0383/image/89.jp2
Page 3																								used them when the Gunboats came they skedaddled after burning the Gun Carriages & dismounting the Guns, there are some Citizens here & plenty of Niggers, that did not have time to get away, there is nothing doing the stores are all shut & plenty of grass growing in the streets, the place is perhaps as large as Lebanon, which is considered quite a city in this country. It is held by the 9th Me a splendid regt & appear to be well disciplined, not quite up to the 7th in some things; a Regular Army Col, tells on the appearance of a Regt I wish Col Put could have had a Regt of men like the 9th. I should have liked to belong to it.     St. Augustine Sept 30th I arrived at 11 AM every man & Boy were or appeared to be greatly pleased to see me none of them ever expects to see me again I was not aware that they considered me so badly off I rather guess I was some sick. I like the looks of the place very much in comparison to the other				asm0383000036						asm03830000360003001		47243768 Bytes	3194	4928	1305906929	RGB	8	600	asm03830000360003001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/88	88	90.jp2	/asm0383/image/90.jp2
Page 4																								places we have been in. The Boys are very sorry that I am going into Co A but are glad that I have come to the top of the heap in spite of Capt House, it beats all how the men hate him, they are awful bitter against him. I can hardly write, I have shaken hands so much in Co. C. but all over the Regt, between you & me, I dont want to brag but I honestly think, I am the most popular bah; I cant write it You will recollect this is the oldest town in the U.S. there are some quaint old Buildings in the Town. I have not yet seen enough of it to write understandingly. It is astonishing how the men have gained in health in Co. C.there is but 3 on sick list one of consumption one sore hand one sore foot & it is so with all the Regt, The talk is that there will be an attack here if so, I am here to see & if I am killed I hope you will not mourn me for it is the fortune of war & must be expected. So dont borrow any trouble, it will come soon enough. Dont be impatient if you dont hear from me for some time for the mail is very irregular the Burnside leaves at high Tide tomorrow So I will close with my best love to you all    C Shedd 				asm0383000036						asm03830000360004001		45343672 Bytes	3107	4862	2622407719	RGB	8	600	asm03830000360004001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/89	89	91.jp2	/asm0383/image/91.jp2
Calvin Shedd letter to wife, S. Augusta Shedd and children, September 29, 1862		Shedd, Calvin (1826-1891)   	http://scholar.library.miami.edu/shedd/letters/62sep29.html		Shedd describes the trip from Beaufort to Fernandina.  His health has not been good, but he is in charge of 50 men on board.  He gives some details about Fernandina and finishes his letter with a description of his arrival in St. Augustine.		Shedd, Calvin -- Correspondence; Shedd, S. Augusta; United States. Army. New Hampshire Infantry Regiment, 7th. Company A; Florida -- History -- Civil War, 1861-1865 -- Personal narratives; United States -- History -- Civil War, 1861-1865; Enfield (New Hampshire)	Correspondence		1862-09-29	1860-1870	Fernandina Beach (Florida)	1 letter; 4 pages	eng	University of Miami Libraries. Special Collections	Calvin Shedd Papers	ASM0383		Box No. 1; Folder No. 2; Folder Title: May - Sep 1862					 		http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0383000036	Text						image/tiff										2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/90	90	92.cpd	/asm0383/supp/90/index.pdf
Page 1																								Fort Jefferson, Fla., March 15 1862    Dear Wife & Children     I was very glad to hear from you, Yours of the 24th of Feb came to hand yesterday I have written you twice from here & to Mr Huse which he will show you You caution me about eating Fruit no danger of that at all that I have had was 3 Lemons that I paid 15 cts for everything is about twice as high as at the north There is a Rebel schooner lying here in a sinking condition that was taken by a Yankee GunBoat, the crew cut a hole to sink her but our men were to quick for them, the Gunboat fired 26 shots at her before she hove too but without injury.  She is loaded with Fruit & Liquors.  After the crew made the hole in her they took to their Boats and escaped somehow, I have not heard the particulars.  There was a Prize crew of Six put on board to take her to Key West but they could not keep her afloat and were				asm0383000011						asm03830000110001001		44834196 Bytes	3051	4896	4211062733	RGB	8	600	asm03830000110001001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/91	91	93.jp2	/asm0383/image/93.jp2
Page 2																								nearly worn out when they arrived here and sent for Soldiers to work the Pump they run her aground with 5 ft of water in her hold, Gen. Brannan Comder. of department of K West was here & inspected our Regt yesterday we Paraded with all our traps and we had a sweat of it.  The three Companys of Zouaves left for Ft Pikens last Eve we were very happy to part with them and the Guard House is to let this morning     The Small Pox has broken out and some 15 men have been sent to Bird Island supposed to be sick with it Levi Le Page from my squad is there his Brother John is sick in the Tent I dont know but he has got it.  I dont feel Frightened as some do Ned & I can kill out all of these Bully Farmers we have done our duty every day while they are sick about half the time and shirk duty the rest, the good soldiers are scarce in this regt that is that				asm0383000011						asm03830000110002001		46355944 Bytes	3129	4936	101972333	RGB	8	600	asm03830000110002001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/92	92	94.jp2	/asm0383/image/94.jp2
Page 3																								do their duty from sence of patriotism & love of country I cant find a man that sticks up to the rack as I do.  I feel the same courage to keep on as I did when I enlisted, although if the war was over I should wish to be at home for a soldiers life as such, I dont like I can tell you, and I never have seen the man yet that did.  Sam has been well all the time till within a day or two has had a sore throat but is some better today; and on duty as Corporal of water Guard; I think he has not missed a Tour of duty since he enlisted he is one of the best Soldiers for duty on the Co. Neds religion is all .... just like mine Ned & Dodge have to cook out doors for the whole Co. and have a hard time of it but we have better Grub than we had from the other cooks when they had a stove & Kitchen read the Coarse writing on the next page first then the fine     My health is good for this climate appetite good although I feel week & languish as one feels in hot days in spring I am writing in my Tent sitting on my Bunk				asm0383000011						asm03830000110003001		45718372 Bytes	3091	4928	1699642990	RGB	8	600	asm03830000110003001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/93	93	95.jp2	/asm0383/image/95.jp2
Page 4																								with nothing on but shirt & Trousers bare armed & Barefooted warm at that (the mails are [      ] dont think strange if you dont hear from me every week or fortnight.)     My Dear Annah & Libby (I shall write again soon I write every time the mail leaves for Key West) I wrote to Ada in my last and I will drop a line to you there is a little black Hen with nine tiny chicks scratching at the door of my Tent some are black striped & yellow & white they are cunning little things they pick up Breadcrumbs that the soldiers drop & Corporal Brown makes dough for them every day we dont know who they belong to they stay around our Tents all the time.  I want to see you very much and I think of you very often. the moon shines brighter than in N. H. so bright that we can see to read by its light very well and I love to look at it for I think that you may be looking at it the same time although so far away.  Flies are as thick here as you ever saw them in Dogdays they are very troublesome.  You must write to me when mother writes be good & jolly goodbye                                     From Your Father C. Shedd     Sam & a dozen more in Co. C have got variculoid or small pox I am not very sick three from my squad I dont feel much afraid of it Tell every Body you see to send papers to the Boys for we are outside all civilization we get no news until it is a month old write me about Town meeting and what scandal there is Floating round the village a little more the mail leaves tonight 16th on guard to day or I should have written      Yours as Ever    C. Shedd 				asm0383000011						asm03830000110004001		46862080 Bytes	3153	4952	3023300770	RGB	8	600	asm03830000110004001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/94	94	96.jp2	/asm0383/image/96.jp2
Page 5																												asm0383000011						asm03830000110005001		21850216 Bytes	3445	2112	3423319048	RGB	8	600	asm03830000110005001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/95	95	97.jp2	/asm0383/image/97.jp2
Calvin Shedd letter to wife, S. Augusta Shedd and daughters, March 15, 1862		Shedd, Calvin (1826-1891)   	http://scholar.library.miami.edu/shedd/letters/62mar15.html		Small pox has broken out among the regiment, but Shedd reassures his wife that his health is good.  He closes with a note to his two younger daughters relating humorous events.		Shedd, Calvin -- Correspondence; Shedd, S. Augusta; United States. Army. New Hampshire Infantry Regiment, 7th. Company A; Florida -- History -- Civil War, 1861-1865 -- Personal narratives; United States -- History -- Civil War, 1861-1865; Enfield (New Hampshire)	Correspondence		1862-03-15	1860-1870	Fort Jefferson (Florida)	1 letter (4 pages); 1 envelope	eng	University of Miami Libraries. Special Collections	Calvin Shedd Papers	ASM0383		Box No. 1; Folder No. 1; Folder Title: Jan - Apr  1862					 		http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0383000011	Text						image/tiff										2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/96	96	98.cpd	/asm0383/supp/96/index.pdf
Page 1																								St. Augustine Jan 15th, 1863     Dear Wife     It is cool with high wind, there was heavy showers last night; it seems cooler than it would it having been so warm for a week previous. we are watching the Rebels a little closer, & send out a Co every day to look after them. the reason of their being this side of the river I suppose to be to keep the Negroes from coming within our lines, as they know that we shall make soldiers of them; it is reported that they are hanging some of them to intimidate the rest "Alas! for the poor slave" they have to bear everything it is a great wonder to me that they do not rebel; they would if they were not the most quiet inoffensive race on earth, there is no mistake but they were intended for slaves providing any other race were wicked enough to enslave them, It is hard work to fill out a letter with nothing to write. My health is bad I am almost discouraged sometimes; I am on duty but hardly able to be about; One of our men has died of consumption, & three others discharged and gone home within a week; our Co is called Squad A. we are so few.    we go on picket tomorrow the whole Co; shall be out all day & night, two rebels came in today & report Savannah taken, don't believe it! we are very anxious to hear the particulars of				asm0383000047						asm03830000470001001		87516604 Bytes	4830	6038	3966100200	RGB	8	600	asm03830000470001001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/97	97	99.jp2	/asm0383/image/99.jp2
Page 2																								Rosencrans fight as yet we have only rumors, I presume Burnside will have gone into winter quarters ere this, hard luck that; well I don't feel discouraged about it but sorrowfull, I want to hear how badly the E boys were wounded, according to accts the 11th fought bravely.    Tuesday morn Jan 20th Since writing the above, I have been on Picket & on Gd 24 hours each, and am pretty well used up, We had quite a time on Picket Lt. Mason was in Comnd; we went out to a ruined Secesh house where the reserve stops about two miles out. then sent out two Patrols, Mason went with one, I stayed with the reserve, they had been gone about two hours when Mason and his crowd came rushing back & reported a party of rebels; they blundered right on their camp, supposed there was 15 or 20, well Mason rushed to Headquarters & out came Co. E & F. When ...; as might have been expected there was no rebels there, but our other Patrol run over them two miles further up in the afternoon, we ie two Cos beat the bush where they were in the morning but did not go where they were seen P.M. Smart opperation; well Capt Cotton was in comnd So I suppose it is all right but dont see... we have had the hardest blow for three days that I have seen in the South, it was almost frightful here on the parapet of the Fort, I have really been afraid my				asm0383000047						asm03830000470002001		88003348 Bytes	4848	6049	1807622745	RGB	8	600	asm03830000470002001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/98	98	100.jp2	/asm0383/image/100.jp2
Page 3																								Shanty would crush in or tip over, it is not so bad today. but a stiff breeze, we shall not get a mail till the wind goes down and I dont know when that will be, I am getting anxious to hear from you again very.    We have Lettuce Beets Carrots & Cabbage that grew this fall and winter the Orange trees are beginning to blossom some, roses in any quantity Geraniums grow in the gardens like weeds, the same with most house plants at the north; but with every chance in the world the People here have the least luxuries of any I ever saw, they seem to be satisfied with a little Hard-Tack & fish mullet. they buy the grease from our kitchen at 10 per lb to fry with I am thinking you would not stomach it very well, before the great freeze in the "S & E" "I think" this place was one great Orange grove and the people lived very well by the sale of their Oranges at that time the trees were all killed every one of them, it was so cold that the cattle died and the river was frozen nearly over. after they had got their trees started again, an insect destroyed the fruits and that discouraged the whole crowd, but the insects are leaving, & do very little damage now, and it is just the time to sett out a grove, any one might make a fortune in a few years comparatively is said that the oranges raised here command the 				asm0383000047						asm03830000470003001		84326836 Bytes	4699	5980	3932529656	RGB	8	600	asm03830000470003001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/99	99	101.jp2	/asm0383/image/101.jp2
Page 4																								highest price in market of any in the world.    I want to see you awfully & also the children I sit in my lonely shanty and think of you by the hour, & that is all the good it does, as the end of the war is not yet I don't think of much to write as news is scarce as ever & will close.    Yours Ever   C Shedd   				asm0383000047						asm03830000470004001		87592996 Bytes	4865	6000	1922880190	RGB	8	600	asm03830000470004001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/100	100	102.jp2	/asm0383/image/102.jp2
Page 5																												asm0383000047						asm03830000470005001		20837604 Bytes	3499	1983	2979942027	RGB	8	600	asm03830000470005001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/101	101	103.jp2	/asm0383/image/103.jp2
Calvin Shedd letter to wife, S. Augusta Shedd, January 15, 1863		Shedd, Calvin (1826-1891)   	http://scholar.library.miami.edu/shedd/letters/63jan15.html		Illness, death, and discharge have affected the regiment so much, that Shedd says they are now barely a squad.   He reports that the rebels are now hanging Negro men to discourage others from joining the Union force.  Shedd tells of a small skirmish with some local rebels and finishes with a description of the weather and the produce growing in the area.		Shedd, Calvin -- Correspondence; Shedd, S. Augusta; United States. Army. New Hampshire Infantry Regiment, 7th. Company A; Florida -- History -- Civil War, 1861-1865 -- Personal narratives; United States -- History -- Civil War, 1861-1865; Enfield (New Hampshire)	Correspondence		1863-01-15	1860-1870	Saint Augustine (Florida)	1 letter (4 pages); 1 envelope	eng	University of Miami Libraries. Special Collections	Calvin Shedd Papers	ASM0383		Box No. 1; Folder No. 4; Folder Title: Jan - Feb 1863							http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0383000047	Text						image/tiff										2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/102	102	104.cpd	/asm0383/supp/102/index.pdf
Page 1																								Fort Jefferson, Fla., March 6th, 1862    Dear Ones at home    I wrote you last Sunday before we came ashore and will try and write something more Cos. A & F got ashore Sunday P.M. Monday Co. C got ashore about noon [     ] we had a blow and Co G had to stay till Wed P.M. We feel very ancious about the Ship that the other six Cos are on Board of there are strang Rumors about her; it appears, the Capt of her put his Mate in command of her, and he came here in the Steamer that arrived far before we did although she did not leave NY till ten days after we did, some say he, and his Mate, are secesh and that the mate has run her ashore or delivered her over to the rebels. There was a rumor yesterday that she lay under the Guns of the Rebel Batterys at Pensacola Adjutant Henderson and the Capt of the Tycoon have gone to Key West to see if any Tidings of her may be heard, we are thanking our stars that we				asm0383000010						asm03830000100001001		47009576 Bytes	3179	4927	3271574974	RGB	8	600	asm03830000100001001.tif		2012-06-04	2012-06-04	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0383/id/103	103	105.jp2	/asm0383/image/105.jp2
