Title	Photographer	Contributors	Summary	Note	Subject	Genre	Date	Coverage Temporal	Location	Physical Description	Language	Repository	Collection Title	Collection No.	Series	Container	Copyright	Rights	Editor	Object ID	Hardware	Software	Directory	Digital ID	Type	Format	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Southernmost house in the U.S.	Fried, Larry		Plaque reads: "SOUTHMOST: BY ACTUAL SURVEY THE SOUTHERNMOST PRIVATE HOME IN THE UNITED STATES"	Written on verso: "Tempo Oct 1949 feature Key West (photo by Larry Fried)"		Photographs	1949-10	1940-1950	Coral Gables (Florida)	1 b&w photograph; 25.8 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series X: Miscellaneous Photos	Box No. 1;  Folder No. 8;  Folder Title: Non-UM Photos of Miami 3- Key West, 1949 Tempo, 1949	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420450170001001	Image	image/tiff										2009-07-06	2011-03-03	http://merrick.library.miami.edu:80/cdm/ref/collection/umiscel/id/44	44	15.jp2	/umiscel/image/15.jp2
Miami Beach from the Fountainebleau Hotel				Written on verso: "Miami Beach- Collins Ave. looking South from the Fontainebleau Hotel (at 4441 Collins Ave.)"		Photographs			Miami Beach (Florida)	1 b&w photograph; 25.4 x 20.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series X: Miscellaneous Photos	Box No. 1; Folder No. 6; Folder Title: Non-UM Photos of Miami 1.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420450160001001	Image	image/tiff										2009-07-06	2011-03-03	http://merrick.library.miami.edu:80/cdm/ref/collection/umiscel/id/46	46	3.jp2	/umiscel/image/3.jp2
Miami skyline from the causeway				Written on verso: "Miami, City of - Skyline from the causeway"		Photographs			Miami Beach (Florida)	1 b&w photograph; 25.4  x 20.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series X: Miscellaneous Photos	Box No. 1; Folder No. 6; Folder Title: Non-UM Photos of Miami 1.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420450130001001	Image	image/tiff										2009-07-06	2011-03-03	http://merrick.library.miami.edu:80/cdm/ref/collection/umiscel/id/47	47	32.jp2	/umiscel/image/32.jp2
Robert L. Floyd, Mayor of Miami, with others	City of Miami News Bureau		Others in photograph include: Claude Corigan, Dan Conroy, and Marshall Simmons.	Written on verso: "11/10/49 Seater - Mayor of Miami Robert. L. Floyd. Standing L-R - Claude Corigan, Dan Conroy, Marshall Simmons"		Photographs	1949-11-10	1940-1950	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.8 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series X: Miscellaneous Photos	Box No. 2; Folder No. 6; Folder Title: People: Non-UM Group and Individual Photos: photos/negatives, n.d.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420450440001001	Image	image/tiff										2009-07-06	2011-03-03	http://merrick.library.miami.edu:80/cdm/ref/collection/umiscel/id/48	48	5.jp2	/umiscel/image/5.jp2
Russian dancer	Fleming, Fred B.					Photographs		1900-2000	Coral Gables (Florida)	1 b&w photograph; 18.3 x 25.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series X: Miscellaneous Photos	Box No. 2; Folder No. 6; Folder Title: People: Non-UM Group and Individual Photos: photos/negatives, v.d.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420450450001001												2009-07-06	2011-03-03	http://merrick.library.miami.edu:80/cdm/ref/collection/umiscel/id/49	49	44.jp2	/umiscel/image/44.jp2
Karl Karrolin, University of Miami stamp collection Curator, with Myron Greenetree, stamp collection donor				Written on verso: "Karl Karrolin, Curator of collection.  Myron Greenetree, donor of stamp collection"		Photographs	1962-11-21	1960-1970	Coral Gables, Florida	1 b&w photograph; 25.3 x 20.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series X: Miscellaneous Photos	Box No. 2; Folder No. 5; Folder Title: UM Related Misc. Photos: Stamp Collection, n.d.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420450390001001	Image	image/tiff										2009-07-06	2011-03-03	http://merrick.library.miami.edu:80/cdm/ref/collection/umiscel/id/50	50	11.jp2	/umiscel/image/11.jp2
All-Miami Boy Choir				Written on verso: "All-Miami Boy Choir 3/2/73"		Photographs	1973-03-02	1970-1980	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.5 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series X: Miscellaneous Photos	Box No. 1; Folder No. 5; Folder Title: Non-UM Organizations.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420450110001001												2009-07-06	2011-03-03	http://merrick.library.miami.edu:80/cdm/ref/collection/umiscel/id/51	51	20.jp2	/umiscel/image/20.jp2
Civil War fort in Key West	Fried, Larry		Three men at Civil War fort in Key West.	Written on verso: "Key West feature Oct 1949 (photo by Larry Fried)"		Photographs	1949-10	1940-1950	Coral Gables (Florida)	1 b&w photograph; 25.8 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series X: Miscellaneous Photos	Box No. 1; Folder No. 8; Folder Title: Non-UM Photos of Miami 3- Key West, 1949 Tempo, 1949	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420450190001001												2009-07-06	2011-03-03	http://merrick.library.miami.edu:80/cdm/ref/collection/umiscel/id/52	52	13.jp2	/umiscel/image/13.jp2
Art Saey and family	Fleming, Fred B.		Art Saey playing with his son while his wife looks on.			Photographs			Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series X: Miscellaneous Photos	Box No. 2; Folder No. 10; Folder Title: People: Unknown Group and Individual Photos (2 of 2): photos/negatives, v.d.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420450600001001												2009-07-06	2011-03-03	http://merrick.library.miami.edu:80/cdm/ref/collection/umiscel/id/53	53	7.jp2	/umiscel/image/7.jp2
Florida panther	Fried, Larry					Photographs	1949-12	1940-1950	Coral Gables (Florida)	1 b&w photograph; 25.8 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series X: Miscellaneous Photos	Box No. 1; Folder No. 10; Folder Title: UM Related Misc. Photos- Animals.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420450300001001	Image	image/tiff										2009-07-06	2011-03-03	http://merrick.library.miami.edu:80/cdm/ref/collection/umiscel/id/54	54	12.jp2	/umiscel/image/12.jp2
U.S. Army recruiters				Written on verso: "Recruiting 1940's US army"		Photographs		1940-1950	Coral Gables (Florida)	1 b&w photograph; 17.8 x 12.9 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series X: Miscellaneous Photos	Box No. 2; Folder No. 10; Folder Title: People: Unknown Group and Individual Photos (2 of 2): photos/negatives, v.d.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420450610001001												2009-07-06	2011-03-03	http://merrick.library.miami.edu:80/cdm/ref/collection/umiscel/id/55	55	17.jp2	/umiscel/image/17.jp2
Man on a dock feeding ducks	Brown, James; Hale, Fraser					Photographs	1950-12	1950-1960	Coral Gables (Florida)	1 b&w photograph; 25.8 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series X: Miscellaneous Photos	Box No. 1; Folder No. 10; Folder Title: UM Related Misc. Photos- Animals.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420450290001001	Image	image/tiff										2009-07-06	2011-03-03	http://merrick.library.miami.edu:80/cdm/ref/collection/umiscel/id/56	56	2.jp2	/umiscel/image/2.jp2
Great Seal of the University of Miami				Inscription reads: "Great Seal University of Miami.  Coral Gables, Florida 1925"		Photographs			Coral Gables (Florida)	1 b&w photograph; 20.7 x 25.4 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series X: Miscellaneous Photos	Box No. 2; Folder No. 4; Folder Title: UM Related Misc. Photos: Seal 2: University of Miami Seals, n.d.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420450370001001	Image	image/tiff										2009-07-06	2011-03-03	http://merrick.library.miami.edu:80/cdm/ref/collection/umiscel/id/58	58	47.jp2	/umiscel/image/47.jp2
Man spearfishing	Klein, Jordan					Photographs			Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.1 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series X: Miscellaneous Photos	Box No. 1; Folder No. 4; Folder Title: Non-UM Misc. Photos.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420450050001001	Image	image/tiff										2009-07-06	2011-03-03	http://merrick.library.miami.edu:80/cdm/ref/collection/umiscel/id/60	60	28.jp2	/umiscel/image/28.jp2
President Stanford and Sal Vizzini, Miami Police Chief				Written on verso: "President Henry King Stanford and Chief of Police, South Miami Sal Vizzini - 3/2/73 Fund-raising dinner for All-Miami Boy Choir"		Photographs	1973-03-02	1970-1980	Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.5 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series X: Miscellaneous Photos	Box No. 1; Folder No. 5; Folder Title: Non-UM Organizations.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420450100001001	Image	image/tiff										2009-07-06	2011-03-03	http://merrick.library.miami.edu:80/cdm/ref/collection/umiscel/id/61	61	52.jp2	/umiscel/image/52.jp2
Man with a flag in China				Written on bottom: "3A", "129%"; Written on verso: "Trip to China"		Photographs			China	1 b&w photograph; 12.7 x 17.7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series X: Miscellaneous Photos	Box No. 2; Folder No. 10; Folder Title: People: Unknown Group and Individual Photos (2 of 2): photos/negatives, v.d.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420450580001001	Image	image/tiff										2009-07-06	2011-03-03	http://merrick.library.miami.edu:80/cdm/ref/collection/umiscel/id/62	62	8.jp2	/umiscel/image/8.jp2
George Farkas				Farkas was the designer of the furnishings of the University of Miami Student Club. Written on verso: "George Farkas, industrial designer, A.D.I., who designed the furnishings of the UM student club", "George Farkas honorable mention"		Photographs			Coral Gables (Florida)	1 b&w photograph; 23.6 x 19.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series X: Miscellaneous Photos	Box No. 2; Folder No. 10; Folder Title: People: Unknown Group and Individual Photos (2 of 2): photos/negatives, v.d.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420450590001001	Image	image/tiff										2009-07-06	2011-03-03	http://merrick.library.miami.edu:80/cdm/ref/collection/umiscel/id/63	63	58.jp2	/umiscel/image/58.jp2
President Pearson shows the University of Miami stamp collection to Korean University President			From L to R: President Pearson, Curator Carl Karrolin, and Dr. Young Seek Choue, the President of Kyung Hee University in Seoul, South Korea.	Written on verso: "L to R: Dr. Jay F.W. Pearson, Chancellor, University of Miami.  Karl Karrolin, Curator, UM Stamp Collection.  Dr. Young Seek Choue, Chancellor, Kyung Hee University, Seoul, Korea"		Photographs		1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.5 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series X: Miscellaneous Photos	Box No. 2; Folder No. 5; Folder Title: UM Related Misc. Photos: Stamp Collection, n.d.	http://merrick.library.miami.edu/digitalprojects/copyright.html							asu06420450380001001	Image	image/tiff										2009-07-06	2011-03-03	http://merrick.library.miami.edu:80/cdm/ref/collection/umiscel/id/64	64	65.jp2	/umiscel/image/65.jp2
Woman at melon stand	Fisher, Ray, 1924-			Written on verso: "Key West Oct 1949 Tempo (photo by Ray Fisher)"		Photographs	1949-10	1940-1950	Key West (Florida)	1 b&w photograph; 25.8 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series X: Miscellaneous Photos	Box No. 1; Folder No. 8; Folder Title: Non-UM Photos of Miami 3- Key West, 1949 Tempo, 1949	http://merrick.library.miami.edu/digitalprojects/copyright.html	© Ray Fisher. All rights reserved.						asu06420450220001001	Image	image/tiff										2009-07-06	2012-09-13	http://merrick.library.miami.edu:80/cdm/ref/collection/umiscel/id/65	65	1.jp2	/umiscel/image/1.jp2
