Title	Translated Title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage - Temporal	Coverage - Spatial	Physical Description	Language	Website	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Upload ID	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Blank page	Página en blanco														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850008001	image/tiff; image/tiff	123236084 Bytes	5178	7932	867014376	RGB	8	600	chc03470001850008001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/57	57	58.jp2	/chc5278/image/58.jp2
Page 5	Página 5														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850009001	image/tiff; image/tiff	122961040 Bytes	5167	7931	1671599122	RGB	8	600	chc03470001850009001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/58	58	59.jp2	/chc5278/image/59.jp2
Blank page	Página en blanco														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850010001	image/tiff; image/tiff	122643436 Bytes	5157	7926	3311154367	RGB	8	600	chc03470001850010001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/59	59	60.jp2	/chc5278/image/60.jp2
Page 6	Página 6														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850011001	image/tiff; image/tiff	123172580 Bytes	5187	7914	1072420742	RGB	8	600	chc03470001850011001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/60	60	61.jp2	/chc5278/image/61.jp2
Blank page	Página en blanco														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850012001	image/tiff; image/tiff	122643568 Bytes	5157	7926	754654096	RGB	8	600	chc03470001850012001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/61	61	62.jp2	/chc5278/image/62.jp2
Page 7	Página 7														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850013001	image/tiff; image/tiff	123666800 Bytes	5196	7932	275142985	RGB	8	600	chc03470001850013001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/62	62	63.jp2	/chc5278/image/63.jp2
Blank page	Página en blanco														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850014001	image/tiff; image/tiff	122643580 Bytes	5157	7926	3747234231	RGB	8	600	chc03470001850014001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/63	63	64.jp2	/chc5278/image/64.jp2
Page 8	Página 8														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850015001	image/tiff; image/tiff	123832116 Bytes	5199	7938	493878707	RGB	8	600	chc03470001850015001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/64	64	65.jp2	/chc5278/image/65.jp2
Blank page	Página en blanco														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850016001	image/tiff; image/tiff	123400764 Bytes	5181	7938	362028340	RGB	8	600	chc03470001850016001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/65	65	66.jp2	/chc5278/image/66.jp2
Page 9	Página 9														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850017001	image/tiff; image/tiff	123809468 Bytes	5202	7932	4120528679	RGB	8	600	chc03470001850017001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/66	66	67.jp2	/chc5278/image/67.jp2
Blank page	Página en blanco														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850018001	image/tiff; image/tiff	123043552 Bytes	5166	7938	874803541	RGB	8	600	chc03470001850018001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/67	67	68.jp2	/chc5278/image/68.jp2
Page 10	Página 10														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850019001	image/tiff; image/tiff	126324564 Bytes	5256	8010	3789618230	RGB	8	600	chc03470001850019001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/68	68	69.jp2	/chc5278/image/69.jp2
Blank page	Página en blanco														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850020001	image/tiff; image/tiff	126962252 Bytes	5259	8046	3424295022	RGB	8	600	chc03470001850020001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/69	69	70.jp2	/chc5278/image/70.jp2
Page 11	Página 11														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850021001	image/tiff; image/tiff	122332628 Bytes	5166	7892	433548819	RGB	8	600	chc03470001850021001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/70	70	71.jp2	/chc5278/image/71.jp2
Blank page	Página en blanco														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850022001	image/tiff; image/tiff	123164776 Bytes	5175	7932	3258311430	RGB	8	600	chc03470001850022001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/71	71	72.jp2	/chc5278/image/72.jp2
Page 12	Página 12														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850023001	image/tiff; image/tiff	122937072 Bytes	5181	7908	2255469454	RGB	8	600	chc03470001850023001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/72	72	73.jp2	/chc5278/image/73.jp2
Blank page	Página en blanco														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850024001	image/tiff; image/tiff	122643640 Bytes	5157	7926	652702322	RGB	8	600	chc03470001850024001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/73	73	74.jp2	/chc5278/image/74.jp2
Page 13	Página 13														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850025001	image/tiff; image/tiff	123024224 Bytes	5169	7932	2280151525	RGB	8	600	chc03470001850025001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/74	74	75.jp2	/chc5278/image/75.jp2
Blank page	Página en blanco														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850026001	image/tiff; image/tiff	122950496 Bytes	5166	7932	2027765302	RGB	8	600	chc03470001850026001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/75	75	76.jp2	/chc5278/image/76.jp2
Page 14	Página 14														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850027001	image/tiff; image/tiff	124228344 Bytes	5196	7968	3431858959	RGB	8	600	chc03470001850027001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/76	76	77.jp2	/chc5278/image/77.jp2
Blank page	Página en blanco														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850028001	image/tiff; image/tiff	122764932 Bytes	5185	7891	1605089182	RGB	8	600	chc03470001850028001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/77	77	78.jp2	/chc5278/image/78.jp2
Page 15	Página 15														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850029001	image/tiff; image/tiff	124332472 Bytes	5220	7938	755167772	RGB	8	600	chc03470001850029001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/78	78	79.jp2	/chc5278/image/79.jp2
Blank page	Página en blanco														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850030001	image/tiff; image/tiff	124070292 Bytes	5217	7926	1726378068	RGB	8	600	chc03470001850030001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/79	79	80.jp2	/chc5278/image/80.jp2
Page 16	Página 16														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850031001	image/tiff; image/tiff	122930980 Bytes	5169	7926	1767707858	RGB	8	600	chc03470001850031001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/80	80	81.jp2	/chc5278/image/81.jp2
Blank page	Página en blanco														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850032001	image/tiff; image/tiff	122643536 Bytes	5157	7926	4100911919	RGB	8	600	chc03470001850032001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/81	81	82.jp2	/chc5278/image/82.jp2
Page 17	Página 17														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850033001	image/tiff; image/tiff	123126676 Bytes	5178	7925	2479732629	RGB	8	600	chc03470001850033001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/82	82	83.jp2	/chc5278/image/83.jp2
Blank page	Página en blanco														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850034001	image/tiff; image/tiff	122606576 Bytes	5177	7893	367817737	RGB	8	600	chc03470001850034001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/83	83	84.jp2	/chc5278/image/84.jp2
Page 18	Página 18														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850035001	image/tiff; image/tiff	123029760 Bytes	5181	7914	1277941049	RGB	8	600	chc03470001850035001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/84	84	85.jp2	/chc5278/image/85.jp2
Blank page	Página en blanco														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850036001	image/tiff; image/tiff	123630508 Bytes	5175	7962	2828000470	RGB	8	600	chc03470001850036001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/85	85	86.jp2	/chc5278/image/86.jp2
Page 19	Página 19														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850037001	image/tiff; image/tiff	123396420 Bytes	5169	7956	2704099066	RGB	8	600	chc03470001850037001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/86	86	87.jp2	/chc5278/image/87.jp2
Blank page	Página en blanco														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850038001	image/tiff; image/tiff	123867792 Bytes	5221	7907	2921415413	RGB	8	600	chc03470001850038001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/87	87	88.jp2	/chc5278/image/88.jp2
Page 20	Página 20														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850039001	image/tiff; image/tiff	123523868 Bytes	5190	7932	415300088	RGB	8	600	chc03470001850039001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/88	88	89.jp2	/chc5278/image/89.jp2
Blank page	Página en blanco														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850040001	image/tiff; image/tiff	123337636 Bytes	5179	7937	1076523757	RGB	8	600	chc03470001850040001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/89	89	90.jp2	/chc5278/image/90.jp2
Page 21	Página 21														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850041001	image/tiff; image/tiff	122839132 Bytes	5171	7917	3902192118	RGB	8	600	chc03470001850041001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/90	90	91.jp2	/chc5278/image/91.jp2
Blank page	Página en blanco														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850042001	image/tiff; image/tiff	122643600 Bytes	5157	7926	1676923438	RGB	8	600	chc03470001850042001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/91	91	92.jp2	/chc5278/image/92.jp2
Page 22	Página 22														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850043001	image/tiff; image/tiff	121670828 Bytes	5196	7804	979538726	RGB	8	600	chc03470001850043001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/92	92	93.jp2	/chc5278/image/93.jp2
Blank page	Página en blanco														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850044001	image/tiff; image/tiff	121457936 Bytes	5185	7807	4015794643	RGB	8	600	chc03470001850044001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/93	93	94.jp2	/chc5278/image/94.jp2
Page 23	Página 23														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850045001	image/tiff; image/tiff	121491016 Bytes	5189	7803	4132701287	RGB	8	600	chc03470001850045001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/94	94	95.jp2	/chc5278/image/95.jp2
Blank page	Página en blanco														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850046001	image/tiff; image/tiff	121723344 Bytes	5195	7809	3168101087	RGB	8	600	chc03470001850046001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/95	95	96.jp2	/chc5278/image/96.jp2
Page 24	Página 24														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850047001	image/tiff; image/tiff	122545776 Bytes	5220	7824	104465288	RGB	8	600	chc03470001850047001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/96	96	97.jp2	/chc5278/image/97.jp2
Blank page	Página en blanco														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850048001	image/tiff; image/tiff	122473636 Bytes	5217	7824	4092570431	RGB	8	600	chc03470001850048001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/97	97	98.jp2	/chc5278/image/98.jp2
Page 25	Página 25														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850049001	image/tiff; image/tiff	121443880 Bytes	5183	7809	3580032572	RGB	8	600	chc03470001850049001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/98	98	99.jp2	/chc5278/image/99.jp2
Blank page	Página en blanco														University of Miami Libraries. Cuban Heritage Collection	Cuban Manuscripts Collection	347		Box No. 7, Folder No. 10, Folder Title Piñero, Virgilio - Una caja de zapatos vacia.			mcz		© 2006 University of Miami. All rights reserved.	http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000185	Text		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		chc03470001850050001	image/tiff; image/tiff	122121496 Bytes	5202	7824	308832981	RGB	8	600	chc03470001850050001.tif		2012-03-29	2012-03-29	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5278/id/99	99	100.jp2	/chc5278/image/100.jp2
