Title	Translated Title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical Description	Language	Website	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Upload ID	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
José Curbelo and his band		Kriegsmann, James J.				Curbelo, José, 1917-2012; Cuban American band directors; Dance orchestra music -- United States;	Photographs;				New York (New York);	1 b&w photograph; 20.7 x 25.4 cm			University of Miami Libraries. Cuban Heritage Collection	José Curbelo Papers	CHC5299		Box No. 1; Folder No. 2; Folder Title: Photographs and music CD, circa 1940s-1980s			axr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5299000117						chc52990001170001001		91468764 Bytes	6106	4992	2838673163	RGB	8	600	chc52990001170001001.tif		2013-02-05	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5299/id/34	34	30.jp2	/chc5299/image/30.jp2
José Curbelo show at the Sunny Isles Club in Miami, Florida					Photographic reproduction of an advertisement.	Curbelo, José, 1917-2012; Cuban American band directors; Latin jazz; Mambos (Music); Rumbas; Nightclubs -- Florida -- Miami;	Advertisements; Clippings; Reproductions;	Miami daily news	1946-01-16	1940-1950	Miami (Florida)	1 clipping	eng		University of Miami Libraries. Cuban Heritage Collection	José Curbelo Papers	CHC5299		Box No. 1; Folder No. 1; Folder Title: José Curbelo band advertisements and materials, 1946-1975			axr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5299000053						chc52990000530001001		27479372 Bytes	2483	3686	2720291369	RGB	8	600	chc52990000530001001.tif		2013-02-05	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5299/id/35	35	15.jp2	/chc5299/image/15.jp2
Ensayando					José Curbelo (at piano) with his band, featured in the Nueva York al día newspaper. Photographic reproduction of a newspaper clipping.	Curbelo, José, 1917-2012; Cuban American band directors; Latin jazz; Mambos (Music); Rumbas	Clippings; Reproductions;	Nueva York al día	1942-11-21	1940-1950	New York (New York)	1 clipping	spa		University of Miami Libraries. Cuban Heritage Collection	José Curbelo Papers	CHC5299		Box No. 1; Folder No. 1; Folder Title: José Curbelo band advertisements and materials, 1946-1975			axr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5299000025						chc52990000250001001		26562156 Bytes	3580	2471	3593512245	RGB	8	600	chc52990000250001001.tif		2013-02-05	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5299/id/36	36	47.jp2	/chc5299/image/47.jp2
Raul Valdespi and his orchestra at the Tokio Nightclub in Havana, Cuba					Reproduction of a photograph.	Valdespi, Raúl; Dance orchestra music -- Cuba; Nightclubs -- Cuba -- Havana;	Photographs; Reproductions;				Havana (Cuba);	1 b&w photograph; 21.6 x 28 cm			University of Miami Libraries. Cuban Heritage Collection	José Curbelo Papers	CHC5299		Box No. 1; Folder No. 2; Folder Title: Photographs and music CD, circa 1940s-1980s			axr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5299000108						chc52990001080001001		104587456 Bytes	6672	5224	3013102654	RGB	8	600	chc52990001080001001.tif		2013-02-05	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5299/id/37	37	97.jp2	/chc5299/image/97.jp2
José Curbelo on the cover of Concerto magazine		Bruno of Hollywood			Photographic reproduction of a magazine cover.	Curbelo, José, 1917-2012; Cuban American band directors; Latin jazz; Mambos (Music); Rumbas;	Clippings; Magazine covers; Reproductions;	Concerto	1950-03	1950-1960		1 magazine cover	eng		University of Miami Libraries. Cuban Heritage Collection	José Curbelo Papers	CHC5299		Box No. 1; Folder No. 1; Folder Title: José Curbelo band advertisements and materials, 1946-1975			axr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5299000008						chc52990000080001001		28105052 Bytes	2513	3725	2696337467	RGB	8	600	chc52990000080001001.tif		2013-02-05	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5299/id/38	38	64.jp2	/chc5299/image/64.jp2
Shows by José Curbelo and his orchestra at the President Hotel in Atlantic City, New Jersey					Photographic reproduction of a newspaper clipping.	Curbelo, José, 1917-2012; Cuban American band directors; Latin jazz; Mambos (Music);  Rumbas; Nightclubs -- New Jersey -- Atlantic City;	Clippings; Reproductions;				Atlantic City (New Jersey)	1 clipping	eng		University of Miami Libraries. Cuban Heritage Collection	José Curbelo Papers	CHC5299		Box No. 1; Folder No. 1; Folder Title: José Curbelo band advertisements and materials, 1946-1975			axr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5299000038						chc52990000380001001		28293020 Bytes	2513	3750	894891466	RGB	8	600	chc52990000380001001.tif		2013-02-05	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5299/id/39	39	28.jp2	/chc5299/image/28.jp2
José Curbelo and his orchestra featuring Tito Rodríguez (third from left)					Reproduction of a photograph.	Curbelo, José, 1917-2012; Cuban American band directors; Dance orchestra music -- Cuba; Dance orchestra music -- United States; Puente, Tito, 1923-2000; Rodríguez, Tito, 1923-1973;	Photographs; Reproductions;		1947	1940-1950		1 b&w photograph; 10.2 x 15.3 cm	spa		University of Miami Libraries. Cuban Heritage Collection	José Curbelo Papers	CHC5299		Box No. 1; Folder No. 2; Folder Title: Photographs and music CD, circa 1940s-1980s			axr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5299000126						chc52990001260001001		27321492 Bytes	3672	2478	4223290509	RGB	8	600	chc52990001260001001.tif		2013-02-05	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5299/id/40	40	80.jp2	/chc5299/image/80.jp2
José Curbelo plays the Sunny Isles Casino in Miami, Florida					Photographic reproduction of a newspaper clipping.	Curbelo, José, 1917-2012; Cuban American band directors; Latin jazz; Mambos (Music); Rumbas; Casinos -- Florida -- Miami;	Clippings; Reproductions;	Miami herald	1949-12-30	1940-1950	Miami (Florida);	1 clipping	eng		University of Miami Libraries. Cuban Heritage Collection	José Curbelo Papers	CHC5299		Box No. 1; Folder No. 1; Folder Title: José Curbelo band advertisements and materials, 1946-1975			axr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5299000074						chc52990000740001001		26778688 Bytes	3639	2451	3083382841	RGB	8	600	chc52990000740001001.tif		2013-02-05	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5299/id/41	41	36.jp2	/chc5299/image/36.jp2
View of the River Room at the Laurels Country Club in Sackett Lake, New York					Written on verso: "River Room, Laurels Country Club on Sackett Lake, N.Y."	Country clubs -- New York (State) -- Sackett Lake;	Photographic postcards;				Sullivan (New York);	1 postcard; 9.1 x 14.1 cm	eng		University of Miami Libraries. Cuban Heritage Collection	José Curbelo Papers	CHC5299		Box No. 1; Folder No. 2; Folder Title: Photographs and music CD, circa 1940s-1980s			axr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5299000131						chc52990001310001001		22126624 Bytes	3378	2181	2547173093	RGB	8	600	chc52990001310001001.tif		2013-02-05	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5299/id/42	42	1.jp2	/chc5299/image/1.jp2
Xavier Cugat (at left) with his orchestra in New York City		Bailey, Bob			Written on front: "Para mi sobrina con mucho cariño, Celido Fausto Curbelo, 10-28-59".	Cugat, Xavier, 1900-1990; Dance orchestra music -- United States;	Photographs;		1959-10-28	1950-1960	New York (New York);	1 b&w photograph; 20.2 x 25.5 cm	spa		University of Miami Libraries. Cuban Heritage Collection	José Curbelo Papers	CHC5299		Box No. 1; Folder No. 2; Folder Title: Photographs and music CD, circa 1940s-1980s			axr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5299000113						chc52990001130001001		90394688 Bytes	6169	4883	1308749755	RGB	8	600	chc52990001130001001.tif		2013-02-05	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5299/id/43	43	86.jp2	/chc5299/image/86.jp2
Blonde says hubby walloped her... she slept on bandleader's photo					Photographic reproduction of a newspaper clipping.	Curbelo, José, 1917-2012; Cuban American band directors; Latin jazz;	Clippings; Reproductions;	Long Island daily press	1948-03-27	1940-1950	New York (New York)	1 clipping	eng		University of Miami Libraries. Cuban Heritage Collection	José Curbelo Papers	CHC5299		Box No. 1; Folder No. 1; Folder Title: José Curbelo band advertisements and materials, 1946-1975			axr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5299000019						chc52990000190001001		27184556 Bytes	2429	3727	1530857629	RGB	8	600	chc52990000190001001.tif		2013-02-05	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5299/id/44	44	38.jp2	/chc5299/image/38.jp2
José Curbelo plays the China Doll nightclub in New York City					Photographic reproduction of a newspaper clipping.	Curbelo, José, 1917-2012; Cuban American band directors; Latin jazz; Mambos (Music); Rumbas; Nightclubs -- New York (State) -- New York;	Clippings; Reproductions;	Telegraph	1949-05-31	1940-1950	New York (New York);	1 clipping	eng		University of Miami Libraries. Cuban Heritage Collection	José Curbelo Papers	CHC5299		Box No. 1; Folder No. 1; Folder Title: José Curbelo band advertisements and materials, 1946-1975			axr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5299000062						chc52990000620001001		27448676 Bytes	2487	3676	2214649669	RGB	8	600	chc52990000620001001.tif		2013-02-05	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5299/id/45	45	102.jp2	/chc5299/image/102.jp2
José Curbelo Rhumba Orchestra show at the China Doll nightclub in New York City					Photographic reproduction of an advertisement.	Curbelo, José, 1917-2012; Cuban American band directors; Latin jazz; Mambos (Music); Rumbas; Nightclubs -- New York (State) -- New York	Advertisements; Clippings; Reproductions;	Daily mirror	1948-06-24	1940-1950	New York (New York)	1 clipping	eng		University of Miami Libraries. Cuban Heritage Collection	José Curbelo Papers	CHC5299		Box No. 1; Folder No. 1; Folder Title: José Curbelo band advertisements and materials, 1946-1975			axr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5299000033						chc52990000330001001		27255604 Bytes	2472	3672	3349066153	RGB	8	600	chc52990000330001001.tif		2013-02-05	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5299/id/46	46	11.jp2	/chc5299/image/11.jp2
José Curbelo (at piano) with his orchestra					Reproduction of a photograph.	Curbelo, José, 1917-2012; Cuban American band directors; Dance orchestra music -- Cuba; Dance orchestra music -- United States;	Photographs; Reproductions;		1951	1950-1960		1 b&w photograph; 10.3 x 14.8 cm			University of Miami Libraries. Cuban Heritage Collection	José Curbelo Papers	CHC5299		Box No. 1; Folder No. 2; Folder Title: Photographs and music CD, circa 1940s-1980s			axr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5299000122						chc52990001220001001		27000728 Bytes	3607	2493	4238854487	RGB	8	600	chc52990001220001001.tif		2013-02-05	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5299/id/47	47	93.jp2	/chc5299/image/93.jp2
José Curbelo (at left) conducting his orchestra						Curbelo, José, 1917-2012; Cuban American band directors; Dance orchestra music -- Cuba; Dance orchestra music -- United States;	Photographs;		1950	1950-1960		1 b&w photograph; 20.3 x 25.8 cm			University of Miami Libraries. Cuban Heritage Collection	José Curbelo Papers	CHC5299		Box No. 1; Folder No. 2; Folder Title: Photographs and music CD, circa 1940s-1980s			axr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5299000106						chc52990001060001001		89359528 Bytes	6150	4842	834501570	RGB	8	600	chc52990001060001001.tif		2013-02-05	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5299/id/48	48	35.jp2	/chc5299/image/35.jp2
Vencedores del concurso de artistas de Revista teatral					José Curbelo and his orchestra featured in the most-popular-artists contest of Revista teatral. Photographic reproduction of a magazine clipping.	Curbelo, José, 1917-2012; Cuban American band directors;	Clippings; Reproductions;	Revista teatral			New York (New York);	1 clipping	spa		University of Miami Libraries. Cuban Heritage Collection	José Curbelo Papers	CHC5299		Box No. 1; Folder No. 1; Folder Title: José Curbelo band advertisements and materials, 1946-1975			axr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5299000081						chc52990000810001001		27637180 Bytes	2496	3688	511262960	RGB	8	600	chc52990000810001001.tif		2013-02-05	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5299/id/49	49	85.jp2	/chc5299/image/85.jp2
Show by José Curbelo and his orchestra at the White Roe nightclub					Photographic reproduction of an advertisement.	Curbelo, José, 1917-2012; Cuban American band directors; Latin jazz; Mambos (Music); Rumbas; Nightclubs -- New York (State) --Sullivan;	Clippings; Advertisements; Reproductions;	New York post	1952-06-10	1950-1960	Sullivan (New York)	1 clipping	eng		University of Miami Libraries. Cuban Heritage Collection	José Curbelo Papers	CHC5299		Box No. 1; Folder No. 1; Folder Title: José Curbelo band advertisements and materials, 1946-1975			axr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5299000014						chc52990000140001001		28204152 Bytes	2506	3748	2682824379	RGB	8	600	chc52990000140001001.tif		2013-02-05	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5299/id/50	50	51.jp2	/chc5299/image/51.jp2
Show by José Curbelo and his orchestra at La Martinique nightclub in New York City					Photographic reproduction of an advertisement.	Curbelo, José, 1917-2012; Cuban American band directors; Latin jazz; Mambos (Music); Rumbas; Nightclubs -- New York (State) -- New York;	Advertisements; Reproductions;				New York (New York)	1 advertisement	eng		University of Miami Libraries. Cuban Heritage Collection	José Curbelo Papers	CHC5299		Box No. 1; Folder No. 1; Folder Title: José Curbelo band advertisements and materials, 1946-1975			axr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5299000027						chc52990000270001001		27144144 Bytes	3639	2484	2374097466	RGB	8	600	chc52990000270001001.tif		2013-02-05	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5299/id/51	51	72.jp2	/chc5299/image/72.jp2
José Curbelo (at piano) with his orchestra					Reproduction of a photograph.	Curbelo, José, 1917-2012; Cuban American band directors; Dance orchestra music -- Cuba; Dance orchestra music -- United States;	Photographs; Reproductions;		1951	1950-1960		1 b&w photograph; 10.3 x 15.4 cm			University of Miami Libraries. Cuban Heritage Collection	José Curbelo Papers	CHC5299		Box No. 1; Folder No. 1; Folder Title: José Curbelo band advertisements and materials, 1946-1975			axr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5299000102						chc52990001020001001		27572876 Bytes	3721	2468	1971861874	RGB	8	600	chc52990001020001001.tif		2013-02-05	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5299/id/52	52	39.jp2	/chc5299/image/39.jp2
José Curbelo show at the President Hotel in Atlantic City, New Jersey					Photographic reproduction of an advertisement.	Curbelo, José, 1917-2012; Cuban American band directors; Latin jazz; Mambos (Music);  Rumbas; Nightclubs -- New Jersey -- Atlantic City;	Advertisements; Clippings; Reproductions;		1947-07-05	1940-1950	Atlantic City (New Jersey)	1 clipping	eng		University of Miami Libraries. Cuban Heritage Collection	José Curbelo Papers	CHC5299		Box No. 1; Folder No. 1; Folder Title: José Curbelo band advertisements and materials, 1946-1975			axr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5299000043						chc52990000430001001		27622144 Bytes	2485	3702	779970851	RGB	8	600	chc52990000430001001.tif		2013-02-05	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5299/id/53	53	109.jp2	/chc5299/image/109.jp2
Show by José Curbelo and his orchestra at the Sans Souci in Miami					Photographic reproduction of an advertisement.	Curbelo, José, 1917-2012; Cuban American band directors; Dance orchestra music -- United States; Nightclubs -- Florida -- Miami;	Advertisements; Clippings; Reproductions;		1951-01-10	1950-1960	Miami (Florida);	1 clipping	eng		University of Miami Libraries. Cuban Heritage Collection	José Curbelo Papers	CHC5299		Box No. 1; Folder No. 1; Folder Title: José Curbelo band advertisements and materials, 1946-1975			axr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5299000097						chc52990000970001001		27811932 Bytes	2498	3708	1332068043	RGB	8	600	chc52990000970001001.tif		2013-02-05	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5299/id/54	54	9.jp2	/chc5299/image/9.jp2
José Curbelo (at left) with his orchestra						Curbelo, José, 1917-2012; Cuban American band directors; Dance orchestra music -- Cuba; Dance orchestra music -- United States;	Photographs;					1 color photograph; 15.2 x 12.6 cm			University of Miami Libraries. Cuban Heritage Collection	José Curbelo Papers	CHC5299		Box No. 1; Folder No. 2; Folder Title: Photographs and music CD, circa 1940s-1980s			axr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5299000104						chc52990001040001001		33929212 Bytes	3065	3687	636347359	RGB	8	600	chc52990001040001001.tif		2013-02-05	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5299/id/56	56	132.jp2	/chc5299/image/132.jp2
José Curbelo show at the President Hotel in Atlantic City, New Jersey					Photographic reproduction of an advertisement.	Curbelo, José, 1917-2012; Cuban American band directors; Latin jazz; Mambos (Music);  Rumbas; Nightclubs -- New Jersey -- Atlantic City;	Advertisements; Clippings; Reproductions;		1947-08-30	1940-1950	Atlantic City (New Jersey)	1 clipping	eng		University of Miami Libraries. Cuban Heritage Collection	José Curbelo Papers	CHC5299		Box No. 1; Folder No. 1; Folder Title: José Curbelo band advertisements and materials, 1946-1975			axr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5299000040						chc52990000400001001		27630456 Bytes	2502	3678	747784712	RGB	8	600	chc52990000400001001.tif		2013-02-05	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5299/id/57	57	43.jp2	/chc5299/image/43.jp2
Baile Cumbre de 1945 at the Hotel Diplomat in New York City					Photographic reproduction of an advertisement.	Curbelo, José, 1917-2012; Cuban American band directors; Latin jazz; Mambos (Music); Rumbas; Nightclubs -- New York (State) -- New York	Advertisements; Clippings; Reproductions;	El anunciador	1945-05-26	1940-1950	New York (New York)	1 clipping	spa		University of Miami Libraries. Cuban Heritage Collection	José Curbelo Papers	CHC5299		Box No. 1; Folder No. 1; Folder Title: José Curbelo band advertisements and materials, 1946-1975			axr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5299000032						chc52990000320001001		27366640 Bytes	2460	3705	1296310936	RGB	8	600	chc52990000320001001.tif		2013-02-05	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5299/id/58	58	10.jp2	/chc5299/image/10.jp2
José Curbelo and his band play the Sans Souci Blue Sails Room in Miami, Florida					Photographic reproduction of a newspaper clipping.	Curbelo, José, 1917-2012; Cuban American band directors; Latin jazz; Mambos (Music); Rumbas; Nightclubs -- Florida -- Miami;	Clippings; Reproductions;	Miami herald	1950-12-03	1950-1960	Miami (Florida)	1 clipping	eng		University of Miami Libraries. Cuban Heritage Collection	José Curbelo Papers	CHC5299		Box No. 1; Folder No. 1; Folder Title: José Curbelo band advertisements and materials, 1946-1975			axr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5299000049						chc52990000490001001		27408500 Bytes	2466	3702	3962177301	RGB	8	600	chc52990000490001001.tif		2013-02-05	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5299/id/59	59	44.jp2	/chc5299/image/44.jp2
José Curbelo show at the Carnival nightclub in New York City					Photographic reproduction of an advertisement.	Curbelo, José, 1917-2012; Cuban American band directors; Latin jazz; Mambos (Music); Rumbas; Nightclubs -- New York (State) -- New York;	Advertisements; Clippings; Reproductions;	New York post	1949-12-09	1940-1950	New York (New York)	1 clipping	eng		University of Miami Libraries. Cuban Heritage Collection	José Curbelo Papers	CHC5299		Box No. 1; Folder No. 1; Folder Title: José Curbelo band advertisements and materials, 1946-1975			axr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5299000026						chc52990000260001001		27132576 Bytes	3651	2475	1724726303	RGB	8	600	chc52990000260001001.tif		2013-02-05	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5299/id/60	60	129.jp2	/chc5299/image/129.jp2
Cocktail suggestion: Cuba Curbelo						Curbelo, José, 1917-2012; Cuban American band directors; Cocktails;	Cards; Advertisements;					1 promotional card	eng		University of Miami Libraries. Cuban Heritage Collection	José Curbelo Papers	CHC5299		Box No. 1; Folder No. 1; Folder Title: José Curbelo band advertisements and materials, 1946-1975			axr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5299000091						chc52990000910001001		26684416 Bytes	3645	2438	2370914026	RGB	8	600	chc52990000910001001.tif		2013-02-05	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5299/id/61	61	92.jp2	/chc5299/image/92.jp2
Show by José Curbelo and his orchestra at the Embassy nightclub in New York City					Photographic reproduction of an advertisement.	Curbelo, José, 1917-2012; Cuban American band directors; Latin jazz; Mambos (Music); Rumbas; Nightclubs -- New York (State) -- New York;	Advertisements; Clippings; Reproductions;	Daily news	1946-05-24	1940-1950	New York (New York);	1 clipping	eng		University of Miami Libraries. Cuban Heritage Collection	José Curbelo Papers	CHC5299		Box No. 1; Folder No. 1; Folder Title: José Curbelo band advertisements and materials, 1946-1975			axr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5299000069						chc52990000690001001		27281988 Bytes	2465	3686	4249605972	RGB	8	600	chc52990000690001001.tif		2013-02-05	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5299/id/62	62	59.jp2	/chc5299/image/59.jp2
José Curbelo (at piano) with his orchestra					Reproduction of a photograph.	Curbelo, José, 1917-2012; Cuban American band directors; Dance orchestra music -- Cuba; Dance orchestra music -- United States;	Photographs; Reproductions;		1951	1950-1960		1 b&w photograph; 10.2 x 15.4 cm			University of Miami Libraries. Cuban Heritage Collection	José Curbelo Papers	CHC5299		Box No. 1; Folder No. 2; Folder Title: Photographs and music CD, circa 1940s-1980s			axr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5299000120						chc52990001200001001		27989784 Bytes	3711	2512	564474999	RGB	8	600	chc52990001200001001.tif		2013-02-05	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5299/id/63	63	61.jp2	/chc5299/image/61.jp2
Show by José Curbelo and his Mambo Orchestra at the Blue Haven nightclub in Jackson Heights, New York					Photographic reproduction of an advertisement.	Curbelo, José, 1917-2012; Cuban American band directors; Rumbas; Mambos (Music); Latin jazz; Nightclubs -- New York (State) -- Jackson Heights;	Advertisements; Clippings; Reproductions;	Daily mirror	1954-11-19	1950-1960	New York (New York);	1 clipping	eng		University of Miami Libraries. Cuban Heritage Collection	José Curbelo Papers	CHC5299		Box No. 1; Folder No. 1; Folder Title: José Curbelo band advertisements and materials, 1946-1975			axr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5299000085						chc52990000850001001		27165600 Bytes	3642	2484	3996390620	RGB	8	600	chc52990000850001001.tif		2013-02-05	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5299/id/64	64	79.jp2	/chc5299/image/79.jp2
José Curbelo show at the Blue Haven nightclub in Jackson Heights, New York					Photographic reproduction of an advertisement.	Curbelo, José, 1917-2012; Cuban American band directors; Latin jazz; Mambos (Music); Rumbas; Cha-chas; Nightclubs -- New York (State) -- Jackson Heights;	Advertisements; Clippings;  Reproductions;	Daily mirror	1954-11-24	1950-1960	Jackson Heights (New York, New York)	1 clipping	eng		University of Miami Libraries. Cuban Heritage Collection	José Curbelo Papers	CHC5299		Box No. 1; Folder No. 1; Folder Title: José Curbelo band advertisements and materials, 1946-1975			axr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5299000031						chc52990000310001001		27287000 Bytes	2471	3678	2483988277	RGB	8	600	chc52990000310001001.tif		2013-02-05	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5299/id/65	65	5.jp2	/chc5299/image/5.jp2
Joe Curbelo, mambo king at Loop with orchestra next week					Photographic reproduction of a newspaper clipping.	Curbelo, José, 1917-2012; Cuban American band directors; Latin jazz; Mambos (Music); Rumbas; Nightclubs -- Ohio -- Cleveland;	Clippings; Reproductions;		1954-11	1950-1960	Cleveland (Ohio)	1 clipping	eng		University of Miami Libraries. Cuban Heritage Collection	José Curbelo Papers	CHC5299		Box No. 1; Folder No. 1; Folder Title: José Curbelo band advertisements and materials, 1946-1975			axr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5299000042						chc52990000420001001		27586808 Bytes	2482	3702	3748769030	RGB	8	600	chc52990000420001001.tif		2013-02-05	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5299/id/66	66	82.jp2	/chc5299/image/82.jp2
José Curbelo (member with eyeglasses) during his stint with the Riverside Orchestra					Written on front: "Orquesta Havana-Riverside; Artistas Exclusivos Victor".	Curbelo, José, 1917-2012; Cuban American band directors; Dance orchestra music -- Cuba;	Advertisements; Photographic postcards;				Havana (Cuba);	1 postcard; 8.8 x 13.8 cm	spa		University of Miami Libraries. Cuban Heritage Collection	José Curbelo Papers	CHC5299		Box No. 1; Folder No. 2; Folder Title: Photographs and music CD, circa 1940s-1980s			axr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5299000129						chc52990001290001001		20698396 Bytes	3300	2088	4145327794	RGB	8	600	chc52990001290001001.tif		2013-02-05	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5299/id/67	67	91.jp2	/chc5299/image/91.jp2
Cafe life in New York		Forbes, Virginia			José Curbelo featured in Virginia Forbes's column "Cafe life in New York." Photographic reproduction of a newspaper clipping.	Curbelo, José, 1917-2012; Cuban American band directors; Mambos (Music); Rumbas; Nightclubs -- New York (State) -- New York;	Clippings; Reproductions;	The New York sun	1949-12-19	1940-1950	New York (New York);	1 clipping	eng		University of Miami Libraries. Cuban Heritage Collection	José Curbelo Papers	CHC5299		Box No. 1; Folder No. 1; Folder Title: José Curbelo band advertisements and materials, 1946-1975			axr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5299000094						chc52990000940001001		27057232 Bytes	3663	2460	2433360182	RGB	8	600	chc52990000940001001.tif		2013-02-05	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5299/id/68	68	77.jp2	/chc5299/image/77.jp2
Show by José Curbelo and his orchestra at the Havana-Madrid nightclub in New York City					Photographic reproduction of an advertisement.	Curbelo, José, 1917-2012; Cuban American band directors; Latin jazz; Mambos (Music); Rumbas; Nightclubs -- New York (State) -- New York;	Clippings; Advertisements; Reproductions;	Daily mirror	1950-06-06	1950-1960	New York (New York)	1 clipping	eng		University of Miami Libraries. Cuban Heritage Collection	José Curbelo Papers	CHC5299		Box No. 1; Folder No. 1; Folder Title: José Curbelo band advertisements and materials, 1946-1975			axr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5299000034						chc52990000340001001		27210156 Bytes	2452	3696	912965654	RGB	8	600	chc52990000340001001.tif		2013-02-05	2013-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5299/id/69	69	108.jp2	/chc5299/image/108.jp2
