Title	Translated Title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage - Temporal	Coverage - Spatial	Physical Description	Language	Website	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Upload ID	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 42																											chc0184000343						chc01840003430042001		44469816 Bytes	3039	4875	958787458	RGB	8	600	chc01840003430042001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/449	449	450.jp2	/chc0184/image/450.jp2
Page 43																											chc0184000343						chc01840003430043001		45855984 Bytes	3116	4903	3728352089	RGB	8	600	chc01840003430043001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/450	450	451.jp2	/chc0184/image/451.jp2
Page 44																											chc0184000343						chc01840003430044001		45031196 Bytes	3068	4890	1726153195	RGB	8	600	chc01840003430044001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/451	451	452.jp2	/chc0184/image/452.jp2
Page 45																											chc0184000343						chc01840003430045001		45867156 Bytes	3116	4904	2952592040	RGB	8	600	chc01840003430045001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/452	452	453.jp2	/chc0184/image/453.jp2
Page 46																											chc0184000343						chc01840003430046001		44703288 Bytes	3057	4872	1073479196	RGB	8	600	chc01840003430046001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/453	453	454.jp2	/chc0184/image/454.jp2
Page 47																											chc0184000343						chc01840003430047001		54899176 Bytes	3688	4960	1728191757	RGB	8	600	chc01840003430047001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/454	454	455.jp2	/chc0184/image/455.jp2
Book of weights, 1822		Spalding, Edward				Business records	Documents		1822	1820-1830		1 record book	eng		University of Miami Libraries. Cuban Heritage Collection.	Edward Spalding Papers	CHC0184		Box No. 2; Folder No. 20; Folder Title: Miscellaneous. Diary and book of weights; Folder Date: 1822						http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0184000343	Text	2012-02-08					image/tiff										2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/455	455	456.cpd	/chc0184/image/456.cpd
Page 1																											chc0184000228						chc01840002280001001		86166100 Bytes	4805	5976	1829902118	RGB	8	600	chc01840002280001001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/456	456	457.jp2	/chc0184/image/457.jp2
Page 2																											chc0184000228						chc01840002280002001		86528480 Bytes	4806	6000	242537523	RGB	8	600	chc01840002280002001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/457	457	458.jp2	/chc0184/image/458.jp2
John A. Smith letter to Edward Spalding, January 29, 1824		Smith, John A.			Written on verso: "Jn. A. Smith, Havana, 29 Jany uc 31 ans 9 Feby. 1824"	Letters; Smith, John A.; Spalding, Edward; Havana (Cuba)	Correspondence		1824-01-29	1820-1830	Havana (Cuba)	1 letter	eng		University of Miami Libraries. Cuban Heritage Collection.	Edward Spalding Papers	CHC0184		Box No. 1; Folder No. 7; Folder Title: Correspondence; Folder Date: 1824						http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0184000228	Text	2012-02-03					image/tiff										2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/458	458	459.cpd	/chc0184/image/459.cpd
Page 1																											chc0184000194						chc01840001940001001		88149420 Bytes	4873	6028	2511641494	RGB	8	600	chc01840001940001001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/459	459	460.jp2	/chc0184/image/460.jp2
Page 2																											chc0184000194						chc01840001940002001		86684000 Bytes	6012	4805	3815801609	RGB	8	600	chc01840001940002001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/460	460	461.jp2	/chc0184/image/461.jp2
John DeWolf letter to Edward Spalding, November 29, 1823		DeWolf, John			Written on verso: "John D'Wolf, Boston, 29 Novb uc 29 Decb 1823, no answer required; Edward Spalding Esq., care of J.J. Latting, Matanzas, uc 29 Decb"	Letters; DeWolf, John; Spalding, Edward; Boston (Massachusetts); Matanzas (Cuba)	Correspondence		1823-11-29	1820-1830	Boston (Massachusetts)	1 letter	eng		University of Miami Libraries. Cuban Heritage Collection.	Edward Spalding Papers	CHC0184		Box No. 1; Folder No. 6; Folder Title: Correspondence; Folder Date: 1823, April -Dec						http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0184000194	Text	2012-02-03					image/tiff										2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/461	461	462.cpd	/chc0184/image/462.cpd
Page 1																											chc0184000245						chc01840002450001001		62734740 Bytes	3874	5396	3652064639	RGB	8	600	chc01840002450001001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/462	462	463.jp2	/chc0184/image/463.jp2
Page 2																											chc0184000245						chc01840002450002001		61278468 Bytes	5382	3794	3317021743	RGB	8	600	chc01840002450002001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/463	463	464.jp2	/chc0184/image/464.jp2
Page 3																											chc0184000245						chc01840002450003001		62896776 Bytes	5441	3852	1534772116	RGB	8	600	chc01840002450003001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/464	464	465.jp2	/chc0184/image/465.jp2
John A. Smith letter to Edward Spalding, May 3, 1824		Smith, John A.			Written on verso: "John Smith, Madruga, 3 u & ans 6 May 1824; Edward Spalding Esq., Matanzas"	Letters; Smith, John A.; Madruga (Cuba); Matanzas (Cuba); Spalding, Edward	Correspondence		1824-05-03	1820-1830	Madruga (Cuba)	1 letter	eng		University of Miami Libraries. Cuban Heritage Collection.	Edward Spalding Papers	CHC0184		Box No. 1; Folder No. 7; Folder Title: Correspondence; Folder Date: 1824						http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0184000245	Text	2012-02-03					image/tiff										2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/465	465	466.cpd	/chc0184/image/466.cpd
Page 1																											chc0184000076						chc01840000760001001		95279596 Bytes	5200	6106	1583689277	RGB	8	600	chc01840000760001001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/466	466	467.jp2	/chc0184/image/467.jp2
Page 2																											chc0184000076						chc01840000760002001		94547608 Bytes	5202	6057	3152299917	RGB	8	600	chc01840000760002001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/467	467	468.jp2	/chc0184/image/468.jp2
Page 3																											chc0184000076						chc01840000760003001		95512288 Bytes	5237	6078	480745262	RGB	8	600	chc01840000760003001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/468	468	469.jp2	/chc0184/image/469.jp2
Page 4																											chc0184000076						chc01840000760004001		95092000 Bytes	5190	6106	880836031	RGB	8	600	chc01840000760004001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/469	469	470.jp2	/chc0184/image/470.jp2
Seth Barton letter to Edward Spalding, July 2, 1822		Barton, Seth			Written on verso: "Seth Barton, Cronstadt, 2 uc  _ ans 3 July 1822; Edward Spalding Esq., St. Petersburgh"	Letters; Spalding, Edward; Barton, Seth; Saint Petersburg (Russia); Kronshtadt (Russia)	Correspondence		1822-07-02	1820-1830	Saint Petersburg (Russia)	1 letter	eng		University of Miami Libraries. Cuban Heritage Collection.	Edward Spalding Papers	CHC0184		Box No. 1; Folder No. 4; Folder Title: Correspondence; Folder Date: 1822						http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0184000076	Text	2012-02-03					image/tiff										2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/470	470	471.cpd	/chc0184/image/471.cpd
Page 1																											chc0184000266						chc01840002660001001		84610680 Bytes	4730	5961	3544499092	RGB	8	600	chc01840002660001001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/471	471	472.jp2	/chc0184/image/472.jp2
Page 2																											chc0184000266						chc01840002660002001		84293244 Bytes	4710	5964	3660742913	RGB	8	600	chc01840002660002001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/472	472	473.jp2	/chc0184/image/473.jp2
Page 3																											chc0184000266						chc01840002660003001		84462304 Bytes	4710	5976	3954093702	RGB	8	600	chc01840002660003001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/473	473	474.jp2	/chc0184/image/474.jp2
John DeWolf letter to Edward Spalding, December 11, 1824		DeWolf, John			Written on verso: "John D Wolf, Boston, 11 Decb. 1824 uc & ans 18th January 1825; uc Jan 18th, Edward Spalding esq., Matanzas, p. pan-Matanzas"	Letters; DeWolf, John; Spalding, Edward; Matanzas (Cuba); Boston (Massachusetts)	Correspondence		1824-12-11	1820-1830	Boston (Massachusetts)	1 letter	eng		University of Miami Libraries. Cuban Heritage Collection.	Edward Spalding Papers	CHC0184		Box No. 1; Folder No. 7; Folder Title: Correspondence; Folder Date: 1824						http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0184000266	Text	2012-02-03					image/tiff										2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/474	474	475.cpd	/chc0184/image/475.cpd
Page 1																											chc0184000117						chc01840001170001001		110163028 Bytes	5560	6603	392440660	RGB	8	600	chc01840001170001001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/475	475	476.jp2	/chc0184/image/476.jp2
Page 2																											chc0184000117						chc01840001170002001		110298616 Bytes	6603	5567	2182379490	RGB	8	600	chc01840001170002001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/476	476	477.jp2	/chc0184/image/477.jp2
Levi DeWolf letter to Edward Spalding, February 23, 1823		DeWolf, Levi			Written on verso: "Levi DWolf __ Matanzas, 23 uc 25 & answered 26 Feby 1823; Edward spalding Esq., care of Mefers Gutierrez & Morland, Havana"	Letters; DeWolf, Levi; Spalding, Edward; Matanzas (Cuba); Havana (Cuba)	Correspondence		1823-02-23	1820-1830	Matanzas (Cuba)	1 letter	eng		University of Miami Libraries. Cuban Heritage Collection.	Edward Spalding Papers	CHC0184		Box No. 1; Folder No. 5; Folder Title: Correspondence; Folder Date: 1823 - April 1st 1923						http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0184000117	Text	2012-02-03					image/tiff										2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/477	477	478.cpd	/chc0184/image/478.cpd
Page 1																											chc0184000195						chc01840001950001001		81221160 Bytes	4804	5634	3384189636	RGB	8	600	chc01840001950001001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/478	478	479.jp2	/chc0184/image/479.jp2
Page 2																											chc0184000195						chc01840001950002001		80455168 Bytes	5635	4758	1181995420	RGB	8	600	chc01840001950002001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/479	479	480.jp2	/chc0184/image/480.jp2
Jacob Babbitt letter to Edward Spalding, November 29, 1823		Babbitt, Jacob			Written on verso: "Jacob Babbitt, Bristol, 29 Novb ric 20 Decb. 1823; Mr. Edward Spalding, Matanzas, Island of Cuba; for Brig __, Capt Batte"	Letters; Babbitt, Jacob, 1769-1850; Spalding, Edward; Bristol (Rhode Island : Town); Matanzas (Cuba)	Correspondence		1823-11-29	1820-1830	Bristol (Rhode Island : Town)	1 letter	eng		University of Miami Libraries. Cuban Heritage Collection.	Edward Spalding Papers	CHC0184		Box No. 1; Folder No. 6; Folder Title: Correspondence; Folder Date: 1823, April -Dec						http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0184000195	Text	2012-02-03					image/tiff										2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/480	480	481.cpd	/chc0184/image/481.cpd
Page 1																											chc0184000057						chc01840000570001001		87838204 Bytes	4895	5980	370612051	RGB	8	600	chc01840000570001001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/481	481	482.jp2	/chc0184/image/482.jp2
Page 2																											chc0184000057						chc01840000570002001		87626876 Bytes	5989	4876	690786951	RGB	8	600	chc01840000570002001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/482	482	483.jp2	/chc0184/image/483.jp2
Letter sent to Edward Spalding, July 27, 1821					Written on verso: "Edward Spalding Esq. , Matanzas, vapor"	Letters; Spalding, Edward; Havana (Cuba); Matanzas (Cuba)	Correspondence		1821-07-27	1820-1830	Havana (Cuba)	1 letter	eng		University of Miami Libraries. Cuban Heritage Collection.	Edward Spalding Papers	CHC0184		Box No. 1; Folder No. 3; Folder Title: Correspondence; Folder Date: 1820-1821						http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0184000057	Text	2012-02-03					image/tiff										2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/483	483	484.cpd	/chc0184/image/484.cpd
Page 1																											chc0184000312						chc01840003120001001		83737124 Bytes	4774	5845	1066412639	RGB	8	600	chc01840003120001001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/484	484	485.jp2	/chc0184/image/485.jp2
Page 2																											chc0184000312						chc01840003120002001		82506436 Bytes	4725	5819	4245062768	RGB	8	600	chc01840003120002001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/485	485	486.jp2	/chc0184/image/486.jp2
James G. Almy letter to Edward Spalding, October 4, 1825		Almy, James G.			Written on verso: "James G. Almy, Matanzas, 1 & 4 & 5 Octo. ans 5 Novb. 1825; Edward Spalding Co., Bristol, R.I., care of Jacob Babbitt; __ to be opened by him in __ his absence"	Letters; Almy, James G.; Spalding, Edward; Matanzas (Cuba); Bristol (Rhode Island : Town)	Correspondence		1825-10-04	1820-1830	Matanzas (Cuba)	1 letter	eng		University of Miami Libraries. Cuban Heritage Collection.	Edward Spalding Papers	CHC0184		Box No. 1; Folder No. 8; Folder Title: Correspondence; Folder Date: 1825						http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0184000312	Text	2012-02-03					image/tiff										2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/486	486	487.cpd	/chc0184/image/487.cpd
Page 1																											chc0184000221						chc01840002210001001		115316740 Bytes	4927	7800	2627204896	RGB	8	600	chc01840002210001001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/487	487	488.jp2	/chc0184/image/488.jp2
Page 2																											chc0184000221						chc01840002210002001		115101184 Bytes	4947	7754	2833242020	RGB	8	600	chc01840002210002001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/488	488	489.jp2	/chc0184/image/489.jp2
Page 3																											chc0184000221						chc01840002210003001		114493184 Bytes	7792	4897	2779231816	RGB	8	600	chc01840002210003001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/489	489	490.jp2	/chc0184/image/490.jp2
Charles DeWolf letter to Edward Spalding, January 20, 1823		DeWolf, Charles			Written on verso: "Charles DWolf, Vancluse, 20 Jany uc 10 March 1824 ans 27 March 1824; Mr. Edward Spalding, Matanzas"; This letter is dated 1823 at the top and 1824 on verso.	Letters; DeWolf, Charles; Spalding, Edward; Vaucluse (South Carolina); Matanzas (Cuba)	Correspondence		1824-01-20	1820-1830	Vaucluse (South Carolina)	1 letter	eng		University of Miami Libraries. Cuban Heritage Collection.	Edward Spalding Papers	CHC0184		Box No. 1; Folder No. 7; Folder Title: Correspondence; Folder Date: 1824						http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0184000221	Text	2012-02-03					image/tiff										2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/490	490	491.cpd	/chc0184/image/491.cpd
Page 1																											chc0184000036						chc01840000360001001		61885880 Bytes	4533	4549	1712270068	RGB	8	600	chc01840000360001001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/491	491	492.jp2	/chc0184/image/492.jp2
Page 2																											chc0184000036						chc01840000360002001		61653856 Bytes	4521	4544	2821396941	RGB	8	600	chc01840000360002001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/492	492	493.jp2	/chc0184/image/493.jp2
Nicholas Peck letter to Jacob Babbitt, May 13, 1814		Peck, Nicholas			Written on verso: "Bristol 13 May 1814, Received from Jacob Babbitt the full contents of the within day nine hundred twenty two gallons molasses __ Nicholas Peck; N. Peck __ for T. Mayberrys Molasses"	Letters; Babbitt, Jacob, 1769-1850; Peck, Nicholas, 1762-1847	Correspondence		1814-05-13	1810-1820	Bristol (Rhode Island : Town)	1 letter	eng		University of Miami Libraries. Cuban Heritage Collection.	Edward Spalding Papers	CHC0184		Box No. 1; Folder No. 2; Folder Title: Correspondence; Folder Date: 1817-1820						http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0184000036	Text	2012-02-03					image/tiff										2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/493	493	494.cpd	/chc0184/image/494.cpd
Page 1																											chc0184000278						chc01840002780001001		71195512 Bytes	4517	5252	2217692434	RGB	8	600	chc01840002780001001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/494	494	495.jp2	/chc0184/image/495.jp2
Page 2																											chc0184000278						chc01840002780002001		71092320 Bytes	4509	5254	469898370	RGB	8	600	chc01840002780002001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/495	495	496.jp2	/chc0184/image/496.jp2
James D. Pitman letter to Edward Spalding, March 9, 1825		Pitman, James D.			Written on verso: "James D Pitman, Havana, 9 ans 16 March 1825; Mr. Edward Spalding, Matanzas"	Letters; Pitman, James D.; Spalding, Edward; Havana (Cuba); Matanzas (Cuba)	Correspondence		1825-03-09	1820-1830	Havana (Cuba)	1 letter	eng		University of Miami Libraries. Cuban Heritage Collection.	Edward Spalding Papers	CHC0184		Box No. 1; Folder No. 8; Folder Title: Correspondence; Folder Date: 1825						http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0184000278	Text	2012-02-03					image/tiff										2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/496	496	497.cpd	/chc0184/image/497.cpd
Page 1																											chc0184000156						chc01840001560001001		84639872 Bytes	4758	5928	766603023	RGB	8	600	chc01840001560001001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/497	497	498.jp2	/chc0184/image/498.jp2
Page 2																											chc0184000156						chc01840001560002001		84676736 Bytes	4781	5902	2605743138	RGB	8	600	chc01840001560002001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/498	498	499.jp2	/chc0184/image/499.jp2
Page 3																											chc0184000156						chc01840001560003001		84721900 Bytes	4765	5925	3186179014	RGB	8	600	chc01840001560003001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/499	499	500.jp2	/chc0184/image/500.jp2
Page 4																											chc0184000156						chc01840001560004001		84677056 Bytes	5952	4741	2346274295	RGB	8	600	chc01840001560004001.tif		2012-02-14	2012-02-14	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/500	500	501.jp2	/chc0184/image/501.jp2
Luke Drury letter to Edward Spalding, April 23, 1823		Drury, Luke			Written on verso: "Luke Drury, Bristol, 23 Apr u 16 & ans 19 May 1823; Edward Spalding Esq., care Mefs Latting, Adams & steward, Matanzas"	Letters; Drury, Luke; Spalding, Edward; Bristol (Rhode Island : Town); Matanzas (Cuba)	Correspondence		1823-04-23	1820-1830	Bristol (Rhode Island : Town)	1 letter	eng		University of Miami Libraries. Cuban Heritage Collection.	Edward Spalding Papers	CHC0184		Box No. 1; Folder No. 6; Folder Title: Correspondence; Folder Date: 1823, April -Dec						http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0184000156	Text	2012-02-03					image/tiff										2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/501	501	502.cpd	/chc0184/image/502.cpd
Page 1																											chc0184000209						chc01840002090001001		86210080 Bytes	4808	5975	802589226	RGB	8	600	chc01840002090001001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/502	502	503.jp2	/chc0184/image/503.jp2
Page 2																											chc0184000209						chc01840002090002001		85746748 Bytes	4799	5954	162762330	RGB	8	600	chc01840002090002001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/503	503	504.jp2	/chc0184/image/504.jp2
Page 3																											chc0184000209						chc01840002090003001		85212616 Bytes	5967	4759	2878837624	RGB	8	600	chc01840002090003001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/504	504	505.jp2	/chc0184/image/505.jp2
Joseph W. Torrey letter to Edward Spalding, December 31, 1823		Torrey, Joseph W.			Written on verso: "Joseph W. Torrey, Bristol, 31 Dec 1823, 3 Jany 1824 uc 22 Jany & ans 13 Feby 1824; Mr. Edward Spalding, care of J.J. latting Esq., Matanzas; Ship Roger Williams, New  M__"	Letters; Torrey, Joseph W.; Bristol (Rhode Island : Town); Spalding, Edward; Matanzas (Cuba); Latting, John J.	Correspondence		1823-12-31	1820-1830	Bristol (Rhode Island : Town)	1 letter	eng		University of Miami Libraries. Cuban Heritage Collection.	Edward Spalding Papers	CHC0184		Box No. 1; Folder No. 6; Folder Title: Correspondence; Folder Date: 1823, April -Dec						http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0184000209	Text	2012-02-03					image/tiff										2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/505	505	506.cpd	/chc0184/image/506.cpd
Page 1																											chc0184000017						chc01840000170001001		92552732 Bytes	4974	6201	2163135867	RGB	8	600	chc01840000170001001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/506	506	507.jp2	/chc0184/image/507.jp2
Page 2																											chc0184000017						chc01840000170002001		92600028 Bytes	6213	4967	1147396565	RGB	8	600	chc01840000170002001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/507	507	508.jp2	/chc0184/image/508.jp2
Disdrir S. Morphy letter to John A. Smith, December 28, 1815		Morphy, Disdrir S.			Written on verso: "John Smith Esq. in his absence to D.N. Morice Esq. , Bristol, R.I."	Letters; Smith, John A.; Morphy, Disdrir S.; Havana (Cuba)	Correspondence		1815-12-28	1810-1820	Havana (Cuba)	1 letter	eng		University of Miami Libraries. Cuban Heritage Collection.	Edward Spalding Papers	CHC0184		Box No. 1; Folder No. 1; Folder Title: Correspondence; Folder Date: 1800-1816						http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0184000017	Text	2012-02-03					image/tiff										2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/508	508	509.cpd	/chc0184/image/509.cpd
Page 1																											chc0184000070						chc01840000700001001		89270564 Bytes	5015	5932	3393442424	RGB	8	600	chc01840000700001001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/509	509	510.jp2	/chc0184/image/510.jp2
Page 2																											chc0184000070						chc01840000700002001		90746584 Bytes	5097	5933	2135004230	RGB	8	600	chc01840000700002001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/510	510	511.jp2	/chc0184/image/511.jp2
Page 3																											chc0184000070						chc01840000700003001		90068520 Bytes	5047	5947	1256891498	RGB	8	600	chc01840000700003001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/511	511	512.jp2	/chc0184/image/512.jp2
Page 4																											chc0184000070						chc01840000700004001		90303092 Bytes	5029	5984	1568927854	RGB	8	600	chc01840000700004001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/512	512	513.jp2	/chc0184/image/513.jp2
Joseph W. Torrey letter to Edward Spalding, March 7, 1822		Torrey, Joseph W.			Written on verso: "Joseph W. Torrey, N York, 7 uc 31 March 1822; Mr. Edward Spalding, Matanzas, Cuba (Mr. D'Wolf)"	Letters; Spalding, Edward; Torrey, Joseph W.; New York (New York); Matanzas (Cuba)	Correspondence		1822-03-07	1820-1830	New York (New York)	1 letter	eng		University of Miami Libraries. Cuban Heritage Collection.	Edward Spalding Papers	CHC0184		Box No. 1; Folder No. 4; Folder Title: Correspondence; Folder Date: 1822						http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0184000070	Text	2012-02-03					image/tiff										2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/513	513	514.cpd	/chc0184/image/514.cpd
Page 1																											chc0184000208						chc01840002080001001		86698416 Bytes	4887	5912	1690544654	RGB	8	600	chc01840002080001001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/514	514	515.jp2	/chc0184/image/515.jp2
Page 2																											chc0184000208						chc01840002080002001		86439764 Bytes	4879	5904	3528449930	RGB	8	600	chc01840002080002001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/515	515	516.jp2	/chc0184/image/516.jp2
Gutierrez and Morland letter to Edward Spalding, December 29, 1823		Gutierrez and Morland				Letters; Gutierrez and Morland; Spalding, Edward; Havana (Cuba)	Correspondence		1823-12-29	1820-1830	Havana (Cuba)	1 letter	eng		University of Miami Libraries. Cuban Heritage Collection.	Edward Spalding Papers	CHC0184		Box No. 1; Folder No. 6; Folder Title: Correspondence; Folder Date: 1823, April -Dec						http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0184000208	Text	2012-02-03					image/tiff										2012-02-23	2012-03-06	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/516	516	517.cpd	/chc0184/image/517.cpd
Page 1																											chc0184000165						chc01840001650001001		67934160 Bytes	4133	5477	1408452334	RGB	8	600	chc01840001650001001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/517	517	518.jp2	/chc0184/image/518.jp2
Page 2																											chc0184000165						chc01840001650002001		67929444 Bytes	4114	5502	3010496302	RGB	8	600	chc01840001650002001.tif		2012-02-23	2012-02-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0184/id/518	518	519.jp2	/chc0184/image/519.jp2
