Title	Translated Title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical Description	Language	Website	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Upload ID	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 27																											chc0347000219						chc03470002190027001	image/tiff	3992.703 KB	2900	4400	0x9CD0D121	RGB	24-bit depth	600 dpi	chc03470002190027001.tif		2012-07-12	2012-07-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1727	1727	1728.jp2	/chc0347/image/1728.jp2
Page 28																											chc0347000219						chc03470002190028001	image/tiff	3782.774 KB	2900	4400	0x98F53D3E	RGB	24-bit depth	600 dpi	chc03470002190028001.tif		2012-07-12	2012-07-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1728	1728	1729.jp2	/chc0347/image/1729.jp2
Page 29																											chc0347000219						chc03470002190029001	image/tiff	4587.943 KB	2900	4400	0x289E76E1	RGB	24-bit depth	600 dpi	chc03470002190029001.tif		2012-07-12	2012-07-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1729	1729	1730.jp2	/chc0347/image/1730.jp2
Page 30																											chc0347000219						chc03470002190030001	image/tiff	3491.59 KB	2900	4400	0x1B29E9A1	RGB	24-bit depth	600 dpi	chc03470002190030001.tif		2012-07-12	2012-07-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1730	1730	1731.jp2	/chc0347/image/1731.jp2
Page 31																											chc0347000219						chc03470002190031001	image/tiff	4436.386 KB	2900	4400	0xE9AA0E78	RGB	24-bit depth	600 dpi	chc03470002190031001.tif		2012-07-12	2012-07-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1731	1731	1732.jp2	/chc0347/image/1732.jp2
Page 32																											chc0347000219						chc03470002190032001	image/tiff	3577.359 KB	2900	4400	0x271FE11	RGB	24-bit depth	600 dpi	chc03470002190032001.tif		2012-07-12	2012-07-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1732	1732	1733.jp2	/chc0347/image/1733.jp2
Page 33																											chc0347000219						chc03470002190033001	image/tiff	4337.157 KB	2900	4400	0xF195CB1C	RGB	24-bit depth	600 dpi	chc03470002190033001.tif		2012-07-12	2012-07-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1733	1733	1734.jp2	/chc0347/image/1734.jp2
Page 34																											chc0347000219						chc03470002190034001	image/tiff	3469.684 KB	2900	4400	0x31650EA7	RGB	24-bit depth	600 dpi	chc03470002190034001.tif		2012-07-12	2012-07-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1734	1734	1735.jp2	/chc0347/image/1735.jp2
Page 35																											chc0347000219						chc03470002190035001	image/tiff	5488.296 KB	2900	4400	0xD3D7C701	RGB	24-bit depth	600 dpi	chc03470002190035001.tif		2012-07-12	2012-07-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1735	1735	1736.jp2	/chc0347/image/1736.jp2
Page 36																											chc0347000219						chc03470002190036001	image/tiff	3444.821 KB	2900	4400	0x5F6FBEAD	RGB	24-bit depth	600 dpi	chc03470002190036001.tif		2012-07-12	2012-07-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1736	1736	1737.jp2	/chc0347/image/1737.jp2
Page 37																											chc0347000219						chc03470002190037001	image/tiff	5475.088 KB	2900	4400	0x9E6BA2CC	RGB	24-bit depth	600 dpi	chc03470002190037001.tif		2012-07-12	2012-07-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1737	1737	1738.jp2	/chc0347/image/1738.jp2
Page 38																											chc0347000219						chc03470002190038001	image/tiff	4609.892 KB	2900	4400	0x33B5BD9	RGB	24-bit depth	600 dpi	chc03470002190038001.tif		2012-07-12	2012-07-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1738	1738	1739.jp2	/chc0347/image/1739.jp2
Page 39																											chc0347000219						chc03470002190039001	image/tiff	5309.529 KB	2900	4400	0xCB0AEE0B	RGB	24-bit depth	600 dpi	chc03470002190039001.tif		2012-07-12	2012-07-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1739	1739	1740.jp2	/chc0347/image/1740.jp2
Page 40																											chc0347000219						chc03470002190040001	image/tiff	3438.507 KB	2900	4400	0x62567929	RGB	24-bit depth	600 dpi	chc03470002190040001.tif		2012-07-12	2012-07-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1740	1740	1741.jp2	/chc0347/image/1741.jp2
Page 41																											chc0347000219						chc03470002190041001	image/tiff	4124.071 KB	2900	4400	0x1208541B	RGB	24-bit depth	600 dpi	chc03470002190041001.tif		2012-07-12	2012-07-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1741	1741	1742.jp2	/chc0347/image/1742.jp2
Page 42																											chc0347000219						chc03470002190042001	image/tiff	3428.835 KB	2900	4400	0x9F24B468	RGB	24-bit depth	600 dpi	chc03470002190042001.tif		2012-07-12	2012-07-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1742	1742	1743.jp2	/chc0347/image/1743.jp2
Page 43																											chc0347000219						chc03470002190043001	image/tiff	5200.43 KB	2900	4400	0xA9842DC3	RGB	24-bit depth	600 dpi	chc03470002190043001.tif		2012-07-12	2012-07-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1743	1743	1744.jp2	/chc0347/image/1744.jp2
Page 44																											chc0347000219						chc03470002190044001	image/tiff	4504.478 KB	2900	4400	0x773CE4F4	RGB	24-bit depth	600 dpi	chc03470002190044001.tif		2012-07-12	2012-07-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1744	1744	1745.jp2	/chc0347/image/1745.jp2
Page 45																											chc0347000219						chc03470002190045001	image/tiff	4352.718 KB	2900	4400	0x632F4AD1	RGB	24-bit depth	600 dpi	chc03470002190045001.tif		2012-07-12	2012-07-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1745	1745	1746.jp2	/chc0347/image/1746.jp2
Page 46																											chc0347000219						chc03470002190046001	image/tiff	3127.484 KB	2900	4400	0xF40E42E2	RGB	24-bit depth	600 dpi	chc03470002190046001.tif		2012-07-12	2012-07-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1746	1746	1747.jp2	/chc0347/image/1747.jp2
Page 47																											chc0347000219						chc03470002190047001	image/tiff	2891.191 KB	2900	4400	0x8B2E663F	RGB	24-bit depth	600 dpi	chc03470002190047001.tif		2012-07-12	2012-07-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1747	1747	1748.jp2	/chc0347/image/1748.jp2
Page 48																											chc0347000219						chc03470002190048001	image/tiff	5784.406 KB	2900	4400	0xC2706BFC	RGB	24-bit depth	600 dpi	chc03470002190048001.tif		2012-07-12	2012-07-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1748	1748	1749.jp2	/chc0347/image/1749.jp2
Account of the escape of general John Cabell Breckinridge from Richmond to Cuba, 1865		Breckinridge, John C. (John Cabell), 1821-1875		Account of the escape of general Breckinridge from Richmond to the Island of Cuba in 1865, written from his own recollection of the events. After Richmond's surrender in April 1865, during the American Civil War, the Secretary of War, General John Cabell Breckinridge commanded the troops that accompanied Jefferson Davis, President of the Confederate States, and his cabinet. Davis was captured but Breckinridge evaded arrest and imprisonment by fleeing with a group of his men through the South and finally to Florida and Cuba. After remaining a few days in Cuba he traveled to England		Breckinridge, John C. (John Cabell), 1821-1875; Davis, Jefferson, 1808-1889; United States -- History -- Civil War, 1861-1865; Cuba	Manuscripts; Documents;		1865	1860-1870		1 manuscript, 48 pages	eng		University of Miami Libraries. Cuban Heritage Collection.	Cuban Historical & Literary Manuscripts Collection	CHC0347		Box No. 1B; Folder No. 3; Folder Title: Breckinridge, Gen. John C.; Folder Date: 1821 - 1875.		Hamill & Barker	mcz; axr			http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000219			Suprascan 10000 RGB i2s Digibook Scanner	Digibook Version 5.4.8.20													2012-07-12	2012-07-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1749	1749	1750.cpd	/chc0347/image/1750.cpd
Cover																											chc0347000217	Text					chc03470002170001001	image/tiff	19417.791 KB	5500	7000	0xC455AAC0	RGB	24-bit depth	600 dpi	chc03470002170001001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1750	1750	1751.jp2	/chc0347/image/1751.jp2
Cover verso																											chc0347000217	Text					chc03470002170002001	image/tiff	15911.827 KB	5500	7000	0xEA4F00FE	RGB	24-bit depth	600 dpi	chc03470002170002001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1751	1751	1752.jp2	/chc0347/image/1752.jp2
Blank page																											chc0347000217	Text					chc03470002170003001	image/tiff	11413.926 KB	5500	7000	0x469B4DE5	RGB	24-bit depth	600 dpi	chc03470002170003001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1752	1752	1753.jp2	/chc0347/image/1753.jp2
Blank page																											chc0347000217	Text					chc03470002170004001	image/tiff	11711.21 KB	5500	7000	0xF66F9A4B	RGB	24-bit depth	600 dpi	chc03470002170004001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1753	1753	1754.jp2	/chc0347/image/1754.jp2
Title page																											chc0347000217	Text					chc03470002170005001	image/tiff	15572.77 KB	5500	7000	0x4CA76783	RGB	24-bit depth	600 dpi	chc03470002170005001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1754	1754	1755.jp2	/chc0347/image/1755.jp2
Blank page																											chc0347000217	Text					chc03470002170006001	image/tiff	16285.843 KB	5500	7000	0xBA3C2846	RGB	24-bit depth	600 dpi	chc03470002170006001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1755	1755	1756.jp2	/chc0347/image/1756.jp2
Table of contents																											chc0347000217	Text					chc03470002170007001	image/tiff	16750.158 KB	5500	7000	0xCBBA9AA3	RGB	24-bit depth	600 dpi	chc03470002170007001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1756	1756	1757.jp2	/chc0347/image/1757.jp2
Blank page																											chc0347000217	Text					chc03470002170008001	image/tiff	16100.928 KB	5500	7000	0xF2CEA909	RGB	24-bit depth	600 dpi	chc03470002170008001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1757	1757	1758.jp2	/chc0347/image/1758.jp2
Page 1																											chc0347000217	Text					chc03470002170009001	image/tiff	13976.421 KB	5500	7000	0x8C51AB90	RGB	24-bit depth	600 dpi	chc03470002170009001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1758	1758	1759.jp2	/chc0347/image/1759.jp2
Blank page																											chc0347000217	Text					chc03470002170010001	image/tiff	16665.41 KB	5500	7000	0xE0CC7583	RGB	24-bit depth	600 dpi	chc03470002170010001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1759	1759	1760.jp2	/chc0347/image/1760.jp2
Page 2																											chc0347000217	Text					chc03470002170011001	image/tiff	17046.949 KB	5500	7000	0xAEBC45DE	RGB	24-bit depth	600 dpi	chc03470002170011001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1760	1760	1761.jp2	/chc0347/image/1761.jp2
Blank page																											chc0347000217	Text					chc03470002170012001	image/tiff	16364.494 KB	5500	7000	0xD7F6E192	RGB	24-bit depth	600 dpi	chc03470002170012001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1761	1761	1762.jp2	/chc0347/image/1762.jp2
Page 3																											chc0347000217	Text					chc03470002170013001	image/tiff	17882.777 KB	5500	7000	0x2E13A3A7	RGB	24-bit depth	600 dpi	chc03470002170013001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1762	1762	1763.jp2	/chc0347/image/1763.jp2
Blank page																											chc0347000217	Text					chc03470002170014001	image/tiff	17806.938 KB	5500	7000	0x9F59B85A	RGB	24-bit depth	600 dpi	chc03470002170014001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1763	1763	1764.jp2	/chc0347/image/1764.jp2
Page 4																											chc0347000217	Text					chc03470002170015001	image/tiff	17251.616 KB	5500	7000	0xEF853D2B	RGB	24-bit depth	600 dpi	chc03470002170015001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1764	1764	1765.jp2	/chc0347/image/1765.jp2
Blank page																											chc0347000217	Text					chc03470002170016001	image/tiff	16548.06 KB	5500	7000	0x38A379E2	RGB	24-bit depth	600 dpi	chc03470002170016001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1765	1765	1766.jp2	/chc0347/image/1766.jp2
Page 5																											chc0347000217	Text					chc03470002170017001	image/tiff	17090.312 KB	5500	7000	0x636CDC99	RGB	24-bit depth	600 dpi	chc03470002170017001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1766	1766	1767.jp2	/chc0347/image/1767.jp2
Blank page																											chc0347000217	Text					chc03470002170018001	image/tiff	16410.658 KB	5500	7000	0x41ADCD94	RGB	24-bit depth	600 dpi	chc03470002170018001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1767	1767	1768.jp2	/chc0347/image/1768.jp2
Page 6																											chc0347000217	Text					chc03470002170019001	image/tiff	13897.483 KB	5500	7000	0x51F07AA7	RGB	24-bit depth	600 dpi	chc03470002170019001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1768	1768	1769.jp2	/chc0347/image/1769.jp2
Blank page																											chc0347000217	Text					chc03470002170020001	image/tiff	16153.561 KB	5500	7000	0x60A0E4BB	RGB	24-bit depth	600 dpi	chc03470002170020001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1769	1769	1770.jp2	/chc0347/image/1770.jp2
Page 7																											chc0347000217	Text					chc03470002170021001	image/tiff	17233.839 KB	5500	7000	0x55D966A	RGB	24-bit depth	600 dpi	chc03470002170021001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1770	1770	1771.jp2	/chc0347/image/1771.jp2
Blank page																											chc0347000217	Text					chc03470002170022001	image/tiff	16748.053 KB	5500	7000	0x1838BD15	RGB	24-bit depth	600 dpi	chc03470002170022001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1771	1771	1772.jp2	/chc0347/image/1772.jp2
Page 8																											chc0347000217	Text					chc03470002170023001	image/tiff	17327.044 KB	5500	7000	0x8F9019E	RGB	24-bit depth	600 dpi	chc03470002170023001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1772	1772	1773.jp2	/chc0347/image/1773.jp2
Blank page																											chc0347000217	Text					chc03470002170024001	image/tiff	16255.733 KB	5500	7000	0x6F38516A	RGB	24-bit depth	600 dpi	chc03470002170024001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1773	1773	1774.jp2	/chc0347/image/1774.jp2
Page 9																											chc0347000217	Text					chc03470002170025001	image/tiff	16909.824 KB	5500	7000	0x9214491	RGB	24-bit depth	600 dpi	chc03470002170025001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1774	1774	1775.jp2	/chc0347/image/1775.jp2
Blank page																											chc0347000217	Text					chc03470002170026001	image/tiff	16442.996 KB	5500	7000	0xE3B51F01	RGB	24-bit depth	600 dpi	chc03470002170026001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1775	1775	1776.jp2	/chc0347/image/1776.jp2
Page 10																											chc0347000217	Text					chc03470002170027001	image/tiff	16968.176 KB	5500	7000	0xBBAA7B3C	RGB	24-bit depth	600 dpi	chc03470002170027001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1776	1776	1777.jp2	/chc0347/image/1777.jp2
Blank page																											chc0347000217	Text					chc03470002170028001	image/tiff	16162.444 KB	5500	7000	0x7D80A8EF	RGB	24-bit depth	600 dpi	chc03470002170028001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1777	1777	1778.jp2	/chc0347/image/1778.jp2
Page 11																											chc0347000217	Text					chc03470002170029001	image/tiff	16844.126 KB	5500	7000	0x399AD888	RGB	24-bit depth	600 dpi	chc03470002170029001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1778	1778	1779.jp2	/chc0347/image/1779.jp2
Blank page																											chc0347000217	Text					chc03470002170030001	image/tiff	16639.779 KB	5500	7000	0xA960AD73	RGB	24-bit depth	600 dpi	chc03470002170030001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1779	1779	1780.jp2	/chc0347/image/1780.jp2
Page 12																											chc0347000217	Text					chc03470002170031001	image/tiff	17377.973 KB	5500	7000	0xB161C372	RGB	24-bit depth	600 dpi	chc03470002170031001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1780	1780	1781.jp2	/chc0347/image/1781.jp2
Blank page																											chc0347000217	Text					chc03470002170032001	image/tiff	16227.048 KB	5500	7000	0xA0122CFD	RGB	24-bit depth	600 dpi	chc03470002170032001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1781	1781	1782.jp2	/chc0347/image/1782.jp2
Page 13																											chc0347000217	Text					chc03470002170033001	image/tiff	16915.127 KB	5500	7000	0xC45F007F	RGB	24-bit depth	600 dpi	chc03470002170033001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1782	1782	1783.jp2	/chc0347/image/1783.jp2
Blank page																											chc0347000217	Text					chc03470002170034001	image/tiff	16235.882 KB	5500	7000	0xF35C994C	RGB	24-bit depth	600 dpi	chc03470002170034001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1783	1783	1784.jp2	/chc0347/image/1784.jp2
Page 14																											chc0347000217	Text					chc03470002170035001	image/tiff	16902.248 KB	5500	7000	0x32755B59	RGB	24-bit depth	600 dpi	chc03470002170035001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1784	1784	1785.jp2	/chc0347/image/1785.jp2
Blank page																											chc0347000217	Text					chc03470002170036001	image/tiff	16189.212 KB	5500	7100	0xC33E1202	RGB	24-bit depth	600 dpi	chc03470002170036001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1785	1785	1786.jp2	/chc0347/image/1786.jp2
Page 15																											chc0347000217	Text					chc03470002170037001	image/tiff	17227.745 KB	5500	7000	0xEDE1351B	RGB	24-bit depth	600 dpi	chc03470002170037001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1786	1786	1787.jp2	/chc0347/image/1787.jp2
Blank page																											chc0347000217	Text					chc03470002170038001	image/tiff	16537.477 KB	5500	7000	0x1061CFBB	RGB	24-bit depth	600 dpi	chc03470002170038001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1787	1787	1788.jp2	/chc0347/image/1788.jp2
Page 16																											chc0347000217	Text					chc03470002170039001	image/tiff	17135.123 KB	5500	7000	0x35D119F6	RGB	24-bit depth	600 dpi	chc03470002170039001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1788	1788	1789.jp2	/chc0347/image/1789.jp2
Blank page																											chc0347000217	Text					chc03470002170040001	image/tiff	16607.965 KB	5500	7000	0x831A4D9	RGB	24-bit depth	600 dpi	chc03470002170040001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1789	1789	1790.jp2	/chc0347/image/1790.jp2
Page 17																											chc0347000217	Text					chc03470002170041001	image/tiff	16798.154 KB	5500	7000	0xE888EE32	RGB	24-bit depth	600 dpi	chc03470002170041001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1790	1790	1791.jp2	/chc0347/image/1791.jp2
Blank page																											chc0347000217	Text					chc03470002170042001	image/tiff	16783.178 KB	5500	7000	0x9E5F58C3	RGB	24-bit depth	600 dpi	chc03470002170042001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1791	1791	1792.jp2	/chc0347/image/1792.jp2
Page 18																											chc0347000217	Text					chc03470002170043001	image/tiff	17697.287 KB	5500	7000	0x513BB401	RGB	24-bit depth	600 dpi	chc03470002170043001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1792	1792	1793.jp2	/chc0347/image/1793.jp2
Blank page																											chc0347000217	Text					chc03470002170044001	image/tiff	16307.708 KB	5500	7000	0xD86ED744	RGB	24-bit depth	600 dpi	chc03470002170044001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1793	1793	1794.jp2	/chc0347/image/1794.jp2
Page 19																											chc0347000217	Text					chc03470002170045001	image/tiff	15869.621 KB	5500	7000	0xA325303C	RGB	24-bit depth	600 dpi	chc03470002170045001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1794	1794	1795.jp2	/chc0347/image/1795.jp2
Blank page																											chc0347000217	Text					chc03470002170046001	image/tiff	16542.348 KB	5500	7000	0x84B93106	RGB	24-bit depth	600 dpi	chc03470002170046001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1795	1795	1796.jp2	/chc0347/image/1796.jp2
Blank page																											chc0347000217	Text					chc03470002170047001	image/tiff	14672.686 KB	5500	7000	0xC2D0B291	RGB	24-bit depth	600 dpi	chc03470002170047001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1796	1796	1797.jp2	/chc0347/image/1797.jp2
Blank page																											chc0347000217	Text					chc03470002170048001	image/tiff	12028.328 KB	5500	7000	0x9DBEF894	RGB	24-bit depth	600 dpi	chc03470002170048001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1797	1797	1798.jp2	/chc0347/image/1798.jp2
Back cover verso																											chc0347000217	Text					chc03470002170049001	image/tiff	15174.036 KB	5500	7000	0xEAF7A16B	RGB	24-bit depth	600 dpi	chc03470002170049001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1798	1798	1799.jp2	/chc0347/image/1799.jp2
Back cover																											chc0347000217	Text					chc03470002170050001	image/tiff	23543.749 KB	5500	7000	0xFA522CD0	RGB	24-bit depth	600 dpi	chc03470002170050001.tif		2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1799	1799	1800.jp2	/chc0347/image/1800.jp2
Business report about the possibility of increasing the commercial trade between Cuba and the New England region of the United States, 1951		Aragón, Gustavo A.		Report of Gustavo A. Aragón, Cuban consul in Boston, Massachusetts, dated in Havana, about the Cuban food products with a greater possibility of being sold in New England and the specifications that they must fulfill. There are lists of the American agencies interested in selling Cuban food products in New England and American products in Cuba, as well as the American companies ready to appoint commercial representatives in Cuba and those who want to initiate or to increase their business in the island.		Cuba. Ministerio de Estado; United States -- Commerce -- Cuba; Shipment of goods; Shipping -- Cuba; Commercial products -- Cuba	Manuscripts; Documents		1951	1950-1960	Havana (Cuba)	1 report, 50 pages	spa		University of Miami Libraries. Cuban Heritage Collection.	Cuban Historical & Literary Manuscripts Collection	CHC0347		Box No. 1B; Folder No. 1; Folder Title: Aragon, Gustavo	Hayes, Shermanhttp://freetranslation.imtranslator.net/	Hayes, Sherman	mcz; axr			http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000217	Text		Suprascan 10000 RGB i2s Digibook Scanner	Digibook Version 5.4.8.20		chc0347000217	image/tiff										2012-07-23	2012-07-23	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1800	1800	1801.cpd	/chc0347/image/1801.cpd
Page 1																											chc0347000216						chc03470002160001001	image/tiff	11137.783 KB	5400	7600	0x17B3F47C	RGB	24-bit	600 dpi	chc03470002160001001.tif		2012-07-12	2012-07-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1801	1801	1802.jp2	/chc0347/image/1802.jp2
Page 2																											chc0347000216						chc03470002160002001	image/tiff	11493.63 KB	5400	7600	0x4E10DC1	RGB	24-bit	600 dpi	chc03470002160002001.tif		2012-07-12	2012-07-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1802	1802	1803.jp2	/chc0347/image/1803.jp2
Page 3																											chc0347000216						chc03470002160003001	image/tiff	11416.599 KB	5400	7600	0xE95F9A6D	RGB	24-bit	600 dpi	chc03470002160003001.tif		2012-07-12	2012-07-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1803	1803	1804.jp2	/chc0347/image/1804.jp2
Page 4																											chc0347000216						chc03470002160004001	image/tiff	10457.901 KB	5400	7600	0x64D03E9C	RGB	24-bit	600 dpi	chc03470002160004001.tif		2012-07-12	2012-07-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1804	1804	1805.jp2	/chc0347/image/1805.jp2
Certificate of the Voluntarios de la Isla de Cuba (Volunteers of the Island of Cuba), August 31, 1893		Carvajal, Francisco; Voluntarios de la Isla de Cuba		Certificate of the Voluntarios de la Isla de Cuba (Volunteers of the Island of Cuba), third infantry of Marianao issued to Manuel Gutiérrez Martínez, born in Santa Cruz, Oviedo, single, and resident in Marianao. The document certifies that he entered as a volunteer on August 25, 1887, and left the corps on August 31, 1893. Also, there is a record of his activities during his permanence with the volunteers. The document is signed the day of his discharge by Francisco Carvajal, commander of the Marianao office		Gutiérrez Martínez, Manuel; Voluntarios de la Isla de Cuba	Manuscripts; Certificates		1893-08-31	1890-1900	Marianao (Cuba)	1 certificate, 4 pages	spa		University of Miami Libraries. Cuban Heritage Collection.	Cuban Historical & Literary Manuscripts Collection	CHC0347		Box No. 8; Folder No. 17; Folder Title: Voluntario de la Isla de Cuba, 1887		Espinosa, Patricia	mcz; axr			http://merrick.library.miami.edu/digitalprojects/copyright.html		chc0347000216			EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A													2012-07-12	2012-07-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0347/id/1805	1805	1806.cpd	/chc0347/image/1806.cpd
