Title	Translated Title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date Original	Coverage	Coverage Spatial	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Povenance	Editor	Attention	Rights	Copyright	Upload ID	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Confederación de Trabajadores de Cuba (Clandestina)		Confederacio&#769;n de Trabajadores de Cuba en el Exilio (Miami, Fla.)			Reference: Diario las Américas (November 3, 1960)		Newspaper articles<br>Proclamations		1960-11-03						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: A. Correspondents A-D.	Box No.: 1, Folder Title: Atorresagasti, Manuel: Documents.									Text					chc51550000930001001		33698.402 KB	5448	6784	0xEC30DDDC	RGB	24 Bit-depth	600 dpi	chc51550000930001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/142	142	44.jp2	/chc5155/image/44.jp2
Humphrey Scores decisive victory in Pennsylvania					Reference: The Miami Herald (May 28, 1968)		Newspaper articles		1968-05-28				English		University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: B. Correspondents E-L.	Box No.: 2, Folder Title: Guerra Suárez, Florencio: Correspondence to Fulgencio Batista.									Text					chc51550004210001001		18041.896 KB	3112	5872	0x66DF8904	RGB	24 Bit-depth	600 dpi	chc51550004210001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/143	143	194.jp2	/chc5155/image/194.jp2
Letter: Madrid, [Spain], April 22, 1966: Rivero, José Ignacio: Correspondence from Fulgencio Batista		Batista y Zaldívar, Fulgencio, 1901-1973					Correspondence		1966-04-22						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: D. Correspondents R-Z.	Box No.: 3, Folder Title: Rivero, José Ignacio: Correspondence from Fulgencio Batista.									Text					chc51550006960001001		37179.06 KB	5392	6920	0xA545C8EF	RGB	24 Bit-depth	600 dpi	chc51550006960001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/144	144	286.jp2	/chc5155/image/286.jp2
Telegram to French Press Agency, New York, New York, January 8, 1965							Telegrams		1965-01-08						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: E. Other Correspondents. Sub-sub-series: 3. Journalists and Writers.	Box No.: 4, Folder Title: Martínez, Vicente: Correspondence by others.									Text					chc51550008380001001		34723.135 KB	5376	6776	0x18E15EF5	RGB	24 Bit-depth	600 dpi	chc51550008380001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/145	145	359.jp2	/chc5155/image/359.jp2
Presupuesto mensual de la CTC a partir del dia 1ro. de Julio, 1963, teniendo en cuenta los ingresos y egresos que podemos tener y que tenemos que buscar		Confederación de Trabajadores de Cuba en el Exilio (Miami, Fla.)			This document references:  chc51550005520001001		Financial statements		ca. 1963-07						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: C. Correspondents M-Q.	Box No.: 3, Folder Title: Mujal Barniol, Eusebio: Correspondence to Fulgencio Batista.									Text					chc51550005540001001		33968.226 KB	5352	6896	0x25F368A8	RGB	24 Bit-depth	600 dpi	chc51550005540001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/146	146	244.jp2	/chc5155/image/244.jp2
Letter: Washington, D.C., January 9, 1962: Gardner, Arthur: Correspondence to Fulgencio Batista							Correspondence		1962-01-09				English		University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: B. Correspondents E-L.	Box No.: 2, Folder Title: Gardner, Arthur: Correspondence to Fulgencio Batista.									Text					chc51550003280001001		34289.034 KB	5400	6872	0x3CE71969	RGB	24 Bit-depth	600 dpi	chc51550003280001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/147	147	156.jp2	/chc5155/image/156.jp2
Letter to Lawrence Berenson, New York, New york, December 26, 1967: Berenson, Lawrence: Correspondence to Fulgencio Batista		Celli, Anne					Correspondence		1967-12-26				English		University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: A. Correspondents A-D.	Box No.: 1, Folder Title: Berenson, Lawrence: Correspondence to Fulgencio Batista.									Text					chc51550001490001001		31396.439 KB	5424	6816	0xCB04A32E	RGB	24 Bit-depth	600 dpi	chc51550001490001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/148	148	75.jp2	/chc5155/image/75.jp2
Teatro Nacional						Teatro Nacional de Cuba	Photographs		1957-07			1 b&w photograph<br>Photo affixed to matte			University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: I. Other Photographs. Sub-sub-series: 2. Batista Government Public Works.	Box No.: 5, Folder Title: Buildings.									Image					chc51550010150001001		41813.85 KB	7096	5896	0xFDD165B	RGB	24 Bit-depth	600 dpi	chc51550010150001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/149	149	470.jp2	/chc5155/image/470.jp2
Letter: Rivero Agüero, Andrés: Correspondence from Fulgencio Batista		Batista y Zaldívar, Fulgencio, 1901-1973					Correspondence		ca. 1959-10-27						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: D. Correspondents R-Z.	Box No.: 3, Folder Title: Rivero Agüero, Andrés: Correspondence from Fulgencio Batista.									Text					chc51550006580001001		16506.467 KB	3448	5168	0xE965E35	RGB	24 Bit-depth	600 dpi	chc51550006580001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/150	150	279.jp2	/chc5155/image/279.jp2
Fulgencio Batista as a Presidential candidate			Frank Studios			Batista y Zaldivar, Fulgencio, 1901-1973	Portrait photographs		ca. 1951			1 b&w photograph			University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: F. Photographs - Batista Zaldívar, Fulgencio. Sub-sub-series: 4. Military Officials.	Box No.: 5, Folder Title: Batista Y Zaldívar, Fulgencio: Portraits.									Image					chc51550009230001001		33463.778 KB	5528	6768	0x83C6B577	RGB	24 Bit-depth	600 dpi	chc51550009230001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/151	151	400.jp2	/chc5155/image/400.jp2
Fulgencio and Martha Batista in Estoril, Portugal						Batista y Zaldívar, Fulgencio, 1901-1973<br>Batista, Martha Fernández de	Group portraits		ca. 1970-1973			1 color photograph			University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: H. Photographs - The Batista Family. Sub-sub-series: 4. Military Officials.	Box No.: 5, Folder Title: Family Groups.									Image					chc51550010100001001		32390.467 KB	5112	6304	0x67FD435C	RGB	24 Bit-depth	600 dpi	chc51550010100001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/152	152	466.jp2	/chc5155/image/466.jp2
Fulgencio Batista and President Eisenhower in Panamá						Batista y Zaldivar, Fulgencio, 1901-1973<br>Eisenhower, Dwight D. (Dwight David), 1890-1969	Group portraits		1956-07-23			1 b&w photograph			University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: F. Photographs - Batista Zaldívar, Fulgencio. Sub-sub-series: 4. Military Officials.	Box No.: 5, Folder Title: Batista Y Zaldívar, Fulgencio: Groups.									Image					chc51550009680001001		29772.905 KB	6296	5152	0xA25439C5	RGB	24 Bit-depth	600 dpi	chc51550009680001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/153	153	437.jp2	/chc5155/image/437.jp2
Letter: Miami, Florida, May 23, 1969: Gómez Carbonell, María: Correspondence to Fulgencio Batista							Correspondence		1969-05-23						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: B. Correspondents E-L.	Box No.: 2, Folder Title: Gómez Carbonell, María: Correspondence to Fulgencio Batista.									Text					chc51550003530001001		37653.549 KB	5328	6768	0xB277CB	RGB	24 Bit-depth	600 dpi	chc51550003530001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/154	154	168.jp2	/chc5155/image/168.jp2
Letter: Washington, D.C., October 7, 1966: Gardner, Arthur: Correspondence to Fulgencio Batista							Correspondence		1966-10-07				English		University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: B. Correspondents E-L.	Box No.: 2, Folder Title: Gardner, Arthur: Correspondence to Fulgencio Batista.									Text					chc51550003310001001		28966.982 KB	4648	6672	0x5F03B4E9	RGB	24 Bit-depth	600 dpi	chc51550003310001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/155	155	159.jp2	/chc5155/image/159.jp2
Relación de dirigentes obreros en el exilio		mujal barniol eusebio					Lists		1959-10-1959-10						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: A. Correspondents A-D.	Box No.: 1, Folder Title: Atorresagasti, Manuel: Documents.									Text					chc51550000690001001		31633.131 KB	5424	6856	0x6B1F1458	RGB	24 Bit-depth	600 dpi	chc51550000690001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/156	156	30.jp2	/chc5155/image/30.jp2
Memorandum: Madrid, [Spain], June 9, 1966: Fernández Miranda, Roberto: Correspondence from Fulgencio Batista		Batista y Zaldívar, Fulgencio, 1901-1973					Correspondence		1966-06-09						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: B. Correspondents E-L.	Box No.: 2, Folder Title: Fernández Miranda, Roberto: Correspondence from Fulgencio Batista.									Text					chc51550002750001001		39117.258 KB	5504	6968	0x87330492	RGB	24 Bit-depth	600 dpi	chc51550002750001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/157	157	125.jp2	/chc5155/image/125.jp2
Letter: January 31, 1972: Elizalde, Julio: Correspondence from Fulgencio Batista		Batista y Zaldívar, Fulgencio, 1901-1973					Correspondence		1972-01-31						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: B. Correspondents E-L.	Box No.: 2, Folder Title: Elizalde, Julio: Correspondence from Fulgencio Batista.									Text					chc51550002260001001		33500.679 KB	5320	6752	0x162ECA21	RGB	24 Bit-depth	600 dpi	chc51550002260001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/158	158	100.jp2	/chc5155/image/100.jp2
Palacio de Comunicaciones						Palacio de Comunicaciones (Havana, Cuba)	Photographs		1957-01			1 b&w photograph<br>Photo affixed to matte			University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: I. Other Photographs. Sub-sub-series: 2. Batista Government Public Works.	Box No.: 5, Folder Title: Buildings.									Image					chc51550010240001001		45904.409 KB	7152	6048	0xD2FA021D	RGB	24 Bit-depth	600 dpi	chc51550010240001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/159	159	479.jp2	/chc5155/image/479.jp2
Dispensario ONDI en Yaguajay, Las Villas, Cuba						Dispensario de la Organización Nacional de Dispensarios Infantiles (Las Villas, Cuba)	Photographs		1957-07			1 b&w photograph<br>Photo affixed to matte			University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: I. Other Photographs. Sub-sub-series: 2. Batista Government Public Works.	Box No.: 5, Folder Title: Buildings.									Image					chc51550010210001001		43978.604 KB	7272	6024	0xB6398E5	RGB	24 Bit-depth	600 dpi	chc51550010210001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/160	160	476.jp2	/chc5155/image/476.jp2
Frei de Chile hace alianza con URSS mientras Rusia abandona a Fidel Castro: Baguer Marty, Miguel: Correspondence to Fulgencio Batista		Ventocilla, Eleodoro			Reference: El Tiempo (September , 1966)		Newspaper articles		1966-09						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: A. Correspondents A-D.	Box No.: 1, Folder Title: Baguer Marty, Miguel: Correspondence to Fulgencio Batista.									Text					chc51550001150001001		42204.927 KB	5144	8584	0xE4DC9592	RGB	24 Bit-depth	600 dpi	chc51550001150001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/161	161	56.jp2	/chc5155/image/56.jp2
Letter: [Funchal, Portugal, May 13, 1961]: Pizzi de Porras, Enrique: Correspondence from Fulgencio Batista					This document references:  chc51550005960001001		Correspondence		ca. 1961-05-13						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: C. Correspondents M-Q.	Box No.: 3, Folder Title: Pizzi de Porras, Enrique: Correspondence from Fulgencio Batista.									Text					chc51550005950001001		33597.776 KB	5272	6768	0x5B22D1AC	RGB	24 Bit-depth	600 dpi	chc51550005950001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/162	162	254.jp2	/chc5155/image/254.jp2
Letter: Madrid, [Spain], April 30, 1965: Baquero, Gastón: Correspondence to Fulgencio Batista							Correspondence		1965-04-30						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: A. Correspondents A-D.	Box No.: 1, Folder Title: Baquero, Gastón: Correspondence to Fulgencio Batista.									Text					chc51550001220001001		37061.628 KB	5456	7616	0x3E9AA031	RGB	24 Bit-depth	600 dpi	chc51550001220001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/163	163	62.jp2	/chc5155/image/62.jp2
Letter: January 8, 1969: Fernández Miranda, Roberto: Correspondence from Fulgencio Batista		Batista y Zaldívar, Fulgencio, 1901-1973					Correspondence		1969-01-08						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: B. Correspondents E-L.	Box No.: 2, Folder Title: Fernández Miranda, Roberto: Correspondence from Fulgencio Batista.									Text					chc51550002800001001		36408.898 KB	5416	7048	0x5706475B	RGB	24 Bit-depth	600 dpi	chc51550002800001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/164	164	130.jp2	/chc5155/image/130.jp2
"Lucho por unir las fuerzas cubanas que apoyaron al Gobierno de Batista", declara a Patria el Ex Senador Santiago Rey Pernas. Se entrevisto en España con el Ex Presidente. Afirma que el General Batista confía firmemente que Cuba será libre			Rey Perna, Santiago		Reference: Patria (March 12, 1965)		Newspaper articles<br>Interviews		1965-03-12						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: D. Correspondents R-Z.	Box No.: 3, Folder Title: Rey Perna, Santiago: Clippings, Correspondence by others, Documents.									Text					chc51550006480001001		32905.043 KB	4568	7032	0x19CDCE50	RGB	24 Bit-depth	600 dpi	chc51550006480001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/165	165	275.jp2	/chc5155/image/275.jp2
Letter: Madrid, [Spain], November 5, 1971: Díaz-Balart, Rafael: Correspondence to Fulgencio Batista					This document references:  chc51550002130001001<br>chc51550002140001001		Correspondence		1971-11-05						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: A. Correspondents A-D.	Box No.: 1, Folder Title: Díaz-Balart, Rafael: Correspondence to Fulgencio Batista.									Text					chc51550002120001001		19600.354 KB	3936	5256	0x4B29C32A	RGB	24 Bit-depth	600 dpi	chc51550002120001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/166	166	92.jp2	/chc5155/image/92.jp2
Letter: March 20, 1966: Gómez Carbonell, María: Correspondence from Fulgencio Batista		Batista y Zaldívar, Fulgencio, 1901-1973					Correspondence		1966-03-20						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: B. Correspondents E-L.	Box No.: 2, Folder Title: Gómez Carbonell, María: Correspondence from Fulgencio Batista.									Text					chc51550003430001001		38310.132 KB	5288	7392	0x7CAA5C7F	RGB	24 Bit-depth	600 dpi	chc51550003430001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/167	167	165.jp2	/chc5155/image/165.jp2
Fulgencio Batista at a dinner in New York; also at the table are Ambassador F. Concheso and Coronel Roberto Hernández						Batista y Zaldivar, Fulgencio, 1901-1973	Group portraits		ca. 1942			1 b&w photograph<br>The photo is affixed to cardboard			University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: F. Photographs - Batista Zaldívar, Fulgencio. Sub-sub-series: 4. Military Officials.	Box No.: 5, Folder Title: Batista Y Zaldívar, Fulgencio: Groups.									Image					chc51550009470001001		43445.558 KB	7144	6064	0xF72E0D87	RGB	24 Bit-depth	600 dpi	chc51550009470001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/168	168	420.jp2	/chc5155/image/420.jp2
Memorandum: [Funchal, Portugal], June 4, 1970: Fernández Miranda, Roberto: Correspondence from Fulgencio Batista		Batista y Zaldívar, Fulgencio, 1901-1973					Memorandums		1970-06-04						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: B. Correspondents E-L.	Box No.: 2, Folder Title: Fernández Miranda, Roberto: Correspondence from Fulgencio Batista.									Text					chc51550002830001001		41944.993 KB	5416	7408	0x7EF296FF	RGB	24 Bit-depth	600 dpi	chc51550002830001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/169	169	132.jp2	/chc5155/image/132.jp2
Cristo de la Habana, Cuba						Cristo de la Habana (Cuba)<br>Monuments	Photographs		ca. 1960-1965			1 b&w photograph			University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: I. Other Photographs. Sub-sub-series: 3. Other Topics.	Box No.: 5, Folder Title: Cristo de La Habana. Havana, Cuba.									Image					chc51550010330001001		13963.146 KB	3168	4536	0xCD88F1BD	RGB	24 Bit-depth	600 dpi	chc51550010330001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/170	170	487.jp2	/chc5155/image/487.jp2
Letter: New York, New York, April 16, 1968: Márquez-Sterling, Carlos: Correspondence to Fulgencio Batista							Correspondence		1968-04-16						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: C. Correspondents M-Q.	Box No.: 2, Folder Title: Márquez-Sterling, Carlos: Correspondence to Fulgencio Batista.									Text					chc51550004850001001		33175.687 KB	5288	6792	0xA09549E9	RGB	24 Bit-depth	600 dpi	chc51550004850001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/171	171	218.jp2	/chc5155/image/218.jp2
Leaders of the Inter-American Press Association visit Batista at the Presidential Palace						Batista y Zaldivar, Fulgencio, 1901-1973<br>Inter-American Press Association	Group portraits		ca. 1956-10-30			1 b&w photograph			University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: F. Photographs - Batista Zaldívar, Fulgencio. Sub-sub-series: 4. Military Officials.	Box No.: 5, Folder Title: Batista y Zaldívar, Fulgencio: Official Events and Visits.									Image					chc51550009880001001		15921.874 KB	4840	3192	0x9BB53DB5	RGB	24 Bit-depth	600 dpi	chc51550009880001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/172	172	447.jp2	/chc5155/image/447.jp2
Fulgencio Batista and Nelson Rockefeller						Batista y Zaldivar, Fulgencio, 1901-1973<br>Rockefeller, Nelson A. (Nelson Aldrich), 1908-1979	Group portraits		ca. 1940-1949			1 b&w photograph			University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: F. Photographs - Batista Zaldívar, Fulgencio. Sub-sub-series: 4. Military Officials.	Box No.: 5, Folder Title: Batista Y Zaldívar, Fulgencio: Groups.									Image					chc51550009560001001		22063.229 KB	5872	3840	0x694E69A9	RGB	24 Bit-depth	600 dpi	chc51550009560001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/173	173	428.jp2	/chc5155/image/428.jp2
Fulgencio Batista in New York		Perez, Paul D.				Batista y Zaldivar, Fulgencio, 1901-1973	Portrait photographs		ca. 1945			1 b&w photograph			University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: F. Photographs - Batista Zaldívar, Fulgencio. Sub-sub-series: 4. Military Officials.	Box No.: 5, Folder Title: Batista Y Zaldívar, Fulgencio: Portraits.									Image					chc51550009220001001		12825.099 KB	3008	4560	0x85380D1B	RGB	24 Bit-depth	600 dpi	chc51550009220001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/174	174	399.jp2	/chc5155/image/399.jp2
Letter: Madrid, Spain, [September 1963]: Hernández-Volta, Jorge: Correspondence to Fulgencio Batista					This document references:  chc51550004350001001		Correspondence		ca. 1963-09						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: B. Correspondents E-L.	Box No.: 2, Folder Title: Hernández-Volta, Jorge: Correspondence to Fulgencio Batista.									Text					chc51550004340001001		34379.03 KB	5296	6840	0x4994BB6B	RGB	24 Bit-depth	600 dpi	chc51550004340001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/175	175	199.jp2	/chc5155/image/199.jp2
Letter to Fulgencio Batista, Orangeburg, South Carolina, May 21, 1965		Rivero Collado, Andrés			This document references:  chc51550006920001001		Correspondence		1965-05-21						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: D. Correspondents R-Z.	Box No.: 3, Folder Title: Rivero Agüero, Andrés: Clippings, Correspondence by others, Documents.									Text					chc51550006910001001		16026.474 KB	3736	4416	0x19BD8CDD	RGB	24 Bit-depth	600 dpi	chc51550006910001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/176	176	285.jp2	/chc5155/image/285.jp2
Letter: June 8, 1972: Fernández Camus, Emilio: Correspondence from Fulgencio Batista		Batista y Zaldívar, Fulgencio, 1901-1973					Correspondence		1972-06-08						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: B. Correspondents E-L.	Box No.: 2, Folder Title: Fernández Camus, Emilio: Correspondence from Fulgencio Batista.									Text					chc51550002580001001		33729.864 KB	5352	6824	0x96E66CD4	RGB	24 Bit-depth	600 dpi	chc51550002580001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/177	177	116.jp2	/chc5155/image/116.jp2
Letter: New York, New York, May 31, 1969: Márquez-Sterling, Carlos: Correspondence to Fulgencio Batista							Correspondence		1969-05-31						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: C. Correspondents M-Q.	Box No.: 2, Folder Title: Márquez-Sterling, Carlos: Correspondence to Fulgencio Batista.									Text					chc51550004870001001		32460.959 KB	5288	6792	0xA3ED49D	RGB	24 Bit-depth	600 dpi	chc51550004870001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/178	178	219.jp2	/chc5155/image/219.jp2
Letter to Fulgencio Batista, Miami, Florida, December 9, 1964		Batista, Rubén					Correspondence		1964-12-09						University of Miami Libraries, Cuban Heritage Collection	Fulgencio Batista Zaldivar Collection	5155	Series: I Core Selections from Correspondence and Correspondent Files and Photographs Sub-series: E. Other Correspondents. Sub-sub-series: 3. Journalists and Writers.	Box No.: 4, Folder Title: Martínez, Vicente: Correspondence by others.									Text					chc51550008350001001		33625.659 KB	5376	6776	0xCDD57CF6	RGB	24 Bit-depth	600 dpi	chc51550008350001001.tif		2008-11-11	2008-11-11	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5155/id/179	179	358.jp2	/chc5155/image/358.jp2
