Title	Translated Title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date Original	Coverage Temporal	Coverage Spatial	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Upload ID	Object ID	Type	Digital ID	Date Digital	Hardware	Software	Directory	Format	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Street scene near El Malecón during Carnaval de La Habana						Automobiles; Carnivals; Havana (Cuba)	Stereographs; Glass negatives				Havana (Cuba)	1 glass negative; 6 x 13 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 8; Folder No. 39			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520003060001001	4/6/2011				image/tiff	66847428 Bytes	5088	2189	1844760628	RGB	16	1200	chc52520003060001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1275	1275	1563.jp2	/chc5252/image/1563.jp2
Women posing around garden arch						Gardens; Photography of women	Stereographs; Glass negatives				Cuba	1 glass negative; 4.5 x 10.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 10; Folder No. 17			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520001370001001	4/6/2011				image/tiff	131751168 Bytes	10233	4291	3908870385	RGB	8	2400	chc52520001370001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1276	1276	1472.jp2	/chc5252/image/1472.jp2
Man standing behind a fence						Country life; Fences	Stereographs; Glass negatives				Cuba	1 glass negative; 6 x 13 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 8; Folder No. 49			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520003160001001	4/6/2011				image/tiff	66646276 Bytes	5061	2194	3564908748	RGB	16	1200	chc52520003160001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1277	1277	1443.jp2	/chc5252/image/1443.jp2
Dirt road surrounded by trees						Country life; Trees	Stereographs; Glass negatives				Cuba	1 glass negative; 6 x 13 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 8; Folder No. 45			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520003120001001	4/6/2011				image/tiff	65991528 Bytes	5069	2169	242377384	RGB	16	1200	chc52520003120001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1278	1278	1481.jp2	/chc5252/image/1481.jp2
Children surrounded by plantain trees						Children; Trees; Plantain banana;	Stereographs; Glass negatives				Cuba	1 glass negative; 4.5 x 10.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 10; Folder No. 50			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520001700001001	4/6/2011				image/tiff	130872864 Bytes	10227	4265	3486746824	RGB	8	2400	chc52520001700001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1279	1279	1279.jp2	/chc5252/image/1279.jp2
Two boys, one on a horse and another standing near bamboo tree						Children; Photography of children; Cuba	Stereographs; Glass negatives				Cuba	1 glass negative; 4.5 x 10.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 9; Folder No. 35			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520000850001001	4/6/2011				image/tiff	132124228 Bytes	10236	4302	3447872679	RGB	8	2400	chc52520000850001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1280	1280	1364.jp2	/chc5252/image/1364.jp2
Scene at a street in Old Havana						Streets; Havana (Cuba)	Slides		1940	1940-1950	Havana (Cuba)	1 color slide			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 11; Folder Title:  Slides of Havana, 1940			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520002090001001	4/6/2011				image/tiff	21874464 Bytes	3214	2266	2139159850	RGB	8	2400	chc52520002090001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1281	1281	1497.jp2	/chc5252/image/1497.jp2
J. Ulloa y Cía. in parade, Havana					Written on parade banner: "J. Ulloa y Cía., Automóviles y Camiones"	Parades; Havana (Cuba)	Stereographs; Glass negatives				Havana (Cuba)	1 glass negative; 6 x 13 cm.	spa		University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 7; Folder No. 49			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520002610001001	4/6/2011				image/tiff	108754576 Bytes	6221	2913	2398315702	RGB	16	1200	chc52520002610001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1282	1282	1326.jp2	/chc5252/image/1326.jp2
Carnavales, 1922	Carnivals, 1922					Carnivals; Havana (Cuba); Automobiles	Stereographs; Glass negatives		1922	1920-1930	Havana (Cuba)	1 glass negative; 6 x 13 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 7; Folder No. 6			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520002180001001	4/6/2011				image/tiff	107919348 Bytes	6216	2893	1529225762	RGB	16	1200	chc52520002180001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1283	1283	1282.jp2	/chc5252/image/1282.jp2
View of Denver ferry						Ferries; Boats and boating -- Cuba; Havana (Cuba)	Stereographs; Glass negatives				Havana (Cuba)	1 glass negative; 4.5 x 10.7 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 10; Folder No. 22			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520003580001001	4/6/2011				image/tiff	33515764 Bytes	5089	2194	3729220370	RGB	8	1200	chc52520003580001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1284	1284	1599.jp2	/chc5252/image/1599.jp2
Partial view of Catedral de La Habana						Catedral de La Habana; Cathedrals; Havana (Cuba); Catholic church buildings	Stereographs; Glass negatives				Havana (Cuba)	1 glass negative; 6 x 13 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 7; Folder No. 46			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520002580001001	4/6/2011				image/tiff	107774604 Bytes	6240	2878	2178235168	RGB	16	1200	chc52520002580001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1285	1285	1577.jp2	/chc5252/image/1577.jp2
Street vendor						Street vendors -- Cuba; Havana (Cuba)	Stereographs; Glass negatives				Havana (Cuba)	1 glass negative; 4.5 x 10.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 9; Folder No. 70			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520001200001001	4/6/2011				image/tiff	133307072 Bytes	10287	4319	3654610803	RGB	8	2400	chc52520001200001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1286	1286	1347.jp2	/chc5252/image/1347.jp2
Children sitting on tree branches						Children; Trees	Stereographs; Glass negatives				Cuba	1 glass negative; 6 x 13 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 8; Folder No. 27			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520002940001001	4/6/2011				image/tiff	66042384 Bytes	5125	2147	3851805409	RGB	16	1200	chc52520002940001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1287	1287	1371.jp2	/chc5252/image/1371.jp2
Men and children with a flamingo at a beach						Children; Flamingos; Beaches -- Cuba; Cuba	Stereographs; Glass negatives				Cuba	1 glass negative; 4.5 x 10.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 10; Folder No. 47			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520001670001001	4/6/2011				image/tiff	212364128 Bytes	12299	5755	1797019234	RGB	8	2400	chc52520001670001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1288	1288	1266.jp2	/chc5252/image/1266.jp2
Ships at Havana Bay						Havana Bay (Cuba); Havana (Cuba); Ships	Stereographs; Glass negatives				Havana (Cuba)	1 glass negative; 6 x 13 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 7; Folder No. 17			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520002290001001	4/6/2011				image/tiff	108891772 Bytes	6197	2928	4004716516	RGB	16	1200	chc52520002290001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1289	1289	1358.jp2	/chc5252/image/1358.jp2
At the top of La Cabaña fortress, Havana					Written on glass: "Subida de la Cabaña, La Habana"	Fortification; La Cabaña; Havana (Cuba)	Stereographs; Glass negatives				Havana (Cuba)	1 glass negative; 6 x 13 cm.	spa		University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 7; Folder No. 19			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520002310001001	4/6/2011				image/tiff	106746300 Bytes	6189	2874	400992205	RGB	16	1200	chc52520002310001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1290	1290	1301.jp2	/chc5252/image/1301.jp2
Children near shoreline						Children; Photography of children; Shorelines; Cuba	Stereographs; Glass negatives				Cuba	1 glass negative; 4.5 x 10.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 10; Folder No. 19			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520001390001001	4/6/2011				image/tiff	132840604 Bytes	10251	4319	1729060040	RGB	8	2400	chc52520001390001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1291	1291	1336.jp2	/chc5252/image/1336.jp2
El Morro fortress seen from afar						Castillo del Morro (Havana, Cuba); Havana (Cuba); Trees; Lighthouses	Stereographs; Glass negatives				Havana (Cuba)	1 glass negative; 6 x 13 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 7; Folder No. 34			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520002460001001	4/6/2011				image/tiff	106393352 Bytes	6160	2878	80689137	RGB	16	1200	chc52520002460001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1292	1292	1423.jp2	/chc5252/image/1423.jp2
Facade of a building, Havana						Cuba -- Buildings, structures, etc.; Facades;	Slides		1940	1940-1950	Havana (Cuba)	1 color slide			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 11; Folder Title:  Slides of Havana, 1940			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520002100001001	4/6/2011				image/tiff	21499180 Bytes	3208	2232	3996142729	RGB	8	2400	chc52520002100001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1293	1293	1321.jp2	/chc5252/image/1321.jp2
Passengers on boat						Boats and boating -- Cuba; Havana (Cuba)	Stereographs; Glass negatives				Havana (Cuba)	1 glass negative; 4.5 x 10.7 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 10; Folder No. 23			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520003590001001	4/6/2011				image/tiff	33706988 Bytes	5125	2191	4019874528	RGB	8	1200	chc52520003590001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1294	1294	1591.jp2	/chc5252/image/1591.jp2
Facade of a mansion, Havana						Architecture -- Cuba -- Havana; Dwellings; Havana (Cuba); Facades; Mansions	Slides		1940	1940-1950	Havana (Cuba)	1 color slide			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 11; Folder Title:  Slides of Havana, 1940			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520001810001001	4/6/2011				image/tiff	21248404 Bytes	3192	2217	3835763307	RGB	8	2400	chc52520001810001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1295	1295	1356.jp2	/chc5252/image/1356.jp2
Tourists and troubadors at Morro Castle					Written on slide: "trovadores"	Musical groups; Castillo del Morro (Havana, Cuba); Musicians; Fortification	Slides		1940	1940-1950	Havana (Cuba)	1 color slide			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 11; Folder Title:  Slides of Havana, 1940			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520001840001001	4/6/2011				image/tiff	21699248 Bytes	3222	2243	1289122037	RGB	8	2400	chc52520001840001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1296	1296	1546.jp2	/chc5252/image/1546.jp2
View of Country Club Park, Havana						Dwellings; Country clubs; Havana (Cuba)	Stereographs; Glass negatives				Havana (Cuba)	1 glass negative; 6 x 13 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 7; Folder No. 8			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520002200001001	4/6/2011				image/tiff	107748820 Bytes	6204	2894	2262967241	RGB	16	1200	chc52520002200001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1297	1297	1272.jp2	/chc5252/image/1272.jp2
Automovil y Aero Club building, Havana						Clubs; Cuba -- Buildings, structures, etc.; Havana (Cuba); Facades	Slides		1940	1940-1950	Havana (Cuba)	1 color slide			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 11; Folder Title: Slides of Havana, 1940			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520002080001001	4/6/2011				image/tiff	21658876 Bytes	3216	2243	3204910864	RGB	8	2400	chc52520002080001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1298	1298	1581.jp2	/chc5252/image/1581.jp2
Woman picking flowers						Photography of women	Stereographs; Glass negatives				Cuba	1 glass negative; 6 x 13 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 8; Folder No. 25			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520002920001001	4/6/2011				image/tiff	66427432 Bytes	5112	2165	3967480624	RGB	16	1200	chc52520002920001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1299	1299	1357.jp2	/chc5252/image/1357.jp2
Bahía de La Habana	Havana Bay					Havana Bay (Cuba); Boats;	Stereographs; Glass negatives				Havana (Cuba)	1 glass negative; 6 x 13 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 7; Folder No. 14			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520002260001001	4/6/2011				image/tiff	109219360 Bytes	6203	2934	2446781112	RGB	16	1200	chc52520002260001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1300	1300	1274.jp2	/chc5252/image/1274.jp2
Facade of a building						Cuba -- Buildings, structures, etc.; Facades	Stereographs; Glass negatives				Cuba	1 glass negative; 4.5 x 10.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 10; Folder No. 35			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520001550001001	4/6/2011				image/tiff	134532468 Bytes	10216	4389	1565325186	RGB	8	2400	chc52520001550001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1301	1301	1553.jp2	/chc5252/image/1553.jp2
Palacio del Centro Gallego (Palace of the Galician Center), Havana						Centro Gallego (Havana, Cuba); Havana (Cuba); Horse-drawn vehicles; Carriages & coaches	Stereographs; Glass negatives				Havana (Cuba)	1 glass negative; 6 x 13 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 8; Folder No. 11			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520002780001001	4/6/2011				image/tiff	66014016 Bytes	5118	2149	639506955	RGB	16	1200	chc52520002780001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1302	1302	1320.jp2	/chc5252/image/1320.jp2
Una finquita en La Vivora	Small farm in La Vivora				La Vivora or better known as La Vibora, is a neighborhood in Havana.	Farms; Cattle ranches; Neighborhoods; Trees; Cows; Havana (Cuba)	Stereographs; Glass negatives				Havana (Cuba)	1 glass negative; 6 x 13 cm.	spa		University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 7; Folder No. 42			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520002540001001	4/6/2011				image/tiff	106610404 Bytes	6179	2875	1863364246	RGB	16	1200	chc52520002540001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1303	1303	1531.jp2	/chc5252/image/1531.jp2
Crowd observing from shore						Boats and boating -- Cuba; Shorelines; Cuba	Stereographs; Glass negatives				Cuba	1 glass negative; 4.5 x 10.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 9; Folder No. 45			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520000950001001	4/6/2011				image/tiff	135186784 Bytes	10196	4419	4270938672	RGB	8	2400	chc52520000950001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1304	1304	1603.jp2	/chc5252/image/1603.jp2
José Martí statue at Parque Central, Havana					Hotel Inglaterra is seen in background.	Marti, Jose, 1853-1895 -- Statues; Parks; Havana (Cuba)	Stereographs; Glass negatives				Havana (Cuba)	1 glass negative; 6 x 13 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 7; Folder No. 26			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520002380001001	4/6/2011				image/tiff	109442668 Bytes	6184	2949	588848317	RGB	16	1200	chc52520002380001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1305	1305	1373.jp2	/chc5252/image/1373.jp2
View of El Morro fortress, Havana		Fredricks, Charles DeForest, 1823-1894			Written on verso: "C.D.Fredericks & Co. Calle de la Habana 108, Habana; New York, 587 Broadway; Paris Pas du Havre 31"	Castillo del Morro (Havana, Cuba); Fortification	Cartes de visite				Havana (Cuba)	1 b&w photograph; 6.2 x 10.2 cm.	eng		University of Miami Libraries. Cuban Heritage Collection.	Tom Pohrt Photograph Collection	CHC5252		Box No. 3; Folder No. 3; Folder Title: 4 CDV size photos; Folder Date: n.d.			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520000300001001	4/6/2011				image/tiff	11375912 Bytes	2475	1529	1383419128	RGB	8	600	chc52520000300001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1306	1306	1516.jp2	/chc5252/image/1516.jp2
Women sitting on bench						Photography of women; Trees; Benches	Stereographs; Glass negatives				Cuba	1 glass negative; 6 x 13 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 8; Folder No. 24			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520002910001001	4/6/2011				image/tiff	65875404 Bytes	5124	2142	716658775	RGB	16	1200	chc52520002910001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1307	1307	1415.jp2	/chc5252/image/1415.jp2
Man walking alongside a wall					Written on glass: "Paredones de Canelber"	Country life; Rural communities	Stereographs; Glass negatives				Cuba	1 glass negative; 4.5 x 10.5 cm.	spa		University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 9; Folder No. 46			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520000960001001	4/6/2011				image/tiff	135560736 Bytes	10259	4404	1469872573	RGB	8	2400	chc52520000960001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1308	1308	1583.jp2	/chc5252/image/1583.jp2
Facade of a house, Havana						Dwellings; Havana (Cuba); Facades	Slides		1940	1940-1950	Havana (Cuba)	1 color slide			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 11; Folder Title:  Slides of Havana, 1940			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520002040001001	4/6/2011				image/tiff	21641252 Bytes	3222	2237	2828488550	RGB	8	2400	chc52520002040001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1309	1309	1536.jp2	/chc5252/image/1536.jp2
Family picnic in the countryside					Written on glass: "La Gallega"	Picnics; Families	Stereographs; Glass negatives				Cuba	1 glass negative; 6 x 13 cm.	spa		University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 8; Folder No. 12			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520002790001001	4/6/2011				image/tiff	66989252 Bytes	5094	2191	824124587	RGB	16	1200	chc52520002790001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1310	1310	1294.jp2	/chc5252/image/1294.jp2
Sailboat near El Morro Fortress, Havana						Castillo del Morro (Havana, Cuba); Boats and boating -- Cuba; Havana (Cuba); Sailboats	Slides		1940	1940-1950	Havana (Cuba)	1 color slide			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 11; Folder Title:  Slides of Havana, 1940			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520001920001001	4/6/2011				image/tiff	21126876 Bytes	3191	2205	4285185806	RGB	8	2400	chc52520001920001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1311	1311	1428.jp2	/chc5252/image/1428.jp2
Crowded street with church and houses						Streets; Church buildings; Cuba -- Buildings, structures, etc.; Cuba	Stereographs; Glass negatives				Cuba	1 glass negative; 4.5 x 10.5 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 10; Folder No. 32			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520001520001001	4/6/2011				image/tiff	131304504 Bytes	10234	4276	2175162377	RGB	8	2400	chc52520001520001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1312	1312	1503.jp2	/chc5252/image/1503.jp2
Gate from Torreón de la Chorrera fort seen from afar						Fortification; Boats and boating -- Cuba; Havana (Cuba)	Stereographs; Glass negatives				Havana (Cuba)	1 glass negative; 4.5 x 10.7 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 10; Folder No. 12			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520003480001001	4/6/2011				image/tiff	33417256 Bytes	5116	2176	2527745829	RGB	8	1200	chc52520003480001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1313	1313	1393.jp2	/chc5252/image/1393.jp2
Streetcars passing by Hotel Nacional, Havana						Cable cars (Streetcars); Havana (Cuba); Hotel Nacional (Havana, Cuba)	Slides		1940	1940-1950	Havana (Cuba)	1 color slide			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 11; Folder Title: Slides of Havana, 1940			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520002120001001	4/6/2011				image/tiff	21597208 Bytes	3214	2238	885653392	RGB	8	2400	chc52520002120001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1314	1314	1376.jp2	/chc5252/image/1376.jp2
La Cabaña fortress, Havana					Written on glass: "La Cabaña; The Fortaleza de San Carlos de la Cabaña, also known as La Cabaña (Fort of Saint Charles), is an 18th-century fortress complex, located on the elevated eastern side of the harbor entrance in Havana, Cuba. The fort is in the same hilltop along with Morro Castle."	Fortification; Havana (Cuba); La Cabaña	Stereographs; Glass negatives				Havana (Cuba)	1 glass negative; 6 x 13 cm.	spa		University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 7; Folder No. 18			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520002300001001	4/6/2011				image/tiff	106841276 Bytes	6214	2865	1557171570	RGB	16	1200	chc52520002300001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1315	1315	1327.jp2	/chc5252/image/1327.jp2
Two women weaving						Hand weaving; Photography of women; Trees	Stereographs; Glass negatives				Cuba	1 glass negative; 6 x 13 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 8; Folder No. 22			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520002890001001	4/6/2011				image/tiff	66938312 Bytes	5130	2174	2310135211	RGB	16	1200	chc52520002890001001.tif		2011-04-21	2011-04-21	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1316	1316	1297.jp2	/chc5252/image/1297.jp2
View of Catedral de La Habana from nearby building						Catedral de La Habana; Cuba -- Buildings, structures, etc.; Catholic church buildings; Havana (Cuba)	Stereographs; Glass negatives				Havana (Cuba)	1 glass negative; 6 x 13 cm.			University of Miami Libraries. Cuban Heritage Collection	Tom Pohrt Photograph Collection	CHC5252		Box No. 8; Folder No. 38			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	chc52520003050001001	4/6/2011				image/tiff	66975064 Bytes	5140	2171	2878988230	RGB	16	1200	chc52520003050001001.tif		2011-04-21	2011-05-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5252/id/1317	1317	1554.jp2	/chc5252/image/1554.jp2
