Title	Translated Title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date Original	Coverage Temporal	Coverage Spatial	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Upload ID	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 7																											asm0060000011						asm00600000110007001	image/tiff	25374.938 KB	5129	6678	0xFB19138C	RGB	24 bit-color	600 dpi	asm00600000110007001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/51	51	52.jp2	/asm0060/image/52.jp2
Page 8																											asm0060000011						asm00600000110008001	image/tiff	23990.012 KB	5129	6678	0xAE9810EE	RGB	24 bit-color	600 dpi	asm00600000110008001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/52	52	53.jp2	/asm0060/image/53.jp2
Page 9																											asm0060000011						asm00600000110009001	image/tiff	24488.473 KB	5109	6658	0x2757F6C6	RGB	24 bit-color	600 dpi	asm00600000110009001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/53	53	54.jp2	/asm0060/image/54.jp2
Page 10																											asm0060000011						asm00600000110010001	image/tiff	24030.892 KB	5109	6658	0xD3668A72	RGB	24 bit-color	600 dpi	asm00600000110010001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/54	54	55.jp2	/asm0060/image/55.jp2
Page 11																											asm0060000011						asm00600000110011001	image/tiff	25448.069 KB	5109	6658	0x74618CF0	RGB	24 bit-color	600 dpi	asm00600000110011001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/55	55	56.jp2	/asm0060/image/56.jp2
Page 12																											asm0060000011						asm00600000110012001	image/tiff	23124.364 KB	5109	6658	0xED817078	RGB	24 bit-color	600 dpi	asm00600000110012001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/56	56	57.jp2	/asm0060/image/57.jp2
Page 13																											asm0060000011						asm00600000110013001	image/tiff	21622.337 KB	5109	6658	0x267D2531	RGB	24 bit-color	600 dpi	asm00600000110013001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/57	57	58.jp2	/asm0060/image/58.jp2
Environmental assessment, Exxon's Raccoon Point master plan of operations, Big Cypress National Preserve, Collier County, Florida				An environmental impact statement assessing Exxon Corporation's interest in drilling for oil and gas at Raccoon Point in the Big Cypress National Preserve.		Exxon Corporation; Petroleum reserves; Land use; Environmental protection	Environmental impact statements; Government publications		1983	1980-1990	Big Cypress Swamp (Florida)	10 p. : maps ; 28 cm.	eng		University of Miami Libraries. Special Collections.	Marjory Stoneman Douglas Papers	ASM0060	Series II. Topical Files	Box No.: 23, Folder Title: Big Cypress.						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0060000011	Text						image/tiff										2013-03-26	2013-03-26	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/58	58	59.cpd	/asm0060/image/59.cpd
Page 1																											asm0060000020						asm00600000200001001	image/tiff	11714.902 KB	5230	7135	0x9C35EA3E	RGB	24 bit-color	600 dpi	asm00600000200001001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/59	59	60.jp2	/asm0060/image/60.jp2
Page 2																											asm0060000020						asm00600000200002001	image/tiff	12967.965 KB	5227	7124	0x5D7F176C	RGB	24 bit-color	600 dpi	asm00600000200002001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/60	60	61.jp2	/asm0060/image/61.jp2
Page 3																											asm0060000020						asm00600000200003001	image/tiff	12417.814 KB	5227	7199	0x32DE1EAF	RGB	24 bit-color	600 dpi	asm00600000200003001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/61	61	62.jp2	/asm0060/image/62.jp2
Page 4																											asm0060000020						asm00600000200004001	image/tiff	12290.12 KB	5227	7199	0xBC92D2DD	RGB	24 bit-color	600 dpi	asm00600000200004001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/62	62	63.jp2	/asm0060/image/63.jp2
Page 5																											asm0060000020						asm00600000200005001	image/tiff	12802.548 KB	5227	7199	0xAA7DE921	RGB	24 bit-color	600 dpi	asm00600000200005001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/63	63	64.jp2	/asm0060/image/64.jp2
Page 6																											asm0060000020						asm00600000200006001	image/tiff	12498.167 KB	5227	7199	0x878DEBD7	RGB	24 bit-color	600 dpi	asm00600000200006001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/64	64	65.jp2	/asm0060/image/65.jp2
Page 7																											asm0060000020						asm00600000200007001	image/tiff	12220.267 KB	5227	7199	0x1DB26AB8	RGB	24 bit-color	600 dpi	asm00600000200007001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/65	65	66.jp2	/asm0060/image/66.jp2
Page 8																											asm0060000020						asm00600000200008001	image/tiff	12565.393 KB	5227	7199	0xD8B705D6	RGB	24 bit-color	600 dpi	asm00600000200008001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/66	66	67.jp2	/asm0060/image/67.jp2
Page 9																											asm0060000020						asm00600000200009001	image/tiff	13397.611 KB	5227	7199	0xE0FCE36	RGB	24 bit-color	600 dpi	asm00600000200009001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/67	67	68.jp2	/asm0060/image/68.jp2
Page 10																											asm0060000020						asm00600000200010001	image/tiff	13151.808 KB	5242	7214	0xDC8C1F5E	RGB	24 bit-color	600 dpi	asm00600000200010001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/68	68	69.jp2	/asm0060/image/69.jp2
Page 11																											asm0060000020						asm00600000200011001	image/tiff	12254.452 KB	5242	7214	0x7B874876	RGB	24 bit-color	600 dpi	asm00600000200011001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/69	69	70.jp2	/asm0060/image/70.jp2
Page 12																											asm0060000020						asm00600000200012001	image/tiff	12470.053 KB	5242	7214	0x22DE5A51	RGB	24 bit-color	600 dpi	asm00600000200012001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/70	70	71.jp2	/asm0060/image/71.jp2
Page 13																											asm0060000020						asm00600000200013001	image/tiff	12729.411 KB	5242	7214	0xB1D13899	RGB	24 bit-color	600 dpi	asm00600000200013001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/71	71	72.jp2	/asm0060/image/72.jp2
Page 14																											asm0060000020						asm00600000200014001	image/tiff	12251.526 KB	5227	7169	0x1C2E1441	RGB	24 bit-color	600 dpi	asm00600000200014001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/72	72	73.jp2	/asm0060/image/73.jp2
Page 15																											asm0060000020						asm00600000200015001	image/tiff	12606.206 KB	5227	7169	0xC35229DC	RGB	24 bit-color	600 dpi	asm00600000200015001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/73	73	74.jp2	/asm0060/image/74.jp2
Page 16																											asm0060000020						asm00600000200016001	image/tiff	11982.714 KB	5227	7169	0xF1065486	RGB	24 bit-color	600 dpi	asm00600000200016001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/74	74	75.jp2	/asm0060/image/75.jp2
Page 17																											asm0060000020						asm00600000200017001	image/tiff	11129.406 KB	5227	7169	0x84351155	RGB	24 bit-color	600 dpi	asm00600000200017001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/75	75	76.jp2	/asm0060/image/76.jp2
Page 18																											asm0060000020						asm00600000200018001	image/tiff	12555.578 KB	5317	7184	0x78F9C0F7	RGB	24 bit-color	600 dpi	asm00600000200018001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/76	76	77.jp2	/asm0060/image/77.jp2
A report on water resources of Everglades National Park, Florida			Central and Southern Florida Flood Control District (Fla.). Engineering Dept.	This report on water resources of Everglades National Park examines the water supply and the consequences of draining the Everglades.		Water-supply; Wetland conservation; Land use; Environmental protection	Government publications		1950	1950-1960	Lake Okeechobee (Florida)	18 p. ; 28 cm.	eng		University of Miami Libraries. Special Collections.	Marjory Stoneman Douglas Papers	ASM0060	Series II. Topical Files	Box No.: 25, Folder Title: Everglades National Park.						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0060000020	Text						image/tiff										2013-03-26	2013-03-26	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/77	77	78.cpd	/asm0060/image/78.cpd
Page 1																											asm0060000013						asm00600000130001001	image/tiff	25943.82 KB	5149	6658	0x33713236	RGB	24 bit-color	600 dpi	asm00600000130001001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/78	78	79.jp2	/asm0060/image/79.jp2
Page 2																											asm0060000013						asm00600000130002001	image/tiff	27404.268 KB	5149	6658	0x47DAE651	RGB	24 bit-color	600 dpi	asm00600000130002001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/79	79	80.jp2	/asm0060/image/80.jp2
Page 3																											asm0060000013						asm00600000130003001	image/tiff	27111.913 KB	5149	6658	0x72FFFC9A	RGB	24 bit-color	600 dpi	asm00600000130003001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/80	80	81.jp2	/asm0060/image/81.jp2
Page 4																											asm0060000013						asm00600000130004001	image/tiff	27228.229 KB	5149	6658	0xDCE9FF11	RGB	24 bit-color	600 dpi	asm00600000130004001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/81	81	82.jp2	/asm0060/image/82.jp2
Page 5																											asm0060000013						asm00600000130005001	image/tiff	26188.975 KB	5149	6658	0xC5FA6DC7	RGB	24 bit-color	600 dpi	asm00600000130005001.tif		2008-06-09	2008-06-09	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/82	82	83.jp2	/asm0060/image/83.jp2
Statement to the Florida Cabinet re the proposed release of Holey Land to the U. S. Sugar Corporation		Marshall, Arthur R., 1919-1985		Arthur Marshall, founder of the Water! coalition, wrote this letter to advise against allowing the U.S. Sugar Corporation to pollute the Holey Land area in Palm Beach County.	Holey Land was used as a practice bombing range during World War II and is pocked with bomb craters, hence its name.	Wildlife management areas; United States Sugar Corporation; Wetland conservation; Land use; Environmental protection	Environmental impact statements		1975	1970-1980	Holey Land Wildlife Management Area (Florida)	5 typewritten leaves ; 28 cm.	eng		University of Miami Libraries. Special Collections.	Marjory Stoneman Douglas Papers	ASM0060	Series II. Topical Files	Box No.: 23, Folder Title: Coalition for Water.						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0060000013	Text						image/tiff										2013-03-26	2013-03-26	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/83	83	84.cpd	/asm0060/image/84.cpd
Page 1																											asm0060000050						asm00600000500001001	image/tiff	14027.45 KB	5409	3654	0x77171B9E	RGB	24 bit-color	600 dpi	asm00600000500001001.tif		2008-06-24	2008-06-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/84	84	85.jp2	/asm0060/image/85.jp2
Page 2																						JRR					asm0060000050						asm00600000500002001.tif	image/tiff	10807.978 KB	5400	3640	0xA30FE879	RGB	24 bit-color	600 dpi	asm00600000500002001.tif		2008-06-24	2008-06-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/85	85	86.jp2	/asm0060/image/86.jp2
Marjory Stoneman Douglas' 100th birthday celebration announcement				Marjory Stoneman Douglas' 100th birthday celebration announcement, "Marjory's Picnic and Party in the Park", held in Crandon Park, Key Biscayne on Saturday, April 7, 1990. The announcement includes a picture of Mrs. Douglas	From a note accompanying the announcement: "MSD Birthday Celebration, Friends of the Everglades"	Douglas, Marjory Stoneman	Announcements		1990-04-07	1990-2000	Key Biscayne (Florida)	1 typewritten leaf	eng		University of Miami Libraries. Special Collections.	Marjory Stoneman Douglas Papers	ASM0060	Series V. General Files	Box No.: 48-A, Folder 43			JRR			http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0060000050	Image; Text						image/tiff										2013-03-26	2013-03-26	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/86	86	87.cpd	/asm0060/image/87.cpd
Page 1																											asm0060000043						asm00600000430001001	image/tiff	9995.796 KB	6388	5419	0xEFFCC00C	RGB	24 bit-color	600 dpi	asm00600000430001001.tif		2013-03-26	2013-03-26	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/87	87	88.jp2	/asm0060/image/88.jp2
Page 2																											asm0060000043						asm00600000430002001	image/tiff	2894.436 KB	3168	1956	0xA7666EAA	RGB	24 bit-color	600 dpi	asm00600000430002001.tif		2013-03-26	2013-03-26	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/88	88	89.jp2	/asm0060/image/89.jp2
Marjory Stoneman Douglas with Frank Weed and a baby Florida panther		Hurst, Pauline		Marjory Stoneman Douglas with Frank Weed and a baby Florida panther at Mr. Weed's breeding farm in Immokalee, Florida, Nov. 26, 1985. Additional information appears on page 2	From a note accompanying the photograph: "1987. Sugar Mill tour photos - Weeds Breeding Farm"	Douglas, Marjory Stoneman; Weed, Frank; Florida panthers	Group portraits		1985-11-26	1980-1990	Immokalee (Florida)	1 color photograph	eng		University of Miami Libraries. Special Collections.	Marjory Stoneman Douglas Papers	ASM0060	Series IV.  Photographs	Box No.: 36, Folder 43		Hurst, Pauline	JRR			http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0060000043	Image						image/tiff										2013-03-26	2013-03-26	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/89	89	90.cpd	/asm0060/image/90.cpd
Page 1																											asm0060000038						asm00600000380001001	image/tiff	1468.023 KB	1774	2839	0x1AA4516D	RGB	24 bit-color	600 dpi	asm00600000380001001.tif		2008-06-24	2008-06-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/90	90	91.jp2	/asm0060/image/91.jp2
Page 2																											asm0060000038						asm00600000380002001	image/tiff	2978.769 KB	1774	2839	0xD08D1A2D	RGB	24 bit-color	600 dpi	asm00600000380002001.tif		2013-03-26	2013-03-26	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/91	91	92.jp2	/asm0060/image/92.jp2
Marjory Stoneman Douglas and a bricklayer outside her back door				Marjory Stoneman Douglas and a bricklayer outside her back door in Coconut Grove in 1926, while her house was under construction. Page 2 has handwritten information on the verso of the photograph		Douglas, Marjory Stoneman -- Homes and haunts	Group portraits		1926	1930-1940	Coconut Grove (Miami, Florida)	1 b&w photograph	eng		University of Miami Libraries. Special Collections.	Marjory Stoneman Douglas Papers	ASM0060	Series IV.  Photographs	Box No.: 36, Folder 5		Douglas, Marjory Stoneman	JRR			http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0060000038	Image						image/tiff										2013-03-26	2013-03-26	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/92	92	93.cpd	/asm0060/image/93.cpd
Page 1																											asm0060000040						asm00600000400001001	image/tiff	3065.919 KB	3202	2388	0x5D5E2C95	RGB	24 bit-color	600 dpi	asm00600000400001001.tif		2008-06-24	2008-06-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/93	93	94.jp2	/asm0060/image/94.jp2
Page 2																											asm0060000040						asm00600000400002001	image/tiff	3596.924 KB	3202	2298	0x11E5BE09	RGB	24 bit-color	600 dpi	asm00600000400002001.tif		2008-06-24	2008-06-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/94	94	95.jp2	/asm0060/image/95.jp2
Page 3																											asm0060000040						asm00600000400003001	image/tiff	2714.001 KB	3361	2245	0xB37C61DD	RGB	24 bit-color	600 dpi	asm00600000400003001.tif		2008-06-24	2008-06-27	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/95	95	96.jp2	/asm0060/image/96.jp2
Marjory Stoneman Douglas in two photographs on two different boats				Marjory Stoneman Douglas (in two photographs mounted back-to-back) on a boat tour of Fakahatchee Strand. The first photograph shows Mrs. Douglas alone in a dinghy; the second shows her with two people on the boat "The Star." These photographs were probably taken while she was doing research for her book The Everglades, River of Grass. Additional information about the trip appears on page 3		Douglas, Marjory Stoneman; Fakahatchee Strand (Florida)	Portrait photogaphs; Group portraits			1940-1950	Fakahatchee Strand (Florida)	2 b&w photographs	eng		University of Miami Libraries. Special Collections.	Marjory Stoneman Douglas Papers	ASM0060	Series IV.  Photographs	Box No.: 36, Folder 9			JRR			http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0060000040	Image						image/tiff										2013-03-26	2013-03-26	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/96	96	97.cpd	/asm0060/image/97.cpd
Page 1																											asm0060000036						asm00600000360001001	image/tiff	3031.291 KB	4392	3014	0x4075C29E	RGB	24 bit-color	600 dpi	asm00600000360001001.tif		2013-03-26	2013-03-26	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/97	97	98.jp2	/asm0060/image/98.jp2
Page 2																											asm0060000036						asm00600000360002001	image/tiff	4338.131 KB	4377	2991	0x241DC091	RGB	24 bit-color	600 dpi	asm00600000360002001.tif		2013-03-26	2013-03-26	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/98	98	99.jp2	/asm0060/image/99.jp2
Marjory Stoneman Douglas and a green two-seater car				Marjory Stoneman Douglas in knickers standing next to a green two-seater canvas topped car, vintage 1925, on her way from Miami to Massachusetts in the early 1920s. Page 2 has handwritten information on the verso of the photograph		Douglas, Marjory Stoneman	Portrait photographs			1920-1930	Georgia	1 b&w photograph	eng		University of Miami Libraries. Special Collections.	Marjory Stoneman Douglas Papers	ASM0060	Series IV.  Photographs	Box No.: 36, Folder 4		Douglas, Marjory Stoneman	JRR			http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0060000036	Image						image/tiff										2013-03-26	2013-03-26	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/99	99	100.cpd	/asm0060/image/100.cpd
Page 1															University of Miami Libraries. Special Collections	Marjory Stoneman Douglas Papers	ASM0060										asm0060000084	Text					asm00600000840001001.tif	image/tiff	11515.805 KB	3742	5560	0x2F220F5E	RGB	24-bit depth	600 dpi	asm00600000840001001.tif		2013-03-26	2013-03-26	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/105	105	106.jp2	/asm0060/image/106.jp2
Page 2															University of Miami Libraries. Special Collections	Marjory Stoneman Douglas Papers	ASM0060										asm0060000084	Text					asm00600000840002001.tif	image/tiff	13071.515 KB	3744	5561	0x42CFAB67	RGB	24-bit depth	600 dpi	asm00600000840002001.tif		2013-03-26	2013-03-26	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/106	106	107.jp2	/asm0060/image/107.jp2
Page 3															University of Miami Libraries. Special Collections	Marjory Stoneman Douglas Papers	ASM0060										asm0060000084	Text					asm00600000840003001.tif	image/tiff	14582.435 KB	3734	5560	0xBC2A6FCE	RGB	24-bit depth	600 dpi	asm00600000840003001.tif		2013-03-26	2013-03-26	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/107	107	108.jp2	/asm0060/image/108.jp2
Page 4															University of Miami Libraries. Special Collections	Marjory Stoneman Douglas Papers	ASM0060										asm0060000084	Text					asm00600000840004001.tif	image/tiff	10309.495 KB	3734	5568	0xCC2A9C35	RGB	24-bit depth	600 dpi	asm00600000840004001.tif		2013-03-26	2013-03-26	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/108	108	109.jp2	/asm0060/image/109.jp2
Program. Dedication of the Everglades National Park at Everglades, Florida, as the 28th National Park						Everglades (Florida); Environmental protection	Government publications		1947-12-06	1940-1950		4 page program; 15 x 22.9 cm	eng		University of Miami Libraries. Special Collections.	Marjory Stoneman Douglas Papers	ASM0060	Series X.  Correspondence	Box No. 40, Folder No. 16, Folder Title: Correspondence 1939-1947						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0060000084	Text						image/tiff										2013-03-26	2013-03-26	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/109	109	110.cpd	/asm0060/image/110.cpd
Page 1															University of Miami Libraries. Special Collections	Marjory Stoneman Douglas Papers	ASM0060										asm0060000078	Text					asm00600000780001001.tif	image/tiff	18386.115 KB	4987	6444	0x79D54C5A	RGB	24-bit depth	600 dpi	asm00600000780001001.tif		2008-11-22	2008-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/110	110	111.jp2	/asm0060/image/111.jp2
Page 2															University of Miami Libraries. Special Collections	Marjory Stoneman Douglas Papers	ASM0060										asm0060000078	Text					asm00600000780002001.tif	image/tiff	23563.3 KB	4979	6431	0xF626C7E9	RGB	24-bit depth	600 dpi	asm00600000780002001.tif		2008-11-22	2008-11-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/111	111	112.jp2	/asm0060/image/112.jp2
Page 3															University of Miami Libraries. Special Collections	Marjory Stoneman Douglas Papers	ASM0060										asm0060000078	Text					asm00600000780003001.tif	image/tiff	20369.507 KB	5013	6476	0x95400E0	RGB	24-bit depth	600 dpi	asm00600000780003001.tif		2008-11-22	2008-11-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/112	112	113.jp2	/asm0060/image/113.jp2
Page 4															University of Miami Libraries. Special Collections	Marjory Stoneman Douglas Papers	ASM0060										asm0060000078	Text					asm00600000780004001.tif	image/tiff	17237.335 KB	5008	6453	0xDAED69C5	RGB	24-bit depth	600 dpi	asm00600000780004001.tif		2008-11-22	2008-11-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/113	113	114.jp2	/asm0060/image/114.jp2
The Everglades National Park as an Introduction to the Tropics		David Fairchild				Everglades (Florida)	Essays		1930-02-23	1930-1940	Everglades (Florida)	4 pages; 8.5 x 11 inches	eng		University of Miami Libraries. Special Collections.	Marjory Stoneman Douglas Papers	ASM0060	Series V. General Files	Box No. 42, Folder No. 49, Folder Title: National Park Area, 1930						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0060000078	Text	1930-02-23					image/tiff										2013-03-26	2013-03-26	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/114	114	115.cpd	/asm0060/image/115.cpd
Side 1															University of Miami Libraries. Special Collections	Marjory Stoneman Douglas Papers	ASM0060										asm0060000079001	Text					asm00600000790001001.tif	image/tiff	22067.621 KB	5020	6520	0x5D6C1965	RGB	24-bit depth	600 dpi	asm00600000790001001.tif		2008-11-22	2008-11-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/115	115	116.jp2	/asm0060/image/116.jp2
Side 2															University of Miami Libraries. Special Collections	Marjory Stoneman Douglas Papers	ASM0060										asm0060000079	Text					asm00600000790002001.tif	image/tiff	25362.534 KB	6552	5038	0x702F5673	RGB	24-bit depth	600 dpi	asm00600000790002001.tif		2008-11-22	2008-11-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/116	116	117.jp2	/asm0060/image/117.jp2
Letter from Daniel B. Beard, Refugee Manager for the Fish and Wildlife Service to Marjory Stoneman Douglas				Letter from Daniel B. Beard, Refugee Manager for the Fish and Wildlife Service to Marjory Stoneman Douglas about the bounderies of the new Everglades National Park		Everglades (Florida)	Correspondence		1946-10-10	1940-1950	Everglades (Florida)	2 page letter	eng		University of Miami Libraries. Special Collections.	Marjory Stoneman Douglas Papers	ASM0060	Series V. General Files	Box No. 42, Folder No. 54, File Title: unidentified loose materials						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0060000079	Text						image/tiff										2013-03-26	2013-03-26	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/117	117	118.cpd	/asm0060/image/118.cpd
Trefethen and Stoneman family picture  in Taunton, Massachusetts, 1893				Family portrait on the porch of the Taunton house in 1893. Marjory is being held by her father Frank Stoneman. Her mother, Lillian, sits next to them on the rail.		Douglas, Marjory Stoneman -- Homes and haunts; Massachusetts -- Taunton	Group photographs		1893	1890-1900	Taunton (Massachusetts)	1  b&W photograph; 18.5 cm x 22.5 cm	eng		University of Miami Libraries. Special Collections.	Marjory Stoneman Douglas Papers	ASM0060	Series IV.  Photographs	Box No. 37, Folder No. 90-A,   Folder Title: Family Photos.  Folder Date: n.d.						http://merrick.library.miami.edu/digitalprojects/copyright.html			Image	2008-11-14				asm00600000550001001	image/tiff	13205.684 KB	5709	4569	0x8251A3CB	RGB	24-bit depth	600 dpi	asm00600000550001001.tif		2008-11-22	2013-03-26	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/118	118	119.jp2	/asm0060/image/119.jp2
Side 1															University of Miami Libraries. Special Collections	Marjory Stoneman Douglas Papers	ASM0060										asm0060000068	Text					asm00600000680001001.tif	image/tiff	24384.347 KB	5228	6859	0x391C2C15	RGB	24-bit depth	600 dpi	asm00600000680001001.tif		2008-11-22	2008-11-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/119	119	120.jp2	/asm0060/image/120.jp2
Side 2															University of Miami Libraries. Special Collections	Marjory Stoneman Douglas Papers	ASM0060										asm0060000068	Text					asm00600000680002001.tif	image/tiff	17708.174 KB	5230	6830	0x953038F3	RGB	24-bit depth	600 dpi	asm00600000680002001.tif		2008-11-22	2008-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/120	120	121.jp2	/asm0060/image/121.jp2
Women and birds by Marjory Stoneman Douglas				First 2 pages of a 27 page typescript depicting the life of a grandmother and granddaughter living in a wilderness area in South Florida.		Short stories, American -- Florida; Grandparent and child -- Florida -- Fiction; Birds -- Florida	Typescripts				Florida	2 pages of a typescript; 8.5 x 11 in.	eng		University of Miami Libraries. Special Collections.	Marjory Stoneman Douglas Papers	ASM0060	Series III	Box No. 35, Folder No. 100, Folder Title: Women and Birds						http://merrick.library.miami.edu/digitalprojects/copyright.html		asm0060000069	Text						image/tiff										2013-03-26	2013-03-26	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/121	121	122.cpd	/asm0060/image/122.cpd
Side 1															University of Miami Libraries. Special Collections	Marjory Stoneman Douglas Papers	ASM0060										asm0060000105	Text					asm00600001050001001.tif	image/tiff	13092.416 KB	5255	6826	0xA27B55FD	RGB	24-bit depth	600 dpi	asm00600001050001001.tif		2008-11-22	2008-11-22	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/122	122	123.jp2	/asm0060/image/123.jp2
Side 2															University of Miami Libraries. Special Collections	Marjory Stoneman Douglas Papers	ASM0060										asm0060000105	Text					asm00600001050002001.tif	image/tiff	18538.443 KB	5251	6825	0xF2991426	RGB	24-bit depth	600 dpi	asm00600001050002001.tif		2008-11-22	2008-12-15	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0060/id/123	123	124.jp2	/asm0060/image/124.jp2
