Title	Translated title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Object ID	Upload ID	Digital ID	Type	Date Digital	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Two couples		Bolton, Theodore, b. 1889			Written on front: "April 1930"; "Th.Bolton"	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Restaurants in art; Diners (Restaurants) in art     	Sketches		1930-04	1930-1940		1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 8; Folder No. 8; Folder Title: Restaurants			Hayley; JL rev.			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340003140001001	image	2011-06-23	image/tiff				39275708 Bytes	3348	1954	566518921	RGB	16	240	asm00340003140001001.tif		2011-10-03	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/132	132	158.jp2	/asm0034/image/158.jp2
Men sitting at a restaurant		Bolton, Theodore, b. 1889			Written on front: "Aug 1930"; "T.Bolton"	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Restaurants in art; Diners (Restaurants) in art     	Sketches		1930-08	1930-1940		1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 8; Folder No. 8; Folder Title: Restaurants			Hayley; JL rev.			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340003240001001	image	2011-06-23	image/tiff				37730114 Bytes	3258	1929	2278650897	RGB	16	240	asm00340003240001001.tif		2011-10-03	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/133	133	129.jp2	/asm0034/image/129.jp2
Back view of a woman smoking in a restaurant		Bolton, Theodore, b. 1889			Written on front: "April 1932"; "The Phuiocerous"	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Restaurants in art; Diners (Restaurants) in art     	Sketches		1932-04	1930-1940		1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 8; Folder No. 8; Folder Title: Restaurants			Hayley; JL rev.			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340003260001001	image	2011-06-23	image/tiff				38113902 Bytes	1938	3276	2498435720	RGB	16	240	asm00340003260001001.tif		2011-10-03	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/134	134	143.jp2	/asm0034/image/143.jp2
People dining in a restaurant		Bolton, Theodore, b. 1889			Written on front: "March 1930"; "Th Bolton"	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Restaurants in art; Diners (Restaurants) in art     	Sketches		1930-03	1930-1940		1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 8; Folder No. 8; Folder Title: Restaurants			Hayley; JL rev.			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340003120001001	image	2011-06-23	image/tiff				38467814 Bytes	3291	1947	338494643	RGB	16	240	asm00340003120001001.tif		2011-10-03	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/135	135	155.jp2	/asm0034/image/155.jp2
Rodeo at Madison Square		Bolton, Theodore, b. 1889			Written on front: "Rodeo Madison Square 1929"; "Th.Bolton"	Drawing, American -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Pen drawing, American; Rodeos in art; Madison Square Garden (New York, New York); New York (New York)      	Sketches		1929	1920-1930	New York (New York)	1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 8; Folder No. 10; Folder Title: Rodeo – Madison Square			Hayley; JL rev.			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340003500001001	image	2011-06-23	image/tiff				35610638 Bytes	1902	3118	3690386967	RGB	16	240	asm00340003500001001.tif		2011-10-03	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/136	136	137.jp2	/asm0034/image/137.jp2
Two men at a restaurant		Bolton, Theodore, b. 1889			Written in front: "Feb 1930"; "T.Bolton"	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Restaurants in art; Diners (Restaurants) in art     	Sketches		1930-02	1930-1940		1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 8; Folder No. 8; Folder Title: Restaurants			Hayley; JL rev.			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340003100001001	image	2011-06-23	image/tiff				38601918 Bytes	1961	3279	883531406	RGB	16	240	asm00340003100001001.tif		2011-10-03	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/137	137	161.jp2	/asm0034/image/161.jp2
Couple dining at a restaurant		Bolton, Theodore, b. 1889			Written on front: "Dec 1929"	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Restaurants in art; Diners (Restaurants) in art     	Sketches		1929-12	1920-1930		1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 8; Folder No. 8; Folder Title: Restaurants			Hayley; JL rev.			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340003080001001	image	2011-06-23	image/tiff				38907256 Bytes	1968	3293	1653464694	RGB	16	240	asm00340003080001001.tif		2011-10-03	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/138	138	160.jp2	/asm0034/image/160.jp2
Woman singing at the Russian Bear Restaurant		Bolton, Theodore, b. 1889			Written on front: "Russian Bear"; "Nov 1929"; Russian Bear Restaurant is now named Russian Tea Room	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Restaurants in art; Women singers; Russian Tea Room; New York (New York)	Sketches		1929-11	1920-1930	New York (New York)	1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 8; Folder No. 9; Folder Title: Restaurants – The Russian Bear			Hayley; JL rev.			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340003280001001	image	2011-06-23	image/tiff				36653284 Bytes	2005	3045	4242946347	RGB	16	240	asm00340003280001001.tif		2011-10-03	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/139	139	151.jp2	/asm0034/image/151.jp2
View of a crowded restautant from above		Bolton, Theodore, b. 1889			Written on front: "May 1930"; "T.Bolton"	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Restaurants in art; Diners (Restaurants) in art 	Sketches		1930-05	1930-1940		1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 8; Folder No. 8; Folder Title: Restaurants			Hayley; JL rev.			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340003150001001	image	2011-06-23	image/tiff				37317882 Bytes	1902	3268	4058575585	RGB	16	240	asm00340003150001001.tif		2011-10-03	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/140	140	148.jp2	/asm0034/image/148.jp2
Woman smoking in a restaurant		Bolton, Theodore, b. 1889				Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Restaurants in art; Diners (Restaurants) in art	Sketches					1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 8; Folder No. 8; Folder Title: Restaurants			Hayley; JL rev.			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340003060001001	image	2011-06-23	image/tiff				38087406 Bytes	3299	1923	3876619384	RGB	16	240	asm00340003060001001.tif		2011-10-03	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/141	141	128.jp2	/asm0034/image/128.jp2
Overhead view of diners at the Russian Bear Restaurant		Bolton, Theodore, b. 1889			Written on front: "March 1930"; "T.Bolton"; Russian Bear Restaurant is now named Russian Tea Room	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Restaurants in art; Diners (Restaurants) in art; Russian Tea Room; New York (New York)	Sketches		1930-03	1930-1940	New York (New York)	1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 8; Folder No. 9; Folder Title: Restaurants – The Russian Bear			Hayley; JL rev.			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340003300001001	image	2011-06-23	image/tiff				37566836 Bytes	1917	3264	984122709	RGB	16	240	asm00340003300001001.tif		2011-10-03	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/142	142	144.jp2	/asm0034/image/144.jp2
Two women at a restaurant table		Bolton, Theodore, b. 1889			Written on front: "May 1930"	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Restaurants in art; Diners (Restaurants) in art     	Sketches		1930-05	1930-1940		1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 8; Folder No. 8; Folder Title: Restaurants			Hayley; JL rev.			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340003160001001	image	2011-06-23	image/tiff				38732042 Bytes	3221	2003	1497391842	RGB	16	240	asm00340003160001001.tif		2011-10-03	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/143	143	130.jp2	/asm0034/image/130.jp2
Rodeo rider at Madison Square		Bolton, Theodore, b. 1889			Written on front: "Rodeo 1929"; "T.Bolton 1929"	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Rodeos in art; Rodeo riders; Madison Square Garden (New York, New York); New York (New York)	Sketches		1929	1920-1930	New York (New York)	1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 8; Folder No. 10; Folder Title: Rodeo – Madison Square			Hayley; JL rev.			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340003510001001	image	2011-06-23	image/tiff				35434274 Bytes	1902	3103	2049935184	RGB	16	240	asm00340003510001001.tif		2011-10-03	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/144	144	140.jp2	/asm0034/image/140.jp2
Woman in a restaurant		Bolton, Theodore, b. 1889				Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Restaurants in art; Diners (Restaurants) in art   	Sketches					1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 8; Folder No. 8; Folder Title: Restaurants			Hayley; JL rev.			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340003040001001	image	2011-06-23	image/tiff				37269830 Bytes	1902	3264	4244240846	RGB	16	240	asm00340003040001001.tif		2011-10-03	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/145	145	146.jp2	/asm0034/image/146.jp2
Rodeo rider at Madison Square		Bolton, Theodore, b. 1889			Written on front: "Rodeo 1929"; "T.Bolton 1929"	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Rodeos in art; Rodeo riders; Madison Square Garden (New York, New York); New York (New York)	Sketches		1929	1920-1930	New York (New York)	1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 8; Folder No. 10; Folder Title: Rodeo – Madison Square			Hayley; JL rev.			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340003520001001	image	2011-06-23	image/tiff				35524564 Bytes	1902	3111	4027781323	RGB	16	240	asm00340003520001001.tif		2011-10-03	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/146	146	159.jp2	/asm0034/image/159.jp2
Two women standing inside a restaurant		Bolton, Theodore, b. 1889			Written on front: "July 1930"; "T.Bolton"	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Restaurants in art; Diners (Restaurants) in art     	Sketches		1930-07	1930-1940		1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 8; Folder No. 8; Folder Title: Restaurants			Hayley; JL rev.			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340003190001001	image	2011-06-23	image/tiff				37326012 Bytes	3293	1888	288411622	RGB	16	240	asm00340003190001001.tif		2011-10-03	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/147	147	131.jp2	/asm0034/image/131.jp2
Couple at Madison Square Rodeo		Bolton, Theodore, b. 1889			Written on front: "Rodeo Oct 1930"; "T.Bolton"	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Rodeos in art; Madison Square Garden (New York, New York); New York (New York)     	Sketches		1930-10	1930-1940	New York (New York)	1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 8; Folder No. 10; Folder Title: Rodeo – Madison Square			Hayley; JL rev.			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340003530001001	image	2011-06-23	image/tiff				37226004 Bytes	1912	3243	1826539912	RGB	16	240	asm00340003530001001.tif		2011-10-03	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/148	148	141.jp2	/asm0034/image/141.jp2
Couple in a restaurant		Bolton, Theodore, b. 1889			Written on front: "May 18 1930"; "T.Bolton"	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Restaurants in art; Diners (Restaurants) in art     	Sketches		1930-05-18	1930-1940		1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 8; Folder No. 8; Folder Title: Restaurants			Hayley; JL rev.			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340003180001001	image	2011-06-23	image/tiff				37506236 Bytes	3264	1914	2393870433	RGB	16	240	asm00340003180001001.tif		2011-10-03	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/149	149	145.jp2	/asm0034/image/145.jp2
Two women sitting at a restaurant table		Bolton, Theodore, b. 1889			Written on front: "July 1930"; "T.Bolton"	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Restaurants in art; Diners (Restaurants) in art     	Sketches		1930-07	1930-1940		1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 8; Folder No. 8; Folder Title: Restaurants			Hayley; JL rev.			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340003210001001	image	2011-06-23	image/tiff				37781050 Bytes	1928	3264	3926812899	RGB	16	240	asm00340003210001001.tif		2011-10-03	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/150	150	135.jp2	/asm0034/image/135.jp2
Couple drinking at a restaurant		Bolton, Theodore, b. 1889			Written on front: "Aug 1930"	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Restaurants in art; Diners (Restaurants) in art     	Sketches		1930-08	1930-1940		1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 8; Folder No. 8; Folder Title: Restaurants			Hayley; JL rev.			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340003230001001	image	2011-06-23	image/tiff				38993156 Bytes	1990	3264	1677171474	RGB	16	240	asm00340003230001001.tif		2011-10-03	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/151	151	157.jp2	/asm0034/image/157.jp2
Woman listening to a band at the Russian Bear Restaurant		Bolton, Theodore, b. 1889			Written on front: "Russian Bear"; "Oct 1930"; Russian Bear Restaurant is now named Russian Tea Room	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Restaurants in art; Diners (Restaurants) in art; Musicians in art; Russian Tea Room; New York (New York)     	Sketches		1930-10	1930-1940	New York (New York)	1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 8; Folder No. 9; Folder Title: Restaurants – The Russian Bear			Hayley; JL rev.			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340003320001001	image	2011-06-23	image/tiff				37306022 Bytes	1916	3243	113720221	RGB	16	240	asm00340003320001001.tif		2011-10-03	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/152	152	127.jp2	/asm0034/image/127.jp2
Musician performing at the Russian Bear Restaurant		Bolton, Theodore, b. 1889			Written on front: "Feb 1931"; "T.Bolton"; Russian Bear Restaurant is now named Russian Tea Room	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Restaurants in art; Musicians in art; Russian Tea Room; New York (New York)   	Sketches		1931-02	1930-1940	New York (New York)	1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 8; Folder No. 9; Folder Title: Restaurants – The Russian Bear			Hayley; JL rev.			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340003350001001	image	2011-06-23	image/tiff				38719396 Bytes	1976	3264	3434597031	RGB	16	240	asm00340003350001001.tif		2011-10-03	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/153	153	154.jp2	/asm0034/image/154.jp2
Scene of people sitting at a resturant		Bolton, Theodore, b. 1889			Written on front: "March 1930"; "T.Bolton"	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Restaurants in art; Diners (Restaurants) in art     	Sketches		1930-03	1930-1940		1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 8; Folder No. 8; Folder Title: Restaurants			Hayley; JL rev.			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340003110001001	image	2011-06-23	image/tiff				37810568 Bytes	1942	3243	876520104	RGB	16	240	asm00340003110001001.tif		2011-10-03	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/154	154	133.jp2	/asm0034/image/133.jp2
People sitting at the Russian Bear Restaurant		Bolton, Theodore, b. 1889			Written on front: "The Russian Bear Restaurant"; "T.Bolton Dec 1929"; Russian Bear Restaurant is now named Russian Tea Room	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Restaurants in art; Diners (Restaurants) in art; Russian Tea Room; New York (New York)	Sketches		1929-12	1920-1930	New York (New York)	1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 8; Folder No. 9; Folder Title: Restaurants – The Russian Bear			Hayley; JL rev.			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340003290001001	image	2011-06-23	image/tiff				37268256 Bytes	3288	1888	3799289776	RGB	16	240	asm00340003290001001.tif		2011-10-03	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/155	155	139.jp2	/asm0034/image/139.jp2
Woman sitting at a bar		Bolton, Theodore, b. 1889			Written on front: "Bernard Faymondville" "July 1930"; "T.Bolton"	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Restaurants in art; Diners (Restaurants) in art     	Sketches		1930-07	1930-1940		1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 8; Folder No. 8; Folder Title: Restaurants			Hayley; JL rev.			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340003220001001	image	2011-06-23	image/tiff				38210462 Bytes	1950	3264	3109701486	RGB	16	240	asm00340003220001001.tif		2011-10-03	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/156	156	152.jp2	/asm0034/image/152.jp2
Light fixture in a restaurant		Bolton, Theodore, b. 1889			Written on front: "Oct 5 1930"; "T.Bolton"	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Restaurants in art; Diners (Restaurants) in art     	Sketches		1930-10-05	1930-1940		1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 8; Folder No. 8; Folder Title: Restaurants			Hayley; JL rev.			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340003250001001	image	2011-06-23	image/tiff				38084478 Bytes	1988	3191	3318187588	RGB	16	240	asm00340003250001001.tif		2011-10-03	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/157	157	156.jp2	/asm0034/image/156.jp2
Man eating at a restaurant		Bolton, Theodore, b. 1889				Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Restaurants in art; Diners (Restaurants) in art     	Sketches					1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 8; Folder No. 8; Folder Title: Restaurants			Hayley; JL rev.			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340003050001001	image	2011-06-23	image/tiff				37287272 Bytes	3264	1903	1406533304	RGB	16	240	asm00340003050001001.tif		2011-10-03	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/158	158	134.jp2	/asm0034/image/134.jp2
Woman sitting alone at a restaurant		Bolton, Theodore, b. 1889			Written on front: "July 1930"; "T.Bolton"	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Restaurants in art; Diners (Restaurants) in art     	Sketches		1930-07	1930-1940		1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 8; Folder No. 8; Folder Title: Restaurants			Hayley; JL rev.			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340003200001001	image	2011-06-23	image/tiff				37304602 Bytes	1916	3243	4063315593	RGB	16	240	asm00340003200001001.tif		2011-10-03	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/159	159	126.jp2	/asm0034/image/126.jp2
Woman sitting at a restaurant table		Bolton, Theodore, b. 1889			Written on front: "May 3 1930"; "T.Bolton"	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Restaurants in art; Diners (Restaurants) in art     	Sketches		1930-05-03	1930-1940		1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 8; Folder No. 8; Folder Title: Restaurants			Hayley; JL rev.			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340003170001001	image	2011-06-23	image/tiff				37682280 Bytes	1923	3264	656463851	RGB	16	240	asm00340003170001001.tif		2011-10-03	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/160	160	153.jp2	/asm0034/image/153.jp2
Sleeping man on public transit		Bolton, Theodore, b. 1889			Written on front: "August 1 1931"; "T. Bolton"	Drawing, American -- 20th century; Pencil drawing, American; Pencil drawing -- 20th century; Bolton, Theodore, b. 1889; Art historians -- United States; Artists -- United States; Illustrators -- United States; Public transit; Local transit; Transportation	Sketches		1931-08-01	1930-1940		1 sketch	eng		University of Miami Libraries. Special Collections.	Theodore Bolton Papers	ASM0034	Series II: Sketches, Illustrations and Sketchbooks	Box No. 8; Folder No. 7; Folder Title: Public transit			JL			http://merrick.library.miami.edu/digitalprojects/copyright.html			asm00340002970001001	image	2011-06-23	image/tiff				39736086 Bytes	3264	2028	1881104961	RGB	16	240	asm00340002970001001.tif		2011-10-03	2011-10-03	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0034/id/161	161	297.jp2	/asm0034/image/297.jp2
