Title	Watch Video	Speaker	Host	Summary	Subjects	Publisher	Date	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Program	Rights	Copyright	Digital ID	Format	Type	Source	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
George Lamming reads from Natives of My Person (1991)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1991/1991_P12_01_introduction.rm	Lamming, George, 1927-		Professor George Lamming explains how voyages are thematically important in his fiction and then reads from his novel Natives of My Person.	Lamming, George, 1927-; Caribbean literature; Literature video; Travel in literature	University of Miami English Department	1991	20 min 29 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 12. Caribbean writers and their art, 1991		http://merrick.library.miami.edu/digitalprojects/copyright.html	1991_P12_01_introduction.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1161	1161	1126.jpg	/cwsi/image/1126.jpg
Lorna Goodison reads two poems (1995)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1995/1995_P10_02_storyset1.rm	Goodison, Lorna		Jamaican author Lorna Goodison reads "All I Want to Do Now is to Sing For You" and "Some Things You Do Not Know About Me."	Caribbean literature; Literature video; Jamaican poetry	University of Miami English Department	1995	7 min 07 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 10. Fiction and poetry readings, 1995		http://merrick.library.miami.edu/digitalprojects/copyright.html	1995_P10_02_storyset1.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1162	1162	1314.jpg	/cwsi/image/1314.jpg
Nicola Johnson reads her poetry (1995)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1995/1995_P13_03_johnson.rm	Johnson, Nicola	Solomon, Mervyn	Mervyn Solomon introduces Jamaican writer/chemist Nicola Johnson (he calls her Nicky Rodriguez), who reads four poems "about love, sex, marriage, and divorce, in reverse order": "Iron Anniversary," "Less Than Perfect," "An Invitation," "Commisson," and then "Temporary Partner" and "Sliver of Moon."	Johnson, Nicola; Caribbean literature; Literature video; Jamaican poetry; Man-woman relationships -- Poetry; Authors, Jamaican	University of Miami English Department	1995	8 min 38 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 13. Fiction and poetry readings, 1995		http://merrick.library.miami.edu/digitalprojects/copyright.html	1995_P13_03_johnson.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1163	1163	1335.jpg	/cwsi/image/1335.jpg
Sarah Pemberton Strong reads from Burning the Sea (1995)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1995/1995_P12_03_strong.rm	Strong, Sarah Pemberton, 1967-	Solomon, Mervyn	Mervyn Solomon introduces California writer Sarah Strong, who reads from her novel Burning the Sea. The narrator, Tollomi, a man from Saint Croix, meets an American woman in the airport; she has lost her luggage and her memory. They become friends. Part of the narrative concerns the historical reasons why many Jews who fled the Holocaust wound up in the Dominican Republic and what happened under the dictatorship of Rafael L. Trujillo Molina.	Strong, Sarah Pemberton, 1967-; Trujillo Molina, Rafael Leonidas, 1891-1961 -- Fiction; Caribbean literature; Literature video; Americans -- Dominican Republic -- Fiction	University of Miami English Department	1995	9 min 42 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 12. Fiction and poetry readings, 1995		http://merrick.library.miami.edu/digitalprojects/copyright.html	1995_P12_03_strong.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1164	1164	1327.jpg	/cwsi/image/1327.jpg
Mervyn Morris reads "On Holy Week" (1992)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1992/1992_R03_01_onholyweek.rm	Morris, Mervyn	Bowen, Zack R.	University of Miami English Department Chairman Zack R. Bowen introduces Jamaican poet Mervyn Morris, professor at University of the West Indies. Morris reads the dialogue-poem “On Holy Week.”	Morris, Mervyn; Jesus Christ -- Poetry; Judas Iscariot -- Poetry; Caribbean literature; Literature video; Jamaican poetry; Christian poetry, Jamaican; Religious poetry	University of Miami English Department	1992	14 min 43 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 3. Readings in Caribbean literature, 1992		http://merrick.library.miami.edu/digitalprojects/copyright.html	1992_R03_01_onholyweek.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1165	1165	1172.jpg	/cwsi/image/1172.jpg
Ian Jacko Jackson reads his poetry (1994)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1994/1994_P10_03_jackson.rm	Jackson, Ian Jacko, 1962-		Dominican poet Ian Jackson reads his poetry and performance pieces: "Marooned" (after a friend committed suicide), "Bout This, Bout That" (a poem about the Organisation of Eastern Caribbean States), "Me No Know," "Mixture of Love," "The University," and "Tuesday Morning."	Caribbean literature; Literature video; Dominica poetry; Dialect literature	University of Miami English Department	1994	10 min 52 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 10. Fiction and poetry readings, 1994		http://merrick.library.miami.edu/digitalprojects/copyright.html	1994_P10_03_jackson.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1166	1166	1256.jpg	/cwsi/image/1256.jpg
Antonio Benitez Rojo reads from Sea of Lentils (1995)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1995/1995_P08_02_sealentilsspa.rm	Benitez Rojo, Antonio, 1931-		Cuban author and scholar Antonio Benitez Rojo discusses his novel Mar de las Lentejas (Sea of Lentils) and reads passages in Spanish. The novel is a fictional recreation of Spain's conquest of the Caribbean.	Caribbean literature; Colonization -- Fiction; Cuban fiction; Literature video	University of Miami English Department	1995	19 min 49 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 8. Fiction and poetry readings, 1995		http://merrick.library.miami.edu/digitalprojects/copyright.html	1995_P08_02_sealentilsspa.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1167	1167	1309.jpg	/cwsi/image/1309.jpg
Jacqueline Johnson reads her poetry (1996)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1996/1996_P10_05_johnson.rm	Johnson, Jacqueline		Jacqueline Johnson reads her poetry: "Poem for My Love," "Pa," "Calling Me Back Home," "The Listening Girl," "Blooms," and "Rose Quartz."	Caribbean literature; Literature video; Love poetry; Parent and child -- Poetry; Rivers -- Poetry; Grandmothers -- Poetry; Folklore -- Poetry; Quartz -- Poetry	University of Miami English Department	1996	8 min 25 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 10. Fiction and poetry readings, 1996		http://merrick.library.miami.edu/digitalprojects/copyright.html	1996_P10_05_johnson.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1168	1168	1382.jpg	/cwsi/image/1382.jpg
Opal Palmer Adisa reads poems from I Name Me Name (1995)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1995/1995_P02_05_namemename.rm	Adisa, Opal Palmer, 1954-		Jamaican author Opal Palmer Adisa reads poems from I Name Me Name: "Nature's Feast," "Family Food," "Food Maxims," "The Bathroom Graffiti Series: Number 2," and "The Bathroom Graffiti Series: Number 10."	Caribbean literature; Literature video; Jamaican poetry; Erotic poetry; Humorous poetry; Food -- Poetry; Bathrooms -- Poetry; Graffiti -- Poetry	University of Miami English Department	1995	5 min 54 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 2. Fiction and poetry readings, 1995		http://merrick.library.miami.edu/digitalprojects/copyright.html	1995_P02_05_namemename.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1169	1169	1271.jpg	/cwsi/image/1271.jpg
Maritza Stanchich reads fiction and poetry (1995)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1995/1995_P13_04_stanchich.rm	Stanchich, Maritza Giovanna	Solomon, Mervyn	Mervyn Solomon introduces Maritza Stanchich, who spent two years in Puerto Rico. She reads a short story excerpt from "Problem Teenager," about a lower-middle-class 18-year-old woman in a dysfunctional home and with an abusive mother, who punishes her for staying out late with a man; then an excerpt from a short story in progress called "Letters," in which an uncle takes it upon himself to teach his 8-year-old nephew how to read. She reads her poems "Ma, I Fell in Love With a Puerto Rican Stand-Up Comic," "Okie Flowers," and "The Pleasure Pain Principle."	Stanchich, Maritza Giovanna; Caribbean literature; Literature video; Man-woman relationships -- Fiction; Teenage girls -- Fiction; Uncles -- Fiction; Illiterate persons -- Fiction; Man-woman relationships -- Poetry	University of Miami English Department	1995	13 min 26 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 13. Fiction and poetry readings, 1995		http://merrick.library.miami.edu/digitalprojects/copyright.html	1995_P13_04_stanchich.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1170	1170	1336.jpg	/cwsi/image/1336.jpg
Vincent Neptune reads poetry (1995)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1995/1995_P12_05_neptune.rm	Neptune, Vincent J. (Vincent Joseph), 1970-	Solomon, Mervyn	Mervyn Solomon introduces Trinidadian poet Vincent Neptune, who reads poems from his self-published collection Treatos: "Two Words in New Mythology," "Crying from the Hills," "A Love Story," and others.	Neptune, Vincent J. (Vincent Joseph), 1970-; Caribbean literature; Literature video; Trinidadian and Tobagonian poetry (English); Authors, Trinidadian	University of Miami English Department	1995	9 min 39 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 12. Fiction and poetry readings, 1995		http://merrick.library.miami.edu/digitalprojects/copyright.html	1995_P12_05_neptune.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1171	1171	1329.jpg	/cwsi/image/1329.jpg
Carl Limerick reads poetry (1993)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1993/1993_P02_03_limerick.rm	Limerick, Carl	Solomon, Mervyn	Mervyn Solomon introduces the CWSI participants. Guyana-born poet Carl Limerick, a teacher in Nassau, Bahamas, reads Patricia Turnbull's poem "In Transit.” He then reads his own poetry: "Guyana New Year’s Eve 1977,” "Bitter Wine,” "Words for Wayne,” "Yajeda,” "The Eye's Habit,” "Israelite,” and "Do I Dare.”	Caribbean literature; Literature video; Guyanese poetry	University of Miami English Department	1993	12 min 05 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 6. Fiction and poetry readings, 1993		http://merrick.library.miami.edu/digitalprojects/copyright.html	1993_P02_03_limerick.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1172	1172	1194.jpg	/cwsi/image/1194.jpg
Mervyn Morris reads poems of love and lust (1993)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1993/1993_R01_06_poemset4.rm	Morris, Mervyn		Jamaican poet Mervyn Morris reads his poetry: "Writing (After Octavio Paz),” "Stripper,” "Data,” "There Was a Young Poet,” "A Voyage,” "In Another Country,” "Seen,” and "Pussycat.”	Paz, Octavio, 1914- -- Poetry; Caribbean literature; Literature video; Jamaican poetry; Erotic poetry; Love poetry; Humorous poetry	University of Miami English Department	1993	6 min 26 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 1. Fiction and poetry readings, 1993		http://merrick.library.miami.edu/digitalprojects/copyright.html	1993_R01_06_poemset4.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1173	1173	1205.jpg	/cwsi/image/1205.jpg
Francesca Monplaisir reads fiction (1996)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1996/1996_P10_02_monplaisir.rm	Monplaisir, Francesca		Francesca Monplaisir reads an excerpt from her work in progress.	Caribbean literature; Literature video; Culture conflict -- Africa -- Fiction	University of Miami English Department	1996	11 min 57 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 10. Fiction and poetry readings, 1996		http://merrick.library.miami.edu/digitalprojects/copyright.html	1996_P10_02_monplaisir.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1174	1174	1379.jpg	/cwsi/image/1379.jpg
Loraine Barnaby performs an excerpt from her play "Choices" (1996)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1996/1996_P11_04_barnaby.rm	Barnaby, Loraine		Dr. Loraine Barnaby of the University of the West Indies at Mona, a psychiatrist, dancer, potter, and writer of children’s stories, performs an excerpt from her play "Choices." Alexis, a survivor of childhood incest, is drawn toward women for friendship rather than men. When she meets a lesbian named Alexandria, they become close, though her mother urges her to seek a husband.	Caribbean literature; Literature video; Incest -- Drama; Lesbians -- Drama; Mothers and daughters -- Drama	University of Miami English Department	1996	9 min 03 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 11. Fiction and poetry readings, 1996		http://merrick.library.miami.edu/digitalprojects/copyright.html	1996_P11_04_barnaby.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1175	1175	1388.jpg	/cwsi/image/1388.jpg
Hazel Simmons-MacDonald reads her poetry (1996)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1996/1996_P08_12_simmons.rm	Simmons-MacDonald, Hazel		Hazel Simmons-MacDonald of the University of the West Indies reads "Metaphors for Poetry," "Rejection," "Sea Dream," "Feathers for Katherine," "Dream Seasons," "Wild Song," and "Orchid."	Caribbean literature; Literature video; Poets -- Poetry; Sea poetry; Feathers -- Poetry; Daughters -- Poetry; Snakes -- Poetry; Winds -- Poetry; Flowers -- Poetry	University of Miami English Department	1996	8 min 02 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 8. Fiction and poetry readings, 1996		http://merrick.library.miami.edu/digitalprojects/copyright.html	1996_P08_12_simmons.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1176	1176	1372.jpg	/cwsi/image/1372.jpg
Velma Pollard reads poetry and fiction (1991)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1991/1991_P13_03_pollard.rm	Pollard, Velma		Jamaican poet Velma Pollard reads three poems collectively entitled "Virgin Island Suite": "Drake Strait," "Drake Strait Revisited," and "Drake Strait Remembered"; also "My Daughter Resembles Harry Belafonte’s Daughter," "Harriman Revisited," and "Fly." She finishes with a short humorous piece of prose, "Parable One," in which the narrator and her grandmother suddenly realize that the log in their yard is actually a gentle snake; it is a metaphor for, among other things, the social position of women in the Caribbean.	Caribbean literature; Literature video; Jamaican poetry; Jamaican fiction; Dialect literature; Islands -- Poetry; Winter -- Poetry; Stereotype (Psychology) -- Poetry; Ancestry -- Poetry; Indians of North America -- Poetry; Flies -- Poetry; Snakes -- Fiction	University of Miami English Department	1991	12 min 31 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 13. Caribbean writers and their art, 1991		http://merrick.library.miami.edu/digitalprojects/copyright.html	1991_P13_03_pollard.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1177	1177	1129.jpg	/cwsi/image/1129.jpg
Michael Anthony reads from The Games Were Coming (1991)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1991/1991_P13_04_anthony.rm	Anthony, Michael, 1930-		Trinidadian writer Michael Anthony reads a passage from his 1973 novel, The Games Were Coming, about a bicycle race.	Caribbean literature; Literature video; Trinidadian and Tobagonian fiction; Bicycle racing -- Fiction; Athletes -- Fiction	University of Miami English Department	1991	8 min 40 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 13. Caribbean writers and their art, 1991		http://merrick.library.miami.edu/digitalprojects/copyright.html	1991_P13_04_anthony.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1178	1178	1130.jpg	/cwsi/image/1130.jpg
Brian Antoni reads from "Paradise Overdose" (1996)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1996/1996_P06_entire.rm	Antoni, Brian, 1959-	Paquet, Sandra Pouchet	Dr. Sandra Paquet of the University of Miami English Dept., a Caribbean scholar, introduces Bahamas-born novelist Brian Antoni of Miami. Antoni remarks on the use of dialect in his novel Paradise Overdose and tells a humorous anecdote about a previous reading. Antoni then reads from the book: the story of Chris Angostura, scion of a prominent family in Freeport, who has money, a yacht, and a lifelong friend Shark, who is addicted to club hopping and drug dealing. When Chris meets Robin, an artist and cancer victim, he wants to change his lifestyle.	Antoni, Brian, 1959-; Caribbean literature; Literature video; Authors, Bahamian; Dialect literature; Man-woman relationships -- Fiction; Cancer -- Patients -- Fiction; Beaches -- Fiction	University of Miami English Department	1996	34 min 48 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 6. Fiction and poetry readings, 1996		http://merrick.library.miami.edu/digitalprojects/copyright.html	1996_P06_entire.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1179	1179	1361.jpg	/cwsi/image/1361.jpg
David Dabydeen reads "Turner" (1994)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1994/1994_P09_03_turner2.rm	Dabydeen, David		David Dabydeen reads the rest of his poem "Turner" and concludes with some thoughts about his motives for writing it.	Turner, J. M. W. (Joseph Mallord William), 1775-1851 -- Poetry; Guyanese poetry; Literature video; Caribbean literature; Sea poetry; Self (Philosophy) in literature; Slaves -- Poetry; Parent and child -- Poetry; Shipwreck victims -- Poetry	University of Miami English Department	1994	20 min 05 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 9. Fiction and poetry readings, 1994		http://merrick.library.miami.edu/digitalprojects/copyright.html	1994_P09_03_turner2.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1180	1180	1252.jpg	/cwsi/image/1252.jpg
Earl Lovelace reads from Salt (1996)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1996/1996_P07_entire.rm	Lovelace, Earl, 1935-	Antoni, Robert, 1958-	Robert Antoni of the University of Miami introduces Trinidadian novelist Earl Lovelace and talks about his novels The Dragon Can't Dance and The Wine of Astonishment. Lovelace reads the first chapter of his book, Salt. The novel features Alford George, the son of a poor farm worker who rises above his class through perseverance. The first chapter satirizes the white colonizers of the black Caribbean. The second chapter introduces the character Florence, who sees Alford George at a distance and exclaims to her mother that he is the man whom she will marry. She begins to put on airs, so that every man in town falls in love with her, but she is waiting for Alford to notice. The third chapter deals with the character Bango Durity, a worker and activist, who raises the question of how race relations between blacks and whites can be healed in view of their history of brutalized and brutalizers. Lovelace then answers some questions from the audience.	Lovelace, Earl, 1935-; Caribbean literature; Literature video; Trinidadian and Tobagonian literature; Authors, Trinidadian; Beauty, Personal -- Fiction; Colonialism -- Fiction	University of Miami English Department	1996	3 min 25 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 7. Fiction and poetry readings, 1996		http://merrick.library.miami.edu/digitalprojects/copyright.html	1996_P07_entire.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1181	1181	1362.jpg	/cwsi/image/1362.jpg
Geoffrey Philp reads poems about Miami (1995)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1995/1995_P07_02_poemset1.rm	Philp, Geoffrey		Jamaica-born Miami author Geoffrey Philp reads two poems set in Miami: "Miami Blues" and "After the Divorce."	Caribbean literature; Literature video; Jamaican poetry	University of Miami English Department	1995	8 min 09 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 7. Fiction and poetry readings, 1995		http://merrick.library.miami.edu/digitalprojects/copyright.html	1995_P07_02_poemset1.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1182	1182	1303.jpg	/cwsi/image/1303.jpg
Marion Bethel reads her poetry (1991)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1991/1991_P16_01_introduction.rm	Bethel, Marion, 1953-		Bahamian lawyer/poet Marion Bethel reads poems in progress: "Jigsaw," "No Place/Time/Space," "May in London," "April in Nassau," "Woman’s Cycle," "Elegy to One Unborn," and "Incubation."	Caribbean literature; Literature video; Bahamian literature; Women -- Poetry	University of Miami English Department	1991	3 min 51 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 16. Caribbean writers and their art, 1991		http://merrick.library.miami.edu/digitalprojects/copyright.html	1991_P16_01_introduction.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1183	1183	1139.jpg	/cwsi/image/1139.jpg
Caribbean landscapes (1992)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1992/1992_P04_entire.rm	Bethel, Nicolette; Ellis, Garfield, 1960-; Cordor, S. Henry, 1946-	Lamming, George, 1927-	Barbadian writer George Lamming interviews Bahamian writer Nicolette Bethel, Jamaican author Garfield Ellis, and Liberian writer and journalist Similih Henry Cordor. The writers talk about their homelands. Ellis gives examples of Jamaican slang and talks about dub poetry.	Caribbean literature; Literature video; Caribbean poetry; Landscape in literature	University of Miami English Department	1992	20 min 13 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 4. Caribbean writers and their art, 1992		http://merrick.library.miami.edu/digitalprojects/copyright.html	1992_P04_entire.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1184	1184	1160.jpg	/cwsi/image/1160.jpg
Anson Gonzalez reads his poetry (1996)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1996/1996_P10_03_gonzalez.rm	Gonzalez, Anson		Trinidadian poet Anson Gonzalez reads his poetry: "Awagawan," "That Morning," "Poormewan," "When a Poem Is Coming," "Hummingbird Eggs," and "The Beach."	Religious poetry; Caribbean literature; Literature video; Trinidadian and Tobagonian poetry; Water -- Poetry; Beaches -- Poetry; Poets -- Poetry; Hummingbirds -- Poetry; Birds -- Poetry	University of Miami English Department	1996	9 min 46 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 10. Fiction and poetry readings, 1996		http://merrick.library.miami.edu/digitalprojects/copyright.html	1996_P10_03_gonzalez.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1185	1185	1380.jpg	/cwsi/image/1380.jpg
Opal Palmer Adisa reads poetry (1995)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1995/1995_P02_03_tamarind1.rm	Adisa, Opal Palmer, 1954-		Jamaican author Opal Palmer Adisa reads poems from her book Tamarind and Mango Woman: "A Cultural Trip," "Went Downtown One Night," "Voices Refrain," and "Feeding."	Caribbean literature; Literature video; Jamaican poetry; Love poetry; Dialect literature	University of Miami English Department	1995	8 min 06 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 2. Fiction and poetry readings, 1995		http://merrick.library.miami.edu/digitalprojects/copyright.html	1995_P02_03_tamarind1.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1186	1186	1269.jpg	/cwsi/image/1269.jpg
Clyde Durm-I Brooks reads his poetry (1993)	http://streaming.miami.edu:8080/ramgen/artscience/cariblitstudies/1993/1993_P01_09_brooks2.rm	Brooks, Clyde Durm-I		Clyde "Durm-I" Brooks (a.k.a Klyde Broox), Jamaican-Canadian dub-poet and performer, reads his poetry: "Columbus,” "A Look at Democracy,” "Life in a Nutshell,” and "Ode to the Bamboo."	Columbus, Christopher -- Poetry; Caribbean literature; Literature video; Jamaican poetry; Dialect poetry; Humorous poetry, Jamaican; Democracy -- Poetry; Bamboo -- Poetry	University of Miami English Department	1993	5 min 24 sec, sound, color	English	http://merrick.library.miami.edu/digitalInitiatives/cwsi/		Caribbean Writers Summer Institute Archival Video Collection	1	Program 5. Fiction and poetry readings, 1993		http://merrick.library.miami.edu/digitalprojects/copyright.html	1993_P01_09_brooks2.rm	application/vnd-rn-realmedia	MovingImage	VHS		2007-11-09	2010-09-10	http://merrick.library.miami.edu:80/cdm/ref/collection/cwsi/id/1187	1187	1189.jpg	/cwsi/image/1189.jpg
