Title	Translated title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Upload ID	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 115																											asm0567000012						asm05670000120115001		23825288 Bytes	2136	3714	275010783	RGB	8	600	asm05670000120115001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2678	2678	2777.jp2	/asm0567/image/2777.jp2
Page 116																											asm0567000012						asm05670000120116001		22514180 Bytes	2035	3684	4186599026	RGB	8	600	asm05670000120116001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2679	2679	2778.jp2	/asm0567/image/2778.jp2
Page 117																											asm0567000012						asm05670000120117001		23574652 Bytes	2100	3738	3034439510	RGB	8	600	asm05670000120117001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2680	2680	2779.jp2	/asm0567/image/2779.jp2
Page 118																											asm0567000012						asm05670000120118001		23884044 Bytes	2094	3798	2558243389	RGB	8	600	asm05670000120118001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2681	2681	2780.jp2	/asm0567/image/2780.jp2
Page 119																											asm0567000012						asm05670000120119001		23477360 Bytes	2088	3744	2166537987	RGB	8	600	asm05670000120119001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2682	2682	2781.jp2	/asm0567/image/2781.jp2
Page 120																											asm0567000012						asm05670000120120001		23554080 Bytes	2088	3756	2128100520	RGB	8	600	asm05670000120120001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2683	2683	2782.jp2	/asm0567/image/2782.jp2
Page 121																											asm0567000012						asm05670000120121001		23794508 Bytes	2106	3762	2524798712	RGB	8	600	asm05670000120121001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2684	2684	2783.jp2	/asm0567/image/2783.jp2
Page 122																											asm0567000012						asm05670000120122001		23639160 Bytes	2106	3738	3517102002	RGB	8	600	asm05670000120122001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2685	2685	2784.jp2	/asm0567/image/2784.jp2
Page 123																											asm0567000012						asm05670000120123001		23421408 Bytes	2094	3724	3234614804	RGB	8	600	asm05670000120123001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2686	2686	2785.jp2	/asm0567/image/2785.jp2
Page 124																											asm0567000012						asm05670000120124001		24239232 Bytes	2142	3768	4154475776	RGB	8	600	asm05670000120124001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2687	2687	2786.jp2	/asm0567/image/2786.jp2
Page 125																											asm0567000012						asm05670000120125001		23424144 Bytes	2100	3714	4037258800	RGB	8	600	asm05670000120125001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2688	2688	2787.jp2	/asm0567/image/2787.jp2
Page 126																											asm0567000012						asm05670000120126001		23729928 Bytes	2081	3797	2938948592	RGB	8	600	asm05670000120126001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2689	2689	2788.jp2	/asm0567/image/2788.jp2
Page 127																											asm0567000012						asm05670000120127001		23023612 Bytes	2088	3672	4070013349	RGB	8	600	asm05670000120127001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2690	2690	2789.jp2	/asm0567/image/2789.jp2
Page 128																											asm0567000012						asm05670000120128001		23948952 Bytes	2130	3744	4057648434	RGB	8	600	asm05670000120128001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2691	2691	2790.jp2	/asm0567/image/2790.jp2
Page 129																											asm0567000012						asm05670000120129001		22955188 Bytes	2058	3714	1737751767	RGB	8	600	asm05670000120129001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2692	2692	2791.jp2	/asm0567/image/2791.jp2
Page 130																											asm0567000012						asm05670000120130001		24373612 Bytes	2154	3768	1572521652	RGB	8	600	asm05670000120130001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2693	2693	2792.jp2	/asm0567/image/2792.jp2
Page 131																											asm0567000012						asm05670000120131001		23805428 Bytes	2094	3786	2295826647	RGB	8	600	asm05670000120131001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2694	2694	2793.jp2	/asm0567/image/2793.jp2
Page 132																											asm0567000012						asm05670000120132001		23564148 Bytes	2089	3756	2580708288	RGB	8	600	asm05670000120132001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2695	2695	2794.jp2	/asm0567/image/2794.jp2
Page 133																											asm0567000012						asm05670000120133001		23248648 Bytes	2074	3733	1535194877	RGB	8	600	asm05670000120133001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2696	2696	2795.jp2	/asm0567/image/2795.jp2
Page 134																											asm0567000012						asm05670000120134001		22310920 Bytes	2014	3689	2495960440	RGB	8	600	asm05670000120134001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2697	2697	2796.jp2	/asm0567/image/2796.jp2
Page 135																											asm0567000012						asm05670000120135001		23073496 Bytes	2052	3744	3415024513	RGB	8	600	asm05670000120135001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2698	2698	2797.jp2	/asm0567/image/2797.jp2
Page 136																											asm0567000012						asm05670000120136001		24451032 Bytes	2154	3780	2511408823	RGB	8	600	asm05670000120136001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2699	2699	2798.jp2	/asm0567/image/2798.jp2
Page 137																											asm0567000012						asm05670000120137001		22965316 Bytes	2046	3738	2188403138	RGB	8	600	asm05670000120137001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2700	2700	2799.jp2	/asm0567/image/2799.jp2
Page 138																											asm0567000012						asm05670000120138001		24088724 Bytes	2112	3798	1692245011	RGB	8	600	asm05670000120138001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2701	2701	2800.jp2	/asm0567/image/2800.jp2
Page 139																											asm0567000012						asm05670000120139001		22989272 Bytes	2058	3720	2874220964	RGB	8	600	asm05670000120139001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2702	2702	2801.jp2	/asm0567/image/2801.jp2
Page 140																											asm0567000012						asm05670000120140001		23717512 Bytes	2106	3750	4036023637	RGB	8	600	asm05670000120140001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2703	2703	2802.jp2	/asm0567/image/2802.jp2
Page 141																											asm0567000012						asm05670000120141001		23237808 Bytes	2070	3738	1743283220	RGB	8	600	asm05670000120141001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2704	2704	2803.jp2	/asm0567/image/2803.jp2
Page 142																											asm0567000012						asm05670000120142001		23492432 Bytes	2086	3750	2526273026	RGB	8	600	asm05670000120142001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2705	2705	2804.jp2	/asm0567/image/2804.jp2
Page 143																											asm0567000012						asm05670000120143001		22871176 Bytes	2034	3744	2329857131	RGB	8	600	asm05670000120143001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2706	2706	2805.jp2	/asm0567/image/2805.jp2
Page 144																											asm0567000012						asm05670000120144001		23486284 Bytes	2093	3737	106680210	RGB	8	600	asm05670000120144001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2707	2707	2806.jp2	/asm0567/image/2806.jp2
Page 145																											asm0567000012						asm05670000120145001		23214608 Bytes	2061	3751	1606825910	RGB	8	600	asm05670000120145001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2708	2708	2807.jp2	/asm0567/image/2807.jp2
Page 146																											asm0567000012						asm05670000120146001		23843404 Bytes	2136	3717	238819720	RGB	8	600	asm05670000120146001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2709	2709	2808.jp2	/asm0567/image/2808.jp2
Page 147																											asm0567000012						asm05670000120147001		23604708 Bytes	2073	3792	371979853	RGB	8	600	asm05670000120147001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2710	2710	2809.jp2	/asm0567/image/2809.jp2
Page 148																											asm0567000012						asm05670000120148001		23354020 Bytes	2100	3703	1503804622	RGB	8	600	asm05670000120148001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2711	2711	2810.jp2	/asm0567/image/2810.jp2
Page 149																											asm0567000012						asm05670000120149001		22946692 Bytes	2050	3727	71406016	RGB	8	600	asm05670000120149001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2712	2712	2811.jp2	/asm0567/image/2811.jp2
Page 150																											asm0567000012						asm05670000120150001		22997736 Bytes	2102	3643	3028274976	RGB	8	600	asm05670000120150001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2713	2713	2812.jp2	/asm0567/image/2812.jp2
Page 151																											asm0567000012						asm05670000120151001		23057848 Bytes	2079	3693	2236239583	RGB	8	600	asm05670000120151001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2714	2714	2813.jp2	/asm0567/image/2813.jp2
Page 152																											asm0567000012						asm05670000120152001		24196204 Bytes	2136	3772	3126993320	RGB	8	600	asm05670000120152001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2715	2715	2814.jp2	/asm0567/image/2814.jp2
Page 153																											asm0567000012						asm05670000120153001		23484716 Bytes	2092	3738	939818137	RGB	8	600	asm05670000120153001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2716	2716	2815.jp2	/asm0567/image/2815.jp2
Page 154																											asm0567000012						asm05670000120154001		23794932 Bytes	2110	3755	3902753794	RGB	8	600	asm05670000120154001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2717	2717	2816.jp2	/asm0567/image/2816.jp2
Page 155																											asm0567000012						asm05670000120155001		23407196 Bytes	2082	3744	2161915178	RGB	8	600	asm05670000120155001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2718	2718	2817.jp2	/asm0567/image/2817.jp2
Page 156																											asm0567000012						asm05670000120156001		24408840 Bytes	2148	3784	1500168212	RGB	8	600	asm05670000120156001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2719	2719	2818.jp2	/asm0567/image/2818.jp2
Page 157																											asm0567000012						asm05670000120157001		23416652 Bytes	2100	3713	3904071026	RGB	8	600	asm05670000120157001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2720	2720	2819.jp2	/asm0567/image/2819.jp2
Page 158																											asm0567000012						asm05670000120158001		24068904 Bytes	2142	3742	3131525853	RGB	8	600	asm05670000120158001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2721	2721	2820.jp2	/asm0567/image/2820.jp2
Page 159																											asm0567000012						asm05670000120159001		23641372 Bytes	2106	3738	596967513	RGB	8	600	asm05670000120159001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2722	2722	2821.jp2	/asm0567/image/2821.jp2
Page 160																											asm0567000012						asm05670000120160001		23901608 Bytes	2100	3790	2491974021	RGB	8	600	asm05670000120160001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2723	2723	2822.jp2	/asm0567/image/2822.jp2
Page 161																											asm0567000012						asm05670000120161001		23347032 Bytes	2100	3702	3353315291	RGB	8	600	asm05670000120161001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2724	2724	2823.jp2	/asm0567/image/2823.jp2
Page 162																											asm0567000012						asm05670000120162001		24050824 Bytes	2130	3760	3823085357	RGB	8	600	asm05670000120162001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2725	2725	2824.jp2	/asm0567/image/2824.jp2
Page 163																											asm0567000012						asm05670000120163001		23306280 Bytes	2100	3696	497933420	RGB	8	600	asm05670000120163001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2726	2726	2825.jp2	/asm0567/image/2825.jp2
Page 164																											asm0567000012						asm05670000120164001		23823916 Bytes	2116	3749	2279545987	RGB	8	600	asm05670000120164001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2727	2727	2826.jp2	/asm0567/image/2826.jp2
Page 165																											asm0567000012						asm05670000120165001		22711684 Bytes	2046	3696	2550956794	RGB	8	600	asm05670000120165001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2728	2728	2827.jp2	/asm0567/image/2827.jp2
Page 166																											asm0567000012						asm05670000120166001		23971208 Bytes	2106	3790	1622741717	RGB	8	600	asm05670000120166001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2729	2729	2828.jp2	/asm0567/image/2828.jp2
Page 167																											asm0567000012						asm05670000120167001		23695916 Bytes	2094	3768	1076182700	RGB	8	600	asm05670000120167001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2730	2730	2829.jp2	/asm0567/image/2829.jp2
Page 168																											asm0567000012						asm05670000120168001		22886976 Bytes	2070	3682	2411931930	RGB	8	600	asm05670000120168001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2731	2731	2830.jp2	/asm0567/image/2830.jp2
Page 169																											asm0567000012						asm05670000120169001		22915104 Bytes	2058	3708	455701107	RGB	8	600	asm05670000120169001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2732	2732	2831.jp2	/asm0567/image/2831.jp2
Page 170																											asm0567000012						asm05670000120170001		23877652 Bytes	2118	3754	874785778	RGB	8	600	asm05670000120170001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2733	2733	2832.jp2	/asm0567/image/2832.jp2
Page 171																											asm0567000012						asm05670000120171001		23536560 Bytes	2100	3732	3850630398	RGB	8	600	asm05670000120171001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2734	2734	2833.jp2	/asm0567/image/2833.jp2
Page 172																											asm0567000012						asm05670000120172001		23772076 Bytes	2112	3748	3851486289	RGB	8	600	asm05670000120172001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2735	2735	2834.jp2	/asm0567/image/2834.jp2
Page 173																											asm0567000012						asm05670000120173001		23152664 Bytes	2076	3714	1683614292	RGB	8	600	asm05670000120173001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2736	2736	2835.jp2	/asm0567/image/2835.jp2
Page 174																											asm0567000012						asm05670000120174001		24162632 Bytes	2139	3762	3945420788	RGB	8	600	asm05670000120174001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2737	2737	2836.jp2	/asm0567/image/2836.jp2
Page 175																											asm0567000012						asm05670000120175001		22796272 Bytes	2052	3699	1546440449	RGB	8	600	asm05670000120175001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2738	2738	2837.jp2	/asm0567/image/2837.jp2
Page 176																											asm0567000012						asm05670000120176001		22510324 Bytes	2040	3674	1298962724	RGB	8	600	asm05670000120176001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2739	2739	2838.jp2	/asm0567/image/2838.jp2
Page 177																											asm0567000012						asm05670000120177001		22593372 Bytes	2052	3666	1807826284	RGB	8	600	asm05670000120177001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2740	2740	2839.jp2	/asm0567/image/2839.jp2
Page 178																											asm0567000012						asm05670000120178001		22430376 Bytes	2050	3643	4015180542	RGB	8	600	asm05670000120178001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2741	2741	2840.jp2	/asm0567/image/2840.jp2
Page 179																											asm0567000012						asm05670000120179001		22699092 Bytes	2040	3705	1496362495	RGB	8	600	asm05670000120179001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2742	2742	2841.jp2	/asm0567/image/2841.jp2
Page 180																											asm0567000012						asm05670000120180001		23761660 Bytes	2137	3703	3140096836	RGB	8	600	asm05670000120180001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2743	2743	2842.jp2	/asm0567/image/2842.jp2
Page 181																											asm0567000012						asm05670000120181001		22674148 Bytes	2058	3669	2010612098	RGB	8	600	asm05670000120181001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2744	2744	2843.jp2	/asm0567/image/2843.jp2
Page 182																											asm0567000012						asm05670000120182001		23088120 Bytes	2080	3696	2713914482	RGB	8	600	asm05670000120182001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2745	2745	2844.jp2	/asm0567/image/2844.jp2
Page 183																											asm0567000012						asm05670000120183001		22981520 Bytes	2034	3762	1010172855	RGB	8	600	asm05670000120183001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2746	2746	2845.jp2	/asm0567/image/2845.jp2
Page 184																											asm0567000012						asm05670000120184001		23692828 Bytes	2101	3755	1922570769	RGB	8	600	asm05670000120184001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2747	2747	2846.jp2	/asm0567/image/2846.jp2
Page 185																											asm0567000012						asm05670000120185001		23347240 Bytes	2070	3756	2300957391	RGB	8	600	asm05670000120185001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2748	2748	2847.jp2	/asm0567/image/2847.jp2
Page 186																											asm0567000012						asm05670000120186001		23867732 Bytes	2133	3726	2486153283	RGB	8	600	asm05670000120186001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2749	2749	2848.jp2	/asm0567/image/2848.jp2
Page 187																											asm0567000012						asm05670000120187001		23380268 Bytes	2076	3750	2564084675	RGB	8	600	asm05670000120187001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2750	2750	2849.jp2	/asm0567/image/2849.jp2
Page 188																											asm0567000012						asm05670000120188001		24080516 Bytes	2142	3744	3604509099	RGB	8	600	asm05670000120188001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2751	2751	2850.jp2	/asm0567/image/2850.jp2
Page 189																											asm0567000012						asm05670000120189001		22888940 Bytes	2052	3714	1693542923	RGB	8	600	asm05670000120189001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2752	2752	2851.jp2	/asm0567/image/2851.jp2
Page 190																											asm0567000012						asm05670000120190001		23218692 Bytes	2076	3724	490503678	RGB	8	600	asm05670000120190001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2753	2753	2852.jp2	/asm0567/image/2852.jp2
Page 191																											asm0567000012						asm05670000120191001		23890624 Bytes	2118	3756	2012098603	RGB	8	600	asm05670000120191001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2754	2754	2853.jp2	/asm0567/image/2853.jp2
Page 192																											asm0567000012						asm05670000120192001		23821848 Bytes	2130	3724	2529660615	RGB	8	600	asm05670000120192001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2755	2755	2854.jp2	/asm0567/image/2854.jp2
Page 193																											asm0567000012						asm05670000120193001		23650060 Bytes	2100	3750	680321206	RGB	8	600	asm05670000120193001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2756	2756	2855.jp2	/asm0567/image/2855.jp2
Page 194																											asm0567000012						asm05670000120194001		24495220 Bytes	2142	3808	1713525432	RGB	8	600	asm05670000120194001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2757	2757	2856.jp2	/asm0567/image/2856.jp2
Page 195																											asm0567000012						asm05670000120195001		24130700 Bytes	2160	3720	3920249085	RGB	8	600	asm05670000120195001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2758	2758	2857.jp2	/asm0567/image/2857.jp2
Page 196																											asm0567000012						asm05670000120196001		23187104 Bytes	2100	3677	3010580015	RGB	8	600	asm05670000120196001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2759	2759	2858.jp2	/asm0567/image/2858.jp2
Page 197																											asm0567000012						asm05670000120197001		23089048 Bytes	2070	3714	1419853835	RGB	8	600	asm05670000120197001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2760	2760	2859.jp2	/asm0567/image/2859.jp2
Page 198																											asm0567000012						asm05670000120198001		24135436 Bytes	2148	3742	2269529677	RGB	8	600	asm05670000120198001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2761	2761	2860.jp2	/asm0567/image/2860.jp2
Page 199																											asm0567000012						asm05670000120199001		23327028 Bytes	2088	3720	1111298923	RGB	8	600	asm05670000120199001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2762	2762	2861.jp2	/asm0567/image/2861.jp2
Page 200																											asm0567000012						asm05670000120200001		23937140 Bytes	2140	3725	294630847	RGB	8	600	asm05670000120200001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2763	2763	2862.jp2	/asm0567/image/2862.jp2
Page 201																											asm0567000012						asm05670000120201001		22237572 Bytes	2028	3651	3270525051	RGB	8	600	asm05670000120201001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2764	2764	2863.jp2	/asm0567/image/2863.jp2
Page 202																											asm0567000012						asm05670000120202001		24127924 Bytes	2154	3730	388904818	RGB	8	600	asm05670000120202001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2765	2765	2864.jp2	/asm0567/image/2864.jp2
Page 203																											asm0567000012						asm05670000120203001		22451084 Bytes	2016	3708	2171324459	RGB	8	600	asm05670000120203001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2766	2766	2865.jp2	/asm0567/image/2865.jp2
Page 204																											asm0567000012						asm05670000120204001		23818156 Bytes	2130	3724	1352099919	RGB	8	600	asm05670000120204001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2767	2767	2866.jp2	/asm0567/image/2866.jp2
Page 205																											asm0567000012						asm05670000120205001		22236516 Bytes	2010	3684	1398120135	RGB	8	600	asm05670000120205001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2768	2768	2867.jp2	/asm0567/image/2867.jp2
Page 206																											asm0567000012						asm05670000120206001		23687552 Bytes	2118	3724	1761834053	RGB	8	600	asm05670000120206001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2769	2769	2868.jp2	/asm0567/image/2868.jp2
Page 207																											asm0567000012						asm05670000120207001		23086280 Bytes	2070	3714	2412647560	RGB	8	600	asm05670000120207001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2770	2770	2869.jp2	/asm0567/image/2869.jp2
Page 208																											asm0567000012						asm05670000120208001		24895148 Bytes	2179	3805	2875858808	RGB	8	600	asm05670000120208001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2771	2771	2870.jp2	/asm0567/image/2870.jp2
Page 209																											asm0567000012						asm05670000120209001		23339240 Bytes	2076	3744	1557747348	RGB	8	600	asm05670000120209001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2772	2772	2871.jp2	/asm0567/image/2871.jp2
Page 210																											asm0567000012						asm05670000120210001		24235876 Bytes	2157	3742	2606395935	RGB	8	600	asm05670000120210001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2773	2773	2872.jp2	/asm0567/image/2872.jp2
Page 211																											asm0567000012						asm05670000120211001		23261260 Bytes	2074	3735	3755539224	RGB	8	600	asm05670000120211001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2774	2774	2873.jp2	/asm0567/image/2873.jp2
Page 212																											asm0567000012						asm05670000120212001		24832244 Bytes	2219	3727	1156963120	RGB	8	600	asm05670000120212001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2775	2775	2874.jp2	/asm0567/image/2874.jp2
Page 213																											asm0567000012						asm05670000120213001		23239868 Bytes	2094	3696	2425147087	RGB	8	600	asm05670000120213001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2776	2776	2875.jp2	/asm0567/image/2875.jp2
Page 214																											asm0567000012						asm05670000120214001		24205808 Bytes	2154	3742	1178997161	RGB	8	600	asm05670000120214001.tif		2012-05-13	2012-05-13	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0567/id/2777	2777	2876.jp2	/asm0567/image/2876.jp2
