Title	Creator	Contibutors	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical Description	Language	Repository	Collection Title	Collection No.	Series	Container	Donor	Sponsor	Provenance	Rights	Copyright	Editor	Attention	Object No.	Digital ID	Type	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 20												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000004	00150000040022001	Text	image/tiff					3267	4235	0xED6DDDE			00150000040022001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/333	333	334.jp2	/chc0015/image/334.jp2
Page 21												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000004	00150000040023001	Text	image/tiff					3268	4286	0x6012359D			00150000040023001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/334	334	335.jp2	/chc0015/image/335.jp2
Page 22												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000004	00150000040024001	Text	image/tiff					3229	4235	0xDD25821E			00150000040024001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/335	335	336.jp2	/chc0015/image/336.jp2
Page 23												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000004	00150000040025001	Text	image/tiff					3240	4247	0x311CC6C1			00150000040025001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/336	336	337.jp2	/chc0015/image/337.jp2
Page 24												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000004	00150000040026001	Text	image/tiff					3256	4247	0x1D124CBD			00150000040026001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/337	337	338.jp2	/chc0015/image/338.jp2
Page 25												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000004	00150000040027001	Text	image/tiff					3256	4235	0x41A70BA1			00150000040027001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/338	338	339.jp2	/chc0015/image/339.jp2
Page 26												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000004	00150000040028001	Text	image/tiff					3229	4247	0xA4745CB6			00150000040028001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/339	339	340.jp2	/chc0015/image/340.jp2
Page 27												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000004	00150000040029001	Text	image/tiff					3267	4247	0x7598B632			00150000040029001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/340	340	341.jp2	/chc0015/image/341.jp2
Page 28												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000004	00150000040030001	Text	image/tiff					3240	4220	0x6FA31133			00150000040030001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/341	341	342.jp2	/chc0015/image/342.jp2
Page 29												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000004	00150000040031001	Text	image/tiff					3283	4235	0x5D5F9386			00150000040031001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/342	342	343.jp2	/chc0015/image/343.jp2
Page 30												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000004	00150000040032001	Text	image/tiff					3229	4220	0x21CE174C			00150000040032001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/343	343	344.jp2	/chc0015/image/344.jp2
Page 31												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000004	00150000040033001	Text	image/tiff					3240	4220	0x94206F7C			00150000040033001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/344	344	345.jp2	/chc0015/image/345.jp2
Page 32												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000004	00150000040034001	Text	image/tiff					3229	4235	0x3C4BB63F			00150000040034001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/345	345	346.jp2	/chc0015/image/346.jp2
Page 33												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000004	00150000040035001	Text	image/tiff					3229	4235	0x5A9983A5			00150000040035001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/346	346	347.jp2	/chc0015/image/347.jp2
Page 34												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000004	00150000040036001	Text	image/tiff					3240	4235	0x25346FDE			00150000040036001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/347	347	348.jp2	/chc0015/image/348.jp2
Page 35												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000004	00150000040037001	Text	image/tiff					3256	4220	0xE6E4D78E			00150000040037001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/348	348	349.jp2	/chc0015/image/349.jp2
Page [36]												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000004	00150000040038001	Text	image/tiff					3240	4208	0x3512011D			00150000040038001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/349	349	350.jp2	/chc0015/image/350.jp2
Page [37]												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000004	00150000040039001	Text	image/tiff					3240	4220	0xE4B70AB4			00150000040039001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/350	350	351.jp2	/chc0015/image/351.jp2
Page [38]												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000004	00150000040040001	Text	image/tiff					3229	4235	0x559854			00150000040040001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/351	351	352.jp2	/chc0015/image/352.jp2
Page [39]												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000004	00150000040041001	Text	image/tiff					3256	4247	0x6E47DAAC			00150000040041001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/352	352	353.jp2	/chc0015/image/353.jp2
Page [40]												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000004	00150000040042001	Text	image/tiff					3256	4208	0x3DED49B7			00150000040042001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/353	353	354.jp2	/chc0015/image/354.jp2
Page [41]												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000004	00150000040043001	Text	image/tiff					3267	4208	0xACBA8428			00150000040043001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/354	354	355.jp2	/chc0015/image/355.jp2
Page [42]												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000004	00150000040044001	Text	image/tiff					3267	4224	0x7B334C84			00150000040044001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/355	355	356.jp2	/chc0015/image/356.jp2
La Historia secreta del comunismo cubano y sus purgas	Arredondo Gutiérrez,  Alberto		Booklet on the history of Communism in Cuba, especially in the early 1960's		Communism -- Cuba -- History; Boti y Barreiro, Regino Eladio, 1878-1958; Castro, Fidel, 1926-; Cuba -- Foreign relations -- Soviet Union; Cuba -- History -- Revolution, 1959; Guevara, Ernesto, 1928-1967; Mella, Julio Antonio, 1903-1929; Núñez Jiménez, Antonio, 1923-1998; Peña, Lázaro, 1911-1974; Roca Calderío, Blas, 1908-1987; Rodríguez, Carlos Rafael, 1913-; Sánchez Manduley, Celia, 1920-1980; Valdés Menéndez, Ramiro, 1932-	Pamphlets	Editorial A.I.P., Miami, Florida	1965	1960-1970	Miami (Florida)	1 pamphlet	spa	University of Miami Libraries. Cuban Heritage Collection	Alberto Arrendondo Papers.	CHC0015	Series II.  Works by Alberto Arredondo, n.d., 1957-1965. Sub-series B.  Published Works.	Box No. 2;  Folder No. 2; Folder Title: La Historia Secreta del Comunismo Cubano y sus Purgas; Folder Date: 1965					http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000004		Text	image/tiff			000004									2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/356	356	357.cpd	/chc0015/image/357.cpd
Cover												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050001001	Text	image/tiff					3243	4207	0x73893C32			00150000050001001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/370	370	371.jp2	/chc0015/image/371.jp2
Table of contents												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050002001	Text	image/tiff					3281	4180	0xEF52278C			00150000050002001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/371	371	372.jp2	/chc0015/image/372.jp2
Table of contents												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050003001	Text	image/tiff					3269	4180	0x81660A07			00150000050003001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/372	372	373.jp2	/chc0015/image/373.jp2
Table of contents												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050004001	Text	image/tiff					3269	4195	0x8BDAF30D			00150000050004001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/373	373	374.jp2	/chc0015/image/374.jp2
Page [1]												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050005001	Text	image/tiff					3281	4195	0xA0DF6C73			00150000050005001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/374	374	375.jp2	/chc0015/image/375.jp2
Page 2												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050006001	Text	image/tiff					3281	4195	0xA66AE489			00150000050006001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/375	375	376.jp2	/chc0015/image/376.jp2
Page 3												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050007001	Text	image/tiff					3269	4169	0x789ACDF7			00150000050007001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/376	376	377.jp2	/chc0015/image/377.jp2
Page 4												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050008001	Text	image/tiff					3258	4195	0x9AC0D557			00150000050008001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/377	377	378.jp2	/chc0015/image/378.jp2
Page 5												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050009001	Text	image/tiff					3269	4195	0xC829655			00150000050009001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/378	378	379.jp2	/chc0015/image/379.jp2
Page 6												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050010001	Text	image/tiff					3281	4195	0x2437D39A			00150000050010001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/379	379	380.jp2	/chc0015/image/380.jp2
Page 7												spa										http://merrick.library.miami.edu/digitalprojects/copyright.html	jmc; cme		0015000005	00150000050011001	Text	image/tiff					3258	4180	0x9A317246			00150000050011001.tif		2012-08-02	2012-08-02	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0015/id/380	380	381.jp2	/chc0015/image/381.jp2
