Title	Translated Title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical Description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Object ID	Upload ID	Digital ID	Type	Date Digital	Format	Hardware	Software	Directory	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
View of the bay from a street in Baranquilla, Colombia					Item No. 252	Barranquilla (Colombia); Bays; Automobiles; Panoramic views	Photographs				Barranquilla (Colombia)	1 b&w photograph; 7 x 10.7 cm.			University of Miami Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 5; Folder Title: Colombia by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260001600001001	Image	2010-11-10	image/tiff				13225828 Bytes	2620	1680	1011516742	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260001600001001.tif		2011-03-15	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/246	246	306.jp2	/chc0126/image/306.jp2
Construction of drainage system in San Miguel, El Salvador		Magoon, Estus H.			Item No. 786	Drainage; San Miguel (El Salvador); Ditches; Trees; Construction workers	Photographs				San Miguel (El Salvador)	1 b&w photograph; 6.5 x 4.5 cm.			University of Miami Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: El Salvador by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260006480001001	Image		image/tiff				5205356 Bytes	1110	1558	1890188014	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260006480001001.tif		2011-03-15	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/247	247	275.jp2	/chc0126/image/275.jp2
Construction of a railroad in Magdalena River, Colombia					Item No. 271	Barranquilla (Colombia); Railroads; Magdalena River (Colombia); Boats	Photographs				Magdalena River (Colombia)	1 b&w photograph; 6.5 x 11 cm.			University of Miami Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 5; Folder Title: Colombia by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260001760001001	Image	2010-11-10	image/tiff				13205500 Bytes	2673	1644	3680652679	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260001760001001.tif		2011-03-15	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/248	248	277.jp2	/chc0126/image/277.jp2
Dome covering spring in San Miguel, El Salvador		Magoon, Estus H.			Item No. 791; Written on verso: "Comagua, San Miguel"	Waterworks; Springs; San Miguel (El Salvador); Domes	Photographs				San Miguel (El Salvador)	1 b&w photograph; 4.8 x 7.2 cm.	spa		University of Miami Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: El Salvador by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260006530001001	Image		image/tiff				6192252 Bytes	1737	1185	2735205441	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260006530001001.tif		2011-03-15	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/249	249	223.jp2	/chc0126/image/223.jp2
Street scene in La Unión, El Salvador		Magoon, Estus H.			Item No. 834	La Unión (El Salvador); Streets -- El Salvador; Pedestrians; Automobiles	Photographs		1924	1920-1930	La Unión (El Salvador)	1 b&w photograph; 6.9 x 10.2 cm.			University of Miami Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: El Salvador by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260006940001001	Image		image/tiff				12279012 Bytes	2446	1671	3179839415	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260006940001001.tif		2011-03-15	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/250	250	267.jp2	/chc0126/image/267.jp2
View of buildings and mountains in San Salvador, El Salvador		Magoon, Estus H.			Item No. 818	San Salvador (El Salvador); Mountains; Buildings; Tiles, Roofing	Photographs				San Salvador (El Salvador)	1 b&w photograph; 6.8 x 11.5 cm.			University of Miami Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: El Salvador by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260006790001001	Image		image/tiff				14236016 Bytes	2788	1700	2004215233	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260006790001001.tif		2011-03-15	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/251	251	220.jp2	/chc0126/image/220.jp2
Three wheelbarrows		Magoon, Estus H.			Item No. 757	Wheelbarrows; Gardening; El Salvador	Photographs				El Salvador	1 b&w photograph; 6.8 x 11.4 cm.			University of Miami Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 5; Folder Title: El Salvador by subject			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260006190001001	Image		image/tiff				14004268 Bytes	2761	1688	16386730	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260006190001001.tif		2011-03-15	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/252	252	313.jp2	/chc0126/image/313.jp2
Man standing next to three small children at railway station in La Union, El Salvador		Magoon, Estus H.			Item No. 833	Railroad stations; La Unión (El Salvador); Children; Trees	Photographs				La Unión (El Salvador)	1 b&w photograph; 6.9 x 10.2 cm.			University of Miami Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: El Salvador by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260006930001001	Image		image/tiff				12405536 Bytes	2458	1680	3372594841	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260006930001001.tif		2011-03-15	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/253	253	249.jp2	/chc0126/image/249.jp2
Parade of floats in the August Festival in San Salvador, El Salvador		Magoon, Estus H.			Item No. 796	San Salvador (El Salvador); Floats (Parades); Festivals; Streets -- El Salvador	Photographs				San Salvador (El Salvador)	1 b&w photograph; 6.6 x 11.2 cm.			University of Miami Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: El Salvador by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260006580001001	Image		image/tiff				13024052 Bytes	2703	1604	1464014794	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260006580001001.tif		2011-03-15	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/254	254	254.jp2	/chc0126/image/254.jp2
View of Sonsonate, El Salvador		Magoon, Estus H.			Item No. 830	Sonsonate (El Salvador); Bridges; Dwellings; Mountains	Photographs				Sonsonate (El Salvador)	1 b&w photograph; 7 x 11.5 cm.			University of Miami Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: El Salvador by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260006900001001	Image		image/tiff				14005656 Bytes	2738	1703	230102487	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260006900001001.tif		2011-03-15	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/255	255	222.jp2	/chc0126/image/222.jp2
View of the swimming pool of Hotel del Prado in Barranquilla, Colombia					Item No. 257	Barranquilla (Colombia); Hotels; Swimming pools	Photographs		1940-04-14	1940-1950	Barranquilla (Colombia)	1 b&w photograph; 7.2 x 11.3 cm.			University of Miami Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 5; Folder Title: Colombia by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260001640001001	Image	2010-11-10	image/tiff				14470808 Bytes	2752	1750	1601185772	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260001640001001.tif		2011-03-15	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/256	256	269.jp2	/chc0126/image/269.jp2
Street scene in El Salvador		Magoon, Estus H.			Item No. 768	Construction projects; Streets -- El Salvador	Photographs				El Salvador	1 b&w photograph; 7.2 x 11.7 cm.			University of Miami Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 5; Folder Title: El Salvador by subject			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260006300001001	Image		image/tiff				15116500 Bytes	2844	1769	457285118	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260006300001001.tif		2011-03-15	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/257	257	281.jp2	/chc0126/image/281.jp2
Parade of floats in the August Festival in San Salvador, El Salvador		Magoon, Estus H.			Item No. 797	San Salvador (El Salvador); Floats (Parades); Festivals; Streets -- El Salvador	Photographs				San Salvador (El Salvador)	1 b&w photograph; 6.7 x 11.3 cm.			University of Miami Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: El Salvador by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260006590001001	Image		image/tiff				13564952 Bytes	2727	1656	2681930367	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260006590001001.tif		2011-03-15	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/258	258	272.jp2	/chc0126/image/272.jp2
View of the swimming pool of Hotel del Prado in Barranquilla, Colombia					Item No. 259; Written on verso: "Pool in court of Hotel del Prado in Barranquilla, Colombia"	Barranquilla (Colombia); Hotels; Swimming pools; Trees	Photographs				Barranquilla (Colombia)	1 b&w photograph; 6.5 x 11 cm.	eng		University of Miami Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 5; Folder Title: Colombia by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260001660001001	Image	2010-11-10	image/tiff				12695752 Bytes	1560	2708	1614736858	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260001660001001.tif		2011-03-15	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/259	259	259.jp2	/chc0126/image/259.jp2
View of buildings and mountains in San Salvador, El Salvador		Magoon, Estus H.			Item No. 816	San Salvador (El Salvador); Mountains; Buildings; Tiles, Roofing	Photographs				San Salvador (El Salvador)	1 b&w photograph; 6.7 x 11.2 cm.			University of Miami Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: El Salvador by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260006770001001	Image		image/tiff				13483136 Bytes	2704	1660	655560705	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260006770001001.tif		2011-03-15	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/260	260	263.jp2	/chc0126/image/263.jp2
Parade of floats in the August Festival in San Salvador, El Salvador		Magoon, Estus H.			Item No. 798	San Salvador (El Salvador); Floats (Parades); Festivals; Streets -- El Salvador	Photographs				San Salvador (El Salvador)	1 b&w photograph; 6.7 x 11.4 cm.			University of Miami Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: El Salvador by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260006600001001	Image		image/tiff				13601612 Bytes	1652	2741	4264759866	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260006600001001.tif		2011-03-15	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/261	261	234.jp2	/chc0126/image/234.jp2
View of a railroad in Bocas de Cenizas, Colombia					Item No. 264; Bocas de Ceniza is the outlet point of Magdalena River in Colombia to the Caribbean Sea	Barranquilla (Colombia); Railroads; Magdalena River (Colombia)	Photographs		1940-04-21	1940-1950	Barranquilla (Colombia)	1 b&w photograph; 6.4 x 11.1 cm.			University of Miami Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 5; Folder Title: Colombia by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260001690001001	Image	2010-11-10	image/tiff				12745468 Bytes	2693	1575	485138372	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260001690001001.tif		2011-03-15	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/262	262	233.jp2	/chc0126/image/233.jp2
View of Carrera Hospital in Barranquilla, Colombia					Item No. 255; Written on verso: "Carrera Hospital, April 19, 1940"	Barranquilla (Colombia); Hospitals; Streets	Photographs		1940-04-19	1940-1950	Barranquilla (Colombia)	1 b&w photograph; 6.5 x 11 cm.	eng		University of Miami Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 5; Folder Title: Colombia by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260001620001001	Image	2010-11-10	image/tiff				13037732 Bytes	2668	1626	3075836538	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260001620001001.tif		2011-03-15	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/263	263	284.jp2	/chc0126/image/284.jp2
View of houses and mountains in San Miguel, El Salvador		Magoon, Estus H.			Item No. 815	San Miguel (El Salvador); Dwellings; Mountains; Tiles, Roofing	Photographs		1940-01-23	1940-1950	San Miguel (El Salvador)	1 b&w photograph; 4.6 x 6.8 cm.			University of Miami Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: El Salvador by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260006760001001	Image		image/tiff				5427124 Bytes	1629	1107	1327522405	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260006760001001.tif		2011-03-15	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/264	264	271.jp2	/chc0126/image/271.jp2
Damaged pavement due to a leak in the water pipes in San Salvador, El Salvador		Magoon, Estus H.			Item No. 808	Pavements; San Salvador (El Salvador); Streets -- El Salvador; Pedestrians	Photographs				San Salvador (El Salvador)	1 b&w photograph; 6.2 x 10.8 cm.			University of Miami Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: El Salvador by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260006690001001	Image		image/tiff				12189504 Bytes	2645	1534	1773343917	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260006690001001.tif		2011-03-15	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/265	265	251.jp2	/chc0126/image/251.jp2
Concrete pipe for waterworks in Bogotá, Colombia					Item No. 265; Written on verso: "Jan. 10, 1937, 24" concrete pipe of 12' length for waterworks of Bogotá, "American Contractor"	Waterfronts; Water-pipes; Concrete; Bogotá (Colombia); Streets; Bricks	Photographs		1937-01-10	1930-1940	Bogotá (Colombia)	1 b&w photograph; 6.5 x 11.1 cm.	eng		University of Miami Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 5; Folder Title: Colombia by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260001700001001	Image	2010-11-10	image/tiff				12801588 Bytes	2672	1594	2736717804	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260001700001001.tif		2011-03-15	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/266	266	282.jp2	/chc0126/image/282.jp2
View of ponds of old river channels in Magdalena River Valley, Colombia					Item No. 270; Written on verso: "Magdalena River Valley Colombia, showing ponds of old river channels"	Magdalena River Valley (Colombia); Rivers; Aerial views	Photographs				Magdalena River Valley (Colombia)	1 b&w photograph; 6.5 x 11.2 cm.	eng		University of Miami Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 5; Folder Title: Colombia by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260001750001001	Image	2010-11-10	image/tiff				13272216 Bytes	2715	1627	2565126565	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260001750001001.tif		2011-03-15	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/267	267	239.jp2	/chc0126/image/239.jp2
View of Hotel del Prado in Barranquilla, Colombia					Item No. 258; Written on verso: "Hotel Prado Barranquilla, April 1940"	Barranquilla (Colombia); Hotels; Swimming pools	Photographs		1940-04	1940-1950	Barranquilla (Colombia)	1 b&w photograph; 6.5 x 11.1 cm.	spa		University of Miami Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 5; Folder Title: Colombia by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260001650001001	Image	2010-11-10	image/tiff				12752920 Bytes	2696	1574	219235195	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260001650001001.tif		2011-03-15	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/268	268	217.jp2	/chc0126/image/217.jp2
Street scene in El Salvador		Magoon, Estus H.			Item No. 761	Streets -- El Salvador; Horses; Pedestrians	Photographs				El Salvador	1 b&w photograph; 7.2 x 11.6 cm.			University of Miami Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 5; Folder Title: El Salvador by subject			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260006230001001	Image		image/tiff				14756468 Bytes	2797	1756	2651748821	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260006230001001.tif		2011-03-15	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/269	269	250.jp2	/chc0126/image/250.jp2
Men collecting water from a water pump		Magoon, Estus H.			Item No. 765	Water pumps; Rural life; Waterworks; Oxen; El Salvador	Photographs				El Salvador	1 b&w photograph; 7.2 x 11.3 cm.			University of Miami Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 5; Folder Title: El Salvador by subject			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260006270001001	Image		image/tiff				14212656 Bytes	2737	1728	618997189	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260006270001001.tif		2011-03-15	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/270	270	270.jp2	/chc0126/image/270.jp2
Girls carrying earthern jars in Usulután, El Salvador		Magoon, Estus H.			Item No. 835; Written on verso: "Enero 23, 1940, Usulután"; Usulután is a department of El Salvador in the southeast of the country	Usulután (El Salvador); Women; Pottery; Trees	Photographs		1940-01-23	1940-1950	Usulután (El Salvador)	1 b&w photograph; 7 x 11.5 cm.	spa		University of Miami Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: El Salvador by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260006950001001	Image		image/tiff				14255088 Bytes	2737	1734	377787665	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260006950001001.tif		2011-03-15	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/271	271	283.jp2	/chc0126/image/283.jp2
View of bayside in Barranquilla, Colombia					Item No. 251	Bays; Automobiles; Harbors; Boats; Buildings; Barranquilla (Colombia)	Photographs				Barranquilla (Colombia)	1 b&w photograph; 7 x 11.3 cm.			University of Miami Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 5; Folder Title: Colombia by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260001590001001	Image	2010-11-10	image/tiff				14246984 Bytes	2744	1728	3328407505	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260001590001001.tif		2011-03-15	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/272	272	312.jp2	/chc0126/image/312.jp2
Concrete block		Magoon, Estus H.			Item No. 764	Concrete; Molds; El Salvador	Photographs				El Salvador	1 b&w photograph; 7 x 11.3 cm.			University of Miami Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 5; Folder Title: El Salvador by subject			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260006260001001	Image		image/tiff				13889144 Bytes	2745	1684	209440143	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260006260001001.tif		2011-03-15	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/273	273	289.jp2	/chc0126/image/289.jp2
Tower for chlorine distribution in La Danta, San Salvador		Magoon, Estus H.			Item No. 812; Written on verso: "Tower for chlorine distribution at La Danta, San Salvador Water Supply (Later MSV machine replaced MDAM machine used with diffusor to buttom of tower shown)"	Waterworks; Ahuachapán (El Salvador); Water-pipes; Trees	Photographs				Ahuachapán (El Salvador)	1 b&w photograph; 10.2 x 6.8 cm.	eng		University of Miami Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: El Salvador by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260006730001001	Image		image/tiff				12509360 Bytes	1701	2448	3990083451	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260006730001001.tif		2011-03-15	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/274	274	256.jp2	/chc0126/image/256.jp2
Parade of floats in the August Festival in San Salvador, El Salvador		Magoon, Estus H.			Item No. 803	San Salvador (El Salvador); Floats (Parades); Festivals; Streets -- El Salvador	Photographs				San Salvador (El Salvador)	1 b&w photograph; 6.5 x 11.2			University of Miami Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: El Salvador by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260006650001001	Image		image/tiff				13307868 Bytes	2703	1639	2869929979	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260006650001001.tif		2011-03-15	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/275	275	265.jp2	/chc0126/image/265.jp2
Stones covering an inlet in San Salvador, El Salvador		Magoon, Estus H.			Item No. 806	Sewage; Waterworks; San Salvador (El Salvador)	Photographs				San Salvador (El Salvador)	1 b&w photograph; 6.4 x 9 cm.			University of Miami Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: El Salvador by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260006670001001	Image		image/tiff				10002552 Bytes	2146	1551	18815504	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260006670001001.tif		2011-03-15	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/276	276	266.jp2	/chc0126/image/266.jp2
Street scene in El Salvador		Magoon, Estus H.			Item No. 760	Streets -- El Salvador; Pedestrians	Photographs				El Salvador	1 b&w photograph; 7 x 11.5 cm.			University of Miami Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 5; Folder Title: El Salvador by subject			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260006220001001	Image		image/tiff				14050120 Bytes	2757	1696	1681494168	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260006220001001.tif		2011-03-15	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/277	277	227.jp2	/chc0126/image/227.jp2
Loading of the Atlántico cargo ship in Barranquilla, Colombia					Item No. 260	Barranquilla (Colombia); Cargo ships; Harbors; Boats; Bags	Photographs				Barranquilla (Colombia)	1 b&w photograph; 7.2 x 11.5 cm.			University of Miami Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 5; Folder Title: Colombia by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260001670001001	Image	2010-11-10	image/tiff				14815192 Bytes	2808	1756	933922901	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260001670001001.tif		2011-03-15	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/278	278	302.jp2	/chc0126/image/302.jp2
Marching band at August Festival in San Salvador, El Salvador		Magoon, Estus H.			Item No. 800	San Salvador (El Salvador); Marching bands; Festivals; Streets -- El Salvador	Photographs				San Salvador (El Salvador)	1 b&w photograph; 6.5 x 11.1 cm.			University of Miami Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: El Salvador by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260006620001001	Image		image/tiff				12900528 Bytes	2679	1603	3763503397	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260006620001001.tif		2011-03-15	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/279	279	257.jp2	/chc0126/image/257.jp2
Construction of a dam in El Salvador		Magoon, Estus H.			Item No. 769	Dams; Construction projects; El Salvador	Photographs				El Salvador	1 b&w photograph; 7 x 11.5 cm.			University of Miami Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 5; Folder Title: El Salvador by subject			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260006310001001	Image		image/tiff				14602864 Bytes	2793	1740	879794930	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260006310001001.tif		2011-03-15	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/280	280	258.jp2	/chc0126/image/258.jp2
Water pressure study with a pitometer in San Salvador, El Salvador		Magoon, Estus H.			Item No. 828; Written on verso: "Probably El Salvador"	Waterworks; San Salvador (El Salvador); Water-meters	Photographs		1924-08-15	1920-1930	San Salvador (El Salvador)	1 b&w photograph; 7 x 10.2 cm.			University of Miami Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: El Salvador by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260006880001001	Image		image/tiff				12289040 Bytes	2448	1671	2463175471	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260006880001001.tif		2011-03-15	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/281	281	225.jp2	/chc0126/image/225.jp2
Buzzards in the roof of a building in San Salvador, El Salvador		Magoon, Estus H.			Item No. 823	San Salvador (El Salvador); Buzzards; Buildings; Tiles, Roofing	Photographs				San Salvador (El Salvador)	1 b&w photograph; 7.3 x 11.5 cm.			University of Miami Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: El Salvador by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260006830001001	Image		image/tiff				15081432 Bytes	2799	1794	2525846011	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260006830001001.tif		2011-03-15	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/282	282	232.jp2	/chc0126/image/232.jp2
View of church towers in San Miguel, El Salvador		Magoon, Estus H.			Item No. 790; Written on verso: "San Miguel"	Church buildings; San Miguel (El Salvador); Streets -- El Salvador; Electric lines -- Poles and towers	Photographs				San Miguel (El Salvador)	1 b&w photograph; 6.5 x 4.7 cm.	spa		University of Miami Cuban Heritage Collection	Estus H. Magoon Collection	CHC0126		Box No. 6; Folder Title: El Salvador by place			axr			http://merrick.library.miami.edu/digitalprojects/copyright.html			chc01260006520001001	Image		image/tiff				5592348 Bytes	1171	1587	2871542035	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc01260006520001001.tif		2011-03-15	2011-10-26	http://merrick.library.miami.edu:80/cdm/ref/collection/chc0126/id/283	283	231.jp2	/chc0126/image/231.jp2
