Title	Translated title	Creator	Contributors	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Upload ID	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Wifredo Lam letter to Marta Frayde Barraqué, December 1962		Lam, Wifredo		Wifredo Lam mentions his son Timour recovering from meningitis thanks to the Swedish doctors that treated him.		Lam, Wifredo; Frayde, Martha, 1920-	Correspondence		1962-12	1960-1970	Falun, Sweden	1 letter	spa		University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223		Box No.1; Folder No. 2;  Folder Title: Martha Frayde Barraqué Papers Correspondence from Lam, Wifredo;  Folder Date: 1962			axr; sr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5223000015	Text																2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/70	70	71.cpd	/chc5223/supp/70/index.pdf
Page 1															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000040001001	image/tiff	56056940 Bytes	3844	4859	627475264	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000040001001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/71	71	72.jp2	/chc5223/image/72.jp2
Page 2															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000040002001	image/tiff	56128544 Bytes	3834	4878	2640529292	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000040002001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/72	72	73.jp2	/chc5223/image/73.jp2
Wifredo Lam letter to Marta Frayde Barraqué		Lam, Wifredo		Wifredo Lam mentions working in Paris at a place called Piano Piano and at the bottom of the letter he asks Martha Frayde Barraqué to send him a copy of the book La Rama Dorada, by Frazer.		Lam, Wifredo; Frayde, Martha, 1920-	Correspondence					1 letter	spa		University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223		Box No.1; Folder No. 1;  Folder Title: Martha Frayde Barraqué Papers Correspondence from Lam, Wifredo;  Folder Date: n.d.			axr; sr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5223000004	Text																2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/73	73	74.cpd	/chc5223/supp/73/index.pdf
Page 1															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000310001001	image/tiff	51188776 Bytes	3760	4536	80507639	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000310001001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/74	74	75.jp2	/chc5223/image/75.jp2
Page 2															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000310002001	image/tiff	51555292 Bytes	3772	4554	3540920158	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000310002001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/75	75	76.jp2	/chc5223/image/76.jp2
Wifredo Lam letter to Marta Frayde Barraqué, November 26, 1964		Lam, Wifredo				Lam, Wifredo; Frayde, Martha, 1920-	Correspondence		1964-11-26	1960-1970	Albisola, Italy	1 letter	spa		University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223		Box No.1; Folder No. 4;  Folder Title: Martha Frayde Barraqué Papers Correspondence from Lam, Wifredo;  Folder Date: 1964			axr; sr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5223000031	Text																2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/76	76	77.cpd	/chc5223/supp/76/index.pdf
Page 1															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000170001001	image/tiff	121017448 Bytes	5257	7672	4222974929	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000170001001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/77	77	78.jp2	/chc5223/image/78.jp2
Page 2															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000170002001	image/tiff	122160204 Bytes	5297	7686	377690617	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000170002001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/78	78	79.jp2	/chc5223/image/79.jp2
Wifredo Lam letter to Marta Frayde Barraqué, 1963		Lam, Wifredo		Page 2 contains a sketch.		Lam, Wifredo; Frayde, Martha, 1920-	Correspondence		1963	1960-1970		1 letter	spa; fre		University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223		Box No.1; Folder No. 3;  Folder Title: Martha Frayde Barraqué Papers Correspondence from Lam, Wifredo;  Folder Date: 1963			axr; sr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5223000017	Text																2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/79	79	80.cpd	/chc5223/supp/79/index.pdf
Page 1															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000140001001	image/tiff	50966372 Bytes	3786	4485	1020681922	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000140001001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/80	80	81.jp2	/chc5223/image/81.jp2
Page 2															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000140002001	image/tiff	51481216 Bytes	3822	4488	1319854938	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000140002001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/81	81	82.jp2	/chc5223/image/82.jp2
Wifredo Lam letter to Marta Frayde Barraqué, November 22, 1962		Lam, Wifredo		Wifredo Lam mentions his son Timour being diagnosed in a Swedish clinic with meningitis.		Lam, Wifredo; Frayde, Martha, 1920-	Correspondence		1962-11-22	1960-1970	Albisola, Italy	1 letter	spa		University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223		Box No.1; Folder No. 2;  Folder Title: Martha Frayde Barraqué Papers Correspondence from Lam, Wifredo;  Folder Date: 1962			axr; sr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5223000014	Text																2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/82	82	83.cpd	/chc5223/supp/82/index.pdf
Page 1															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000340001001	image/tiff	56503928 Bytes	3792	4965	3674051294	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000340001001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/83	83	84.jp2	/chc5223/image/84.jp2
Page 2															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000340002001	image/tiff	55812468 Bytes	3750	4959	2657864297	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000340002001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/84	84	85.jp2	/chc5223/image/85.jp2
Wifredo Lam letter to Marta Frayde Barraqué, January 29, 1965		Lam, Wifredo				Lam, Wifredo; Frayde, Martha, 1920-	Correspondence		1965-01-29	1960-1970	Albisola, Italy	1 letter	spa		University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223		Box No.1; Folder No. 5;  Folder Title: Martha Frayde Barraqué Papers Correspondence from Lam, Wifredo;  Folder Date: 1965			axr; sr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5223000034	Text																2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/85	85	86.cpd	/chc5223/supp/85/index.pdf
Page 1															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000160001001	image/tiff	34210144 Bytes	3900	2922	1899298490	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000160001001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/86	86	87.jp2	/chc5223/image/87.jp2
Page 2															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000160002001	image/tiff	34861096 Bytes	3918	2964	3733447083	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000160002001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/87	87	88.jp2	/chc5223/image/88.jp2
Envelope addressed to Marta Frayde and Beba Sifontas at their address in Paris, December 21, 1962		Lam, Wifredo				Lam, Wifredo; Frayde, Martha, 1920-	Correspondence		1962-12-21	1960-1970	Falun, Sweden	1 envelope	spa		University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223		Box No.1; Folder No. 2;  Folder Title: Martha Frayde Barraqué Papers Correspondence from Lam, Wifredo;  Folder Date: 1962			axr; sr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5223000016	Text																2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/88	88	89.cpd	/chc5223/supp/88/index.pdf
Page 1															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000100001001	image/tiff	56242528 Bytes	3779	4959	558892372	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000100001001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/89	89	90.jp2	/chc5223/image/90.jp2
Page 2															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000100002001	image/tiff	56394148 Bytes	3780	4971	3019196346	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000100002001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/90	90	91.jp2	/chc5223/image/91.jp2
Wifredo Lam letter to Marta Frayde Barraqué, January 18, 1962		Lam, Wifredo				Lam, Wifredo; Frayde, Martha, 1920-	Correspondence		1962-01-18	1960-1970	Albisola, Italy	1 letter	spa		University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223		Box No.1; Folder No. 2;  Folder Title: Martha Frayde Barraqué Papers Correspondence from Lam, Wifredo;  Folder Date: 1962			axr; sr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5223000010	Text																2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/91	91	92.cpd	/chc5223/supp/91/index.pdf
Page 1															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000190001001	image/tiff	52867496 Bytes	3784	4655	2727542606	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000190001001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/92	92	93.jp2	/chc5223/image/93.jp2
Page 2															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000190002001	image/tiff	52861824 Bytes	3795	4641	1773219812	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000190002001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/93	93	94.jp2	/chc5223/image/94.jp2
Wifredo Lam letter to Marta Frayde Barraqué, August 22, 1963		Lam, Wifredo				Lam, Wifredo; Frayde, Martha, 1920-	Correspondence		1963-08-22	1960-1970	Albisola, Italy	1 letter	spa		University of Miami Libraries. Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223		Box No.1; Folder No. 3;  Folder Title: Martha Frayde Barraqué Papers Correspondence from Lam, Wifredo;  Folder Date: 1963			axr; sr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5223000019	Text																2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/94	94	95.cpd	/chc5223/supp/94/index.pdf
Page 1															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000080001001	image/tiff	97566040 Bytes	5204	6248	4128861078	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000080001001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/95	95	96.jp2	/chc5223/image/96.jp2
Page 2															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000080002001	image/tiff	97691728 Bytes	5240	6213	546186729	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000080002001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/96	96	97.jp2	/chc5223/image/97.jp2
Wifredo Lam letter to Marta Frayde Barraqué		Lam, Wifredo				Lam, Wifredo; Frayde, Martha, 1920-	Correspondence					1 letter	spa		University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223		Box No.1; Folder No. 1;  Folder Title: Martha Frayde Barraqué Papers Correspondence from Lam, Wifredo;  Folder Date: n.d.			axr; sr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5223000008	Text																2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/97	97	98.cpd	/chc5223/supp/97/index.pdf
Page 1															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000130001001	image/tiff	50872448 Bytes	3546	4780	1733249535	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000130001001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/98	98	99.jp2	/chc5223/image/99.jp2
Page 2															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000130002001	image/tiff	50416744 Bytes	3526	4764	3473978699	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000130002001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/99	99	100.jp2	/chc5223/image/100.jp2
Wifredo Lam letter to Marta Frayde Barraqué, November 19, 1962		Lam, Wifredo				Lam, Wifredo; Frayde, Martha, 1920-	Correspondence		1962-11-19	1960-1970	Albisola, Italy	1 letter	spa; ita		University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223		Box No.1; Folder No. 2;  Folder Title: Martha Frayde Barraqué Papers Correspondence from Lam, Wifredo;  Folder Date: 1962			axr; sr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5223000013	Text																2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/100	100	101.cpd	/chc5223/supp/100/index.pdf
Page 1															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000110001001	image/tiff	51747096 Bytes	3816	4518	427726800	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000110001001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/101	101	102.jp2	/chc5223/image/102.jp2
Page 2															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000110002001	image/tiff	51092584 Bytes	3767	4519	3341154176	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000110002001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/102	102	103.jp2	/chc5223/image/103.jp2
Wifredo Lam letter to Marta Frayde Barraqué, October 24, 1962		Lam, Wifredo				Lam, Wifredo; Frayde, Martha, 1920-	Correspondence		1962-10-24	1960-1970	Albisola, Italy	1 letter	spa; fre		University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223		Box No.1; Folder No. 2;  Folder Title: Martha Frayde Barraqué Papers Correspondence from Lam, Wifredo;  Folder Date: 1962			axr; sr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5223000011	Text																2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/103	103	104.cpd	/chc5223/supp/103/index.pdf
Page 1															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000240001001	image/tiff	52731040 Bytes	3780	4648	732105434	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000240001001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/104	104	105.jp2	/chc5223/image/105.jp2
Page 2															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000240002001	image/tiff	53374196 Bytes	3822	4653	68076625	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000240002001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/105	105	106.jp2	/chc5223/image/106.jp2
Wifredo Lam letter to Marta Frayde Barraqué, January 28, 1964		Lam, Wifredo				Lam, Wifredo; Frayde, Martha, 1920-	Correspondence		1964-01-28	1960-1970	Albisola, Italy	1 letter	spa		University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223		Box No.1; Folder No. 4;  Folder Title: Martha Frayde Barraqué Papers Correspondence from Lam, Wifredo;  Folder Date: 1964			axr; sr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5223000024	Text																2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/106	106	107.cpd	/chc5223/supp/106/index.pdf
Page 1															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000370001001	image/tiff	96648828 Bytes	5024	6411	4145440909	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000370001001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/107	107	108.jp2	/chc5223/image/108.jp2
Page 2															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000370002001	image/tiff	96332768 Bytes	5006	6413	3022416083	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000370002001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/108	108	109.jp2	/chc5223/image/109.jp2
Wifredo Lam letter to Marta Frayde Barraqué, December 28, 1966		Lam, Wifredo				Lam, Wifredo; Frayde, Martha, 1920-	Correspondence		1966-12-28	1960-1970	Paris, France	1 letter	spa		University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223		Box No.1; Folder No. 6;  Folder Title: Martha Frayde Barraqué Papers Correspondence from Lam, Wifredo;  Folder Date: 1966			axr; sr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5223000037	Text																2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/109	109	110.cpd	/chc5223/supp/109/index.pdf
Page 1															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000360001001	image/tiff	53789660 Bytes	3588	4995	1111398354	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000360001001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/110	110	111.jp2	/chc5223/image/111.jp2
Page 2															University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223											Text					chc52230000360002001	image/tiff	53824396 Bytes	3589	4997	3874336100	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000360002001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/111	111	112.jp2	/chc5223/image/112.jp2
Wifredo Lam letter to Marta Frayde Barraqué, January 30, 1966		Lam, Wifredo				Lam, Wifredo; Frayde, Martha, 1920-	Correspondence		1966-01-30	1960-1970	Stockholm, Sweden	1 letter	spa		University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223		Box No.1; Folder No. 6;  Folder Title: Martha Frayde Barraqué Papers Correspondence from Lam, Wifredo;  Folder Date: 1966			axr; sr		http://merrick.library.miami.edu/digitalprojects/copyright.html			chc5223000036	Text																2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/112	112	113.cpd	/chc5223/supp/112/index.pdf
Envelope addressed to Marta Frayde Barraqué, August 26, 1964		Lam, Wifredo				Lam, Wifredo; Frayde, Martha, 1920-	Correspondence		1964-08-26	1960-1970	Albisola, Italy	1 envelope	spa		University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223		Box No.1; Folder No. 4; Folder Title: Martha Frayde Barraqué Papers Correspondence from Lam, Wifredo; Folder Date: 1964			axr; sr		http://merrick.library.miami.edu/digitalprojects/copyright.html				Text					chc52230000230001001	image/tiff	35936028 Bytes	3985	3004	4153762890	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000230001001.tif		2009-11-19	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/113	113	114.jp2	/chc5223/image/114.jp2
Wifredo Lam letter to Marta Frayde Barraqué		Lam, Wifredo		Letter contains a drawing at center.		Lam, Wifredo; Frayde, Martha, 1920-	Correspondence					1 letter	spa		University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223		Box No.1; Folder No. 1; Folder Title: Martha Frayde Barraqué Papers Correspondence from Lam, Wifredo; Folder Date: n.d.			axr; sr		http://merrick.library.miami.edu/digitalprojects/copyright.html				Text					chc52230000070001001	image/tiff	95846892 Bytes	5244	6091	3456418354	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000070001001.tif		2009-11-19	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/114	114	115.jp2	/chc5223/image/115.jp2
Wifredo Lam letter to Marta Frayde Barraqué, February 28, 1964		Lam, Wifredo				Lam, Wifredo; Frayde, Martha, 1920-	Correspondence		1964-02-28	1960-1970	Albisola, Italy	1 letter	spa		University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223		Box No.1; Folder No. 4; Folder Title: Martha Frayde Barraqué Papers Correspondence from Lam, Wifredo; Folder Date: 1964			axr; sr		http://merrick.library.miami.edu/digitalprojects/copyright.html				Text					chc52230000270001001	image/tiff	111994752 Bytes	5887	6340	771349486	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000270001001.tif		2009-11-19	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/115	115	116.jp2	/chc5223/image/116.jp2
Envelope addressed to Marta Frayde Barraqué		Lam, Wifredo				Lam, Wifredo; Frayde, Martha, 1920-	Correspondence				Albisola, Italy	1 envelope	spa		University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223		Box No.1; Folder No. 1; Folder Title: Correspondence from Lam, Wifredo, n.d.			axr; sr		http://merrick.library.miami.edu/digitalprojects/copyright.html				Text					chc52230000010001001	image/tiff	31673268 Bytes	3896	2708	709709444	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc52230000010001001.tif		2009-11-19	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/116	116	118.jp2	/chc5223/image/118.jp2
Wifredo Lam and Martha Frayde with others in Mexico						Lam, Wifredo; Frayde, Martha, 1920-	Photographs		1957	1950-1960		1 b&w photograph			University of Miami Libraries.  Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223		Box No.1; Folder No. 7; Folder Title: Martha Frayde Barraqué Papers Correspondence from Lam, Wifredo; Folder Date: 1957			axr; sr		http://merrick.library.miami.edu/digitalprojects/copyright.html				Image					chc5223000038001001	image/tiff	19102836 Bytes	3083	2063	3306826092	RGB	8 Bits Per Sample	600 ResolutionUnit_InchesPerPixel	chc5223000038001001.tif		2009-11-19	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/117	117	117.jp2	/chc5223/image/117.jp2
Page 1															University of Miami Libraries. Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223		Box No.1; Folder No. 4; Folder Title: Martha Frayde Barraqué Papers Correspondence from Lam, Wilfredo; Folder Date: 1964									Text					chc52230000180001001	image/tiff	46426280 Bytes	3550	4357	806866768	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc52230000180001001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/120	120	121.jp2	/chc5223/image/121.jp2
Page 2															University of Miami Libraries. Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223		Box No.1; Folder No. 4; Folder Title: Martha Frayde Barraqué Papers Correspondence from Lam, Wilfredo; Folder Date: 1964									Text					chc52230000180002001	image/tiff	45775152 Bytes	3519	4334	3882354301	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc52230000180002001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/121	121	122.jp2	/chc5223/image/122.jp2
Page 3															University of Miami Libraries. Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223		Box No.1; Folder No. 4; Folder Title: Martha Frayde Barraqué Papers Correspondence from Lam, Wilfredo; Folder Date: 1964									Text					chc52230000180003001	image/tiff	46298464 Bytes	3559	4334	296237558	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc52230000180003001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/122	122	123.jp2	/chc5223/image/123.jp2
Page 4															University of Miami Libraries. Cuban Heritage Collection	Martha Frayde Barraqué Papers	CHC5223		Box No.1; Folder No. 4; Folder Title: Martha Frayde Barraqué Papers Correspondence from Lam, Wilfredo; Folder Date: 1964									Text					chc52230000180004001	image/tiff	46214332 Bytes	3534	4357	3246657582	RGB	8 Bits Per Sample	600 Pixels Per Inch	chc52230000180004001.tif		2012-11-12	2012-11-12	http://merrick.library.miami.edu:80/cdm/ref/collection/chc5223/id/123	123	124.jp2	/chc5223/image/124.jp2
