Title	Translated title	Creator	Sender	Contributors	Recipient	Summary	Note	Subject	Genre	Publisher	Date	Coverage Temporal	Coverage Spatial	Physical description	Language	Web Site	Repository	Collection Title	Collection No.	Series	Container	Donor	Provenance	Editor	Attention	Rights	Copyright	Upload ID	Object ID	Type	Date Digital	Hardware	Software	Directory	Digital ID	Format	File Size	Width	Height	Checksum	Color space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 1																													asm0566000170						asm05660001700001001		89718148 Bytes	4863	6148	1027239869	RGB	8	600	asm05660001700001001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/516	516	557.jp2	/asm0566/image/557.jp2
Page 2																													asm0566000170						asm05660001700002001		89300908 Bytes	6141	4846	1581371407	RGB	8	600	asm05660001700002001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/517	517	558.jp2	/asm0566/image/558.jp2
Pierce Butler letter to George Houstown, September 11, 1775		Butler, Pierce, 1744-1822						Butler, Pierce, 1744-1822 -- Correspondence; Hostown, George; Letters;	Correspondence		1775-09-11	1770-1780	United States	1 letter; 2 pages	eng		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series IV. Politics, Diplomacy, and Law	Box No. 5; Folder No. 23; Folder Title: Butler, Pierce: Letter to George Houstown, 1775			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	Box5	asm0566000170	Text						image/tiff										2013-04-10	2013-04-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/518	518	559.cpd	/asm0566/supp/518/index.pdf
Page 1																													asm0566000193						asm05660001930001001		47927272 Bytes	3216	4965	190332839	RGB	8	600	asm05660001930001001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/519	519	560.jp2	/asm0566/image/560.jp2
Page 2																													asm0566000193						asm05660001930002001		48075900 Bytes	3213	4985	1938534291	RGB	8	600	asm05660001930002001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/520	520	561.jp2	/asm0566/image/561.jp2
Page 3																													asm0566000193						asm05660001930003001		48437060 Bytes	3213	5023	1991183431	RGB	8	600	asm05660001930003001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/521	521	562.jp2	/asm0566/image/562.jp2
Jefferson Davis letter to John Jones Pettus, January 3, 1860		Davis, Jefferson, 1808-1889						Davis, Jefferson, 1808-1889 -- Correspondence; Letters; Pettus, John Jones, 1813-1867;	Correspondence		1860-01-03	1860-1870	Washington (D.C.)	1 letter; 3 pages	eng		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series IV. Politics, Diplomacy, and Law	Box No. 5; Folder No. 47; Folder Title: Davis, Jefferson: Letter to John Jones Pettus, 1860			cme	Folder title needs to be corrected in finding aid: title should read "John Jones Pettus" instead of "John James Pettus"		http://merrick.library.miami.edu/digitalprojects/copyright.html	Box5	asm0566000193	Text						image/tiff										2013-04-10	2013-04-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/522	522	563.cpd	/asm0566/supp/522/index.pdf
Page 1																													asm0566000158						asm05660001580001001		75580944 Bytes	4560	5523	1612246875	RGB	8	600	asm05660001580001001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/523	523	564.jp2	/asm0566/image/564.jp2
Page 2																													asm0566000158						asm05660001580002001		75302252 Bytes	4539	5528	248335796	RGB	8	600	asm05660001580002001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/524	524	565.jp2	/asm0566/image/565.jp2
Page 3																													asm0566000158						asm05660001580003001		76438556 Bytes	4568	5576	637103094	RGB	8	600	asm05660001580003001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/525	525	566.jp2	/asm0566/image/566.jp2
Page 4																													asm0566000158						asm05660001580004001		75438692 Bytes	5542	4536	1514814675	RGB	8	600	asm05660001580004001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/526	526	567.jp2	/asm0566/image/567.jp2
Egbert Benson letter to George Clinton, February 9, 1784		Benson, Egbert, 1746-1833						Benson, Egbert, 1746-1833 -- Correspondence; Clinton, George, 1739-1812; United States -- History -- 1783-1815 -- Sources; Letters; Governors -- New York (State)	Correspondence		1784-02-09	1780-1790	Poughkeepsie (New York)	1 letter; 4 pages	eng		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series IV. Politics, Diplomacy, and Law	Box No. 5; Folder No. 10; Folder Title: Benson, Egbert: Letter to George Clinton, 1784			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	Box5	asm0566000158	Text						image/tiff										2013-04-10	2013-04-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/527	527	568.cpd	/asm0566/supp/527/index.pdf
Page 1																													asm0566000187						asm05660001870001001		95748924 Bytes	5174	6167	1168624579	RGB	8	600	asm05660001870001001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/528	528	569.jp2	/asm0566/image/569.jp2
Page 2																													asm0566000187						asm05660001870002001		95038256 Bytes	5159	6139	4102267703	RGB	8	600	asm05660001870002001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/529	529	570.jp2	/asm0566/image/570.jp2
Page 3																													asm0566000187						asm05660001870003001		95091844 Bytes	5132	6175	1896486190	RGB	8	600	asm05660001870003001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/530	530	571.jp2	/asm0566/image/571.jp2
Page 4																													asm0566000187						asm05660001870004001		96954172 Bytes	5219	6191	2313219203	RGB	8	600	asm05660001870004001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/531	531	572.jp2	/asm0566/image/572.jp2
Walter Terry Colquitt letter to James K. Polk, March 21, 1845		Colquitt, W. T. (Walter Terry), 1799-1855						Colquitt, W. T. (Walter Terry), 1799-1855 -- Correspondence; Polk, James K., 1795-1849; Letters; Presidents -- United States;	Correspondence		1845-03-21	1840-1850	LaGrange (Georgia)	1 letter; 4 pages	eng		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series IV. Politics, Diplomacy, and Law	Box No. 5; Folder No. 38; Folder Title: Colquitt, Walter Terry: Letter to James K. Polk, 1845			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	Box5	asm0566000187	Text						image/tiff										2013-04-10	2013-04-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/532	532	573.cpd	/asm0566/supp/532/index.pdf
Page 1																													asm0566000147						asm05660001470001001		75341632 Bytes	4512	5564	2286238146	RGB	8	600	asm05660001470001001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/533	533	574.jp2	/asm0566/image/574.jp2
Page 2																													asm0566000147						asm05660001470002001		52865040 Bytes	3808	4625	2007794565	RGB	8	600	asm05660001470002001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/534	534	575.jp2	/asm0566/image/575.jp2
Page 3																													asm0566000147						asm05660001470003001		53427896 Bytes	3816	4665	2230729988	RGB	8	600	asm05660001470003001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/535	535	576.jp2	/asm0566/image/576.jp2
Page 4																													asm0566000147						asm05660001470004001		49855052 Bytes	3630	4576	404159429	RGB	8	600	asm05660001470004001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/536	536	577.jp2	/asm0566/image/577.jp2
James Wilkinson letter to John Armstrong, July 7, 1792		Wilkinson, James, 1757-1825						Wilkinson, James, 1757-1825; Armstrong, John; United States -- History -- 18th century -- Sources; Letters	Correspondence		1792-07-07	1790-1800	United States	1 letter; 4 pages	eng		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series III: Military	Box No. 4; Folder No. 43; Folder Title: Wilkinson, James: Letter to John Armstrong, 1792			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	Box4	asm0566000147	Text						image/tiff										2013-04-05	2013-04-05	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/537	537	578.cpd	/asm0566/supp/537/index.pdf
Page 1																													asm0566000178						asm05660001780001001		120429788 Bytes	4997	8032	2590013440	RGB	8	600	asm05660001780001001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/538	538	579.jp2	/asm0566/image/579.jp2
Page 2																													asm0566000178						asm05660001780002001		121298636 Bytes	8013	5045	3758093203	RGB	8	600	asm05660001780002001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/539	539	580.jp2	/asm0566/image/580.jp2
Walter Clark letter to Joseph Reed, August 30, 1781		Clark, Walter						Clark, Walter; Reed, Joseph, 1741-1785; Letters; Effectiveness and validity of law; Law enforcement	Correspondence		1781-08-30	1780-1790	Sunbury (Pennsylvania)	1 letter; 2 pages	eng		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series IV. Politics, Diplomacy, and Law	Box No. 5; Folder No. 29; Folder Title: Clark, Walter: Letter to Joseph Reed, 1781			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	Box5	asm0566000178	Text						image/tiff										2013-04-10	2013-04-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/540	540	581.cpd	/asm0566/supp/540/index.pdf
Page 1																													asm0566000153						asm05660001530001001		119962428 Bytes	5046	7923	2928871886	RGB	8	600	asm05660001530001001.tif		2013-04-10	2013-04-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/541	541	582.jp2	/asm0566/image/582.jp2
Page 2																													asm0566000153						asm05660001530002001		121374928 Bytes	5097	7936	3954555375	RGB	8	600	asm05660001530002001.tif		2013-04-10	2013-04-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/542	542	583.jp2	/asm0566/image/583.jp2
Summons for John Hooper, June 10, 1720		Ballantine, John, 1677-1735						Ballantine, John, 1677-1735; Hooper, John, 1670-1761; Summons	Summonses; Documents		1720-06-10	1720-1730	Boston (Massachusetts)	1 document	eng		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series IV. Politics, Diplomacy, and Law	Box No. 5; Folder No. 5; Folder Title: Ballantine, John: Summons for John Hooper, 1720			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	Box5	asm0566000153	Text						image/tiff										2013-04-10	2013-04-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/543	543	584.cpd	/asm0566/supp/543/index.pdf
Page 1																													asm0566000142						asm05660001420001001		91656948 Bytes	4956	6163	3279494000	RGB	8	600	asm05660001420001001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/544	544	585.jp2	/asm0566/image/585.jp2
Page 2																													asm0566000142						asm05660001420002001		91105924 Bytes	6171	4920	1068840143	RGB	8	600	asm05660001420002001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/545	545	586.jp2	/asm0566/image/586.jp2
Thomas Truxtun letter, April 25, 1809		Truxtun, Thomas, 1755-1822						Truxtun, Thomas, 1755-1822 -- Correspondence; Rhea, Jonathan; Jefferson, Thomas, 1743-1826; United States -- History -- 1809-1817 -- Sources; Letters	Correspondence		1809-04-25	1800-1810	Philadelphia (Pennsylvania)	1 letter; 2 pages	eng		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series III: Military	Box No. 4; Folder No. 38; Folder Title: Truxtun, Thomas: Letter to Colonel Rhea [?], 1809			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	Box4	asm0566000142	Text						image/tiff										2013-04-05	2013-04-05	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/546	546	587.cpd	/asm0566/supp/546/index.pdf
Page 1																													asm0566000159						asm05660001590001001		62489336 Bytes	4166	4998	4106342429	RGB	8	600	asm05660001590001001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/547	547	588.jp2	/asm0566/image/588.jp2
Page 2																													asm0566000159						asm05660001590002001		62210992 Bytes	5006	4141	1017458663	RGB	8	600	asm05660001590002001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/548	548	589.jp2	/asm0566/image/589.jp2
Application for Grants, February 6, 1766		Bernard, Francis, Sir, 1712-1779						Bernard, Francis, Sir, 1712-1779; Gray, Harrison, 1712-1794; Salaries	Documents		1766-02-06	1760-1770	Boston (Massachusetts)	1 document	eng		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series IV. Politics, Diplomacy, and Law	Box No. 5; Folder No. 11; Folder Title: Bernard, Sir Francis: Application for Grants, 1766			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	Box5	asm0566000159	Text						image/tiff										2013-04-10	2013-04-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/549	549	590.cpd	/asm0566/supp/549/index.pdf
Page 1																													asm0566000113						asm05660001130001001		88992784 Bytes	4869	6091	1193768365	RGB	8	600	asm05660001130001001.tif		2013-04-05	2013-04-05	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/550	550	591.jp2	/asm0566/image/591.jp2
Page 2																													asm0566000113						asm05660001130002001		88768192 Bytes	6062	4880	1274452603	RGB	8	600	asm05660001130002001.tif		2013-04-05	2013-04-05	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/551	551	592.jp2	/asm0566/image/592.jp2
Benjamin Franklin Butler letter to Edward Wellman Serrell, February 1, 1866		Butler, Benjamin F. (Benjamin Franklin), 1818-1893						Butler, Benjamin F. (Benjamin Franklin), 1818-1893 -- Correspondence; Serrell, Edward W. (Edward Wellman), b. 1826; Letters	Correspondence		1866-02-01	1860-1870	Washington (D.C.)	1 letter; 2 pages	eng		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series III: Military	Box No. 4; Folder No. 11; Folder Title: Butler, Benjamin Franklin: 3 Letters Signed to Edward Wellman Serrell, 1866-1867			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	Box4	asm0566000113	Text						image/tiff										2013-04-05	2013-04-05	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/552	552	593.cpd	/asm0566/supp/552/index.pdf
Page 1																													asm0566000160						asm05660001600001001		91486508 Bytes	4976	6127	1156555374	RGB	8	600	asm05660001600001001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/553	553	594.jp2	/asm0566/image/594.jp2
Page 2																													asm0566000160						asm05660001600002001		91445420 Bytes	4944	6164	4107094661	RGB	8	600	asm05660001600002001.tif		2013-04-05	2013-04-05	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/554	554	595.jp2	/asm0566/image/595.jp2
John McPherson Berrien letter to Baron McKinne, January 6, 1818		Berrien, John MacPherson, 1781-1856						Berrien, John MacPherson, 1781-1856; Letters	Correspondence		1818-01-06	1810-1820	United States	1 letter; 2 pages	eng		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series IV. Politics, Diplomacy, and Law	Box No. 5; Folder No. 12; Folder Title: Berrien, John McPherson:  Letter to Baron McKinne, 1818			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	Box5	asm0566000160	Text						image/tiff										2013-04-10	2013-04-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/555	555	596.cpd	/asm0566/supp/555/index.pdf
Page 1																													asm0566000105						asm05660001050001001		79935412 Bytes	4587	5807	504865000	RGB	8	600	asm05660001050001001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/556	556	597.jp2	/asm0566/image/597.jp2
Page 2																													asm0566000105						asm05660001050002001		79910040 Bytes	4599	5790	3604577209	RGB	8	600	asm05660001050002001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/557	557	598.jp2	/asm0566/image/598.jp2
Page 3																													asm0566000105						asm05660001050003001		79469500 Bytes	4603	5753	1922712160	RGB	8	600	asm05660001050003001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/558	558	599.jp2	/asm0566/image/599.jp2
Page 4																													asm0566000105						asm05660001050004001		79782076 Bytes	5782	4598	2343014665	RGB	8	600	asm05660001050004001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/559	559	600.jp2	/asm0566/image/600.jp2
James Barron letter, January 9, 1802		Barron, James, 1769-1851						Barron, James, 1769-1851 -- Correspondence; United States -- History -- 1783-1815 -- Sources; Letters	Correspondence		1802-01-09	1800-1810	Malta	1 letter; 4 pages	eng		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series III: Military	Box No. 4; Folder No. 4; Folder Title: Barron, James: Letter, 1776			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	Box4	asm0566000105	Text						image/tiff										2013-04-05	2013-04-05	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/560	560	601.cpd	/asm0566/supp/560/index.pdf
Page 1																													asm0566000185						asm05660001850001001		116058776 Bytes	4901	7892	2577560335	RGB	8	600	asm05660001850001001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/561	561	602.jp2	/asm0566/image/602.jp2
Page 2																													asm0566000185						asm05660001850002001		116254740 Bytes	4926	7865	1937547449	RGB	8	600	asm05660001850002001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/562	562	603.jp2	/asm0566/image/603.jp2
Page 3																													asm0566000185						asm05660001850003001		116508332 Bytes	7905	4912	1363774045	RGB	8	600	asm05660001850003001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/563	563	604.jp2	/asm0566/image/604.jp2
Power of Attorney, May 18, 1808		Clymer, George, 1739-1813; McCall, Archibald, 1767-1843						Clymer, George, 1739-1813; McCall, Archibald, 1767-1843; Power of attorney; Tilghman, William, 1756-1827; Forman, Joshua, 1777-1849	Powers of attorney		1808-05-18	1800-1810	Philadelphia (Pennsylvania)	1 document	eng		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series IV. Politics, Diplomacy, and Law	Box No. 5; Folder No. 36; Folder Title: Clymer, George and Archibald McCall: Power of Attorney, 1808			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	Box5	asm0566000185	Text						image/tiff										2013-04-10	2013-04-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/564	564	605.cpd	/asm0566/supp/564/index.pdf
Page 1																													asm0566000131						asm05660001310001001		118209768 Bytes	4911	8022	2913814881	RGB	8	600	asm05660001310001001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/565	565	606.jp2	/asm0566/image/606.jp2
Page 2																													asm0566000131						asm05660001310002001		118200376 Bytes	8028	4907	3714415856	RGB	8	600	asm05660001310002001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/566	566	607.jp2	/asm0566/image/607.jp2
Naval Order, March 6, 1793		Parker, Hyde, 1739-1807						Parker, Hyde, 1739-1807; United States. Navy -- History -- 18th century	Documents		1793-03-06	1790-1800	Spithead Channel (England)	1 document	eng		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series III: Military	Box No. 4; Folder No. 26; Folder Title: Parker, Hyde: Naval Order, 1793			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	Box4	asm0566000131	Text						image/tiff										2013-04-05	2013-04-05	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/567	567	608.cpd	/asm0566/supp/567/index.pdf
Page 1																													asm0566000110						asm05660001100001001		90821408 Bytes	4942	6124	138413105	RGB	8	600	asm05660001100001001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/568	568	609.jp2	/asm0566/image/609.jp2
Page 2																													asm0566000110						asm05660001100002001		89574396 Bytes	4911	6078	1804840288	RGB	8	600	asm05660001100002001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/569	569	610.jp2	/asm0566/image/610.jp2
Page 3																													asm0566000110						asm05660001100003001		92506480 Bytes	5020	6141	3694367277	RGB	8	600	asm05660001100003001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/570	570	611.jp2	/asm0566/image/611.jp2
Page 4																													asm0566000110						asm05660001100004001		91963640 Bytes	6159	4976	2753135416	RGB	8	600	asm05660001100004001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/571	571	612.jp2	/asm0566/image/612.jp2
James Breckinridge letter to Andrew Hamilton, June 11, 1809		Breckinridge, James, 1763-1833						Breckinridge, James, 1763-1833 -- Correspondence; Hamilton, Andrew; United States -- History -- 19th century -- Sources; Letters	Correspondence		1809-06-11	1800-1810	Washington (D.C.)	1 letter; 4 pages	eng		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series III: Military	Box No. 4; Folder No. 9; Folder Title: Breckenridge, James: Letter to Andrew Hamilton, 1809			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	Box4	asm0566000110	Text						image/tiff										2013-04-05	2013-04-05	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/572	572	613.cpd	/asm0566/supp/572/index.pdf
Page 1																													asm0566000198						asm05660001980001001		89589924 Bytes	5016	5952	2196111696	RGB	8	600	asm05660001980001001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/573	573	614.jp2	/asm0566/image/614.jp2
Page 2																													asm0566000198						asm05660001980002001		89399428 Bytes	5022	5932	67640103	RGB	8	600	asm05660001980002001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/574	574	615.jp2	/asm0566/image/615.jp2
Page 3																													asm0566000198						asm05660001980003001		90341112 Bytes	5057	5953	4055305318	RGB	8	600	asm05660001980003001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/575	575	616.jp2	/asm0566/image/616.jp2
Page 4																													asm0566000198						asm05660001980004001		88979624 Bytes	5940	4992	2711691094	RGB	8	600	asm05660001980004001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/576	576	617.jp2	/asm0566/image/617.jp2
William Few letter to Edward Telfair, April 5, 1805		Few, William, 1748-1828						Few, William, 1748-1828; Telfair, Edward, approximately 1735-1807; Letters; United States -- History -- 1783-1815 -- Sources	Correspondence		1805-04-05	1800-1810	New York (New York)	1 letter; 4 pages	eng		University of Miami Libraries. Special Collections.	Historical Documents Collection	ASM0566	Series IV. Politics, Diplomacy, and Law	Box No. 5; Folder No. 53; Folder Title: Few, William: Letter to Edward Telfair, 1805			cme			http://merrick.library.miami.edu/digitalprojects/copyright.html	Box5	asm0566000198	Text						image/tiff										2013-04-10	2013-04-10	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/577	577	618.cpd	/asm0566/supp/577/index.pdf
Page 1																													asm0566000101						asm05660001010001001		123144144 Bytes	5061	8109	1628037991	RGB	8	600	asm05660001010001001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/578	578	619.jp2	/asm0566/image/619.jp2
Page 2																													asm0566000101						asm05660001010002001		118914564 Bytes	4993	7937	1618786034	RGB	8	600	asm05660001010002001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/579	579	620.jp2	/asm0566/image/620.jp2
Page 3																													asm0566000101						asm05660001010003001		118038928 Bytes	5017	7841	1936954834	RGB	8	600	asm05660001010003001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/580	580	621.jp2	/asm0566/image/621.jp2
Page 4																													asm0566000101						asm05660001010004001		115946908 Bytes	4956	7797	7715326	RGB	8	600	asm05660001010004001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/581	581	622.jp2	/asm0566/image/622.jp2
Page 5																													asm0566000101						asm05660001010005001		119144620 Bytes	5041	7877	3233641102	RGB	8	600	asm05660001010005001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/582	582	623.jp2	/asm0566/image/623.jp2
Page 6																													asm0566000101						asm05660001010006001		115812740 Bytes	4945	7805	71923433	RGB	8	600	asm05660001010006001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/583	583	624.jp2	/asm0566/image/624.jp2
Page 7																													asm0566000101						asm05660001010007001		117320832 Bytes	5025	7781	49480510	RGB	8	600	asm05660001010007001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/584	584	625.jp2	/asm0566/image/625.jp2
Page 8																													asm0566000101						asm05660001010008001		116956004 Bytes	5017	7769	1852769116	RGB	8	600	asm05660001010008001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/585	585	626.jp2	/asm0566/image/626.jp2
Page 9																													asm0566000101						asm05660001010009001		116195600 Bytes	4969	7793	2346017863	RGB	8	600	asm05660001010009001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/586	586	627.jp2	/asm0566/image/627.jp2
Page 10																													asm0566000101						asm05660001010010001		115019928 Bytes	4957	7733	323150021	RGB	8	600	asm05660001010010001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/587	587	628.jp2	/asm0566/image/628.jp2
Page 11																													asm0566000101						asm05660001010011001		116264820 Bytes	4983	7776	717929050	RGB	8	600	asm05660001010011001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/588	588	629.jp2	/asm0566/image/629.jp2
Page 12																													asm0566000101						asm05660001010012001		116572300 Bytes	5035	7716	3565962151	RGB	8	600	asm05660001010012001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/589	589	630.jp2	/asm0566/image/630.jp2
Page 13																													asm0566000101						asm05660001010013001		116104256 Bytes	4983	7765	1874130427	RGB	8	600	asm05660001010013001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/590	590	631.jp2	/asm0566/image/631.jp2
Page 14																													asm0566000101						asm05660001010014001		116034596 Bytes	4993	7745	1862611799	RGB	8	600	asm05660001010014001.tif		2012-10-24	2012-10-24	http://merrick.library.miami.edu:80/cdm/ref/collection/asm0566/id/591	591	632.jp2	/asm0566/image/632.jp2
