Title	Photographer	Contributors	Summary	Note	Subject	Genre	Date	Coverage  Temporal	Location	Physical Description	Language	Repository	Collection Title	Collection No.	Series	Container	Copyright	Rights	Editor	Object ID	Hardware	Software	Directory	Digital ID	Type	Format	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Meeting in the Student Union	Cox				Norman A. Whitten University Center	Photographs			Coral Gables, Florida	1 b&w photograph; 25.9 x 20.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 18; Folder No. 26;  Folder Title: Student Union - Interior Views	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420024590001001	Image	image/tiff	6425.053 KB	6113	4974	0xBF51B9A6	RGB	24-bit depth	600 dpi	asu06420024590001001.tif		2008-01-23	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/2295	2295	2274.jp2	/umphotos/image/2274.jp2
Student or employee preparing  desserts in the Student Union Slop Shop	Fleming, Fred B.			Written on verso: "Student Union Main Campus"	Norman A. Whitten University Center	Photogrpahs			Coral Gables, Florida	1 b&w photograph; 25.9 x 20.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series I: Buildings and Grounds	Box No. 18;  Folder No. 16;  Folder Title: Student Union - Cafeteria and Slop Shop - INterior Views 1953	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420024570001001	Image	image/tiff	9830.85 KB	5025	6121	0xFDB2514B	RGB	24-bit depth	600 dpi	asu06420024570001001.tif		2008-01-23	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/2296	2296	2272.jp2	/umphotos/image/2272.jp2
University Court Motel	Blakeley, Ron				Court Motel	Photograph	1962-12-08	1960-1970	Coral Gables, Florida	1 b&w photograph; 24.2 x 16.3 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series I: Buildings and Grounds	Box No. 19;  Folder No. 1;  Folder Title: University Court Motel: Exterior views	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420025010001001	Image	image/tiff	9437.943 KB	5772	3840	0x538D2708	RGB	24-bit depth	600 dpi	asu06420025010001001.tif		2008-01-23	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/2297	2297	2315.jp2	/umphotos/image/2315.jp2
Student Union building on the Coral Gables campus	Fleming, Fred B.			Written on verso: "Student Union Main Campus", "Student Club (1946)", "ring theater upper right"		Photographs	1946	1940-1950	Coral Gables, Florida	1 b&w photograph; 24.7 x 19.1 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series I: Buildings and Grounds	Box No. 18;  Folder No. 13;  Folder Title: Student Union Aerial Views.	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420024140001001	Image	image/tiff	11822.252 KB	6118	4744	0xDF64E6B2	RGB	24-bit depth	600 dpi	asu06420024140001001.tif		2008-01-23	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/2298	2298	2229.jp2	/umphotos/image/2229.jp2
Pool at University Court Motel					Court Motel	Photographs	1962-12-08	1960-1970	Coral Gables, Florida	1 b&w negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series I: Buildings and Grounds	Box No. 19;  Folder No. 1;  Folder Title: University Court Motel: Exterior views	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420025050001001	Image	image/tiff	7063.234 KB	3338	3398	0xB0267F9D	RGB	24-bit depth	600 dpi	asu06420025050001001.tif		2008-01-23	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/2299	2299	2319.jp2	/umphotos/image/2319.jp2
Crowd at Student Union dedication ceremony	S.T.M.					Negatives	1965	1960-1970	Coral Gables (Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 18;  Folder No. 19;  Folder Title: Student Union Dedication 1965.	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420024280001001	Image	image/tiff	3312.629 KB	3461	2317	0xA4B219A4	RGB	24-bit depth	600 dpi	asu06420024280001001.tif		2008-01-23	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/2300	2300	2243.jp2	/umphotos/image/2243.jp2
Pool at the University Court Motel	Blakeley, Ron				Court Motel	Photographs	1962-12-08	1960-1970	Coral Gables, Florida	1 b&w photograph; 24.1 x 16.2 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series I: Buildings and Grounds	Box No. 19;  Folder No. 1;  Folder Title: University Court Motel: Exterior views	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420025020001001	Image	image/tiff	12828.438 KB	6120	5001	0x239241E1	RGB	24-bit depth	600 dpi	asu06420025020001001.tif		2008-01-23	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/2301	2301	2316.jp2	/umphotos/image/2316.jp2
Dr. Archie McNeal, Library Director 1952-1979						Negatives			Coral Gables (Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 18;  Folder No. 8;  Folder Title: South Campus Library: Interior Views	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420024020001001	Image	image/tiff	7520.13 KB	4740	5775	0xEEFE9421	RGB	24-bit depth	600 dpi	asu06420024020001001.tif		2008-01-23	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/2302	2302	2217.jp2	/umphotos/image/2217.jp2
Ribbon cutting at the  dedication ceremony for the  Student Union						Photographs	1965	1960-1970	Coral Gables, Florida	negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series I: Buildings and Grounds	Box No. 18;  Folder No. 19;  Folder Title: Student Union Dedication 1965.	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420024340001001	Image	image/tiff	4198.057 KB	3466	2340	0x957BD1EC	RGB	24-bit depth	600 dpi	asu06420024340001001.tif		2008-01-23	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/2303	2303	2249.jp2	/umphotos/image/2249.jp2
Students at the West Lab School				Written on verso: "West Lab School"	West Laboratory School	Photographs			Coral Gables, Florida	1 b&w photograph; 25.4 x 20.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series I: Buildings and Grounds	Box No. 19; Folder No. 12; Folder Title: West Laboratory School Exterior Views.	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420025210001001	Image	image/tiff	10594.537 KB	6107	5004	0xB2D004C1	RGB	24-bit depth	600 dpi	asu06420025210001001.tif		2008-01-23	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/2304	2304	2335.jp2	/umphotos/image/2335.jp2
Drawing of the Student Club on the Coral Gables campus				Written on verso: "Student Center patio before renovations 1940's-1970's"	Norman A. Whitten University Center	Photographs; Architectural Drawings		1940-1980	Coral Gables (Florida)	1 b&w photograph; 24.8 x 15.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 18;  Folder No. 22;  Folder Title: Student Union Exterior Views (3 of 3)	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420024510001001	Image	image/tiff	13436.279 KB	5909	3677	0xAB3B467D	RGB	24-bit depth	600 dpi	asu06420024510001001.tif		2008-01-23	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/2305	2305	2266.jp2	/umphotos/image/2266.jp2
The Student Union, Richter Library, part of Osceola Lake, and other buildings						Negatives			Coral Gables, Florida	1 color negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series I: Buildings and Grounds	Box No. 19;  Folder No. 7;  Folder Title: Student Union - Negatives 1960S.	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420024630001001	Image	image/tiff	4679.068 KB	3930	2710	0x4018FD52	RGB	24-bit depth	600 dpi	asu06420024630001001.tif		2008-01-23	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/2306	2306	2278.jp2	/umphotos/image/2278.jp2
Pool at University Court Motel					Court Motel	Photographs	1962-12-08	1960-1970	Coral Gables, Florida	1 b&w negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series I: Buildings and Grounds	Box No. 19;  Folder No. 1;  Folder Title: University Court Motel: Exterior views	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420025040001001	Image	image/tiff	7539.533 KB	3345	3393	0x5F7E8209	RGB	24-bit depth	600 dpi	asu06420025040001001.tif		2008-01-23	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/2307	2307	2318.jp2	/umphotos/image/2318.jp2
Exterior view of the Wesley Foundation Building.				Written on verso: "Religious House - Wesley Foundation"	Wesley Foundation	Photographs			Coral Gables, Florida	1 b&w photograph; 25 x 20.3 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 19;  Folder No. 7;  Folder Title: Wesley Foundation: Canterbury House - Exterior views	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420025140001001	Image	image/tiff	12389.646 KB	6046	4912	0xA90A2EE1	RGB	24-bit depth	600 dpi	asu06420025140001001.tif		2008-01-23	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/2308	2308	2328.jp2	/umphotos/image/2328.jp2
Architectural drawings of the new Student Union Building				Text on front bottom: "The New Student Union Building University of Miami Robert M. Little FAIA Architect"		Architectural Drawings; Photographs			Coral Gables (Florida)	1 b&w photograph; 24.1 x 19.4 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 18;  Folder No. 28;  Folder Title: Student Union: Proposed Models	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420024690001001	Still Image	image/tiff	9793.092 KB	6109	4943	0xCF6A8F93	RGB	24-bit depth	600 dpi	asu06420024690001001.tif		2008-01-23	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/2309	2309	2284.jp2	/umphotos/image/2284.jp2
Delta Zeta temporary building during main campus construction						Negatives			Coral Gables (Florida)	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 19;  Folder No. 17;  Folder Title: Wooden Buildings: Exterior Views	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420024820001001	Image	image/tiff	1543.034 KB	2729	2699	0xF5F49261	RGB	24-bit depth	600 dpi	asu06420024820001001.tif		2008-01-23	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/2310	2310	2296.jp2	/umphotos/image/2296.jp2
Exterior view of the Whitten Learning Center					Whitten Learning Center	Photographs			Coral Gables, Florida	1 b&w photograph; 25.3 x 20.6 cm	ENG	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 7;  Folder No. 12;  Folder Title: Learning Center: Exterior views	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420024950001001	Image	image/tiff	7475.364 KB	6084	4942	0x1A86F0E8	RGB	24-bit depth	600 dpi	asu06420024950001001.tif		2008-01-23	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/2311	2311	2309.jp2	/umphotos/image/2309.jp2
Patio and swimming pool at the Student Union	S.T.M.			Written on verso: "Patio & swimming pool. [Student Union 1965 STM]"		Photographs	1965	1960-1970	Coral Gables, Florida	1 b&w photograph; 25.7 x 20.2 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series I: Buildings and Grounds	Box No. 18;  Folder No. 27;  Folder Title: Student Union: Patio and Swimming Pool	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420024420001001	Image	image/tiff	7358.888 KB	4966	6095	0xF7E9A7C4	RGB	24-bit depth	600 dpi	asu06420024420001001.tif		2008-01-23	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/2312	2312	2257.jp2	/umphotos/image/2257.jp2
Architectural drawing for the Veterans Housing Project	Davis, Walter	Robert M. Little (architect)		Written on front: Veterants Housing Project		Architectural Drawings			Coral Gables (Florida)	1 b&w photograph; 24.2 x 19.8 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 19;  Folder No. 5;  Folder Title: Veteran's Residence Units: Proposed Model	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420025090001001	Image	image/tiff	5953.95 KB	5821	4385	0x2FD51B8F	RGB	24-bit depth	600 dpi	asu06420025090001001.tif		2008-01-23	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/2313	2313	2323.jp2	/umphotos/image/2323.jp2
Mural outside of the Student Union				As attached caption: "A panel featuring building at the University of Miami is one of three that form a mural designed and painted at the Whitten Student Union by UM alum Jon Soeder."		Photographs			Coral Gables, Florida	1 b&w photograph; 24.9 x 17 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series I: Buildings and Grounds	Box No. 18;  Folder No. 21;  Folder Title: Student Union Exterior Views (2 of 3)	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420024490001001	Image	image/tiff	12336.275 KB	6062	4111	0xF022408D	RGB	24-bit depth	600 dpi	asu06420024490001001.tif		2008-01-23	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/2314	2314	2264.jp2	/umphotos/image/2264.jp2
Exterior view of the Student Union eating patio	Greenfield, David			Written on verso: "Old student union Eating area new food court Before renovations 1940's-1960's"		Photographs		1950-1960	Coral Gables, Florida	1 b&w photograph; 25.7 x 20.2 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 18;  Folder No. 22;  Folder Title: Student Union: Exterior Views (3 of 3)	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420024380001001	Image	image/tiff	9539.154 KB	6114	4964	0xAECB389	RGB	24-bit depth	600 dpi	asu06420024380001001.tif		2008-01-23	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/2315	2315	2253.jp2	/umphotos/image/2253.jp2
Cafeteria in the Student Union				Attached top left: "Student Club Cafeteria, University of Miami"; Cropped bottom portion of photograph for image quality. Original size was 24.6 x 19.1, size after editting 24.6 x 16.7 cm	Norman A. Whitten University Center	Photographs			Coral Gables (Florida)	1 b&w photograph; 24.6 x 16.7 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 18;  Folder No. 16;  Folder Title: Student Union - Cafeteria and Slop Shop - Interior Views 1953	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420024600001001	Image	image/tiff	11533.278 KB	6094	4129	0x20806F84	RGB	24-bit depth	600 dpi	asu06420024600001001.tif		2008-01-23	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/2316	2316	2275.jp2	/umphotos/image/2275.jp2
Students inside a classroom at the West Laboratory School					West Laboratory School	Photographs			Coral Gables, Florida	1 b&w photograph; 19.3 x 24.1 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series I: Buildings and Grounds	Box No. 19;  Folder No. 13;  Folder Title: West Laboratory School: Interior Views	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420025220001001	Image	image/tiff	9132.05 KB	4999	6177	0xEAE32B93	RGB	24-bit depth	600 dpi	asu06420025220001001.tif		2008-01-23	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/2317	2317	2336.jp2	/umphotos/image/2336.jp2
Front side of the Library at the South campus						Negatives			Coral Gables, Florida	1 negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 18;  Folder No. 11;  Folder Title: South Campus Library Negatives.	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420024070001001	Image	image/tiff	7305.963 KB	5739	4557	0xDB946837	RGB	24-bit depth	600 dpi	asu06420024070001001.tif		2008-01-23	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/2318	2318	2222.jp2	/umphotos/image/2222.jp2
Interior view of  the Student Union Slop Shop	Fleming, Fred B.			Written on verso: "Slop Shop, Student Union, Main Campus (This corner subsequently remodeled)"	Norman A. Whitten University Center	Photographs			Coral Gables, Florida	1 b&w photograph; 25.9 x 20.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 18;  Folder No. 16;  Folder Title: Student Union - Cafeteria and Slop Shop - Interior Views	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420024560001001	Image	image/tiff	9288.252 KB	6091	4968	0xC175939C	RGB	24-bit depth	600 dpi	asu06420024560001001.tif		2008-01-23	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/2319	2319	2271.jp2	/umphotos/image/2271.jp2
Pool at the University Court Motel					Court Motel	Photographs	1962-12-08	1960-1970	Coral Gables, Florida	1 b&w negative	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series I: Buildings and Grounds	Box No. 19;  Folder No. 1;  Folder Title: University Court Motel: Exterior views	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420025030001001	Image	image/tiff	7735.903 KB	3338	3366	0xE62D3AA	RGB	24-bit depth	600 dpi	asu06420025030001001.tif		2008-01-23	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/2320	2320	2317.jp2	/umphotos/image/2317.jp2
Student in line at the Student Union Slop Shop				Written on verso: "SC feature Oct 14, 1949"		Photographs	1949-10-14	1940-1950	Coral Gables, Florida	1 b&w photograph; 17.7 x 12.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	0642	Series I: Buildings and Grounds	Box No. 18;  Folder No. 16;  Folder Title: Student Union - Cafeteria and Slop Shop - Interior Views 1953.	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420024210001001	Image	image/tiff	2928.124 KB	4128	3047	0xF1184BF9	RGB	24-bit depth	600 dpi	asu06420024210001001.tif		2008-01-23	2010-04-30	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/2321	2321	2236.jp2	/umphotos/image/2236.jp2
Interior of the Whitten Learning Center	H.G.			Written on verso: "University College 11/1962 H.G."	Whitten Learning Center	Photographs	1962-11	1960-1970	Coral Gables, Florida	1 b&w photograph; 25.3 x 20.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 7;  Folder No. 13;  Folder Title: Learning Center: Interior views	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420024980001001	Image	image/tiff	8816.475 KB	6104	4996	0x6019B653	RGB	24-bit depth	600 dpi	asu06420024980001001.tif		2008-01-23	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/2322	2322	2312.jp2	/umphotos/image/2312.jp2
Exterior of the West Laboratory School					West Laboratory School	Photographs			Coral Gables (Florida)	1 b&w photograph; 25.4 x 20.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 19;  Folder No. 12;  Folder Title: West Laboratory School: Exterior views	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420025190001001	Image	image/tiff	9957.153 KB	6849	5662	0x480D6796	RGB	24-bit depth	600 dpi	asu06420025190001001.tif		2008-01-23	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/2323	2323	2333.jp2	/umphotos/image/2333.jp2
Drawing of the University Stadium and Athletic Field						Photographs; Architectural Drawings			Coral Gables (Florida)	1 b&w photograph; 25.9 x 20.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 18;  Folder No. 16;  Folder Title: Stadiums amd Athletic Field Proposed.	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420024130001001	Image	image/tiff	10624.651 KB	6099	4931	0x8A2D0027	RGB	24-bit depth	600 dpi	asu06420024130001001.tif		2008-01-23	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/2324	2324	2228.jp2	/umphotos/image/2228.jp2
Drawing of the St. Augustine Catholic Church				Newman House, Catholic Center			1960-03-28	1960-1970	Coral Gables (Florida)	1 b&w photograph; 24.2 x 19.5 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 18;  Folder No. 15;  Folder Title: St Augustine Catholic Center Proposal.	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420024110001001	Image	image/tiff	11054.421 KB	5750	4616	0xBE26A051	RGB	24-bit depth	600 dpi	asu06420024110001001.tif		2008-01-23	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/2325	2325	2226.jp2	/umphotos/image/2226.jp2
Architectural drawing for the Veterans Housing Project		Robert M. Little (architect)		Written on front: Veterans Housing Project		Architectural Drawings			Coral Gables (Florida)	1 b&w photograph; 24.2 x 19.8 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 19;  Folder No. 5;  Folder Title: Veteran's Residence Units: Proposed Model	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420025080001001	Image	image/tiff	9255.476 KB	5950	4850	0xAA26B5AA	RGB	24-bit depth	600 dpi	asu06420025080001001.tif		2008-01-23	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/2326	2326	2322.jp2	/umphotos/image/2322.jp2
Architectural drawing for the Varsity Locker Rooms		Robert M. Little (architect)		Written on front: Varsity Locker Room University of Miami Robert M. Little Architect		Architectural Drawings			Coral Gables (Florida)	1 b&w photograph; 24.3 x 13.3 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 19;  Folder No. 4;  Folder Title: Varsity Locker Room: Proposed Model	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420025060001001	Image	image/tiff	5615.246 KB	5956	4169	0xA3F98843	RGB	24-bit depth	600 dpi	asu06420025060001001.tif		2008-01-23	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/2327	2327	2320.jp2	/umphotos/image/2320.jp2
Exterior view of the rear of the south campus library.						Photographs		1940-1960	Coral Gables, Florida	negative		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 18;  Folder No. 4;  Folder Title: South Campus: Exterior views (facilities)	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420024060001001	Image	image/tiff	9914.664 KB	5739	4549	0x7A789337	RGB	24-bit depth	600 dpi	asu06420024060001001.tif		2008-01-23	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/2328	2328	2221.jp2	/umphotos/image/2221.jp2
